relation_id,source_person_id,source_name,target_person_id,target_name,relation_type,relation_label_ru,relation_label_en,direction,certainty,status,source_note,source_url,added_at,updated_at
REL_0001,PERS_0665f215,Шохин Владимир Кириллович,PERS_003adcfe,Псху Рузана Владимировна,scientific_supervisor,научный руководитель,scientific supervisor,directed,editorial_note,needs_source,Кураторская заметка пользователя; требуется внешний источник.,,2026-06-01,2026-06-01
REL_0002,PERS_c52dfaa0,Цветкова Светлана Олеговна,PERS_11da326d,Тавастшерна Сергей Сергеевич,spouse,супруг(а),spouse,undirected,editorial_note,needs_source,Кураторская заметка пользователя; требуется внешний источник.,,2026-06-01,2026-06-01
REL_0003,PERS_003adcfe,Псху Рузана Владимировна,PERS_1a097e52,Парибок Андрей Всеволодович,spouse,супруг(а),spouse,undirected,editorial_note,needs_source,Кураторская заметка пользователя; требуется внешний источник.,,2026-06-01,2026-06-01
REL_0004,PERS_f5a69b65,Кройцер Светлана Александровна,PERS_8516d1e4,Гасунс Марцис Юрьевич,student_of,ученица сначала,student of first,directed,editorial_note,needs_source,Кураторская заметка пользователя; требуется внешний источник и уточнение хронологии.,,2026-06-01,2026-06-01
REL_0005,PERS_f5a69b65,Кройцер Светлана Александровна,PERS_003adcfe,Псху Рузана Владимировна,student_of,ученица затем,student of later,directed,editorial_note,needs_source,Кураторская заметка пользователя; требуется внешний источник и уточнение хронологии.,,2026-06-01,2026-06-01
REL_0006,PERS_1a097e52,Парибок Андрей Всеволодович,PERS_003adcfe,Псху Рузана Владимировна,worked_for,раньше работал на,formerly worked for,directed,editorial_note,needs_source,Кураторская заметка пользователя; требуется внешний источник.,,2026-06-01,2026-06-01
REL_0007,PERS_b4cdbfb8,Эрман Владимир Гансович,PERS_1a097e52,Парибок Андрей Всеволодович,teacher_of,учитель,teacher of,directed,editorial_note,needs_source,Кураторская заметка пользователя; требуется внешний источник.,,2026-06-01,2026-06-01
REL_0008,PERS_1a097e52,Парибок Андрей Всеволодович,PERS_22d87263,Костина Екатерина Александровна,teacher_of,учитель,teacher of,directed,editorial_note,needs_source,Кураторская заметка пользователя; требуется внешний источник.,,2026-06-01,2026-06-01
REL_0009,PERS_e5a5ac24,Невелева Светлана Леонидовна,PERS_ebc1c3c2,Лундышева Ольга Владимировна,teacher_of,учитель,teacher of,directed,editorial_note,needs_source,Кураторская заметка пользователя; требуется внешний источник.,,2026-06-01,2026-06-01
