presentation_id,person_id,role,status,reason,source_url,reviewed_by,review_date
PRES_3e050c97df,PERS_11da326d,coauthor,exclude,"Domain review: do not treat the 2015 Azarkina programme line as a Tavastsherna coauthored presentation.",https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=4023&option=com_content&task=view,MG,2026-05-31
