person_id,display_name,city_year,city_label,matched_institution,year_distance,confidence
PERS_003adcfe,Псху Рузана Владимировна,2007,Москва,,,none
PERS_003adcfe,Псху Рузана Владимировна,2010,Москва,,,none
PERS_003adcfe,Псху Рузана Владимировна,2012,Москва,,,none
PERS_003adcfe,Псху Рузана Владимировна,2013,Москва,,,none
PERS_003adcfe,Псху Рузана Владимировна,2014,Москва,,,none
PERS_003adcfe,Псху Рузана Владимировна,2018,Москва,,,none
PERS_003adcfe,Псху Рузана Владимировна,2019,Москва,,,none
PERS_003adcfe,Псху Рузана Владимировна,2020,Москва,,,none
PERS_003adcfe,Псху Рузана Владимировна,2021,Москва,,,none
PERS_003adcfe,Псху Рузана Владимировна,2022,Москва,,,none
PERS_003adcfe,Псху Рузана Владимировна,2023,Москва,,,none
PERS_003adcfe,Псху Рузана Владимировна,2024,Москва,,,none
PERS_003adcfe,Псху Рузана Владимировна,2025,Москва,,,none
PERS_003adcfe,Псху Рузана Владимировна,2026,Москва,,,none
PERS_00c3b0cc,Щербак Мария Борисовна,2022,СПб,,,none
PERS_01aafd44,Сафина Наталья Алексеевна,2018,Москва,,,none
PERS_01aafd44,Сафина Наталья Алексеевна,2020,Москва,,,none
PERS_01aafd44,Сафина Наталья Алексеевна,2021,Москва,,,none
PERS_045c435e,К. Джункова,2018,Братислава – СПб,,,none
PERS_05d56645,Бабин Александр Николаевич,2017,ГИИ,,6,none
PERS_05d56645,Бабин Александр Николаевич,2018,ГИИ,,5,none
PERS_05d56645,Бабин Александр Николаевич,2019,Москва,,4,none
PERS_05d56645,Бабин Александр Николаевич,2019,ГМВ,,4,none
PERS_05d56645,Бабин Александр Николаевич,2020,Москва,ВШЭ,3,far
PERS_05d56645,Бабин Александр Николаевич,2020,ГИИ,ВШЭ,3,far
PERS_05d56645,Бабин Александр Николаевич,2021,Москва,ВШЭ,2,far
PERS_05d56645,Бабин Александр Николаевич,2021,ГИИ,ВШЭ,2,far
PERS_05d56645,Бабин Александр Николаевич,2023,Москва,ВШЭ,0,near
PERS_05d56645,Бабин Александр Николаевич,2024,Москва,ВШЭ,1,near
PERS_05d56645,Бабин Александр Николаевич,2025,Москва,ВШЭ,2,far
PERS_0665f215,Шохин Владимир Кириллович,2020,Москва,,4,none
PERS_0665f215,Шохин Владимир Кириллович,2025,Москва,"ИФ РАН, Москва",0,near
PERS_0665f215,Шохин Владимир Кириллович,2026,Москва,"ИФ РАН, Москва",1,near
PERS_06ee047f,Елихина Юлия Игоревна,2012,"Отдел Востока Государственного Эрмитажа, Санкт-Петербург",,8,none
PERS_07adc1e6,Лейтан Эдгар Зигфридович,2023,Вена,,,none
PERS_0c451d76,Лобанов Сергей Владимирович,2012,Москва,,,none
PERS_0c451d76,Лобанов Сергей Владимирович,2013,Москва,,,none
PERS_0c451d76,Лобанов Сергей Владимирович,2022,Москва,,,none
PERS_0c451d76,Лобанов Сергей Владимирович,2023,Москва,,,none
PERS_0c451d76,Лобанов Сергей Владимирович,2024,Москва,,,none
PERS_0c451d76,Лобанов Сергей Владимирович,2025,Москва,,,none
PERS_0c451d76,Лобанов Сергей Владимирович,2026,Москва,,,none
PERS_0e0a154e,Титлин Лев Игоревич,2012,Москва,,4,none
PERS_0e0a154e,Титлин Лев Игоревич,2020,Москва,ИФ РАН,2,far
PERS_0e0a154e,Титлин Лев Игоревич,2021,Москва,ИФ РАН,1,near
PERS_0fd718a7,Воздиган Ксения Михайловна,2012,СПб,,,none
PERS_0fd718a7,Воздиган Ксения Михайловна,2013,Санкт-Петербург,,,none
PERS_0fd718a7,Воздиган Ксения Михайловна,2014,СПб,,,none
PERS_10547db9,Б. В. Загуменнов,2006,СПб,,,none
PERS_10547db9,Б. В. Загуменнов,2012,СПб,,,none
PERS_1130c736,Серебряный Сергей Дмитриевич,2020,Москва,,,none
PERS_11da326d,Тавастшерна Сергей Сергеевич,2006,СПб,,6,none
PERS_11da326d,Тавастшерна Сергей Сергеевич,2013,Санкт-Петербург,"СПбГУ, Восточный факультет",1,near
PERS_11da326d,Тавастшерна Сергей Сергеевич,2014,СПб,СПбГУ,1,near
PERS_11da326d,Тавастшерна Сергей Сергеевич,2018,СПб,СПбГУ,0,near
PERS_11da326d,Тавастшерна Сергей Сергеевич,2019,Санкт-Петербург,СПбГУ,0,near
PERS_11da326d,Тавастшерна Сергей Сергеевич,2021,Санкт-Петербург,СПбГУ,0,near
PERS_11da326d,Тавастшерна Сергей Сергеевич,2025,СПб,"СПбГУ, Санкт-Петербург",0,near
PERS_11da326d,Тавастшерна Сергей Сергеевич,2026,Санкт-Петербург,"СПбГУ, Санкт-Петербург",1,near
PERS_12125da9,Лысенко Виктория Георгиевна,2004,Москва,,8,none
PERS_12125da9,Лысенко Виктория Георгиевна,2007,Москва,,5,none
PERS_12125da9,Лысенко Виктория Георгиевна,2010,Москва,Институт философии РАН,2,far
PERS_12125da9,Лысенко Виктория Георгиевна,2011,Москва,Институт философии РАН,1,near
PERS_12125da9,Лысенко Виктория Георгиевна,2012,Москва,Институт философии РАН,0,near
PERS_12125da9,Лысенко Виктория Георгиевна,2013,Москва,Институт философии РАН,1,near
PERS_12125da9,Лысенко Виктория Георгиевна,2014,Москва,Институт философии РАН,2,far
PERS_12125da9,Лысенко Виктория Георгиевна,2018,Москва,ИФ РАН,1,near
PERS_12125da9,Лысенко Виктория Георгиевна,2019,Москва,ИФ РАН,1,near
PERS_12125da9,Лысенко Виктория Георгиевна,2020,Москва,ИФ РАН,0,near
PERS_12125da9,Лысенко Виктория Георгиевна,2021,Москва,ИФ РАН,1,near
PERS_12125da9,Лысенко Виктория Георгиевна,2023,Москва,"ИФ РАН, Москва",2,far
PERS_12125da9,Лысенко Виктория Георгиевна,2024,Москва,"ИФ РАН, Москва",1,near
PERS_12125da9,Лысенко Виктория Георгиевна,2025,Москва,"ИФ РАН, Москва",0,near
PERS_168a3a8b,Усенко Иван Сергеевич,2026,Москва,,,none
PERS_180c5e5c,Арапов Александр Владиленович,2014,Воронеж,,,none
PERS_18fcab2a,Блиндерман Радха Тимуровна,2020,Кембридж,,,none
PERS_18fcab2a,Блиндерман Радха Тимуровна,2021,"Кембридж, Масс.",,,none
PERS_1955e9e8,К. Гаралите,2011,Вильнюс,,,none
PERS_1a097e52,Парибок Андрей Всеволодович,2006,СПб,СПбГУ,1,near
PERS_1a097e52,Парибок Андрей Всеволодович,2011,Санкт-Петербург,,4,none
PERS_1a097e52,Парибок Андрей Всеволодович,2012,СПб,,5,none
PERS_1a097e52,Парибок Андрей Всеволодович,2013,Санкт-Петербург,,6,none
PERS_1a097e52,Парибок Андрей Всеволодович,2014,СПб,,7,none
PERS_1a097e52,Парибок Андрей Всеволодович,2018,СПб,,11,none
PERS_1a097e52,Парибок Андрей Всеволодович,2020,Санкт-Петербург,,13,none
PERS_1a097e52,Парибок Андрей Всеволодович,2021,Санкт-Петербург,,14,none
PERS_1a097e52,Парибок Андрей Всеволодович,2022,Москва,,15,none
PERS_1a097e52,Парибок Андрей Всеволодович,2023,Москва,,16,none
PERS_1a097e52,Парибок Андрей Всеволодович,2024,Москва,,17,none
PERS_1a097e52,Парибок Андрей Всеволодович,2025,Москва,,18,none
PERS_1a097e52,Парибок Андрей Всеволодович,2026,Москва,,19,none
PERS_1c6fcce5,Кузина Елизавета Олеговна,2016,ГИИ,,5,none
PERS_1c6fcce5,Кузина Елизавета Олеговна,2018,ГИИ,РУДН,3,far
PERS_1c6fcce5,Кузина Елизавета Олеговна,2020,Москва,РУДН,1,near
PERS_1c6fcce5,Кузина Елизавета Олеговна,2020,ГИИ,РУДН,1,near
PERS_1c6fcce5,Кузина Елизавета Олеговна,2021,Москва,РУДН,0,near
PERS_1c6fcce5,Кузина Елизавета Олеговна,2022,ГИИ,РУДН,1,near
PERS_1fa7cc0c,Дубянский Александр Михайлович,2004,Москва,,11,none
PERS_1fa7cc0c,Дубянский Александр Михайлович,2010,Москва,,5,none
PERS_1fa7cc0c,Дубянский Александр Михайлович,2011,Москва,,4,none
PERS_1fa7cc0c,Дубянский Александр Михайлович,2012,Москва,ИСАА МГУ,3,far
PERS_1fa7cc0c,Дубянский Александр Михайлович,2012,ИСАА,ИСАА МГУ,3,far
PERS_1fa7cc0c,Дубянский Александр Михайлович,2018,Москва,ИСАА МГУ,0,near
PERS_1fa7cc0c,Дубянский Александр Михайлович,2019,Москва,ИСАА МГУ,0,near
PERS_1fa7cc0c,Дубянский Александр Михайлович,2020,Москва,ИСАА МГУ,1,near
PERS_2011b78d,Бондарев Алексей Владимирович,2021,"РГПУ, СПб",,,none
PERS_2095dc59,Шалахов Евгений Геннадьевич,2024,"ГБУ «Замок Шереметьева», онлайн",,,none
PERS_22d87263,Костина Екатерина Александровна,2013,Санкт-Петербург,,9,none
PERS_22d87263,Костина Екатерина Александровна,2014,СПб,,8,none
PERS_22d87263,Костина Екатерина Александровна,2020,Санкт-Петербург,СПбГУ,2,far
PERS_22d87263,Костина Екатерина Александровна,2021,Санкт-Петербург,СПбГУ,1,near
PERS_22d87263,Костина Екатерина Александровна,2023,Санкт-Петербург,СПбГУ,1,near
PERS_23215083,Русанов Максим Альбертович,2004,Москва,,,none
PERS_23215083,Русанов Максим Альбертович,2006,Москва,,,none
PERS_23215083,Русанов Максим Альбертович,2007,Москва,,,none
PERS_23215083,Русанов Максим Альбертович,2013,Москва,,,none
PERS_23215083,Русанов Максим Альбертович,2014,Москва,,,none
PERS_23215083,Русанов Максим Альбертович,2018,Москва,,,none
PERS_23215083,Русанов Максим Альбертович,2019,Москва,,,none
PERS_23abae7d,Пушкарева Юлия Георгиевна,2026,Москва,,,none
PERS_23f54085,Введенская Эльвира Игоревна,2019,Вриндаван,,,none
PERS_260a598a,Пахомов Сергей Владимирович,2011,Санкт-Петербург,,4,none
PERS_260a598a,Пахомов Сергей Владимирович,2012,СПб,,5,none
PERS_260a598a,Пахомов Сергей Владимирович,2013,Санкт-Петербург,,6,none
PERS_260a598a,Пахомов Сергей Владимирович,2018,СПб,,11,none
PERS_260a598a,Пахомов Сергей Владимирович,2019,Санкт-Петербург,,12,none
PERS_260a598a,Пахомов Сергей Владимирович,2020,Санкт-Петербург,,13,none
PERS_260a598a,Пахомов Сергей Владимирович,2021,Санкт-Петербург,,14,none
PERS_260a598a,Пахомов Сергей Владимирович,2022,СПб,,15,none
PERS_260a598a,Пахомов Сергей Владимирович,2023,Санкт-Петербург,,16,none
PERS_260a598a,Пахомов Сергей Владимирович,2024,Санкт-Петербург,,17,none
PERS_260a598a,Пахомов Сергей Владимирович,2025,СПб.,,18,none
PERS_26ce5ec1,Нина Будзишевска,2014,Вроцлав,,,none
PERS_28317057,Дубянская Татьяна Александровна,2004,Москва,,,none
PERS_28317057,Дубянская Татьяна Александровна,2006,Москва,,,none
PERS_28317057,Дубянская Татьяна Александровна,2007,Москва,,,none
PERS_28317057,Дубянская Татьяна Александровна,2023,Москва,,,none
PERS_28317057,Дубянская Татьяна Александровна,2024,Москва,,,none
PERS_287fe378,Рыбакова Анна Геннадьевна,2019,Москва,,,none
PERS_287fe378,Рыбакова Анна Геннадьевна,2020,Москва,,,none
PERS_287fe378,Рыбакова Анна Геннадьевна,2021,Москва – Патмос,,,none
PERS_287fe378,Рыбакова Анна Геннадьевна,2022,Москва/Патмос,,,none
PERS_287fe378,Рыбакова Анна Геннадьевна,2023,Москва,,,none
PERS_287fe378,Рыбакова Анна Геннадьевна,2024,Москва – Патмос,,,none
PERS_287fe378,Рыбакова Анна Геннадьевна,2025,Москва – Патмос,,,none
PERS_287fe378,Рыбакова Анна Геннадьевна,2026,Москва – Патмос,,,none
PERS_29607432,Лапшин Иван Евгеньевич,2020,Москва,,,none
PERS_2a2e5602,Коровина Евгения Владимировна,2019,Москва,,,none
PERS_2a2e5602,Коровина Евгения Владимировна,2021,Москва,,,none
PERS_2a2e5602,Коровина Евгения Владимировна,2023,Москва,,,none
PERS_2a2e5602,Коровина Евгения Владимировна,2025,Москва,,,none
PERS_2a2e5602,Коровина Евгения Владимировна,2026,Москва,,,none
PERS_2b7ca933,Танонова Елена Викторовна,2011,Санкт-Петербург,,,none
PERS_2b7ca933,Танонова Елена Викторовна,2023,Санкт-Петербург,,,none
PERS_2c40b9b1,Гуров Никита Владимирович,2006,СПб,СПбГУ,1,near
PERS_2c9b38ec,Ватман Семён Викторович,2007,"Университет культуры, СПБ",,,none
PERS_2e00cb36,Меренкова Ольга Николаевна,2018,СПб,,,none
PERS_2e00cb36,Меренкова Ольга Николаевна,2023,Санкт-Петербург,,,none
PERS_2e2b9553,Наймушина Дарья Дмитриевна,2025,"ГМВ, РГХПУ им. С.Г. Строганова, Москва",,,none
PERS_3074a8e5,Терентьев Андрей Анатольевич,2013,Санкт-Петербург,,,none
PERS_3074a8e5,Терентьев Андрей Анатольевич,2020,Санкт-Петербург,,,none
PERS_3074a8e5,Терентьев Андрей Анатольевич,2022,СПб,,,none
PERS_30b54681,Бушуев Евгений Сергеевич,2011,Санкт-Петербург,,,none
PERS_310b2911,Толчельников Иван Евгеньевич,2024,Москва,,,none
PERS_310b2911,Толчельников Иван Евгеньевич,2025,Москва,,,none
PERS_310b2911,Толчельников Иван Евгеньевич,2026,Москва,,,none
PERS_3357f25b,Скороходова Татьяна Григорьевна,2006,Пенза,,,none
PERS_3357f25b,Скороходова Татьяна Григорьевна,2011,Пенза,,,none
PERS_3357f25b,Скороходова Татьяна Григорьевна,2012,Пенза,,,none
PERS_3357f25b,Скороходова Татьяна Григорьевна,2013,Пенза,,,none
PERS_3357f25b,Скороходова Татьяна Григорьевна,2014,Пенза,,,none
PERS_3357f25b,Скороходова Татьяна Григорьевна,2018,Пенза,,,none
PERS_3357f25b,Скороходова Татьяна Григорьевна,2019,Пенза,,,none
PERS_3357f25b,Скороходова Татьяна Григорьевна,2021,Пенза,,,none
PERS_3357f25b,Скороходова Татьяна Григорьевна,2022,Пенза,,,none
PERS_3357f25b,Скороходова Татьяна Григорьевна,2023,Пенза,,,none
PERS_3357f25b,Скороходова Татьяна Григорьевна,2024,Пенза,,,none
PERS_3357f25b,Скороходова Татьяна Григорьевна,2025,Пенза,,,none
PERS_3357f25b,Скороходова Татьяна Григорьевна,2026,Пенза,,,none
PERS_34c0d384,Павлова Мария Борисовна,2014,Москва,,,none
PERS_34c0d384,Павлова Мария Борисовна,2024,Москва,,,none
PERS_35a30342,Негреев Иван Олегович,2018,Москва,,,none
PERS_35c57654,Егорова Мария Александровна,2025,Москва,,,none
PERS_35c57654,Егорова Мария Александровна,2026,Москва,,,none
PERS_36c30cf9,Загорулько Андрей Владиславович,2004,Москва,,,none
PERS_36dabb79,Гурия Анастасия Георгиевна,2007,Москва,,8,none
PERS_36dabb79,Гурия Анастасия Георгиевна,2016,ИСАА,ИСАА МГУ,1,near
PERS_37bb2d43,Покатилов Сергей Андреевич,2024,Санкт-Петербург,,,none
PERS_37bb2d43,Покатилов Сергей Андреевич,2025,СПб.,,,none
PERS_37c15317,Калина А. Э.,2024,Москва,,,none
PERS_37d557c2,Анисимова Дарья Дмитриевна,2025,СПб.,,,none
PERS_37d557c2,Анисимова Дарья Дмитриевна,2026,Санкт-Петербург,,,none
PERS_3b196639,Гордийчук Николай Валентинович,2019,Москва,РГГУ,3,far
PERS_3b196639,Гордийчук Николай Валентинович,2019,ГАУГН,РГГУ,3,far
PERS_3b196639,Гордийчук Николай Валентинович,2020,Москва,ИВ РАН,2,far
PERS_3b196639,Гордийчук Николай Валентинович,2020,ГАУГН,ИВ РАН,2,far
PERS_3b196639,Гордийчук Николай Валентинович,2021,Москва,ИВ РАН,1,near
PERS_3b196639,Гордийчук Николай Валентинович,2021,ГАУГН,ИВ РАН,1,near
PERS_3b196639,Гордийчук Николай Валентинович,2022,Москва,ИВ РАН,0,near
PERS_3b196639,Гордийчук Николай Валентинович,2023,Москва,ИВ РАН,1,near
PERS_3c202afd,Крапивина Раиса Николаевна,2011,Санкт-Петербург,,10,none
PERS_3c202afd,Крапивина Раиса Николаевна,2024,СПб,ИВР РАН,3,far
PERS_3c202afd,Крапивина Раиса Николаевна,2025,СПб,,4,none
PERS_3c202afd,Крапивина Раиса Николаевна,2026,Санкт-Петербург,,5,none
PERS_3c7d41ac,Фомин Максим Сергеевич,2012,Великобритания,,5,none
PERS_3c7d41ac,Фомин Максим Сергеевич,2015,"Университет Ольстера, Сев. Ирландия",Ulster University,2,far
PERS_3c7d41ac,Фомин Максим Сергеевич,2021,Университет Ольстера,Ulster University,3,far
PERS_3ccc9bd7,А. Солька,2021,"НИ, Лозанна",,,none
PERS_3ccc9bd7,А. Солька,2024,"ни, Лозанна",,,none
PERS_3d3b302d,Соболева Диана Владимировна,2026,Санкт-Петербург,,4,none
