person_id,display_name,city_year,city_label,matched_institution,year_distance,confidence
PERS_7542d270,Демченко Максим Борисович,2023,Москва,,,none
PERS_7542d270,Демченко Максим Борисович,2024,Москва,,,none
PERS_7542d270,Демченко Максим Борисович,2025,Москва,,,none
PERS_7542d270,Демченко Максим Борисович,2026,Москва,,,none
PERS_7700f517,Парамонов Денис Олегович,2010,Москва,,,none
PERS_7700f517,Парамонов Денис Олегович,2011,Москва,,,none
PERS_79ed852e,Евграфов Д. А.,2024,Москва,,,none
PERS_7d6f456c,Мотылёва Вера Леонидовна,2026,Москва,,,none
PERS_7da0afff,Демичев Кирилл Андреевич,2012,"УРАО, Нижний Новгород",,6,none
PERS_7eb0dc30,Зимина Татьяна Александровна,2013,Санкт-Петербург,,,none
PERS_7eb0dc30,Зимина Татьяна Александровна,2014,СПб,,,none
PERS_7eb0dc30,Зимина Татьяна Александровна,2018,СПб,,,none
PERS_7eb0dc30,Зимина Татьяна Александровна,2019,Санкт-Петербург,,,none
PERS_7eb0dc30,Зимина Татьяна Александровна,2020,Санкт-Петербург,,,none
PERS_7efcddc6,Брылёва Наталья Анатольевна,2024,"Институт экономики и управления АПК, КрасГАУ, онлайн",,,none
PERS_7f908d49,Стрельцова Лилия Александровна,2012,СПб,,,none
PERS_7f908d49,Стрельцова Лилия Александровна,2013,Санкт-Петербург,,,none
PERS_7f908d49,Стрельцова Лилия Александровна,2019,Санкт-Петербург,,,none
PERS_7f908d49,Стрельцова Лилия Александровна,2024,СПб,,,none
PERS_7f908d49,Стрельцова Лилия Александровна,2025,СПб.,,,none
PERS_8108c314,Ерченков Олег Николаевич,2012,Ижевск,,,none
PERS_8108c314,Ерченков Олег Николаевич,2019,Ленинградская обл.,,,none
PERS_8108c314,Ерченков Олег Николаевич,2020,Санкт-Петербург,,,none
PERS_8108c314,Ерченков Олег Николаевич,2022,СПб,,,none
PERS_8108c314,Ерченков Олег Николаевич,2024,Горный Алтай,,,none
PERS_829c1de5,Васильков Ярослав Владимирович,2006,СПб,МАЭ РАН,1,near
PERS_829c1de5,Васильков Ярослав Владимирович,2011,Санкт-Петербург,,4,none
PERS_829c1de5,Васильков Ярослав Владимирович,2012,СПб,,5,none
PERS_829c1de5,Васильков Ярослав Владимирович,2013,Санкт-Петербург,,6,none
PERS_829c1de5,Васильков Ярослав Владимирович,2014,СПб,,7,none
PERS_829c1de5,Васильков Ярослав Владимирович,2018,СПб,,11,none
PERS_829c1de5,Васильков Ярослав Владимирович,2019,Санкт-Петербург,,12,none
PERS_829c1de5,Васильков Ярослав Владимирович,2021,Санкт-Петербург,,14,none
PERS_829c1de5,Васильков Ярослав Владимирович,2022,СПб,,15,none
PERS_829c1de5,Васильков Ярослав Владимирович,2024,СПб,,17,none
PERS_829c1de5,Васильков Ярослав Владимирович,2025,СПб - Фронт-Ройал,,18,none
PERS_829c1de5,Васильков Ярослав Владимирович,2026,Санкт-Петербург - Фронт-Ройал,,19,none
PERS_8516d1e4,Гасунс Марцис Юрьевич,2006,Москва,,,none
PERS_8516d1e4,Гасунс Марцис Юрьевич,2019,Краснодар,,,none
PERS_8516d1e4,Гасунс Марцис Юрьевич,2019,НИ,,,none
PERS_8516d1e4,Гасунс Марцис Юрьевич,2020,Краснодар,,,none
PERS_8516d1e4,Гасунс Марцис Юрьевич,2021,Краснодар,,,none
PERS_8516d1e4,Гасунс Марцис Юрьевич,2023,Обнинск,,,none
PERS_8516d1e4,Гасунс Марцис Юрьевич,2024,Обнинск,,,none
PERS_8516d1e4,Гасунс Марцис Юрьевич,2024,ни,,,none
PERS_85a048b8,Денисенко Валерия Леонтьевна,2023,Новосибирск,,,none
PERS_874cbfb7,Шарапова Александра Владимировна,2021,Санкт-Петербург,,,none
PERS_88d163c1,Видунас Витис,2004,Вильнюс,,,none
PERS_88d163c1,Видунас Витис,2006,"Вильнюс, Литва",,,none
PERS_88d163c1,Видунас Витис,2007,Вильнюс,,,none
PERS_88d163c1,Видунас Витис,2010,Вильнюс,,,none
PERS_88d163c1,Видунас Витис,2011,Вильнюс,,,none
PERS_88d163c1,Видунас Витис,2012,Вильнюс,,,none
PERS_88d163c1,Видунас Витис,2013,Вильнюс,,,none
PERS_88d163c1,Видунас Витис,2014,Вильнюс,,,none
PERS_88d163c1,Видунас Витис,2018,Вильнюс,,,none
PERS_88d163c1,Видунас Витис,2019,Вильнюс,,,none
PERS_8a8c5d8b,Шелкович Владимир Михайлович,2006,СПб,,,none
PERS_8df3730a,Донченко Сергей Сергеевич,2013,Санкт-Петербург,,,none
PERS_8df3730a,Донченко Сергей Сергеевич,2019,Санкт-Петербург,,,none
PERS_8df3730a,Донченко Сергей Сергеевич,2024,СПб,,,none
PERS_8df3730a,Донченко Сергей Сергеевич,2025,СПб.,,,none
PERS_8df81b6d,Лужинская Полина Александровна,2024,СПб,,,none
PERS_8df81b6d,Лужинская Полина Александровна,2025,СПб.,,,none
PERS_8df81b6d,Лужинская Полина Александровна,2026,Санкт-Петербург,,,none
PERS_8e117242,Юдицкая Екатерина Алексеевна,2018,Москва,ИВ РАН,0,near
PERS_8e117242,Юдицкая Екатерина Алексеевна,2019,Москва,ИВ РАН,0,near
PERS_8e117242,Юдицкая Екатерина Алексеевна,2021,Москва,ИВ РАН,0,near
PERS_900efc73,Зевацкий Тимофей Юрьевич,2025,СПб.,,,none
PERS_91b473b1,Челнокова Анна Витальевна,2011,Санкт-Петербург,,11,none
PERS_91b473b1,Челнокова Анна Витальевна,2013,Санкт-Петербург,,9,none
PERS_91b473b1,Челнокова Анна Витальевна,2023,Санкт-Петербург,СПбГУ,1,near
PERS_91b473b1,Челнокова Анна Витальевна,2024,СПб,СПбГУ,2,far
PERS_91b473b1,Челнокова Анна Витальевна,2025,СПб.,СПбГУ,3,far
PERS_91b473b1,Челнокова Анна Витальевна,2026,Санкт-Петербург,,4,none
PERS_92868e4f,Жутаев Дар Игоревич,2006,Москва,,6,none
PERS_92868e4f,Жутаев Дар Игоревич,2010,Москва,ИВ РАН,2,far
PERS_92f293f8,Хрущева Полина Викторовна,2011,Екатеринбург,,,none
PERS_92f293f8,Хрущева Полина Викторовна,2012,Екатеринбург,,,none
PERS_92f293f8,Хрущева Полина Викторовна,2013,Екатеринбург,,,none
PERS_92f293f8,Хрущева Полина Викторовна,2014,Екатеринбург,,,none
PERS_92f293f8,Хрущева Полина Викторовна,2018,Екатеринбург,,,none
PERS_92f41884,Касым Софья Васильевна,2026,Санкт-Петербург,,,none
PERS_9366fe2c,Крыштоп Людмила Эдуардовна,2020,Москва,,,none
PERS_936e1165,Файбушевич Светлана Ивановна,2026,Москва,,,none
PERS_93e2effb,Комиссаров Дмитрий Алексеевич,2018,Москва,,7,none
PERS_93e2effb,Комиссаров Дмитрий Алексеевич,2021,Москва,,4,none
PERS_93e2effb,Комиссаров Дмитрий Алексеевич,2022,Москва,"ИКВИА НИУ ВШЭ, Москва",3,far
PERS_93e2effb,Комиссаров Дмитрий Алексеевич,2023,Москва,"ИКВИА НИУ ВШЭ, Москва",2,far
PERS_93e2effb,Комиссаров Дмитрий Алексеевич,2024,Москва,"ИКВИА НИУ ВШЭ, Москва",1,near
PERS_93e2effb,Комиссаров Дмитрий Алексеевич,2025,Москва,"ИКВИА НИУ ВШЭ, Москва",0,near
PERS_93e2effb,Комиссаров Дмитрий Алексеевич,2026,Москва,"ИКВИА НИУ ВШЭ, Москва",1,near
PERS_94f33410,Застрожнова Евгения Григорьевна,2026,Санкт-Петербург,,,none
PERS_96b8b195,Боголюбов Михаил Николаевич,2006,СПб,,,none
PERS_9a855a7b,Альбедиль Маргарита Федоровна,2011,Санкт-Петербург,,,none
PERS_9a855a7b,Альбедиль Маргарита Федоровна,2012,СПб,,,none
PERS_9a855a7b,Альбедиль Маргарита Федоровна,2013,Санкт-Петербург,,,none
PERS_9a855a7b,Альбедиль Маргарита Федоровна,2014,СПб,,,none
PERS_9a855a7b,Альбедиль Маргарита Федоровна,2018,СПб,,,none
PERS_9a855a7b,Альбедиль Маргарита Федоровна,2019,Санкт-Петербург,,,none
PERS_9a855a7b,Альбедиль Маргарита Федоровна,2021,Санкт-Петербург,,,none
PERS_9a855a7b,Альбедиль Маргарита Федоровна,2022,СПб,,,none
PERS_9a855a7b,Альбедиль Маргарита Федоровна,2023,Санкт-Петербург,,,none
PERS_9a855a7b,Альбедиль Маргарита Федоровна,2024,СПб,,,none
PERS_9a855a7b,Альбедиль Маргарита Федоровна,2025,СПб.,,,none
PERS_9a855a7b,Альбедиль Маргарита Федоровна,2026,Санкт-Петербург,,,none
PERS_9ad66151,Лелюхин Дмитрий Николаевич,2004,Москва,,8,none
PERS_9ad66151,Лелюхин Дмитрий Николаевич,2006,Москва,,6,none
PERS_9ad66151,Лелюхин Дмитрий Николаевич,2011,Москва,ИВ РАН,1,near
PERS_9ad66151,Лелюхин Дмитрий Николаевич,2013,Москва,ИВ РАН,1,near
PERS_9ad66151,Лелюхин Дмитрий Николаевич,2014,Москва,ИВ РАН,2,far
PERS_9e9c9566,Лекарева Ева Павловна,2023,Санкт-Петербург,,,none
PERS_9e9c9566,Лекарева Ева Павловна,2024,СПб,,,none
PERS_9e9c9566,Лекарева Ева Павловна,2025,СПб.,,,none
PERS_9e9c9566,Лекарева Ева Павловна,2026,Санкт-Петербург,,,none
PERS_9f398436,Куликов Леонид Игоревич,2018,"Гент, Бельгия","ВШЭ, Гентский университет",2,far
PERS_9f398436,Куликов Леонид Игоревич,2022,Гент/Лувен-ля-Нёв,"ВШЭ, Гентский университет",1,near
PERS_9f398436,Куликов Леонид Игоревич,2025,Гент,"НИУ ВШЭ, онлайн",2,far
PERS_9f398436,Куликов Леонид Игоревич,2026,Гент,"НИУ ВШЭ, онлайн",3,far
PERS_a0264ac5,Бурмистров Сергей Леонидович,2013,Санкт-Петербург,,,none
PERS_a0264ac5,Бурмистров Сергей Леонидович,2016,СПб,,,none
PERS_a0264ac5,Бурмистров Сергей Леонидович,2018,СПб,,,none
PERS_a0264ac5,Бурмистров Сергей Леонидович,2019,Санкт-Петербург,,,none
PERS_a0264ac5,Бурмистров Сергей Леонидович,2020,Санкт-Петербург,,,none
PERS_a0264ac5,Бурмистров Сергей Леонидович,2021,Санкт-Петербург,,,none
PERS_a0264ac5,Бурмистров Сергей Леонидович,2022,СПб,,,none
PERS_a0264ac5,Бурмистров Сергей Леонидович,2023,Санкт-Петербург,,,none
PERS_a0264ac5,Бурмистров Сергей Леонидович,2024,Санкт-Петербург,,,none
PERS_a0264ac5,Бурмистров Сергей Леонидович,2025,СПб.,,,none
PERS_a0264ac5,Бурмистров Сергей Леонидович,2026,Санкт-Петербург,,,none
PERS_a0f3d86d,Сергеева Варвара Алексеевна,2026,Москва,,,none
PERS_a1484b38,Кавалевская Анна Петровна,2019,Гамбург,,,none
PERS_a1484b38,Кавалевская Анна Петровна,2020,"Гамбург, Германия",,,none
PERS_a1484b38,Кавалевская Анна Петровна,2021,Гамбург,,,none
PERS_a638a4b3,Федорова Наталья Леонидовна,2026,Москва,,,none
PERS_a84aedaa,Шомахмадов Сафарали Хайбуллоевич,2006,СПб,,,none
PERS_a84aedaa,Шомахмадов Сафарали Хайбуллоевич,2011,С.-Петербург,,,none
PERS_a84aedaa,Шомахмадов Сафарали Хайбуллоевич,2013,Санкт-Петербург,,,none
PERS_a84aedaa,Шомахмадов Сафарали Хайбуллоевич,2014,СПб,,,none
PERS_a84aedaa,Шомахмадов Сафарали Хайбуллоевич,2021,Санкт-Петербург,,,none
PERS_a84aedaa,Шомахмадов Сафарали Хайбуллоевич,2022,СПб,,,none
PERS_a84aedaa,Шомахмадов Сафарали Хайбуллоевич,2026,Санкт-Петербург,,,none
PERS_a8983673,Вигель Нарине Липаритовна,2024,ФГБОУ ВО РостГМУ,,,none
PERS_a901d460,Фаградян Марина Александровна,2019,Санкт-Петербург,,,none
PERS_af811d47,Корнеева Татьяна Георгиевна,2020,Москва,,,none
PERS_b2c121e9,Успенская Елена Николаевна,2006,СПб,МАЭ РАН,1,near
PERS_b2c121e9,Успенская Елена Николаевна,2011,Санкт-Петербург,,4,none
PERS_b62a9567,Курочкин Александр Юрьевич,2018,Москва,,,none
PERS_b62a9567,Курочкин Александр Юрьевич,2018,"Москва, СПб",,,none
PERS_b62a9567,Курочкин Александр Юрьевич,2019,Москва,,,none
PERS_b76851a7,Митруев Бембя Леонидович,2021,Элиста,,,none
PERS_b76851a7,Митруев Бембя Леонидович,2022,Элиста,,,none
PERS_b881461b,Яковлева Мария Николаевна,2019,Санкт-Петербург,,,none
PERS_b881461b,Яковлева Мария Николаевна,2025,СПб.,,,none
PERS_b881461b,Яковлева Мария Николаевна,2026,Санкт-Петербург,,,none
PERS_ba81468a,Кокова Юлия Георгиевна,2006,СПб,,,none
PERS_ba81468a,Кокова Юлия Георгиевна,2014,СПб,,,none
PERS_ba81468a,Кокова Юлия Георгиевна,2018,СПб,,,none
PERS_bbd15f4f,Степин А. А.,2024,Санкт-Петербург,,,none
PERS_bc97fb65,Краснодембская Нина Георгиевна,2011,Санкт-Петербург,,,none
PERS_bc97fb65,Краснодембская Нина Георгиевна,2012,СПб,,,none
PERS_bc97fb65,Краснодембская Нина Георгиевна,2013,Санкт-Петербург,,,none
PERS_bc97fb65,Краснодембская Нина Георгиевна,2014,СПб,,,none
PERS_bc97fb65,Краснодембская Нина Георгиевна,2019,Санкт-Петербург,,,none
PERS_bc97fb65,Краснодембская Нина Георгиевна,2020,Санкт-Петербург,,,none
PERS_bc97fb65,Краснодембская Нина Георгиевна,2022,СПб,,,none
PERS_bc97fb65,Краснодембская Нина Георгиевна,2023,Санкт-Петербург,,,none
PERS_bc97fb65,Краснодембская Нина Георгиевна,2024,СПб,,,none
PERS_bcaec2d8,Дружинин Владимир Юрьевич,2020,Новосибирск,,,none
PERS_bcaec2d8,Дружинин Владимир Юрьевич,2021,Новосибирск,,,none
PERS_bcaec2d8,Дружинин Владимир Юрьевич,2022,Новосибирск,,,none
PERS_bd77e495,Корнеев Геннадий Батыревич,2025,"Администрация Главы Республики Калмыкия, Элиста",,,none
PERS_bdaaf440,Слинько Елена Викторовна,2004,Москва,,,none
PERS_bf91d4b8,Уймина Юлия Александровна,2018,Екатеринбург,,,none
PERS_bf91d4b8,Уймина Юлия Александровна,2019,Екатеринбург,,,none
PERS_bf91d4b8,Уймина Юлия Александровна,2022,Екатеринбург,,,none
PERS_bff5de3e,Бейнорюс Аудрюс,2004,Вильнюс,,,none
PERS_bff5de3e,Бейнорюс Аудрюс,2007,Вильнюс,,,none
PERS_bff5de3e,Бейнорюс Аудрюс,2011,Вильнюс,,,none
PERS_c2ffc606,Драчук Андрей Олегович,2026,Москва,,,none
PERS_c31236d2,Березкин Юрий Евгеньевич,2011,Санкт-Петербург,,,none
PERS_c31236d2,Березкин Юрий Евгеньевич,2014,СПб,,,none
PERS_c48611e0,Островская Елена Петровна,2006,СПб,СПбФ ИВ РАН,1,near
PERS_c48611e0,Островская Елена Петровна,2013,Санкт-Петербург,,6,none
PERS_c48611e0,Островская Елена Петровна,2014,СПб,,7,none
PERS_c48611e0,Островская Елена Петровна,2018,СПб,,11,none
PERS_c48611e0,Островская Елена Петровна,2019,Санкт-Петербург,,12,none
PERS_c48611e0,Островская Елена Петровна,2020,Санкт-Петербург,,13,none
PERS_c48611e0,Островская Елена Петровна,2021,Санкт-Петербург,,14,none
PERS_c48611e0,Островская Елена Петровна,2022,СПб,,15,none
PERS_c48611e0,Островская Елена Петровна,2023,Санкт-Петербург,,16,none
PERS_c48611e0,Островская Елена Петровна,2024,СПб,,17,none
PERS_c48611e0,Островская Елена Петровна,2025,СПб,,18,none
PERS_c52dfaa0,Цветкова Светлана Олеговна,2011,Санкт-Петербург,Восточный ф-т СПбГУ,1,near
PERS_c52dfaa0,Цветкова Светлана Олеговна,2012,СПб,Восточный ф-т СПбГУ,0,near
PERS_c52dfaa0,Цветкова Светлана Олеговна,2013,Санкт-Петербург,Восточный ф-т СПбГУ,1,near
PERS_c52dfaa0,Цветкова Светлана Олеговна,2014,СПб,СПбГУ,1,near
PERS_c52dfaa0,Цветкова Светлана Олеговна,2018,СПб,СПбГУ,0,near
PERS_c52dfaa0,Цветкова Светлана Олеговна,2019,Санкт-Петербург,СПбГУ,0,near
PERS_c52dfaa0,Цветкова Светлана Олеговна,2021,Санкт-Петербург,СПбГУ,0,near
PERS_c52dfaa0,Цветкова Светлана Олеговна,2026,Санкт-Петербург,"СПбГУ, Санкт-Петербург",1,near
PERS_c5677a3f,Зорин Алексей Валерьевич,2006,СПб,СПбФ ИВРАН,1,near
PERS_c5677a3f,Зорин Алексей Валерьевич,2011,Санкт-Петербург,,4,none
PERS_c5677a3f,Зорин Алексей Валерьевич,2012,СПб,,5,none
PERS_c5677a3f,Зорин Алексей Валерьевич,2013,Санкт-Петербург,,6,none
PERS_c5677a3f,Зорин Алексей Валерьевич,2014,СПб,,7,none
PERS_c5677a3f,Зорин Алексей Валерьевич,2019,Санкт-Петербург,,12,none
PERS_c5677a3f,Зорин Алексей Валерьевич,2021,Санкт-Петербург,,14,none
PERS_c6bbcef3,Битинайте Елена Алексеевна,2018,Ростов-на-Дону,,,none
PERS_c6bbcef3,Битинайте Елена Алексеевна,2019,Краснодар,,,none
PERS_c6bbcef3,Битинайте Елена Алексеевна,2020,Краснодар,,,none
PERS_c6bbcef3,Битинайте Елена Алексеевна,2022,Краснодар,,,none
PERS_c6bbcef3,Битинайте Елена Алексеевна,2025,Краснодар,,,none
PERS_cac87738,Гузеватая Наталья Владимировна,2019,Санкт-Петербург,,,none
PERS_cb52ebc2,Лемешкина Ксения Вячеславовна,2020,Санкт-Петербург,,,none
PERS_cb52ebc2,Лемешкина Ксения Вячеславовна,2024,СПб,,,none
PERS_cb52ebc2,Лемешкина Ксения Вячеславовна,2025,СПб.,,,none
PERS_cb52ebc2,Лемешкина Ксения Вячеславовна,2026,Санкт-Петербург,,,none
PERS_cdbd7a15,Кулланда Сергей Всеволодович,2011,Москва,ИВ РАН,1,near
PERS_ce100d3f,Мария Шилинскене,2014,Тампере,,,none
PERS_ced3d7b4,Молина Анна Валерьевна,2024,Москва,"ИКВИА НИУ ВШЭ, ИМЛИ РАН",0,near
PERS_ced3d7b4,Молина Анна Валерьевна,2026,Москва,"ИМЛИ РАН, Москва",1,near
PERS_cfb92c5f,Уланский Евгений Андреевич,2019,Москва,ИСАА МГУ,1,near
PERS_cfb92c5f,Уланский Евгений Андреевич,2020,Москва,ИСАА МГУ,0,near
PERS_cfb92c5f,Уланский Евгений Андреевич,2021,Москва,ИСАА МГУ,1,near
PERS_cfb92c5f,Уланский Евгений Андреевич,2022,Москва,ИСАА МГУ,0,near
PERS_cfb92c5f,Уланский Евгений Андреевич,2025,"независимый исследователь, Москва",ИСАА МГУ,3,far
PERS_d01427ca,Бещук Юлия Владимировна,2026,Санкт-Петербург,,,none
PERS_d018b6eb,Д. Валанчюнас,2007,Вильнюс,,,none
PERS_d17a6a92,Киняева А. В.,2024,Москва,,,none
PERS_d218805b,Крюкова Виктория Юрьевна,2012,СПб,,,none
PERS_d218805b,Крюкова Виктория Юрьевна,2019,Санкт-Петербург,,,none
PERS_d218805b,Крюкова Виктория Юрьевна,2022,СПб,,,none
PERS_d218805b,Крюкова Виктория Юрьевна,2024,СПб,,,none
PERS_d98da899,Рыжакова Светлана Игоревна,2004,Москва,,8,none
PERS_d98da899,Рыжакова Светлана Игоревна,2006,Москва,,6,none
PERS_d98da899,Рыжакова Светлана Игоревна,2007,Москва,,5,none
PERS_d98da899,Рыжакова Светлана Игоревна,2010,Москва,Ин-т этнологии и антропологии РАН,2,far
PERS_d98da899,Рыжакова Светлана Игоревна,2011,Москва,Ин-т этнологии и антропологии РАН,1,near
PERS_d98da899,Рыжакова Светлана Игоревна,2012,Москва,Ин-т этнологии и антропологии РАН,0,near
PERS_d98da899,Рыжакова Светлана Игоревна,2013,Москва,Ин-т этнологии и антропологии РАН,1,near
PERS_d98da899,Рыжакова Светлана Игоревна,2014,Москва,ИЭА РАН,1,near
PERS_d98da899,Рыжакова Светлана Игоревна,2018,Москва,ИЭА РАН,1,near
PERS_d98da899,Рыжакова Светлана Игоревна,2019,Москва,ИЭА РАН,0,near
PERS_d98da899,Рыжакова Светлана Игоревна,2020,Москва,ИЭА РАН,1,near
PERS_d98da899,Рыжакова Светлана Игоревна,2021,Москва,ИЭА РАН,2,far
PERS_d98da899,Рыжакова Светлана Игоревна,2022,Москва,ИЭА РАН,3,far
PERS_d98da899,Рыжакова Светлана Игоревна,2023,Москва,,4,none
PERS_d98da899,Рыжакова Светлана Игоревна,2024,Москва,,5,none
PERS_d98da899,Рыжакова Светлана Игоревна,2025,Москва,,6,none
PERS_d98da899,Рыжакова Светлана Игоревна,2026,Москва,,7,none
PERS_db046be0,Сабирова Римма Наилевна,2018,Казань,,,none
PERS_db046be0,Сабирова Римма Наилевна,2019,Казань,,,none
PERS_db046be0,Сабирова Римма Наилевна,2020,Казань,,,none
PERS_db046be0,Сабирова Римма Наилевна,2021,Казань,,,none
PERS_db046be0,Сабирова Римма Наилевна,2022,Казань,,,none
PERS_db046be0,Сабирова Римма Наилевна,2025,Казань,,,none
PERS_db046be0,Сабирова Римма Наилевна,2026,Казань,,,none
PERS_dd7de77e,Бросалина Елена Кирилловна,2006,СПб,,,none
PERS_dd7de77e,Бросалина Елена Кирилловна,2011,Санкт-Петербург,,,none
PERS_dd7de77e,Бросалина Елена Кирилловна,2013,Санкт-Петербург,,,none
PERS_dd7de77e,Бросалина Елена Кирилловна,2018,СПб,,,none
PERS_dd7de77e,Бросалина Елена Кирилловна,2019,Санкт-Петербург,,,none
PERS_e1d622e5,Мажитов Саттар Фазылович,2012,"Институт истории и этнологии им. Ч.Ч. Валиханова КН МОН РК, г. Алматы, Казахстан",,,none
PERS_e1dd6b3e,Лидова Наталья Ростиславовна,2010,Москва,,5,none
PERS_e1dd6b3e,Лидова Наталья Ростиславовна,2012,ИМЛИ,ИМЛИ РАН,3,far
PERS_e1dd6b3e,Лидова Наталья Ростиславовна,2014,Москва,ИМЛИ РАН,1,near
PERS_e1dd6b3e,Лидова Наталья Ростиславовна,2021,Москва,ИМЛИ РАН,0,near
PERS_e1dd6b3e,Лидова Наталья Ростиславовна,2023,Москва,ИМЛИ РАН,0,near
PERS_e1dd6b3e,Лидова Наталья Ростиславовна,2024,Москва,"ИМЛИ РАН, онлайн",0,near
PERS_e1dd6b3e,Лидова Наталья Ростиславовна,2025,Москва,"ИМЛИ РАН, Москва",0,near
PERS_e1dd6b3e,Лидова Наталья Ростиславовна,2026,Москва,"ИМЛИ РАН, Москва",1,near
PERS_e30ad8b7,Гавриков Денис Сергеевич,2022,Москва,,,none
PERS_e31ca12d,Вечерина Ольга Павловна,2014,Москва,,8,none
PERS_e31ca12d,Вечерина Ольга Павловна,2016,МГППУ,,6,none
PERS_e31ca12d,Вечерина Ольга Павловна,2017,МГППУ,,5,none
PERS_e31ca12d,Вечерина Ольга Павловна,2018,Москва,,4,none
PERS_e31ca12d,Вечерина Ольга Павловна,2018,МГППУ,,4,none
PERS_e31ca12d,Вечерина Ольга Павловна,2019,Москва,РУДН,3,far
PERS_e31ca12d,Вечерина Ольга Павловна,2019,МГППУ,РУДН,3,far
PERS_e31ca12d,Вечерина Ольга Павловна,2020,Москва,РУДН,2,far
PERS_e31ca12d,Вечерина Ольга Павловна,2020,МГППУ,РУДН,2,far
PERS_e31ca12d,Вечерина Ольга Павловна,2021,Москва,РУДН,1,near
PERS_e31ca12d,Вечерина Ольга Павловна,2021,МГППУ,РУДН,1,near
PERS_e31ca12d,Вечерина Ольга Павловна,2022,Москва,РУДН,0,near
PERS_e4aab278,Возчиков Дмитрий Викторович,2026,Екатеринбург,,,none
PERS_e5a5ac24,Невелева Светлана Леонидовна,2006,СПб,,,none
PERS_e5a5ac24,Невелева Светлана Леонидовна,2011,Санкт-Петербург,,,none
PERS_e72d4c09,Огнева Елена Дмитриевна,2012,Киев — Луцк,,,none
PERS_e72d4c09,Огнева Елена Дмитриевна,2012,"Институт востоковедения, Киев",,,none
PERS_e72d4c09,Огнева Елена Дмитриевна,2015,ИВ НАН Украины,,,none
PERS_e72d4c09,Огнева Елена Дмитриевна,2016,ИВ НАН Украины,,,none
PERS_e72d4c09,Огнева Елена Дмитриевна,2017,ИВ НАН Украины,,,none
PERS_e72d4c09,Огнева Елена Дмитриевна,2018,ИВ НАН Украины,,,none
PERS_e72d4c09,Огнева Елена Дмитриевна,2020,ИВ НАН Украины,,,none
PERS_e72d4c09,Огнева Елена Дмитриевна,2021,ИВ НАН Украины,,,none
PERS_e72d4c09,Огнева Елена Дмитриевна,2022,ИВ НАН Украины,,,none
PERS_e8396809,Вишну Шукла,2020,Санкт-Петербург,,,none
PERS_e96139bd,Коробов Владимир Борисович,2011,Вильнюс,,,none
PERS_e96139bd,Коробов Владимир Борисович,2013,Вильнюс,,,none
PERS_e96139bd,Коробов Владимир Борисович,2020,"Вильнюс, Литва",,,none
PERS_ebb6d156,Ложкина Анастасия Витальевна,2018,Москва,ИФ РАН,0,near
PERS_efc88709,Канаева Наталия Алексеевна,2013,Москва,,7,none
PERS_efc88709,Канаева Наталия Алексеевна,2018,Москва,ВШЭ,2,far
PERS_efc88709,Канаева Наталия Алексеевна,2025,Москва,"Школа философии и культурологии НИУ ВШЭ, Москва",0,near
PERS_f074f69f,Александрова Наталия Владимировна,2013,Москва,ИВ РАН,1,near
PERS_f074f69f,Александрова Наталия Владимировна,2014,Москва,РГГУ,1,near
PERS_f074f69f,Александрова Наталия Владимировна,2018,Москва,ИВ РАН,0,near
PERS_f074f69f,Александрова Наталия Владимировна,2019,Москва,ИВ РАН,0,near
PERS_f074f69f,Александрова Наталия Владимировна,2021,Москва,ИВ РАН,0,near
PERS_f074f69f,Александрова Наталия Владимировна,2022,Москва,ИВ РАН,0,near
PERS_f074f69f,Александрова Наталия Владимировна,2023,Москва,ИВ РАН,1,near
PERS_f074f69f,Александрова Наталия Владимировна,2024,Москва,"ИВ РАН, ИКВИА НИУ ВШЭ",0,near
PERS_f074f69f,Александрова Наталия Владимировна,2025,Москва,"ИВ РАН, ИКВИА НИУ ВШЭ, Москва",0,near
PERS_f074f69f,Александрова Наталия Владимировна,2026,Москва,"ИВ РАН, ИКВИА НИУ ВШЭ, Москва",1,near
PERS_f19cd8a1,Котин Игорь Юрьевич,2011,Санкт-Петербург,,,none
PERS_f19cd8a1,Котин Игорь Юрьевич,2012,СПб,,,none
PERS_f19cd8a1,Котин Игорь Юрьевич,2014,СПб,,,none
PERS_f19cd8a1,Котин Игорь Юрьевич,2018,СПб,,,none
PERS_f19cd8a1,Котин Игорь Юрьевич,2022,СПб,,,none
PERS_f19cd8a1,Котин Игорь Юрьевич,2023,Санкт-Петербург,,,none
PERS_f19cd8a1,Котин Игорь Юрьевич,2026,Санкт-Петербург,,,none
PERS_f1a308b7,Абинякин Владимир Александрович,2026,Санкт-Петербург,,,none
PERS_f2fef030,Мехакян Арег Гайкович,2007,Москва,,11,none
PERS_f2fef030,Мехакян Арег Гайкович,2010,Ереван,,8,none
PERS_f2fef030,Мехакян Арег Гайкович,2012,Ереван,,6,none
PERS_f2fef030,Мехакян Арег Гайкович,2015,МЦР,ИВ РАН,3,far
PERS_f2fef030,Мехакян Арег Гайкович,2016,МРЦ,ИВ РАН,2,far
PERS_f2fef030,Мехакян Арег Гайкович,2017,МЦР,ИВ РАН,1,near
PERS_f2fef030,Мехакян Арег Гайкович,2020,Москва,ИВ РАН,1,near
PERS_f2fef030,Мехакян Арег Гайкович,2020,ГММ А.Н. Скрябина,ИВ РАН,1,near
PERS_f2fef030,Мехакян Арег Гайкович,2021,Москва,ИВ РАН,2,far
