presentation_id,title,speaker,conference_year,series,public_path,meso_codes,needs_place,needs_time
PRES_0e0cf8bb17,Санскритские квантитативные стихотворные размеры: реконструкция чтения,С. С. Тавастшерна,2010,Zograf Readings,p/sanskritskie-kvantitativnye-stikhotvornye-razmery-rekonstruktsiya-chteniya.html,metrics|prosody,1,1
PRES_e290493a42,Ситуация ухода героя в классической тамильской поэзии,А. М. Дубянский,2010,Roerich Readings,p/situatsiya-ukhoda-geroya-v-klassicheskoi-tamilskoi-poezii.html,dravidology_south_india,0,1
PRES_080e848a5a,Скифские слова в Авесте,С. В. Кулланда,2010,Roerich Readings,p/skifskie-slova-v-aveste.html,etymology,1,1
PRES_1cd65d2e59,Современная джатра: возвращение к истокам,Е. К. Бросалина,2010,Zograf Readings,p/sovremennaya-dzhatra-vozvrashchenie-k-istokam.html,ethnography_performance,1,1
PRES_54a32921dc,Сравнительный анализ генезиса рефлексии в индийской и европейской философских традициях: визуальные и лингвистические детерминанты,Д. О. Парамонов,2010,Zograf Readings,p/sravnitelnyi-analiz-genezisa-refleksii-v-indiiskoi-i-evropeiskoi-filosofskikh-traditsiyakh-vizua.html,comparative_analysis|philosophy_epistemology,0,1
PRES_2e725b44b8,Сцены приема гостя в древней махакавье,А. Г. Гурия,2010,Roerich Readings,p/stseny-priema-gostya-v-drevnei-makhakave.html,literary_studies,1,1
PRES_3bd08e341f,Сюжет о воплощении Вишну в фольклорном тексте телугу (Матсьяватарам),А. А. Нейвирт,2010,Zograf Readings,p/syuzhet-o-voploshchenii-vishnu-v-folklornom-tekste-telugu-matsyavataram.html,dravidology_south_india,0,1
PRES_90b364f351,Текст «индийской диаспоры» в поэзии Далджита Награ,И. Ю. Котин,2010,Zograf Readings,p/tekst-indiiskoi-diaspory-v-poezii-daldzhita-nagra.html,modern_literature,0,1
PRES_627e94e1ab,Тексты по культу Вишну-Нарасимхи в тибетском свитке XIII века,А. В. Зорин,2010,Zograf Readings,p/teksty-po-kultu-vishnu-narasimkhi-v-tibetskom-svitke-xiii-veka.html,tibetology_himalaya|visual_material_culture,0,1
PRES_a80206461e,Типовой мотив-ситуация в Махабхарате,С. Л. Невелева,2010,Zograf Readings,p/tipovoi-motiv-situatsiya-v-makhabkharate.html,epic_ramayana_mahabharata,1,1
PRES_50a29145a7,Традиции веротерпимости и универсализма в древней и средневековой Индии,Э. Н. Комаров,2010,Roerich Readings,p/traditsii-veroterpimosti-i-universalizma-v-drevnei-i-srednevekovoi-indii.html,,0,1
PRES_09706e2e82,"Ум, психика или сознание (о переводе буддийских терминов «читта» и «виджняна»)",Б. В. Загуменнов,2010,Zograf Readings,p/um-psikhika-ili-soznanie-o-perevode-buddiiskikh-terminov-chitta-i-vidzhnyana.html,buddhist_studies|translation_reception,1,1
PRES_fca193c4c1,Философское приложение шикши в кашмирском шиваизме,А. Г. Мехакян,2010,Roerich Readings,p/filosofskoe-prilozhenie-shikshi-v-kashmirskom-shivaizme.html,philosophy_epistemology,0,1
PRES_f94674cd5c,Царица в дворцовом парке,Ю. М. Алиханова,2010,Zograf Readings,p/tsaritsa-v-dvortsovom-parke.html,,1,1
PRES_4d8a99c131,Царские наложницы в санскритских и античных источниках,Е. Г. Вырщиков,2010,Roerich Readings,p/tsarskie-nalozhnitsy-v-sanskritskikh-i-antichnykh-istochnikakh.html,comparative_analysis,1,1
PRES_fbd84f6b96,Язык богини Кали. Я.В. Васильков. Эпические герои и боги (в «Махабхарате» и не только),М. Ф. Альбедиль,2010,Zograf Readings,p/yazyk-bogini-kali-ya-v-vasilkov-epicheskie-geroi-i-bogi-v-makhabkharate-i-ne-tolko.html,epic_ramayana_mahabharata,1,1
PRES_e7d3ba524e,RāmāyaNa’s Commentary Tradition in the Untouchable Rāmnāmī Community,К. Гаралите,2011,Zograf Readings,p/r-m-yana-s-commentary-tradition-in-the-untouchable-r-mn-m-community.html,epic_ramayana_mahabharata,1,1
PRES_9cc7f0b54c,Samarasa и svasamvedya в абхишека-патале Хеваджра-тантры согласно Муктавалихеваджрапаньджике Ратнакарашанти,Е. С. Бушуев,2011,Zograf Readings,p/samarasa-i-svasamvedya-v-abkhisheka-patale-khevadzhra-tantry-soglasno-muktavalikhevadzhrapandzhi.html,buddhist_studies,1,1
PRES_f73706499b,"«Юные» в окружении царя Раджасинхи II—го (XVII век, Шри Ланка)",Н. Г. Краснодембская,2011,Zograf Readings,p/yunye-v-okruzhenii-tsarya-radzhasinkhi-ii-go-xvii-vek-shri-lanka.html,,1,1
PRES_b9333b3423,«Ярость» Рушди,А. В. Челнокова,2011,Zograf Readings,p/yarost-rushdi.html,modern_literature,1,1
PRES_77ba89aeed,Буддизм и юнгианство,Б. В. Загуменнов,2011,Zograf Readings,p/buddizm-i-yungianstvo.html,buddhist_studies,1,1
PRES_d8c8a0e9b4,Драупади в Зале собрания (роль бога Дхармы),Е. В. Танонова,2011,Zograf Readings,p/draupadi-v-zale-sobraniya-rol-boga-dkharmy.html,epic_ramayana_mahabharata,1,1
PRES_fb8b7f76bc,Другой в традиции индуизма и философии Бенгальского Возрождения: Опыт сопоставления,Т. Г. Скороходова,2011,Zograf Readings,p/drugoi-v-traditsii-induizma-i-filosofii-bengalskogo-vozrozhdeniya-opyt-sopostavleniya.html,bengal,0,1
PRES_59bc8c1ec8,Индия в поэзии йафиитов (Южная Аравия),М. А. Родионов,2011,Zograf Readings,p/indiya-v-poezii-iafiitov-yuzhnaya-araviya.html,comparative_analysis,0,1
PRES_5816bc342a,Интерпретация символов ‘ом’ и ‘сиддхам’ в мангала-шлоках санскритских рукописей,С. Х. Шомахмадов,2011,Zograf Readings,p/interpretatsiya-simvolov-om-i-siddkham-v-mangala-shlokakh-sanskritskikh-rukopisei.html,manuscripts_epigraphy,1,1
PRES_216606ed4c,Интерпретация учения об аватарах Вишну в «Девибхагавата-пуране»,А. А. Игнатьев,2011,Zograf Readings,p/interpretatsiya-ucheniya-ob-avatarakh-vishnu-v-devibkhagavata-purane.html,vaishnava,1,1
PRES_6b5321239f,Концепт svadharma в кастовой идеологии,Е. Н. Успенская,2011,Zograf Readings,p/kontsept-svadharma-v-kastovoi-ideologii.html,,1,1
PRES_7a0616cdc7,Метафора в «Махабхарате»,С. Л. Невелева,2011,Zograf Readings,p/metafora-v-makhabkharate.html,epic_ramayana_mahabharata,1,1
PRES_36278778ba,Мифологии северных мунда как источник для реконструкции сюжета создания человека у населения евразийских степей в эпоху бронзы C,Ю. Е. Березкин,2011,Zograf Readings,p/mifologii-severnykh-munda-kak-istochnik-dlya-rekonstruktsii-syuzheta-sozdaniya-cheloveka-u-nasel.html,comparative_analysis,1,1
PRES_5b9d992a66,Некоторые аспекты полемического дискурса в индийских религиозно-философских традициях,С. В. Пахомов,2011,Zograf Readings,p/nekotorye-aspekty-polemicheskogo-diskursa-v-indiiskikh-religiozno-filosofskikh-traditsiyakh.html,philosophy_epistemology,0,1
PRES_37ec1a3fd3,О композиции вступительных глав «Сказания о Шакунтале»,Ю. М. Алиханова,2011,Zograf Readings,p/o-kompozitsii-vstupitelnykh-glav-skazaniya-o-shakuntale.html,literary_studies,1,1
PRES_81e4f6fe0b,Об изучении четвертой главы «Абхисамая-аланкары»,Р. Н. Крапивина,2011,Zograf Readings,p/ob-izuchenii-chetvertoi-glavy-abkhisamaya-alankary.html,buddhist_studies,1,1
PRES_61eb101383,Поэтические жанры индийской литературы в тибетском буддийском каноне,А. В. Зорин,2011,Zograf Readings,p/poeticheskie-zhanry-indiiskoi-literatury-v-tibetskom-buddiiskom-kanone.html,tibetology_himalaya|buddhist_studies,0,1
PRES_5291787a3f,Прием почетного гостя-атитхи по материалам древнеиндийских ритуальных текстов,Н. А. Корнеева,2011,Zograf Readings,p/priem-pochetnogo-gostya-atitkhi-po-materialam-drevneindiiskikh-ritualnykh-tekstov.html,ritual_studies,1,1
PRES_df563ac2ff,Проблема энергии в тантре,А. В. Парибок,2011,Zograf Readings,p/problema-energii-v-tantre.html,,1,1
PRES_5b9c7fa5b6,Санскритизация и философские проблемы языковой политики,Д. О. Парамонов,2011,Zograf Readings,p/sanskritizatsiya-i-filosofskie-problemy-yazykovoi-politiki.html,modern_society_politics,1,1
PRES_ef02ed3c8e,Саттрия: рождение нового индийского классического танца в Ассаме Лаборатория «Театрика» (Москва – С.-Петербург). Видеоматериал по традиции чхоу,С. И. Рыжакова,2011,Zograf Readings,p/sattriya-rozhdenie-novogo-indiiskogo-klassicheskogo-tantsa-v-assame-laboratoriya-teatrika-moskva.html,assam,0,1
PRES_d1ddc8c000,Следуя воле звезд: Индийская астрология и практика предсказаний стихийных бедствий,А. Бейнорюс,2011,Zograf Readings,p/sleduya-vole-zvezd-indiiskaya-astrologiya-i-praktika-predskazanii-stikhiinykh-bedstvii.html,,0,1
PRES_0b727f138c,Словесные фигуры и принцип «непрямого высказывания» (вакрокти) в средневековой поэтике,С. О. Цветкова,2011,Zograf Readings,p/slovesnye-figury-i-printsip-nepryamogo-vyskazyvaniya-vakrokti-v-srednevekovoi-poetike.html,literary_studies,1,1
PRES_9ec34b2c0f,Строфы о бодхичитте во второй главе Гухьясамаджа тантры,В. Б. Коробов,2011,Zograf Readings,p/strofy-o-bodkhichitte-vo-vtoroi-glave-gukhyasamadzha-tantry.html,buddhist_studies,1,1
PRES_5deb828215,Существует ли психофизическая проблема (mind-body problem) в буддизме?,В. Г. Лысенко,2011,Zograf Readings,p/sushchestvuet-li-psikhofizicheskaya-problema-mind-body-problem-v-buddizme.html,buddhist_studies|philosophy_epistemology,1,1
PRES_37530fdf34,Тема весны в старой тамильской поэзии,А. М. Дубянский,2011,Zograf Readings,p/tema-vesny-v-staroi-tamilskoi-poezii.html,dravidology_south_india,0,1
PRES_9f66f4e714,Энергийный прагматизм в тамильской культуре,П. В. Хрущева,2011,Zograf Readings,p/energiinyi-pragmatizm-v-tamilskoi-kulture.html,dravidology_south_india,0,1
PRES_fc5fc5500b,12-летний животный цикл. К вопросу об истоках,В. М. Яковлев,2012,Roerich Readings,p/12-letnii-zhivotnyi-tsikl-k-voprosu-ob-istokakh.html,cosmology,1,1
PRES_c753d8108f,"«Бенгальский стиль» в индийском танце: традиционное, креативное, политическое измерения В программе возможны изменения и дополнения Приглашаются все желающие",С. И. Рыжакова,2012,Zograf Readings,p/bengalskii-stil-v-indiiskom-tantse-traditsionnoe-kreativnoe-politicheskoe-izmereniya-v-programme.html,bengal,0,1
PRES_347180ce4e,«Кадамбари» в современном мире,Г. В. Стрелкова,2012,Zograf Readings,p/kadambari-v-sovremennom-mire.html,translation_reception,1,1
PRES_77f698acd5,«Рамаяна» в драме Бхавабхути «Последние деяния Рамы»,Ю. М. Алиханова,2012,Zograf Readings,p/ramayana-v-drame-bkhavabkhuti-poslednie-deyaniya-ramy.html,epic_ramayana_mahabharata,1,1
PRES_1a19c546ea,«Третье измерение» в непальской поэзии,Л. А. Стрельцова,2012,Zograf Readings,p/trete-izmerenie-v-nepalskoi-poezii.html,nepal_newar_kathmandu,0,1
PRES_20e82a1bf4,«Юный» как представитель измененного состояния сознания,Н. Г. Краснодембская,2012,Zograf Readings,p/yunyi-kak-predstavitel-izmenennogo-sostoyaniya-soznaniya.html,,1,1
PRES_3c0208406b,Актуализация информативной основы средневекового текста Центральной Азии в современном мире (на примере «Тарих-и Рашиди» Мирзы Хайдара Дуглата»),С. Ф. Мажитов,2012,Roerich Readings,p/aktualizatsiya-informativnoi-osnovy-srednevekovogo-teksta-tsentralnoi-azii-v-sovremennom-mire-na.html,china_mongolia_inner_asia,0,1
PRES_4557455166,Версия мифа о Вритре в «Девибхагаватапуране»,А. А. Игнатьев,2012,Zograf Readings,p/versiya-mifa-o-vritre-v-devibkhagavatapurane.html,epic_ramayana_mahabharata,1,1
PRES_972d4079b1,Г. Оберхаммер и его принципы изучения религиозно-философских текстов школы вишишта-адвайта-веданты,Р. В. Псху,2012,Zograf Readings,p/g-oberkhammer-i-ego-printsipy-izucheniya-religiozno-filosofskikh-tekstov-shkoly-vishishta-advait.html,history_of_indology|philosophy_epistemology,1,1
PRES_8bd27d8f20,Две парадигмы монизма в интерпретации «Бхагавадгиты»: Шанкара и Рамануджа,С. В. Лобанов,2012,Zograf Readings,p/dve-paradigmy-monizma-v-interpretatsii-bkhagavadgity-shankara-i-ramanudzha.html,philosophy_epistemology,1,1
PRES_627da820b6,Дискуссия о значении термина анангу в тамильской литературе,П. В. Хрущева,2012,Zograf Readings,p/diskussiya-o-znachenii-termina-anangu-v-tamilskoi-literature.html,dravidology_south_india,0,1
PRES_ca1df3941d,Дхарма и буддология. Актуальные проблемы,Б. В. Загуменнов,2012,Zograf Readings,p/dkharma-i-buddologiya-aktualnye-problemy.html,buddhist_studies,1,1
PRES_a6e4236018,Еще раз о субъекте: «Ишварапратьябхиджня-вимаршини» Абхинавагупты,С. Ч. Офертас,2012,Roerich Readings,p/eshche-raz-o-subekte-ishvarapratyabkhidzhnya-vimarshini-abkhinavagupty.html,philosophy_epistemology,0,1
PRES_5bd9be8d40,Еще раз о теме разлуки в тамильской поэзии,А. М. Дубянский,2012,Zograf Readings,p/eshche-raz-o-teme-razluki-v-tamilskoi-poezii.html,dravidology_south_india,0,1
PRES_bafd1e3979,Живая традиция ритуальных росписей Питхоро в Гуджарате: полевые данные 2012 г,К. М. Воздиган,2012,Zograf Readings,p/zhivaya-traditsiya-ritualnykh-rospisei-pitkhoro-v-gudzharate-polevye-dannye-2012-g.html,fieldwork|visual_material_culture,0,1
PRES_ea42f7e02c,Загадки поэмы Джаяси «Падмават»,С. О. Цветкова,2012,Zograf Readings,p/zagadki-poemy-dzhayasi-padmavat.html,hindi_urdu_new_indo_aryan,1,1
PRES_dbced805b6,Заметки о структуре расположения скульптурных изображений в храмовых комплексах согласно «Агни-пуране»,В. Яскунас,2012,Zograf Readings,p/zametki-o-strukture-raspolozheniya-skulpturnykh-izobrazhenii-v-khramovykh-kompleksakh-soglasno-a.html,manuscripts_epigraphy,1,1
PRES_d7ffc90dec,Индия и индийцы в автобиографической книге В. С. Найпола «The Writer's People»,И. Ю. Котин,2012,Zograf Readings,p/indiya-i-indiitsy-v-avtobiograficheskoi-knige-v-s-naipola-the-writer-s-people.html,modern_literature,0,1
PRES_74d662c14f,К проблеме возрастных категорий у древних тюрков VI—X вв,В. В. Тишин,2012,Roerich Readings,p/k-probleme-vozrastnykh-kategorii-u-drevnikh-tyurkov-vi-x-vv.html,,1,1
PRES_235b11e4e7,Летописный текст и феномен «изображение» в буддийской традиции Тибета,В. В. Деменова,2012,Roerich Readings,p/letopisnyi-tekst-i-fenomen-izobrazhenie-v-buddiiskoi-traditsii-tibeta.html,tibetology_himalaya,0,1
PRES_d7d08bc77f,Матрики вне буддийских текстов,А. В. Парибок,2012,Zograf Readings,p/matriki-vne-buddiiskikh-tekstov.html,buddhist_studies,1,1
PRES_9294929f41,Мотив caṅkrama в буддийском нарративе и изображении,Н. В. Александрова,2012,Roerich Readings,p/motiv-ca-krama-v-buddiiskom-narrative-i-izobrazhenii.html,buddhist_studies|visual_material_culture,1,1
PRES_9389ab2ec7,Неварский «повествовательный свиток» в собрании МАЭ РАН (коллекция И. П. Минаева). Предварительное сообщение,Я. В. Васильков,2012,Zograf Readings,p/nevarskii-povestvovatelnyi-svitok-v-sobranii-mae-ran-kollektsiya-i-p-minaeva-predvaritelnoe-soob.html,nepal_newar_kathmandu|museum_collections,0,1
PRES_0aedd41026,Непосредственное восприятие как знание из слов по материалам «Веданта-парибхаши» Дхармараджи,В. Г. Лысенко,2012,Zograf Readings,p/neposredstvennoe-vospriyatie-kak-znanie-iz-slov-po-materialam-vedanta-paribkhashi-dkharmaradzhi.html,philosophy_epistemology,1,1
PRES_05a25bcc84,Непосредственное восприятие через слово. По «Веданта-парибхаше» Дхармараджи,В. Г. Лысенко,2012,Roerich Readings,p/neposredstvennoe-vospriyatie-cherez-slovo-po-vedanta-paribkhashe-dkharmaradzhi.html,philosophy_epistemology,1,1
PRES_92e44ac148,"О взаимовлиянии индуизма и буддизма в религии непальцев (легенды, иконография, личные наблюдения)",В. Н. Мазурина,2012,Zograf Readings,p/o-vzaimovliyanii-induizma-i-buddizma-v-religii-nepaltsev-legendy-ikonografiya-lichnye-nablyudeni.html,nepal_newar_kathmandu|buddhist_studies,0,1
PRES_ea5d4b869f,О тамильском поэтическом жанре каламбахам,А. М. Дубянский,2012,Roerich Readings,p/o-tamilskom-poeticheskom-zhanre-kalambakham.html,dravidology_south_india,0,1
PRES_80c3a05563,О формульности индийских дарственных надписей,Д. Н. Лелюхин,2012,Roerich Readings,p/o-formulnosti-indiiskikh-darstvennykh-nadpisei.html,manuscripts_epigraphy,0,1
PRES_a72801a7e5,Образ индуизма в религиозно-философской мысли Бенгальского Ренессанса,Т. Г. Скороходова,2012,Zograf Readings,p/obraz-induizma-v-religiozno-filosofskoi-mysli-bengalskogo-renessansa.html,bengal|bengal_bhakti_modernity,0,1
PRES_517c404931,Описание Индии в средневековых ирландских источниках,М. С. Фомин,2012,Roerich Readings,p/opisanie-indii-v-srednevekovykh-irlandskikh-istochnikakh.html,travel_history,0,1
PRES_485b7b3478,Осел/бык в индоиранской картине мира,В. Ю. Крюкова,2012,Zograf Readings,p/osel-byk-v-indoiranskoi-kartine-mira.html,comparative_analysis,1,1
PRES_9991e8b1ef,Особенности календарной обрядности у раджпутов C,К. А. Маретина,2012,Zograf Readings,p/osobennosti-kalendarnoi-obryadnosti-u-radzhputov-c.html,life_cycle_rituals,1,1
PRES_b27303708f,Особенности композиции «Апастамба-дхармасутры»,Н. А. Корнеева,2012,Zograf Readings,p/osobennosti-kompozitsii-apastamba-dkharmasutry.html,sanskrit_grammar_panini,1,1
PRES_3ddacc6fb6,Песенная техника проповеди Миры Баи: подступы к исследованию,С. О. Цветкова,2012,Roerich Readings,p/pesennaya-tekhnika-propovedi-miry-bai-podstupy-k-issledovaniyu.html,bhakti_vaishnava,1,1
PRES_63aa865de4,Практики движения праны в текстах кашмирских авторов,В. П. Иванов,2012,Zograf Readings,p/praktiki-dvizheniya-prany-v-tekstakh-kashmirskikh-avtorov.html,philosophy_epistemology,0,1
PRES_fc155b3a33,Представления об Арьяварте в санскритских источниках в исторической перспективе,Е. Г. Вырщиков,2012,Roerich Readings,p/predstavleniya-ob-aryavarte-v-sanskritskikh-istochnikakh-v-istoricheskoi-perspektive.html,,1,1
PRES_ce1f190968,Природопользование в тангутском государстве Си Ся,Ю. И. Дробышев,2012,Roerich Readings,p/prirodopolzovanie-v-tangutskom-gosudarstve-si-sya.html,,1,1
PRES_f31283e9b4,Рамаяна в драме Бхавабхути «Последние приключения Рамы»,Ю. М. Алиханова,2012,Roerich Readings,p/ramayana-v-drame-bkhavabkhuti-poslednie-priklyucheniya-ramy.html,epic_ramayana_mahabharata,1,1
PRES_82dc5a4985,Сакральная «геология» в системе знаний вастувидьи (науки о строительстве и зодчестве) в пуранах,Е. В. Тюлина,2012,Roerich Readings,p/sakralnaya-geologiya-v-sisteme-znanii-vastuvidi-nauki-o-stroitelstve-i-zodchestve-v-puranakh.html,cosmology,1,1
PRES_a5c792ee0e,Сакральная защита пространства долины Катманду,К. П. Шрестха,2012,Roerich Readings,p/sakralnaya-zashchita-prostranstva-doliny-katmandu.html,nepal_newar_kathmandu,0,1
PRES_c417664ebc,Символизм десяти воплощений Вишну во внутренней Калачакра-тантре,А. Г. Мехакян,2012,Roerich Readings,p/simvolizm-desyati-voploshchenii-vishnu-vo-vnutrennei-kalachakra-tantre.html,buddhist_studies,1,1
PRES_5d4f4cf4a8,Смех в традиции древнеиндийского театра (по материалам Натьяшастры),Н. Р. Лидова,2012,Roerich Readings,p/smekh-v-traditsii-drevneindiiskogo-teatra-po-materialam-natyashastry.html,ethnography_performance,1,1
PRES_5e071eae59,Снатака в древнеиндийском ритуале и тексте,Н. А. Корнеева,2012,Roerich Readings,p/snataka-v-drevneindiiskom-rituale-i-tekste.html,ritual_studies,1,1
PRES_3fe0ca1850,Сновидение в древнеиндийских философских текстах,Е. А. Юдицкая,2012,Roerich Readings,p/snovidenie-v-drevneindiiskikh-filosofskikh-tekstakh.html,,1,1
PRES_2545b7a0c5,Танцовщица и покровитель: начни и расик восточных областей Индии. Контексты взаимоотношений,С. И. Рыжакова,2012,Roerich Readings,p/tantsovshchitsa-i-pokrovitel-nachni-i-rasik-vostochnykh-oblastei-indii-konteksty-vzaimootnosheni.html,bengal,0,1
PRES_5f83d7a499,Текст по культу Ваджрапани и восьми царей нагов в свитке XIII века Дх-178 из собрания ИВР РАН,А. В. Зорин,2012,Zograf Readings,p/tekst-po-kultu-vadzhrapani-i-vosmi-tsarei-nagov-v-svitke-xiii-veka-dkh-178-iz-sobraniya-ivr-ran.html,buddhist_studies|manuscripts_epigraphy,1,1
PRES_7fbd6a22e3,Теория преемственности Дхармы в доктрине «сангоку маппо» в японском буддизме,Е. С. Лепехова,2012,Roerich Readings,p/teoriya-preemstvennosti-dkharmy-v-doktrine-sangoku-mappo-v-yaponskom-buddizme.html,buddhist_studies,0,1
PRES_e17d554abc,Традиционный индийский комментарий как источник по изучению синтаксиса древнеиндийских языков,С. С. Тавастшерна,2012,Roerich Readings,p/traditsionnyi-indiiskii-kommentarii-kak-istochnik-po-izucheniyu-sintaksisa-drevneindiiskikh-yazy.html,sanskrit_grammar_panini,0,1
PRES_d7d410a274,У истоков Праджняпарамиты (стихотворное ядро традиции),А. К. Васильев,2012,Roerich Readings,p/u-istokov-pradzhnyaparamity-stikhotvornoe-yadro-traditsii.html,buddhist_studies,1,1
PRES_44b7051738,Формула «бхукти — мукти» и сотериологический антиномизм индуистской тантры,С. В. Пахомов,2012,Zograf Readings,p/formula-bkhukti-mukti-i-soteriologicheskii-antinomizm-induistskoi-tantry.html,philosophy_epistemology,1,1
PRES_df7078b604,Чудесный сосуд Манимехалей: попытка интерпретации,М. Ф. Альбедиль,2012,Zograf Readings,p/chudesnyi-sosud-manimekhalei-popytka-interpretatsii.html,buddhist_studies,1,1
PRES_20d92e0dfe,Эволюция жанра шахрашуб в контексте взаимодействия персоязычной литературы и литературы урду,Е. О. Акимушкина,2012,Zograf Readings,p/evolyutsiya-zhanra-shakhrashub-v-kontekste-vzaimodeistviya-persoyazychnoi-literatury-i-literatur.html,comparative_analysis|hindi_urdu_new_indo_aryan,1,1
PRES_cf87ec3bf9,Элементы игровой поэтики в махаянском описании ступеней бодхисаттвы в текстах «Большой Праджняпарамиты»,Д. И. Жутаев,2012,Roerich Readings,p/elementy-igrovoi-poetiki-v-makhayanskom-opisanii-stupenei-bodkhisattvy-v-tekstakh-bolshoi-pradzh.html,buddhist_studies,1,1
PRES_e5cc1bbb1d,"Ян Потоцкий и тибетская рукопись, найденная в Калмыкии",Е. Д. Огнева,2012,Zograf Readings,p/yan-pototskii-i-tibetskaya-rukopis-naidennaya-v-kalmykii.html,tibetology_himalaya|expeditions,0,1
PRES_02fe7e79a6,Cittamātra и проблема наблюдателя в Madhyānta-vibhāga,В. Б. Коробов,2013,Zograf Readings,p/cittam-tra-i-problema-nablyudatelya-v-madhy-nta-vibh-ga.html,buddhist_studies|philosophy_epistemology,1,1
PRES_d01b9376c0,"«Песни якшей», игры людей: о социальных, культурных и художественных особенностях якшаганы Карнатаки В программе возможны изменения и дополнения",С. И. Рыжакова,2013,Zograf Readings,p/pesni-yakshei-igry-lyudei-o-sotsialnykh-kulturnykh-i-khudozhestvennykh-osobennostyakh-yakshagany.html,ethnography_performance,0,1
PRES_6ef9ae63f8,Айодхья через 20 лет после конфликта: о современных проявлениях индуистского фундаментализма (наблюдения и немного размышлений),А. В. Челнокова,2013,Zograf Readings,p/aiodkhya-cherez-20-let-posle-konflikta-o-sovremennykh-proyavleniyakh-induistskogo-fundamentalizm.html,modern_society_politics,0,1
PRES_ae5459f5c7,Буддийские рукописи в Индийском фонде ИВР РАН,Е. П. Островская,2013,Zograf Readings,p/buddiiskie-rukopisi-v-indiiskom-fonde-ivr-ran.html,buddhist_studies|manuscripts_epigraphy,0,1
PRES_e9e215c9f0,Буддийские сутры в переводах раннекитайской традиции,Н. В. Александрова,2013,Roerich Readings,p/buddiiskie-sutry-v-perevodakh-rannekitaiskoi-traditsii.html,buddhist_studies|translation_reception,1,1
PRES_5e3a0ceae6,"Варна – фон, фонема, звукотип",В. Г. Лысенко,2013,Roerich Readings,p/varna-fon-fonema-zvukotip.html,,1,1
PRES_e9bb5a759b,"Варна – это фонема, буква, звук или …?",В. Г. Лысенко,2013,Zograf Readings,p/varna-eto-fonema-bukva-zvuk-ili.html,sanskrit_grammar_panini,1,1
PRES_d9c413501e,Восьмиугольные понятийные схемы в индийской рациональности,А. В. Парибок,2013,Zograf Readings,p/vosmiugolnye-ponyatiinye-skhemy-v-indiiskoi-ratsionalnosti.html,,0,1
PRES_79c5e6b21a,Дворцовый парк в индийской литературе V – VI вв,Ю. М. Алиханова,2013,Roerich Readings,p/dvortsovyi-park-v-indiiskoi-literature-v-vi-vv.html,,0,1
PRES_85c4d90172,Жемчужный остров в «Девибхагавата-пуране»,А. А. Игнатьев,2013,Zograf Readings,p/zhemchuzhnyi-ostrov-v-devibkhagavata-purane.html,,1,1
PRES_845344a97a,"Индийская монета, найденная при раскопках Тилля-тепе",А. А. Вигасин,2013,Roerich Readings,p/indiiskaya-moneta-naidennaya-pri-raskopkakh-tillya-tepe.html,,0,1
PRES_85aa1ef84a,Индологический миф: к вопросу о происхождении термина «индуизм»,С. В. Пахомов,2013,Zograf Readings,p/indologicheskii-mif-k-voprosu-o-proiskhozhdenii-termina-induizm.html,history_of_indology,1,1
PRES_85aa1ef84a,Индологический миф: к вопросу о происхождении термина «индуизм»,М. М. Фиалко,2013,Zograf Readings,p/indologicheskii-mif-k-voprosu-o-proiskhozhdenii-termina-induizm.html,history_of_indology,1,1
PRES_7905a089ac,История Агададатты в романе Сангхадасы «Странствия Васудевы»,М. Н. Русанов,2013,Zograf Readings,p/istoriya-agadadatty-v-romane-sangkhadasy-stranstviya-vasudevy.html,jain_studies,1,1
PRES_aa8cf0310f,Классификация наук в традиционной индийской культуре,Н. А. Канаева,2013,Zograf Readings,p/klassifikatsiya-nauk-v-traditsionnoi-indiiskoi-kulture.html,,0,1
PRES_9484337e22,Концепт «майя» у Шанкары и Абхинавагупты: сходство и различие,С. В. Лобанов,2013,Zograf Readings,p/kontsept-maiya-u-shankary-i-abkhinavagupty-skhodstvo-i-razlichie.html,philosophy_epistemology,0,1
PRES_532d58897a,Концепция maryādā в непальских надписях,Д. Н. Лелюхин,2013,Roerich Readings,p/kontseptsiya-mary-d-v-nepalskikh-nadpisyakh.html,nepal_newar_kathmandu|manuscripts_epigraphy,0,1
PRES_6b6b57012a,Магическое воздействие на погоду в культуре кочевников Центральной Азии,Ю. И. Дробышев,2013,Roerich Readings,p/magicheskoe-vozdeistvie-na-pogodu-v-kulture-kochevnikov-tsentralnoi-azii.html,china_mongolia_inner_asia,0,1
PRES_b2df564f10,"Материальные атрибуты (лук, стрелы, топорик) как этнические символы автохтонов Шри Ланки",Т. А. Зимина,2013,Zograf Readings,p/materialnye-atributy-luk-strely-toporik-kak-etnicheskie-simvoly-avtokhtonov-shri-lanki.html,,1,1
PRES_6b57da6939,Миф о Нараде из пуран: проблема интерпретации понятия майя в древнеиндийской текстовой традиции,Е. А. Юдицкая,2013,Roerich Readings,p/mif-o-narade-iz-puran-problema-interpretatsii-ponyatiya-maiya-v-drevneindiiskoi-tekstovoi-tradit.html,epic_ramayana_mahabharata,1,1
PRES_01c8c172a9,О символическом языке вещей,М. Ф. Альбедиль,2013,Zograf Readings,p/o-simvolicheskom-yazyke-veshchei.html,,1,1
