metric_id,lens,native_unit,period,numerator_name,numerator,denominator_name,denominator,denominator_unit,value,missingness,coverage_status,source_snapshot,method,method_version,caveat
function.conferences.none,conferences,presentation,all,community_function_labelled_records,0,records_with_this_axis_assigned,0,presentation,,no community_function assignment exists for this lens (1362 records unclassified on this axis),complete,conferences:2026-08-06,classification_assignment,h1899-metrics-1.0.0,axis GAP for this lens — suppress it from any comparison figure
function.nagari.resource_sharing.taxonomy_crosswalk,nagari,message,all,records_labelled_resource_sharing,496,records_with_this_axis_assigned,1829,message,0.271186,unclassified_on_this_axis=16898,pilot,nagari:pilot:2026-07-17,taxonomy_crosswalk,h1899-metrics-1.0.0,"PILOT/PARTIAL coverage: within-lens composition only, no population share — crosswalk-derived PROPOSAL (review_status=pending); labels are additional assertions layered next to native ones"
function.nagari.teaching_learning.taxonomy_crosswalk,nagari,message,all,records_labelled_teaching_learning,1333,records_with_this_axis_assigned,1829,message,0.728814,unclassified_on_this_axis=16898,pilot,nagari:pilot:2026-07-17,taxonomy_crosswalk,h1899-metrics-1.0.0,"PILOT/PARTIAL coverage: within-lens composition only, no population share — crosswalk-derived PROPOSAL (review_status=pending); labels are additional assertions layered next to native ones"
function.vk_ors.none,vk_ors,post,all,community_function_labelled_records,0,records_with_this_axis_assigned,0,post,,no community_function assignment exists for this lens (7608 records unclassified on this axis),complete,vk_ors:2026-07-24,classification_assignment,h1899-metrics-1.0.0,axis GAP for this lens — suppress it from any comparison figure
