post_id,type,url,width,height,position,post_url,date,year,excerpt,likes,reposts,comments,views,tags,engagement_tier,is_outlier
25741,photo,"https://sun9-16.userapi.com/s/v1/ig2/ISE2JEVq5tqcxC5Z0fh6cU-21A8dub714FzfKCwzd2Smy1SuMBYFifmxW2CGzLLnzZR4tLtchWxDFxtXzKDGHTOx.jpg?quality=95&as=32x52,48x78,72x117,108x175,160x259,240x389,360x583,480x778,540x875,640x1037,720x1167,1080x1750,1280x2074,1440x2333,1580x2560&from=bu&cs=1580x0",1580,2560,3,https://vk.com/wall-88831040_25741,2026-07-20,2026,"🇮🇳📖 Emeneau,Murray Barnson Toda songs / By M. B. Emeneau. - Oxford : Clarendon press, 1971. - XLVII, 1004 p. : 3 l. ill., portr. - Указатели с 832-1004.

Песни ",24,10,1,802,bookzealots,mid_high,0
25741,photo,"https://sun9-47.userapi.com/s/v1/ig2/9Y3b3RziWmnaQywg0V7jmqxAErYyCBZIarOR0bWchxrQmBkXJG38GI4BFEgZ-m2moMkr9f42ZaQEuqkp1uaqT6PN.jpg?quality=95&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360,480x480,540x540,640x640,720x720,1080x1080,1280x1280,1440x1440,2045x2045&from=bu&cs=2045x0",2045,2045,4,https://vk.com/wall-88831040_25741,2026-07-20,2026,"🇮🇳📖 Emeneau,Murray Barnson Toda songs / By M. B. Emeneau. - Oxford : Clarendon press, 1971. - XLVII, 1004 p. : 3 l. ill., portr. - Указатели с 832-1004.

Песни ",24,10,1,802,bookzealots,mid_high,0
25741,doc,https://vk.com/doc5892382_703083781?hash=QC9t5vJwKYS0F4y5lZP8jEFg2SSV2YK3Qac1CVHCCqg&api=1&no_preview=1,,,5,https://vk.com/wall-88831040_25741,2026-07-20,2026,"🇮🇳📖 Emeneau,Murray Barnson Toda songs / By M. B. Emeneau. - Oxford : Clarendon press, 1971. - XLVII, 1004 p. : 3 l. ill., portr. - Указатели с 832-1004.

Песни ",24,10,1,802,bookzealots,mid_high,0
25738,photo,"https://sun9-13.userapi.com/s/v1/ig2/gBPu-m1Jr7FTGy5u_2CaGU8f9Njh-SvbKf_-yr_i2CE63dkDTyrnM-uznmCVdyYLDH1lypR0hOiANZ-leYVLs4tc.jpg?quality=95&as=32x18,48x27,72x40,108x61,160x90,240x135,360x202,480x270,540x304,640x360,720x405,1080x607,1280x720,1440x810,1920x1080&from=bu&cs=1920x0",1920,1080,0,https://vk.com/wall-88831040_25738,2026-07-20,2026,"Привет!
🎁 Мы дарим запись курса «Кашмирский шиваизм. Часть 1».
Если вы давно хотели познакомиться с этой традицией или углубить свои знания — это отличная возмо",16,5,11,573,,mid_high,0
25733,video,https://sun9-30.userapi.com/impg/1ugWMe7ZodueNI6RjJvEzn4j9lXyPhjIfwx0nQ/OVYndFIRcus.jpg?size=1280x720&quality=95&sign=59b3fc85e56395f24a028552fdea1be5&c_uniq_tag=56pspWmpgW0kbDc01orx7_6dG4bxtcjzlUPiZ_FI2L8&type=video_thumb,1280,720,0,https://vk.com/wall-88831040_25733,2026-07-18,2026,"Можно ли понять язык, которого никогда не видел?

Большинство ответит:
«Нет».
Лингвист скажет:
«Дайте мне двадцать минут».
Как такое возможно?

Представьте.
Пер",10,2,0,482,,low,0
25732,photo,"https://sun9-2.userapi.com/s/v1/ig2/Ejh8goiJE0_1SWOB-pTtzZwKTzFwHqfV6CuiqX1tKNzDwKKgIQU4WlILY7j1OPknl5LspFVc2toG0TKMIobXW9YV.jpg?quality=95&crop=0,0,1059,1589&as=32x48,48x72,72x108,108x162,160x240,240x360,360x540,480x720,540x810,640x960,720x1080,1059x1589&from=bu&cs=1059x0",1059,1589,0,https://vk.com/wall-88831040_25732,2026-07-17,2026,"🇮🇳📖 Панчатантра. Избраннае рассказы / Пер. с древнеиндийского, предисл. и примеч. Р. О. Шор. - Москва : Российская ассоциация научно-исследовательских институто",51,31,0,1537,bookzealots,high,0
25732,photo,"https://sun9-67.userapi.com/s/v1/ig2/BdeXhavlIIp1VXmzoUsiJhe8aU6W47_v9zay6mHWKcodpm2FQbc3HoXqHNV-4Sqz2R4jERpuGhpsDrk2EjuRE4tv.jpg?quality=95&crop=0,0,1059,1589&as=32x48,48x72,72x108,108x162,160x240,240x360,360x540,480x720,540x810,640x960,720x1080,1059x1589&from=bu&cs=1059x0",1059,1589,1,https://vk.com/wall-88831040_25732,2026-07-17,2026,"🇮🇳📖 Панчатантра. Избраннае рассказы / Пер. с древнеиндийского, предисл. и примеч. Р. О. Шор. - Москва : Российская ассоциация научно-исследовательских институто",51,31,0,1537,bookzealots,high,0
25732,photo,"https://sun9-42.userapi.com/s/v1/ig2/VFHW0cY-gC9gJWSLa_2XC4rbWK-ZOtVHIBu12PgK9My4QWXz5mO8OzGr9IJoruW8752ZL_ce_xB5kW-GPjgQlw30.jpg?quality=95&as=32x49,48x73,72x109,108x164,160x243,240x365,360x547,480x730,540x821,640x973,720x1095,1059x1610&from=bu&cs=1059x0",1059,1610,2,https://vk.com/wall-88831040_25732,2026-07-17,2026,"🇮🇳📖 Панчатантра. Избраннае рассказы / Пер. с древнеиндийского, предисл. и примеч. Р. О. Шор. - Москва : Российская ассоциация научно-исследовательских институто",51,31,0,1537,bookzealots,high,0
25732,doc,https://vk.com/doc5892382_702803275?hash=zKGC6qKHZlH3kf8ncz0JrlBfjGrWDHDqWLLsnyld5KL&api=1&no_preview=1,,,3,https://vk.com/wall-88831040_25732,2026-07-17,2026,"🇮🇳📖 Панчатантра. Избраннае рассказы / Пер. с древнеиндийского, предисл. и примеч. Р. О. Шор. - Москва : Российская ассоциация научно-исследовательских институто",51,31,0,1537,bookzealots,high,0
25731,photo,"https://sun9-60.userapi.com/s/v1/ig2/JA_cfaCy8AT8OCVqQ5jzc4E1ULqDui9LT59QwgXPoyIfARI9AHZsk46rck9mZvnSQu2f-BD45Ld7leYROR-Frleb.jpg?quality=95&crop=304,0,1392,783&as=32x18,48x27,72x40,108x61,160x90,240x135,360x202,480x270,540x304,640x360,720x405,1080x607,1280x720,1392x783&from=bu&cs=1392x0",1392,783,0,https://vk.com/wall-88831040_25731,2026-07-16,2026,"АРХИВ РАБОТ АНДРЕЯ ИГНАТЬЕВА 
(ЗА 1999–2026 гг.) 
 
В честь приближающегося Ашадха-Наваратри размещаем архив работ за 27 лет. Ранее нередко редактировались текс",28,16,0,1241,,high,0
25729,photo,"https://sun9-25.userapi.com/s/v1/ig2/l5Do1Xy_er9nULrk1eKkA6KplnZHCiZo55SyOnRYrWajfmwX3Z-y4unPOV-0ZbIbclupaPz3_-czDFkuG0gAy_kC.jpg?quality=95&crop=0,2,1181,1772&as=32x48,48x72,72x108,108x162,160x240,240x360,360x540,480x720,540x810,640x960,720x1080,1080x1620,1181x1772&from=bu&cs=1181x0",1181,1772,0,https://vk.com/wall-88831040_25729,2026-07-15,2026,"🇮🇳📖 Лысенко, В.Г. Ранняя буддийская философия = Early Buddhist philosophy / Виктория Лысенко. - 2-е изд., испр. - Москва : Буддадхарма, 2022. - 367 с. - (Истори",119,68,0,3698,bookzealots,viral,1
25729,photo,"https://sun9-44.userapi.com/s/v1/ig2/yP-cFJhzLlVUyqZniVfFrLBxNGzbBNNIH7eo7pRuQQuokKaw6q5w6HSpnrnOV9ThSIAcfBmJ8e5So1wI5xHdSEZt.jpg?quality=95&crop=0,2,1181,1771&as=32x48,48x72,72x108,108x162,160x240,240x360,360x540,480x720,540x810,640x960,720x1080,1080x1620,1181x1771&from=bu&cs=1181x0",1181,1771,1,https://vk.com/wall-88831040_25729,2026-07-15,2026,"🇮🇳📖 Лысенко, В.Г. Ранняя буддийская философия = Early Buddhist philosophy / Виктория Лысенко. - 2-е изд., испр. - Москва : Буддадхарма, 2022. - 367 с. - (Истори",119,68,0,3698,bookzealots,viral,1
25729,photo,"https://sun9-19.userapi.com/s/v1/ig2/Q8eZItmIko2fr0kPP7_XgubqrIBgRwvwZP7LJm9ieqp51IotoUtJnkDmB8gaTWkvcG-bwslizZbw0OL_pTnmqzmy.jpg?quality=95&as=32x47,48x70,72x106,108x158,160x235,240x352,360x528,480x704,540x792,640x939,720x1057,1080x1585,1181x1733&from=bu&cs=1181x0",1181,1733,2,https://vk.com/wall-88831040_25729,2026-07-15,2026,"🇮🇳📖 Лысенко, В.Г. Ранняя буддийская философия = Early Buddhist philosophy / Виктория Лысенко. - 2-е изд., испр. - Москва : Буддадхарма, 2022. - 367 с. - (Истори",119,68,0,3698,bookzealots,viral,1
25729,photo,"https://sun9-56.userapi.com/s/v1/ig2/uixS-juG6tBMUW7YktPBUuplIsxOoi4oEOKU6FTHzXwipnWYqzfqzGpqCtPzxOsPdUquOMod-T82y9ywVT_UXZK7.jpg?quality=95&as=32x47,48x70,72x106,108x158,160x235,240x352,360x528,480x704,540x792,640x939,720x1057,1080x1585,1181x1733&from=bu&cs=1181x0",1181,1733,3,https://vk.com/wall-88831040_25729,2026-07-15,2026,"🇮🇳📖 Лысенко, В.Г. Ранняя буддийская философия = Early Buddhist philosophy / Виктория Лысенко. - 2-е изд., испр. - Москва : Буддадхарма, 2022. - 367 с. - (Истори",119,68,0,3698,bookzealots,viral,1
25729,doc,https://vk.com/doc5892382_702746086?hash=DzWHxeE2t5nNltWUjYUqPgpiMJ2JhHPuXfRnGmfqIxP&api=1&no_preview=1,,,4,https://vk.com/wall-88831040_25729,2026-07-15,2026,"🇮🇳📖 Лысенко, В.Г. Ранняя буддийская философия = Early Buddhist philosophy / Виктория Лысенко. - 2-е изд., испр. - Москва : Буддадхарма, 2022. - 367 с. - (Истори",119,68,0,3698,bookzealots,viral,1
25721,photo,"https://sun9-21.userapi.com/s/v1/ig2/f3NEkrnfaKZNlPzr663v_dzsEJomitp2PCATDe9yCO7gQk8vomhxL0IbOBPRYfT-SPZ2rpPhvPeizeBBPTLLAG_K.jpg?quality=95&crop=0,0,1472,2208&as=32x48,48x72,72x108,108x162,160x240,240x360,360x540,480x720,540x810,640x960,720x1080,1080x1620,1280x1920,1440x2160,1472x2208&from=bu&cs=1472x0",1472,2208,0,https://vk.com/wall-88831040_25721,2026-07-13,2026,"🇮🇳📖 Thapar,Romila Early India: From the origins to A.D. 1300 / Romila Thapar. - Berkeley; Los Angeles, 2002. - XXX,555 p. : ill.,map. - Библиогр. с.516-544.- Ук",38,13,0,1104,bookzealots,high,0
25721,photo,"https://sun9-6.userapi.com/s/v1/ig2/ERKWPZ-lJxvv9uupEK5J5IL0BD-Os0YrbMZuSYyvtR2yZnfsmnNTG1sMGs6bRa0zCayEHtMYIjxoWZbiq1uManib.jpg?quality=95&as=32x55,48x82,72x123,108x185,160x274,240x411,360x617,480x822,540x925,640x1097,720x1234,1080x1851,1280x2193,1440x2467,1494x2560&from=bu&cs=1494x0",1494,2560,1,https://vk.com/wall-88831040_25721,2026-07-13,2026,"🇮🇳📖 Thapar,Romila Early India: From the origins to A.D. 1300 / Romila Thapar. - Berkeley; Los Angeles, 2002. - XXX,555 p. : ill.,map. - Библиогр. с.516-544.- Ук",38,13,0,1104,bookzealots,high,0
25721,photo,"https://sun9-79.userapi.com/s/v1/ig2/j18JCzLF47jCV-kYhS0mL2zYBy98qv555clkecMb12u_Ij4UrWubfZ9n2figL-HnjzVjuK_MU_w9hCEJPCezV1W5.jpg?quality=95&crop=0,160,1493,2239&as=32x48,48x72,72x108,108x162,160x240,240x360,360x540,480x720,540x810,640x960,720x1080,1080x1620,1280x1920,1440x2160,1493x2239&from=bu&cs=1493x0",1493,2239,2,https://vk.com/wall-88831040_25721,2026-07-13,2026,"🇮🇳📖 Thapar,Romila Early India: From the origins to A.D. 1300 / Romila Thapar. - Berkeley; Los Angeles, 2002. - XXX,555 p. : ill.,map. - Библиогр. с.516-544.- Ук",38,13,0,1104,bookzealots,high,0
25721,doc,https://vk.com/doc5892382_702689905?hash=ke2H2buvTWqnG28YUuxdE4gYzgV9me3iW9cciPewjnz&api=1&no_preview=1,,,3,https://vk.com/wall-88831040_25721,2026-07-13,2026,"🇮🇳📖 Thapar,Romila Early India: From the origins to A.D. 1300 / Romila Thapar. - Berkeley; Los Angeles, 2002. - XXX,555 p. : ill.,map. - Библиогр. с.516-544.- Ук",38,13,0,1104,bookzealots,high,0
25713,photo,"https://sun9-82.userapi.com/s/v1/ig2/csf_YcS15xI6Qv26PbCMabk3S_4wb9243K3fM82RwCR62_zpAgst758-sjnm8klkFQZJd8Zg58VY6KjGcxjV3WnU.jpg?quality=95&as=32x18,48x27,72x40,108x61,160x90,240x135,360x202,480x270,540x304,640x360,720x405,1080x607,1280x720,1440x810,1920x1080&from=bu&cs=1920x0",1920,1080,0,https://vk.com/wall-88831040_25713,2026-07-11,2026,"Привет! 👋
Пришло время закрыть одну приятную историю и сразу начать новую.
Сегодня мы подводим итоги прошлого розыгрыша и запускаем следующий. Спасибо всем, кто",15,6,15,833,,mid_high,0
25713,video,https://iv.okcdn.ru/getVideoPreview?id=17566757489305&idx=1&type=39&tkn=Nb1LHnToR-Nd50cgr90mId5G8Co&fn=vid_w,1280,663,1,https://vk.com/wall-88831040_25713,2026-07-11,2026,"Привет! 👋
Пришло время закрыть одну приятную историю и сразу начать новую.
Сегодня мы подводим итоги прошлого розыгрыша и запускаем следующий. Спасибо всем, кто",15,6,15,833,,mid_high,0
37562,photo,"https://sun9-80.userapi.com/s/v1/ig2/nhhnJ8IO8bIQsuWfnsrEvt1zDs8dua_ppvbXYOPNpyGA0lp-Zq651DPkxTIjtEG6qlRJb4RniCkq97hFOyX2yHpQ.jpg?quality=95&crop=0,0,905,1280&as=32x45,48x68,72x102,108x153,160x226,240x339,360x509,480x679,540x764,640x905,720x1018,905x1280&from=bu&cs=905x0",905,1280,0,https://vk.com/wall1116419_37562,2026-07-10,2026,"Спектакль-билингва «""Рамаяна"" Вальмики. Избранные песни» 
 
ЦВЛ приглашает на эпическую миниатюру-билингву на санскрите и русском языке 
 
Впервые прозвучат гла",43,5,0,1847,,mid_high,0
25710,photo,"https://sun9-64.userapi.com/s/v1/ig2/r_EVXrqs3_bhV_uJqqkHhJr9Um_S3_isLuKSfCII9N5x9WnhZIpBbC3HQ7XJ87A7pOQ21kWdebT7mqnTDWZ1WByK.jpg?quality=95&crop=0,0,1554,2331&as=32x48,48x72,72x108,108x162,160x240,240x360,360x540,480x720,540x810,640x960,720x1080,1080x1620,1280x1920,1440x2160,1554x2331&from=bu&cs=1554x0",1554,2331,0,https://vk.com/wall-88831040_25710,2026-07-10,2026,"🇮🇳📖 Баранников, П.А. Проблемы хинди как национального языка. - Ленинград : Наука, 1972. - 186 с., карт., схем. - (АН СССР. Институт языкознания). - Указатели с.",24,14,1,901,bookzealots,mid_high,0
25710,photo,"https://sun9-70.userapi.com/s/v1/ig2/pPbJTUvhtAGsSQgu0Fl1-E2B8ysMJmiQz-gyuADKHe5SuSNhQBuGUWCoISdZS53PN8LCCx3e2TWzxexwULEnDWls.jpg?quality=95&crop=0,59,1578,2367&as=32x48,48x72,72x108,108x162,160x240,240x360,360x540,480x720,540x810,640x960,720x1080,1080x1620,1280x1920,1440x2160,1578x2367&from=bu&cs=1578x0",1578,2367,1,https://vk.com/wall-88831040_25710,2026-07-10,2026,"🇮🇳📖 Баранников, П.А. Проблемы хинди как национального языка. - Ленинград : Наука, 1972. - 186 с., карт., схем. - (АН СССР. Институт языкознания). - Указатели с.",24,14,1,901,bookzealots,mid_high,0
25710,photo,"https://sun9-17.userapi.com/s/v1/ig2/TqS_TuBTFXMC_bLnOKjiUuJT0Iv9QgLBSa_ozJB_0H1_v8RoZO4-HItMnUin7zOFrjracPQcUzU7wD5O2S-RbvqO.jpg?quality=95&as=32x52,48x78,72x117,108x175,160x260,240x389,360x584,480x779,540x876,640x1038,720x1168,1080x1752,1280x2077,1440x2336,1578x2560&from=bu&cs=1578x0",1578,2560,2,https://vk.com/wall-88831040_25710,2026-07-10,2026,"🇮🇳📖 Баранников, П.А. Проблемы хинди как национального языка. - Ленинград : Наука, 1972. - 186 с., карт., схем. - (АН СССР. Институт языкознания). - Указатели с.",24,14,1,901,bookzealots,mid_high,0
25710,photo,"https://sun9-18.userapi.com/s/v1/ig2/7zZbA7bPmitbYnD9DBwg23V6u-uOzFX8DZCR1hRoKzVvStpHv5VeWKKp22sco1PCmBepJlmx2jNBKq_iaP4D8qNc.jpg?quality=95&as=32x52,48x78,72x117,108x175,160x260,240x389,360x584,480x779,540x876,640x1038,720x1168,1080x1752,1280x2077,1440x2336,1578x2560&from=bu&cs=1578x0",1578,2560,3,https://vk.com/wall-88831040_25710,2026-07-10,2026,"🇮🇳📖 Баранников, П.А. Проблемы хинди как национального языка. - Ленинград : Наука, 1972. - 186 с., карт., схем. - (АН СССР. Институт языкознания). - Указатели с.",24,14,1,901,bookzealots,mid_high,0
25710,doc,https://vk.com/doc5892382_702523260?hash=mmuZB5XXQdQ3pgpFtZBgkssZzDnjw04Dbbw8jdKycxs&api=1&no_preview=1,,,4,https://vk.com/wall-88831040_25710,2026-07-10,2026,"🇮🇳📖 Баранников, П.А. Проблемы хинди как национального языка. - Ленинград : Наука, 1972. - 186 с., карт., схем. - (АН СССР. Институт языкознания). - Указатели с.",24,14,1,901,bookzealots,mid_high,0
25708,photo,"https://sun9-53.userapi.com/s/v1/ig2/FI9tztpRnBcHc-z7Wtd6zJ1uZ0Q0TzwRa3mGr2X3Xsmz_kRMkiVDAOGhSkZHzJ5Ve08IbcbxvmfcSsud1ECok8D_.jpg?quality=95&crop=0,0,1582,2373&as=32x48,48x72,72x108,108x162,160x240,240x360,360x540,480x720,540x810,640x960,720x1080,1080x1620,1280x1920,1440x2160,1582x2373&from=bu&cs=1582x0",1582,2373,0,https://vk.com/wall-88831040_25708,2026-07-08,2026,"🇮🇳📖 Гринцер, П.А. Древнеиндийский эпос : Генезис и типология. - Москва : Наука, 1974. - 418 с. - (Исследования по фольклору и мифологии Востока). - Библиогр. с.",85,45,0,2532,bookzealots,viral,1
25708,photo,"https://sun9-78.userapi.com/s/v1/ig2/1a9YGvsMErChkXvH4HCPEfmKhNb2v0LvSl4GjMZxtEInna8W7GA6-bc-xH2Myxd8qI4G5lkKzbphPoGNATVFT4Ra.jpg?quality=95&crop=0,0,1581,2372&as=32x48,48x72,72x108,108x162,160x240,240x360,360x540,480x720,540x810,640x960,720x1080,1080x1620,1280x1920,1440x2160,1581x2372&from=bu&cs=1581x0",1581,2372,1,https://vk.com/wall-88831040_25708,2026-07-08,2026,"🇮🇳📖 Гринцер, П.А. Древнеиндийский эпос : Генезис и типология. - Москва : Наука, 1974. - 418 с. - (Исследования по фольклору и мифологии Востока). - Библиогр. с.",85,45,0,2532,bookzealots,viral,1
25708,photo,"https://sun9-30.userapi.com/s/v1/ig2/Hm5M7Te4uDMrsucTmGa-ralWN2_tMCmBHkBvuNakISCCkPKhYf5rYD7FhuJ-iyceFJyiAkijTYYN6ZCsa76bDv0t.jpg?quality=95&as=32x52,48x78,72x117,108x175,160x259,240x389,360x583,480x777,540x874,640x1036,720x1166,1080x1749,1280x2073,1440x2332,1581x2560&from=bu&cs=1581x0",1581,2560,2,https://vk.com/wall-88831040_25708,2026-07-08,2026,"🇮🇳📖 Гринцер, П.А. Древнеиндийский эпос : Генезис и типология. - Москва : Наука, 1974. - 418 с. - (Исследования по фольклору и мифологии Востока). - Библиогр. с.",85,45,0,2532,bookzealots,viral,1
25708,doc,https://vk.com/doc5892382_702436788?hash=aoDzovHlCWVK7pJKw26PvgeP24AQFZbtQjb28AU1Ef0&api=1&no_preview=1,,,3,https://vk.com/wall-88831040_25708,2026-07-08,2026,"🇮🇳📖 Гринцер, П.А. Древнеиндийский эпос : Генезис и типология. - Москва : Наука, 1974. - 418 с. - (Исследования по фольклору и мифологии Востока). - Библиогр. с.",85,45,0,2532,bookzealots,viral,1
25705,photo,"https://sun9-7.userapi.com/s/v1/ig2/dyv1z137aOX7SQFNrFw6o1qjf9ZJW_qGh7nuhjWOVCHRyvKfMWmlm1N7oY8cNb8CO4GAC1fJS2QEc3s2JU8Y83l1.jpg?quality=95&as=32x51,48x76,72x115,108x172,160x255,240x382,360x573,480x764,540x859,640x1018,720x1146,1080x1718,1280x2037,1440x2291,1609x2560&from=bu&cs=1609x0",1609,2560,0,https://vk.com/wall-88831040_25705,2026-07-06,2026,"🇮🇳📖 Das Mahavadanasutra: Ein kanohischer Text uber die sieben letzten Buddhas: Sanskrit, verglichen mit dem Pali nebst einer Analyse der in chinesischer Uberset",11,0,0,652,bookzealots,low,0
25705,photo,"https://sun9-81.userapi.com/s/v1/ig2/OIbiHETHT8bgBTfyz0NawZ9cIyXm7JZ1M-pzgoJU66dAq2T4QLDtE52b4X_J9ED5vkD9aBGhgJXgT8Feiwr3GRqH.jpg?quality=95&as=32x52,48x79,72x118,108x177,160x262,240x393,360x590,480x786,540x884,640x1048,720x1179,1080x1769,1280x2096,1440x2359,1563x2560&from=bu&cs=1563x0",1563,2560,1,https://vk.com/wall-88831040_25705,2026-07-06,2026,"🇮🇳📖 Das Mahavadanasutra: Ein kanohischer Text uber die sieben letzten Buddhas: Sanskrit, verglichen mit dem Pali nebst einer Analyse der in chinesischer Uberset",11,0,0,652,bookzealots,low,0
25705,doc,https://vk.com/doc5892382_702308154?hash=RY2RmNFgztiszpKW6zQQrBM7P6U3KaLopkHNmSZSZ34&api=1&no_preview=1,,,2,https://vk.com/wall-88831040_25705,2026-07-06,2026,"🇮🇳📖 Das Mahavadanasutra: Ein kanohischer Text uber die sieben letzten Buddhas: Sanskrit, verglichen mit dem Pali nebst einer Analyse der in chinesischer Uberset",11,0,0,652,bookzealots,low,0
