post_id,year,tier,is_outlier,score,percentile
3722,2018,mid_low,0,15.22,0.3528
3239,2018,mid_low,0,15.26,0.3546
4271,2018,mid_low,0,15.32,0.3564
3929,2018,mid_low,0,15.42,0.3582
4170,2018,mid_low,0,15.42,0.3599
3022,2018,mid_low,0,15.52,0.3617
3702,2018,mid_low,0,15.58,0.3635
3871,2018,mid_low,0,15.58,0.3652
4147,2018,mid_low,0,15.66,0.367
4135,2018,mid_low,0,15.78,0.3688
2992,2018,mid_low,0,15.8,0.3706
4054,2018,mid_low,0,15.8,0.3723
3319,2018,mid_low,0,15.94,0.3741
4342,2018,mid_low,0,15.96,0.3759
3322,2018,mid_low,0,15.98,0.3777
3421,2018,mid_low,0,16.16,0.3794
4103,2018,mid_low,0,16.22,0.3812
3487,2018,mid_low,0,16.26,0.383
4171,2018,mid_low,0,16.26,0.3848
2952,2018,mid_low,0,16.32,0.3865
3338,2018,mid_low,0,16.48,0.3883
3479,2018,mid_low,0,16.52,0.3901
4495,2018,mid_low,0,16.54,0.3918
3959,2018,mid_low,0,16.58,0.3936
2940,2018,mid_low,0,16.68,0.3954
3666,2018,mid_low,0,16.88,0.3972
4067,2018,mid_low,0,16.9,0.3989
3184,2018,mid_low,0,16.98,0.4007
4475,2018,mid_low,0,17.02,0.4025
3148,2018,mid_low,0,17.22,0.4043
4136,2018,mid_low,0,17.22,0.406
4255,2018,mid_low,0,17.24,0.4078
4228,2018,mid_low,0,17.28,0.4096
4016,2018,mid_low,0,17.3,0.4113
3307,2018,mid_low,0,17.32,0.4131
4456,2018,mid_low,0,17.32,0.4149
3600,2018,mid_low,0,17.4,0.4167
4346,2018,mid_low,0,17.44,0.4184
4519,2018,mid_low,0,17.54,0.4202
3353,2018,mid_low,0,17.56,0.422
3653,2018,mid_low,0,17.56,0.4238
4091,2018,mid_low,0,17.56,0.4255
3899,2018,mid_low,0,17.58,0.4273
3681,2018,mid_low,0,17.64,0.4291
3976,2018,mid_low,0,17.8,0.4309
4162,2018,mid_low,0,17.8,0.4326
3034,2018,mid_low,0,17.82,0.4344
3334,2018,mid_low,0,17.84,0.4362
3652,2018,mid_low,0,18.2,0.4379
3265,2018,mid_low,0,18.32,0.4397
3795,2018,mid_low,0,18.4,0.4415
3671,2018,mid_low,0,18.42,0.4433
3933,2018,mid_low,0,18.54,0.445
4371,2018,mid_low,0,18.62,0.4468
3041,2018,mid_low,0,18.64,0.4486
3602,2018,mid_low,0,18.66,0.4504
3638,2018,mid_low,0,18.8,0.4521
3914,2018,mid_low,0,18.84,0.4539
3866,2018,mid_low,0,18.86,0.4557
3030,2018,mid_low,0,18.88,0.4574
3339,2018,mid_low,0,19.02,0.4592
4021,2018,mid_low,0,19.02,0.461
3737,2018,mid_low,0,19.04,0.4628
4341,2018,mid_low,0,19.08,0.4645
3318,2018,mid_low,0,19.22,0.4663
4132,2018,mid_low,0,19.42,0.4681
3165,2018,mid_low,0,19.54,0.4699
2929,2018,mid_low,0,19.56,0.4716
4120,2018,mid_low,0,19.68,0.4734
3187,2018,mid_low,0,19.76,0.4752
3394,2018,mid_low,0,19.76,0.477
4121,2018,mid_low,0,19.82,0.4787
3679,2018,mid_low,0,19.98,0.4805
3408,2018,mid_low,0,20.02,0.4823
4098,2018,mid_low,0,20.14,0.484
3392,2018,mid_low,0,20.4,0.4858
3782,2018,mid_low,0,20.4,0.4876
3080,2018,mid_low,0,20.42,0.4894
2951,2018,mid_low,0,20.68,0.4911
3984,2018,mid_low,0,20.7,0.4929
3176,2018,mid_low,0,20.8,0.4947
4030,2018,mid_low,0,20.8,0.4965
3785,2018,mid_low,0,21.1,0.4982
4146,2018,mid_low,0,21.18,0.5
4274,2018,mid_high,0,21.18,0.5018
3592,2018,mid_high,0,21.34,0.5035
3373,2018,mid_high,0,21.42,0.5053
4044,2018,mid_high,0,21.62,0.5071
3587,2018,mid_high,0,21.66,0.5089
4551,2018,mid_high,0,21.82,0.5106
4377,2018,mid_high,0,21.86,0.5124
4473,2018,mid_high,0,22.04,0.5142
4507,2018,mid_high,0,22.04,0.516
4444,2018,mid_high,0,22.26,0.5177
3038,2018,mid_high,0,22.28,0.5195
4161,2018,mid_high,0,22.34,0.5213
4389,2018,mid_high,0,22.4,0.523
4521,2018,mid_high,0,22.44,0.5248
3784,2018,mid_high,0,22.46,0.5266
3969,2018,mid_high,0,22.5,0.5284
3775,2018,mid_high,0,22.54,0.5301
3873,2018,mid_high,0,22.54,0.5319
3965,2018,mid_high,0,22.62,0.5337
3798,2018,mid_high,0,22.64,0.5355
2943,2018,mid_high,0,22.76,0.5372
4494,2018,mid_high,0,22.84,0.539
3178,2018,mid_high,0,22.88,0.5408
3875,2018,mid_high,0,22.92,0.5426
4108,2018,mid_high,0,23.02,0.5443
3350,2018,mid_high,0,23.08,0.5461
4453,2018,mid_high,0,23.22,0.5479
3762,2018,mid_high,0,23.42,0.5496
4250,2018,mid_high,0,23.44,0.5514
4545,2018,mid_high,0,23.44,0.5532
3699,2018,mid_high,0,23.48,0.555
3814,2018,mid_high,0,23.5,0.5567
3584,2018,mid_high,0,23.62,0.5585
3228,2018,mid_high,0,23.7,0.5603
4164,2018,mid_high,0,23.7,0.5621
3992,2018,mid_high,0,23.76,0.5638
3619,2018,mid_high,0,23.8,0.5656
4022,2018,mid_high,0,23.82,0.5674
3306,2018,mid_high,0,23.86,0.5691
3758,2018,mid_high,0,23.88,0.5709
2942,2018,mid_high,0,23.94,0.5727
3713,2018,mid_high,0,23.98,0.5745
3424,2018,mid_high,0,24.02,0.5762
3939,2018,mid_high,0,24.04,0.578
3700,2018,mid_high,0,24.12,0.5798
4153,2018,mid_high,0,24.12,0.5816
3703,2018,mid_high,0,24.16,0.5833
3436,2018,mid_high,0,24.2,0.5851
4408,2018,mid_high,0,24.2,0.5869
4345,2018,mid_high,0,24.3,0.5887
4367,2018,mid_high,0,24.3,0.5904
4485,2018,mid_high,0,24.3,0.5922
4443,2018,mid_high,0,24.46,0.594
3876,2018,mid_high,0,24.6,0.5957
3605,2018,mid_high,0,24.62,0.5975
3086,2018,mid_high,0,24.64,0.5993
3507,2018,mid_high,0,24.7,0.6011
3310,2018,mid_high,0,24.72,0.6028
4471,2018,mid_high,0,24.8,0.6046
3850,2018,mid_high,0,24.82,0.6064
3207,2018,mid_high,0,24.92,0.6082
3745,2018,mid_high,0,24.96,0.6099
3808,2018,mid_high,0,24.96,0.6117
3804,2018,mid_high,0,25.04,0.6135
4273,2018,mid_high,0,25.06,0.6152
3751,2018,mid_high,0,25.14,0.617
3062,2018,mid_high,0,25.16,0.6188
3238,2018,mid_high,0,25.22,0.6206
4032,2018,mid_high,0,25.3,0.6223
3380,2018,mid_high,0,25.56,0.6241
3956,2018,mid_high,0,25.66,0.6259
3488,2018,mid_high,0,25.72,0.6277
4380,2018,mid_high,0,25.76,0.6294
3166,2018,mid_high,0,25.78,0.6312
4413,2018,mid_high,0,25.88,0.633
3051,2018,mid_high,0,26.14,0.6348
4111,2018,mid_high,0,26.2,0.6365
3517,2018,mid_high,0,26.26,0.6383
3028,2018,mid_high,0,26.48,0.6401
3059,2018,mid_high,0,26.48,0.6418
3170,2018,mid_high,0,26.72,0.6436
4395,2018,mid_high,0,26.74,0.6454
4034,2018,mid_high,0,26.88,0.6472
3573,2018,mid_high,0,27.04,0.6489
3091,2018,mid_high,0,27.26,0.6507
3370,2018,mid_high,0,27.34,0.6525
4130,2018,mid_high,0,27.38,0.6543
4028,2018,mid_high,0,27.4,0.656
4451,2018,mid_high,0,27.46,0.6578
3967,2018,mid_high,0,27.54,0.6596
4379,2018,mid_high,0,27.56,0.6613
3077,2018,mid_high,0,27.58,0.6631
3973,2018,mid_high,0,27.58,0.6649
4543,2018,mid_high,0,27.76,0.6667
3374,2018,mid_high,0,27.78,0.6684
3767,2018,mid_high,0,27.82,0.6702
4497,2018,mid_high,0,28.0,0.672
3098,2018,mid_high,0,28.12,0.6738
3614,2018,mid_high,0,28.12,0.6755
4552,2018,mid_high,0,28.22,0.6773
3792,2018,mid_high,0,28.24,0.6791
3557,2018,mid_high,0,28.3,0.6809
3585,2018,mid_high,0,28.32,0.6826
3516,2018,mid_high,0,28.34,0.6844
4131,2018,mid_high,0,28.48,0.6862
4181,2018,mid_high,0,28.52,0.6879
2982,2018,mid_high,0,28.66,0.6897
3085,2018,mid_high,0,28.7,0.6915
3082,2018,mid_high,0,28.8,0.6933
2949,2018,mid_high,0,28.84,0.695
3042,2018,mid_high,0,28.84,0.6968
4506,2018,mid_high,0,28.84,0.6986
3029,2018,mid_high,0,28.86,0.7004
3469,2018,mid_high,0,28.88,0.7021
4094,2018,mid_high,0,28.88,0.7039
3934,2018,mid_high,0,28.92,0.7057
4184,2018,mid_high,0,29.22,0.7074
3349,2018,mid_high,0,29.32,0.7092
3427,2018,mid_high,0,29.42,0.711
3966,2018,mid_high,0,29.48,0.7128
3216,2018,mid_high,0,29.54,0.7145
3134,2018,mid_high,0,29.64,0.7163
4258,2018,mid_high,0,30.1,0.7181
4224,2018,mid_high,0,30.46,0.7199
4235,2018,mid_high,0,30.96,0.7216
3229,2018,mid_high,0,31.04,0.7234
4102,2018,mid_high,0,31.06,0.7252
3255,2018,mid_high,0,31.1,0.727
3547,2018,mid_high,0,31.12,0.7287
4441,2018,mid_high,0,31.12,0.7305
4511,2018,mid_high,0,31.28,0.7323
3386,2018,mid_high,0,31.46,0.734
3618,2018,mid_high,0,31.48,0.7358
4158,2018,mid_high,0,31.6,0.7376
3113,2018,mid_high,0,31.62,0.7394
3787,2018,mid_high,0,31.96,0.7411
4447,2018,mid_high,0,32.04,0.7429
3336,2018,mid_high,0,32.14,0.7447
3568,2018,mid_high,0,32.18,0.7465
3615,2018,mid_high,0,32.26,0.7482
3201,2018,mid_high,0,32.44,0.75
3242,2018,high,0,32.5,0.7518
3368,2018,high,0,32.68,0.7535
4257,2018,high,0,32.78,0.7553
3672,2018,high,0,32.88,0.7571
3340,2018,high,0,33.16,0.7589
3744,2018,high,0,33.18,0.7606
3761,2018,high,0,33.24,0.7624
3565,2018,high,0,33.34,0.7642
3749,2018,high,0,33.54,0.766
4152,2018,high,0,33.58,0.7677
3476,2018,high,0,33.76,0.7695
3401,2018,high,0,33.8,0.7713
4458,2018,high,0,34.14,0.773
4399,2018,high,0,34.22,0.7748
4498,2018,high,0,34.32,0.7766
2930,2018,high,0,34.34,0.7784
3925,2018,high,0,34.46,0.7801
4464,2018,high,0,34.98,0.7819
2991,2018,high,0,35.44,0.7837
3601,2018,high,0,35.74,0.7855
3366,2018,high,0,35.8,0.7872
3689,2018,high,0,36.06,0.789
3019,2018,high,0,36.08,0.7908
4084,2018,high,0,36.64,0.7926
4293,2018,high,0,37.08,0.7943
3025,2018,high,0,37.12,0.7961
3351,2018,high,0,37.18,0.7979
4465,2018,high,0,37.36,0.7996
2975,2018,high,0,38.08,0.8014
4049,2018,high,0,38.08,0.8032
3746,2018,high,0,38.14,0.805
4254,2018,high,0,38.16,0.8067
3883,2018,high,0,38.34,0.8085
3649,2018,high,0,38.5,0.8103
3073,2018,high,0,38.9,0.8121
3125,2018,high,0,39.2,0.8138
4007,2018,high,0,39.22,0.8156
4056,2018,high,0,39.22,0.8174
4223,2018,high,0,39.26,0.8191
3861,2018,high,0,39.34,0.8209
3820,2018,high,0,39.52,0.8227
3877,2018,high,0,39.68,0.8245
3035,2018,high,0,39.88,0.8262
4422,2018,high,0,40.02,0.828
3908,2018,high,0,40.06,0.8298
3553,2018,high,0,40.42,0.8316
3308,2018,high,0,40.52,0.8333
3657,2018,high,0,40.64,0.8351
4407,2018,high,0,40.66,0.8369
3491,2018,high,0,40.74,0.8387
3027,2018,high,0,41.26,0.8404
4385,2018,high,0,41.48,0.8422
3550,2018,high,0,41.52,0.844
3044,2018,high,0,41.92,0.8457
4265,2018,high,0,41.98,0.8475
4191,2018,high,0,42.04,0.8493
3482,2018,high,0,42.94,0.8511
3024,2018,high,0,42.98,0.8528
3748,2018,high,0,43.22,0.8546
3603,2018,high,0,44.2,0.8564
4350,2018,high,0,44.32,0.8582
3903,2018,high,0,44.5,0.8599
4390,2018,high,0,44.56,0.8617
4514,2018,high,0,44.72,0.8635
3684,2018,high,0,45.02,0.8652
3328,2018,high,0,45.06,0.867
3021,2018,high,0,45.82,0.8688
3026,2018,high,0,45.96,0.8706
3137,2018,high,0,46.14,0.8723
2986,2018,high,0,47.14,0.8741
3756,2018,high,0,47.16,0.8759
3093,2018,high,0,47.66,0.8777
3495,2018,high,0,47.68,0.8794
4251,2018,high,0,47.74,0.8812
3382,2018,high,0,47.98,0.883
4349,2018,high,0,48.42,0.8848
3190,2018,high,0,48.52,0.8865
3989,2018,high,0,48.86,0.8883
4012,2018,high,0,50.14,0.8901
2957,2018,high,0,50.84,0.8918
4060,2018,high,0,51.18,0.8936
4292,2018,high,0,51.32,0.8954
3872,2018,high,0,51.76,0.8972
4446,2018,high,0,52.36,0.8989
3186,2018,high,0,52.4,0.9007
2997,2018,high,0,53.72,0.9025
4419,2018,high,0,54.44,0.9043
4512,2018,high,0,54.7,0.906
3634,2018,high,0,55.12,0.9078
3741,2018,high,0,55.24,0.9096
2985,2018,high,0,55.52,0.9113
3437,2018,high,0,55.72,0.9131
4172,2018,high,0,55.9,0.9149
3589,2018,high,0,56.3,0.9167
3823,2018,high,0,56.6,0.9184
4296,2018,high,0,57.04,0.9202
4208,2018,high,0,57.12,0.922
2993,2018,high,0,57.66,0.9238
3384,2018,high,0,58.14,0.9255
3580,2018,high,0,58.14,0.9273
3551,2018,high,0,58.26,0.9291
4129,2018,high,0,58.52,0.9309
3512,2018,high,0,59.12,0.9326
4409,2018,high,0,60.98,0.9344
3411,2018,high,0,62.14,0.9362
3475,2018,high,0,62.92,0.9379
3219,2018,high,0,63.3,0.9397
4006,2018,high,0,64.32,0.9415
3155,2018,high,0,65.18,0.9433
2936,2018,high,0,65.34,0.945
3832,2018,high,0,65.54,0.9468
3151,2018,high,0,66.54,0.9486
2955,2018,viral,1,68.32,0.9504
4376,2018,viral,1,68.58,0.9521
3620,2018,viral,1,68.92,0.9539
4239,2018,viral,1,70.94,0.9557
3100,2018,viral,1,70.96,0.9574
3234,2018,viral,1,71.5,0.9592
3020,2018,viral,1,71.84,0.961
3905,2018,viral,1,72.64,0.9628
4315,2018,viral,1,75.86,0.9645
4373,2018,viral,1,76.28,0.9663
3088,2018,viral,1,77.16,0.9681
3769,2018,viral,1,80.68,0.9699
4404,2018,viral,1,81.94,0.9716
3248,2018,viral,1,82.48,0.9734
3061,2018,viral,1,84.04,0.9752
3964,2018,viral,1,90.02,0.977
4043,2018,viral,1,90.7,0.9787
4017,2018,viral,1,96.88,0.9805
3880,2018,viral,1,103.34,0.9823
4492,2018,viral,1,103.36,0.984
4026,2018,viral,1,105.94,0.9858
4320,2018,viral,1,118.78,0.9876
3723,2018,viral,1,119.34,0.9894
3734,2018,viral,1,126.62,0.9911
4523,2018,viral,1,128.9,0.9929
3739,2018,viral,1,132.98,0.9947
3670,2018,viral,1,137.82,0.9965
2939,2018,viral,1,141.42,0.9982
3419,2018,viral,1,152.32,1.0
7857,2019,low,0,0.0,0.0012
7572,2019,low,0,1.0,0.0024
7744,2019,low,0,1.0,0.0035
7811,2019,low,0,1.0,0.0047
4890,2019,low,0,3.28,0.0059
4693,2019,low,0,3.72,0.0071
4842,2019,low,0,3.86,0.0083
4576,2019,low,0,4.0,0.0095
4789,2019,low,0,4.0,0.0106
6820,2019,low,0,4.0,0.0118
4947,2019,low,0,4.06,0.013
4948,2019,low,0,4.32,0.0142
4952,2019,low,0,4.46,0.0154
4902,2019,low,0,4.7,0.0165
5013,2019,low,0,4.9,0.0177
4784,2019,low,0,4.94,0.0189
6886,2019,low,0,5.02,0.0201
4634,2019,low,0,5.06,0.0213
7317,2019,low,0,5.24,0.0225
5011,2019,low,0,5.36,0.0236
5852,2019,low,0,5.36,0.0248
4928,2019,low,0,5.4,0.026
5016,2019,low,0,5.44,0.0272
4877,2019,low,0,5.5,0.0284
4878,2019,low,0,5.56,0.0296
4831,2019,low,0,5.76,0.0307
6888,2019,low,0,5.8,0.0319
5145,2019,low,0,5.84,0.0331
4718,2019,low,0,5.92,0.0343
4907,2019,low,0,5.96,0.0355
4625,2019,low,0,6.06,0.0366
4954,2019,low,0,6.1,0.0378
4635,2019,low,0,6.14,0.039
4949,2019,low,0,6.2,0.0402
7898,2019,low,0,6.26,0.0414
4976,2019,low,0,6.28,0.0426
4668,2019,low,0,6.34,0.0437
4915,2019,low,0,6.38,0.0449
5007,2019,low,0,6.38,0.0461
5023,2019,low,0,6.5,0.0473
4919,2019,low,0,6.54,0.0485
4694,2019,low,0,6.56,0.0496
4956,2019,low,0,6.6,0.0508
5389,2019,low,0,6.72,0.052
5993,2019,low,0,6.72,0.0532
5004,2019,low,0,6.8,0.0544
6854,2019,low,0,6.82,0.0556
4999,2019,low,0,6.84,0.0567
4651,2019,low,0,6.86,0.0579
6958,2019,low,0,6.9,0.0591
5702,2019,low,0,6.96,0.0603
6025,2019,low,0,7.0,0.0615
4722,2019,low,0,7.08,0.0626
5764,2019,low,0,7.14,0.0638
6793,2019,low,0,7.16,0.065
4931,2019,low,0,7.18,0.0662
7737,2019,low,0,7.18,0.0674
5139,2019,low,0,7.2,0.0686
6873,2019,low,0,7.24,0.0697
4754,2019,low,0,7.4,0.0709
5765,2019,low,0,7.42,0.0721
6955,2019,low,0,7.42,0.0733
5850,2019,low,0,7.44,0.0745
4957,2019,low,0,7.5,0.0757
5008,2019,low,0,7.52,0.0768
4979,2019,low,0,7.54,0.078
5388,2019,low,0,7.54,0.0792
5972,2019,low,0,7.54,0.0804
4876,2019,low,0,7.6,0.0816
4945,2019,low,0,7.64,0.0827
7854,2019,low,0,7.66,0.0839
7376,2019,low,0,7.72,0.0851
5568,2019,low,0,7.9,0.0863
7162,2019,low,0,8.0,0.0875
4624,2019,low,0,8.02,0.0887
7373,2019,low,0,8.04,0.0898
7615,2019,low,0,8.04,0.091
5142,2019,low,0,8.14,0.0922
6815,2019,low,0,8.2,0.0934
7365,2019,low,0,8.22,0.0946
5626,2019,low,0,8.24,0.0957
5758,2019,low,0,8.36,0.0969
6246,2019,low,0,8.52,0.0981
7724,2019,low,0,8.56,0.0993
7198,2019,low,0,8.58,0.1005
4661,2019,low,0,8.6,0.1017
4787,2019,low,0,8.6,0.1028
4783,2019,low,0,8.64,0.104
7375,2019,low,0,8.68,0.1052
5851,2019,low,0,8.7,0.1064
5392,2019,low,0,9.04,0.1076
6714,2019,low,0,9.32,0.1087
7618,2019,low,0,9.32,0.1099
4869,2019,low,0,9.34,0.1111
4708,2019,low,0,9.38,0.1123
7530,2019,low,0,9.38,0.1135
5119,2019,low,0,9.52,0.1147
7233,2019,low,0,9.52,0.1158
7575,2019,low,0,9.58,0.117
7460,2019,low,0,9.64,0.1182
6808,2019,low,0,9.68,0.1194
4759,2019,low,0,9.78,0.1206
4615,2019,low,0,9.78,0.1217
5853,2019,low,0,9.82,0.1229
4946,2019,low,0,9.92,0.1241
6891,2019,low,0,9.94,0.1253
4753,2019,low,0,9.96,0.1265
4577,2019,low,0,10.02,0.1277
4950,2019,low,0,10.02,0.1288
5411,2019,low,0,10.04,0.13
5623,2019,low,0,10.08,0.1312
8217,2019,low,0,10.12,0.1324
6734,2019,low,0,10.26,0.1336
7374,2019,low,0,10.26,0.1348
6681,2019,low,0,10.28,0.1359
4738,2019,low,0,10.32,0.1371
5947,2019,low,0,10.36,0.1383
7397,2019,low,0,10.36,0.1395
6900,2019,low,0,10.4,0.1407
4555,2019,low,0,10.46,0.1418
7402,2019,low,0,10.48,0.143
5594,2019,low,0,10.6,0.1442
4955,2019,low,0,10.64,0.1454
5268,2019,low,0,10.66,0.1466
5860,2019,low,0,10.7,0.1478
5059,2019,low,0,10.72,0.1489
5278,2019,low,0,10.76,0.1501
5141,2019,low,0,10.78,0.1513
6818,2019,low,0,10.8,0.1525
4792,2019,low,0,10.88,0.1537
6781,2019,low,0,10.88,0.1548
7546,2019,low,0,11.0,0.156
6048,2019,low,0,11.02,0.1572
5120,2019,low,0,11.04,0.1584
5140,2019,low,0,11.18,0.1596
7639,2019,low,0,11.26,0.1608
8132,2019,low,0,11.28,0.1619
4691,2019,low,0,11.34,0.1631
7739,2019,low,0,11.34,0.1643
7566,2019,low,0,11.36,0.1655
5828,2019,low,0,11.4,0.1667
5269,2019,low,0,11.42,0.1678
6974,2019,low,0,11.42,0.169
6074,2019,low,0,11.48,0.1702
5974,2019,low,0,11.5,0.1714
4713,2019,low,0,11.56,0.1726
7129,2019,low,0,11.66,0.1738
5168,2019,low,0,11.7,0.1749
7559,2019,low,0,11.7,0.1761
4568,2019,low,0,11.72,0.1773
5462,2019,low,0,11.72,0.1785
4748,2019,low,0,11.78,0.1797
5710,2019,low,0,11.8,0.1809
4828,2019,low,0,11.92,0.182
8401,2019,low,0,11.96,0.1832
6853,2019,low,0,12.08,0.1844
6688,2019,low,0,12.14,0.1856
6399,2019,low,0,12.24,0.1868
5567,2019,low,0,12.3,0.1879
7773,2019,low,0,12.34,0.1891
4712,2019,low,0,12.38,0.1903
4901,2019,low,0,12.42,0.1915
4802,2019,low,0,12.44,0.1927
5108,2019,low,0,12.48,0.1939
5843,2019,low,0,12.5,0.195
5652,2019,low,0,12.56,0.1962
4737,2019,low,0,12.58,0.1974
5975,2019,low,0,12.64,0.1986
6881,2019,low,0,12.64,0.1998
7065,2019,low,0,12.64,0.2009
6227,2019,low,0,12.68,0.2021
8208,2019,low,0,12.68,0.2033
5653,2019,low,0,12.72,0.2045
6780,2019,low,0,12.78,0.2057
4599,2019,low,0,13.0,0.2069
6292,2019,low,0,13.0,0.208
7635,2019,low,0,13.06,0.2092
5664,2019,low,0,13.08,0.2104
4679,2019,low,0,13.18,0.2116
5867,2019,low,0,13.24,0.2128
6933,2019,low,0,13.28,0.2139
7107,2019,low,0,13.28,0.2151
7503,2019,low,0,13.38,0.2163
4997,2019,low,0,13.4,0.2175
4692,2019,low,0,13.66,0.2187
4778,2019,low,0,13.66,0.2199
4953,2019,low,0,13.66,0.221
4925,2019,low,0,13.68,0.2222
6684,2019,low,0,13.8,0.2234
5818,2019,low,0,13.86,0.2246
4875,2019,low,0,13.92,0.2258
7083,2019,low,0,13.94,0.227
5862,2019,low,0,14.0,0.2281
5864,2019,low,0,14.1,0.2293
4839,2019,low,0,14.14,0.2305
4650,2019,low,0,14.22,0.2317
6833,2019,low,0,14.22,0.2329
8403,2019,low,0,14.22,0.234
6794,2019,low,0,14.26,0.2352
6741,2019,low,0,14.28,0.2364
4756,2019,low,0,14.4,0.2376
7551,2019,low,0,14.42,0.2388
4769,2019,low,0,14.6,0.24
6699,2019,low,0,14.68,0.2411
7593,2019,low,0,14.7,0.2423
5393,2019,low,0,14.74,0.2435
6924,2019,low,0,14.74,0.2447
6729,2019,low,0,14.84,0.2459
7339,2019,low,0,14.84,0.247
8237,2019,low,0,14.92,0.2482
4681,2019,low,0,15.0,0.2494
7182,2019,mid_low,0,15.0,0.2506
4770,2019,mid_low,0,15.06,0.2518
7336,2019,mid_low,0,15.1,0.253
5372,2019,mid_low,0,15.14,0.2541
4572,2019,mid_low,0,15.16,0.2553
4709,2019,mid_low,0,15.24,0.2565
5507,2019,mid_low,0,15.24,0.2577
6838,2019,mid_low,0,15.3,0.2589
4575,2019,mid_low,0,15.32,0.26
6660,2019,mid_low,0,15.34,0.2612
6806,2019,mid_low,0,15.36,0.2624
6925,2019,mid_low,0,15.38,0.2636
4565,2019,mid_low,0,15.48,0.2648
4856,2019,mid_low,0,15.48,0.266
6777,2019,mid_low,0,15.6,0.2671
7251,2019,mid_low,0,15.6,0.2683
5050,2019,mid_low,0,15.68,0.2695
8191,2019,mid_low,0,15.72,0.2707
8209,2019,mid_low,0,15.74,0.2719
7756,2019,mid_low,0,15.76,0.273
4977,2019,mid_low,0,15.78,0.2742
4860,2019,mid_low,0,15.8,0.2754
5101,2019,mid_low,0,15.8,0.2766
5374,2019,mid_low,0,15.9,0.2778
8240,2019,mid_low,0,15.94,0.279
4663,2019,mid_low,0,15.96,0.2801
4746,2019,mid_low,0,15.96,0.2813
4927,2019,mid_low,0,16.06,0.2825
4893,2019,mid_low,0,16.12,0.2837
7922,2019,mid_low,0,16.26,0.2849
8052,2019,mid_low,0,16.26,0.2861
8021,2019,mid_low,0,16.44,0.2872
6248,2019,mid_low,0,16.48,0.2884
4879,2019,mid_low,0,16.5,0.2896
5099,2019,mid_low,0,16.56,0.2908
5703,2019,mid_low,0,16.56,0.292
6717,2019,mid_low,0,16.62,0.2931
4872,2019,mid_low,0,16.66,0.2943
7131,2019,mid_low,0,16.66,0.2955
7256,2019,mid_low,0,16.68,0.2967
5866,2019,mid_low,0,16.7,0.2979
4662,2019,mid_low,0,16.88,0.2991
7603,2019,mid_low,0,17.06,0.3002
5365,2019,mid_low,0,17.12,0.3014
6844,2019,mid_low,0,17.2,0.3026
8218,2019,mid_low,0,17.2,0.3038
6816,2019,mid_low,0,17.24,0.305
7206,2019,mid_low,0,17.24,0.3061
5017,2019,mid_low,0,17.3,0.3073
4873,2019,mid_low,0,17.6,0.3085
5014,2019,mid_low,0,17.66,0.3097
6001,2019,mid_low,0,17.76,0.3109
4573,2019,mid_low,0,17.84,0.3121
4664,2019,mid_low,0,17.88,0.3132
4786,2019,mid_low,0,17.96,0.3144
7318,2019,mid_low,0,17.96,0.3156
4707,2019,mid_low,0,18.1,0.3168
5461,2019,mid_low,0,18.12,0.318
4601,2019,mid_low,0,18.16,0.3191
5146,2019,mid_low,0,18.2,0.3203
4714,2019,mid_low,0,18.22,0.3215
8282,2019,mid_low,0,18.22,0.3227
4808,2019,mid_low,0,18.24,0.3239
5817,2019,mid_low,0,18.28,0.3251
4941,2019,mid_low,0,18.5,0.3262
6897,2019,mid_low,0,18.52,0.3274
6731,2019,mid_low,0,18.56,0.3286
4854,2019,mid_low,0,18.58,0.3298
4742,2019,mid_low,0,18.78,0.331
4806,2019,mid_low,0,18.8,0.3322
7361,2019,mid_low,0,18.8,0.3333
6675,2019,mid_low,0,18.82,0.3345
4674,2019,mid_low,0,18.88,0.3357
6807,2019,mid_low,0,18.9,0.3369
4951,2019,mid_low,0,19.08,0.3381
4911,2019,mid_low,0,19.14,0.3392
7084,2019,mid_low,0,19.14,0.3404
7806,2019,mid_low,0,19.16,0.3416
6796,2019,mid_low,0,19.24,0.3428
7640,2019,mid_low,0,19.24,0.344
6887,2019,mid_low,0,19.34,0.3452
4810,2019,mid_low,0,19.46,0.3463
8185,2019,mid_low,0,19.46,0.3475
7079,2019,mid_low,0,19.48,0.3487
7132,2019,mid_low,0,19.54,0.3499
6923,2019,mid_low,0,19.6,0.3511
4978,2019,mid_low,0,19.7,0.3522
5387,2019,mid_low,0,19.78,0.3534
7338,2019,mid_low,0,19.78,0.3546
7810,2019,mid_low,0,19.9,0.3558
5651,2019,mid_low,0,19.92,0.357
6910,2019,mid_low,0,19.94,0.3582
6750,2019,mid_low,0,19.94,0.3593
8133,2019,mid_low,0,20.18,0.3605
4781,2019,mid_low,0,20.22,0.3617
8419,2019,mid_low,0,20.24,0.3629
4637,2019,mid_low,0,20.56,0.3641
6676,2019,mid_low,0,20.62,0.3652
4774,2019,mid_low,0,20.96,0.3664
6745,2019,mid_low,0,20.96,0.3676
4776,2019,mid_low,0,21.02,0.3688
5310,2019,mid_low,0,21.04,0.37
6030,2019,mid_low,0,21.04,0.3712
6310,2019,mid_low,0,21.06,0.3723
7529,2019,mid_low,0,21.1,0.3735
4630,2019,mid_low,0,21.14,0.3747
6015,2019,mid_low,0,21.36,0.3759
6795,2019,mid_low,0,21.56,0.3771
