id,url,date,year,excerpt,likes,views
25685,https://vk.com/wall-88831040_25685,2026-06-22T15:30:51,2026,"🇮🇳📖 Памятники индийской письменности из Центральной Азии. Вып.1 / Изд. текстов, исслед. и коммент. Г. М. Бенгард-Левина и М. И. Воробьевой-Десятовской. - Москва : Наука, 1985. - 285 с., табл., факс. -",58,1893
18281,https://vk.com/wall-88831040_18281,2023-05-01T10:00:00,2023,"📖 На земле сингалов и тамилов 📖

Предлагаемая книга составлена из двух произведений современных писателей Шри-Ланки. Это «Южная река Кеннет М. де Ланеролла и «Люди зеленого царства» К. Велупиллаи, В ж",57,1642
19232,https://vk.com/wall-88831040_19232,2023-07-20T12:00:00,2023,"📖 Хотаносакский язык. Герценберг Л.Г. 1965 📖

Предлагаемая читателю работа Л. Г. Герценберга «Хотаносакский (индоскифский) язык» входит в серию очерков по языкам народов Азии и Африки, публикуемую Инс",57,1563
22443,https://vk.com/wall-88831040_22443,2024-09-06T13:00:00,2024,"🇮🇳📖 Краткая история литератур Индии / Авт. : В.И. Балин, Е.К. Бросалина, Н.В. Гуров и др.; Отв. ред. : В.И. Балин и В.А. Новикова. - Ленинград : Издательство Ленинградского университета, 1974. - 146 с",57,1775
13138,https://vk.com/wall-88831040_13138,2022-01-20T20:19:49,2022,"🐚 РОД РАГХУ (Рагхуванша) 🐚

Описание: ""Имя Калидасы — знаменитого драматурга и стихотворца Древней Индии — знаменует собой период высшего расцвета индийской классической культуры. Его поэзия и драмати",56,1003
19077,https://vk.com/wall-88831040_19077,2023-07-07T22:10:49,2023,"Сообщение об исследовании протоиндийских текстов. Proto indica. 1973 / Отв. ред.: Ю. В. Кнозоров. - Москва : Наука, 1975. - 72 с., табл. - (АН СССР. Институт этнографии им. Н. Н. Миклухо-Маклая). - Би",56,1635
9969,https://vk.com/wall-88831040_9969,2020-06-23T10:18:30,2020,"🔥 Двухтомник Фриша впервые можно скачать бесплатно 🔥

Фриш О. Санскритская хрестоматия. В 2 т. Т. 1 Тексты / авт. предисл., биографии и сост. библиографии М. Ю. Гасунс, — Москва : Книгоиздательство «А",55,1642
15754,https://vk.com/wall-88831040_15754,2022-09-10T19:45:39,2022,"Кнауэр Ф. И. Учебник санскритскаго языка. Грамматика, хрестоматия, словарь. 3-е изд., испр. и доп. Редакция и приложения М. Ю. Гасунса, предисловие И. А. Святополк-Четвертынского. – Москва : Книгоизда",55,2434
16135,https://vk.com/wall-88831040_16135,2022-10-09T20:01:26,2022,"Джатаки: Из первой книги ""Джатак""; Москва; Художественная литература; 1979; Художественная литература; Индийская литература; Антологии; Индийское литературоведение; История литературы; Древний период;",54,1182
17820,https://vk.com/wall-88831040_17820,2023-03-15T06:31:20,2023,"Трехтомный ""Восточнославянские языковеды: Биобиблиографический словарь"" впервые отсканирован целиком в отличном качестве 📖 Спасибо ревнителям

Булахов; Михаил Гапеевич; Восточнославянские языковеды: Б",54,1273
17142,https://vk.com/wall-88831040_17142,2023-01-04T08:26:17,2023,Indian art and the art of Ceylon; Central and South-East Asia; Изобразительное искусство Индии; Шри-Ланке и стран Центральной и Юго-3ападной Азии (живопись; скульптура; архитектура). Альбом цветных фо,53,1049
20209,https://vk.com/wall-88831040_20209,2023-10-14T13:00:00,2023,"📖 Атхарваведа как источник по истории древнеиндийской культуры: Автореферат диссертации на соискание ученой степени кандидата филологических наук. Герасимов А.В. 1965. 📖

Изучение истории культуры дре",53,1122
17115,https://vk.com/wall-88831040_17115,2023-01-01T19:24:17,2023,Фортунатов; Ф.Ф.; Sâmaveda - Âranyaka - Samhitâ; Место издания; Москва; Издательство; URSS; Дата издания; cop.2015; Язык; Русский; Тематика; Языкознание; Предметная рубрика; Грамматика сопоставительна,52,1412
17415,https://vk.com/wall-88831040_17415,2023-02-06T11:00:00,2023,"Искусство Индии. Ганевская Э.В.

Настоящее издание представляет собой краткий научно-популярный очерк индийского искусства.",52,1036
18239,https://vk.com/wall-88831040_18239,2023-04-27T12:00:00,2023,"📖Александр Тер-Григорян - Когда улыбается Ганеш Будни и бури южноазиатского субконтинента.📖

Прочитав эту книгу, мы вместе с автором — журналистом, проработавшим в странах Южноазнатского субконтинента",52,1577
6375,https://vk.com/wall-88831040_6375,2019-05-28T18:35:47,2019,Двухтомный санскритский толковый словарь по аюрведе.,51,1160
10854,https://vk.com/wall-88831040_10854,2021-01-02T04:00:01,2021,"Книга представляет собой первое в советской индологии синхронное описание языка ведийских текстов. 
Работа базируется на богатейшем языковом материале, особенно широко представлены тексты самого древн",51,1236
13611,https://vk.com/wall-88831040_13611,2022-03-08T05:49:51,2022,"📖 Санскритско-английский словарь Вильсона 1832 📖

Второе, существенно переработанное издание первого крупного (1816) санскритского словаря в мире - такой фолиант в руке не удержать! В нем последовател",51,1881
18055,https://vk.com/wall-88831040_18055,2023-04-05T17:27:17,2023,"Почему Жарникова 👺 бредит, рассуждая про названия рек 
из Махабхараты? Полистайте Суперанскую и узрите сами. 
 
Суперанская; А.В.; Что такое топонимика?; Место издания; Москва; Издательство; Наука; Да",51,1361
11281,https://vk.com/wall-88831040_11281,2021-02-11T07:18:34,2021,"Тамаз Валерианович Гамкрелидзе (23 октября 1929 — 10 февраля 2021)

Индоевропейский язык и индоевропейцы. В 2-х томах. 
Т.В. Гамкрелидзе, В.В. Иванов. 
Эта книга будет интересна и полезна филологам, и",50,1043
17293,https://vk.com/wall-88831040_17293,2023-01-21T19:15:27,2023,Киплинг; Редиард; Сказки и легенды; Место издания; Петроград; Издательство; Сойкин; Дата издания; б. г.; Язык; Русский; Тематика; Художественная литература; Предметная рубрика; Английская детская лите,50,1115
20539,https://vk.com/wall-88831040_20539,2023-11-24T17:05:05,2023,"Садовник; Гитанджали : Полн. перевод в стихах с присоединением избр. стихотв. из других книг Тагора Издательство: Изд-ние М. и С. Сабашниковых, 1919",50,1054
24414,https://vk.com/wall-88831040_24414,2025-07-02T14:30:00,2025,"🇮🇳📖 Канаева, Н.А. Индийская философия древности и средневековья : Учебное пособие / Н.А. Канаева; РАН. Ин-т философии, Гос. ун-т гуманит. наук. - Москва, 2008. - 255 с. : таб. - Библиогр. с.240-250. -",50,1281
9767,https://vk.com/wall-88831040_9767,2020-05-27T07:00:07,2020,"О пуранах 🕉

Название: Мифологическое повествование в санскритских пуранах
Автор: Сахаров Пётр Дмитриевич
Жанр: монография
Описание: Книга посвящена пуранам, священным книгам индуизма, представляющим ",49,923
14390,https://vk.com/wall-88831040_14390,2022-05-30T18:40:56,2022,Авдеев Ф.Ф.; Азбука санскрита; Воронеж; ВГПУ; 2010; Языкознание; Учебники и пособия для вузов; Санскрит язык,49,1059
19236,https://vk.com/wall-88831040_19236,2023-07-21T06:42:40,2023,"Этимологический словарь протоиндоевропейского языка 
 
Carnoy,Albert Dictionnaire etymologique du proto-indo-europeen / Par Albert Carnoy. - Louvain, 1955. - XII, 223 p. - (Universite de Louvain. Inst",49,1716
20420,https://vk.com/wall-88831040_20420,2023-11-04T16:00:00,2023,"📖 Атхарваведа как источник по истории древнеиндийской культуры: Автореферат диссертации на соискание ученой степени кандидата филологических наук. Герасимов А.В. 1965. 📖

Герасимов; А.В.; Атхарваведа ",49,841
20476,https://vk.com/wall-88831040_20476,2023-11-15T15:08:00,2023,"📖 Dhatu-Patha: The roots of language: The foundations of the Indo-European verbal system. Hill Stephen R. 1991 📖

Hill; Stephen R.; Dhatu-Patha: The roots of language: The foundations of the Indo-Euro",49,1369
20565,https://vk.com/wall-88831040_20565,2023-11-27T12:16:39,2023,"📖 Московско-тартуская семиотическая школа: История, воспоминания, размышления. Сост. и ред. С.Ю.Неклюдова. 1998 📖

﻿Предлагаемая книга ставит своей целью описание этого яркого феномена нашей научной ж",49,1086
24529,https://vk.com/wall-88831040_24529,2025-08-10T14:30:00,2025,"🇮🇳📖 Ковалев, И.М. Судьбы индийских племен. - Москва : Наука, 1982. - 326 с. : ил. - Библиогр. в конце книги.-Экз. инв. № 1936092 деф.: с.65-96 вплетены неправильно. 
 
Предметная рубрика: История Инди",49,1796
25499,https://vk.com/wall-88831040_25499,2026-04-23T14:30:00,2026,"🇮🇳📖 Солнцева, Н.И. Русско-хинди учебный словарь : Около 12 000 слов / Н.И. Солнцева; Под ред. Йогендры Кумара. - Изд. 2-е, испр. и доп. - Москва : Русский язык, 1985. - 812 с. - Доп. тит. л. на хинди.",49,1592
14244,https://vk.com/wall-88831040_14244,2022-05-16T19:40:24,2022,"Дымшиц З.М.; Учебник языка хинди. Ч.1; Ульциферов О.Г.; Горюнов В.И.; Москва; Наука; 1969; Языкознание; Учебники и пособия для вузов; Хинди язык 
 
Дымшиц З.М.; Учебник языка хинди. Ч.2; Ульциферов О.",48,1320
20800,https://vk.com/wall-88831040_20800,2023-12-30T15:08:00,2023,"📖 Yoga philosophy of Patanjali: Cont. his yoga aphorisms with comment., of Vyasa in original Sanskrit, and annotations thereon with copious hints on the practice of yoga. Patañjali. 1963 📖

Patañjali;",48,1011
536,https://vk.com/wall-88831040_536,2015-10-16T17:53:05,2015,"Хотите доказать, что русский древней санскрита? Для начала проштудируйте Краткий санскритско-немецкий этимологический словарь М. Майрхофера - равных ему по глубине охвата нет, потом побеседуем и про а",47,0
12217,https://vk.com/wall-88831040_12217,2021-09-09T05:46:23,2021,Структурная типология языков; Место издания; Москва; Издательство; Наука; Дата издания; 1966; Язык; Русский; Тематика; Языкознание; Предметная рубрика; Лексикология,47,1450
17196,https://vk.com/wall-88831040_17196,2023-01-10T07:56:21,2023,Бируни; Абурейхан; Избранные произведения [Бируни; Абурейхан]. 2: [Индия]; Место издания; Ташкент; Дата издания; 1963; Язык; Русский; Тематика; История; Предметная рубрика; История Индии; Источник; Ос,47,1158
17300,https://vk.com/wall-88831040_17300,2023-01-22T13:44:58,2023,Snead; Stella; Ruins in jungles; Развалины древних городов; храмов и башен в джунглях Индии; Юго-Восточной Азии и Центральной Америки. Альбом с пояснительным текстом; Место издания; Издательство; Hami,47,819
23542,https://vk.com/wall-88831040_23542,2025-02-17T15:10:56,2025,"🇮🇳📖 Самозванцев,А.М. Книга мудреца Яджнавалкьи / РАН. Ин-т востоковедения. - Москва : Восточная литература, 1994. - 375 с. - Библиогр. с.360-365.- Указ. в конце кн. - ISBN 5-02-017696-6. 
 
Право • На",47,1835
941,https://vk.com/wall-88831040_941,2016-02-05T10:45:34,2016,"В сети в основном гуляет перенабранный Н.П. Лихушиной учебник Кочергиной. Скан же старого ""белого"" издания - редкость. Качество файла после сжатия (увы, надо было сразу в чернобелом режиме) не очень, ",46,0
13435,https://vk.com/wall-88831040_13435,2022-02-10T08:20:00,2022,"Sanskrit Manual: A Quick Reference Guide to Phonology and Grammar of Classical Sanskrit: Roderick S. Bucknell излюбленный справочник по спряжению (реже склонению), с ценными указателями. Включает в се",46,861
16637,https://vk.com/wall-88831040_16637,2022-11-18T07:08:00,2022,"Литературный пересказ Махабхарата знакомит читателя 
с основными героями и сюжетами всемирно известного древнеиндийского эпоса. В издание включены статья и словарь 
имен, названий и терминов.",46,708
23878,https://vk.com/wall-88831040_23878,2025-03-11T14:30:00,2025,"🇮🇳📖 Сутры философии Санкхьи: Таттва-Самаса. Крама-дипика. Санкхья-сутры. Санкхья-сутра-вритти / РАН. Ин-т философии; Издание подгот. В.К.Шохин. - Москва : Ладомир, Янус-К, 1997. - 362 с. - (Серия Ex О",46,1171
12038,https://vk.com/wall-88831040_12038,2021-07-08T06:50:52,2021,Избранные произведения: В 2 томах. Т.1: Древнеиндийская литература. Автор - Гринцер П.А.; Место издания; Москва; Издательство; Российский государственный гуманитарный университет; Дата издания; 2008; ,45,1070
17695,https://vk.com/wall-88831040_17695,2023-03-03T17:32:33,2023,Ванина; Е.Ю.; Индия: история в истории; Место издания; Москва; Издательство; Наука; Восточная литература; Дата издания; 2014; Язык; Русский; Тематика; История; Предметная рубрика; Историография • Инди,45,1130
17776,https://vk.com/wall-88831040_17776,2023-03-11T20:49:37,2023,Источниковедение истории Древнего Востока; Место издания; Москва; Издательство; Высшая школа; Дата издания; 1984; Язык; Русский; Тематика; История; Предметная рубрика; История древнего мира • Историче,45,881
18631,https://vk.com/wall-88831040_18631,2023-05-28T12:00:00,2023,"📖 Теоретические основы практической транскрипции. Суперанская А.В. 1978 📖

Монография посвящена одной из важнейших проблем прикладной лингвистики — передаче иноязычных текстов на русский язык. 
Анализ",45,1779
10168,https://vk.com/wall-88831040_10168,2020-08-05T16:50:57,2020,Книги по средне- и новоиндийским языкам (хинди),44,959
14611,https://vk.com/wall-88831040_14611,2022-06-23T20:15:38,2022,Газиева И.А.; Хинди от А до Я; Москва; Издательский центр Российского государственного гуманитарного университета; 2011; Языкознание; Учебники и пособия общего характера; Хинди язык,44,877
17839,https://vk.com/wall-88831040_17839,2023-03-16T17:00:00,2023,"В учебнике рассматриваются общие проблемы источниковедения — его. 
Цели и задачи, место в ряду других дисциплин, типы и виды источников. 
Обзор источников дается по региональному принципу: источники п",44,844
17090,https://vk.com/wall-88831040_17090,2022-12-28T15:12:38,2022,Buddhist shrines in India; Буддийские храмы в Индии; Место издания; Delhi; Издательство; The Public division Min.of information and broadcasting; Дата издания; 1956; Язык; Английский; Тематика; Искусс,43,1020
17575,https://vk.com/wall-88831040_17575,2023-02-22T07:00:00,2023,"Проблемы отражения ларингалов в ведийском языке. Герасимов И.А.

Книга И. А. Герасимова — первая в мировой науке, целиком посвященная проблемам ларингалов в древнеиндийском языке. 
 
В своих реконстру",42,1259
18144,https://vk.com/wall-88831040_18144,2023-04-14T07:00:01,2023,Böhtlingk Otto; Sanscrit-Chrestomathie; Petersburg; 1877; Литературоведение; Индийское литературоведение; История литературы; Древний период; Поэзия; Книги для чтения; Санскрит язык; Средняя школа.,42,1137
20436,https://vk.com/wall-88831040_20436,2023-11-06T11:27:29,2023,"Klein Jared S. Toward a discourse grammar of the Rigveda. Vol. 1: Coordinate conjunction. P. 2: u; áthä, átho, ádha, äd; vä; ápi. - Heidelberg : Winter, 1985. - 274 p. - (Indogermanische Bibliothek; R",42,972
20630,https://vk.com/wall-88831040_20630,2023-12-06T15:08:00,2023,"📖 Классический дакхини (южный хиндустани XVII в.). Шаматов А.Н. 1974 📖

В книге изложена история зарождения и развития языка и литературы дакхини, а также даны характеристики основных литературных пам",42,780
20986,https://vk.com/wall-88831040_20986,2024-01-29T15:06:00,2024,"📖 The dance of Śiva: Religion, art and poetry in South India. Smith David James. 1996 📖

Smith; David James; The dance of Śiva: Religion; art and poetry in South India; Место издания; Cambridge; New Y",42,1644
16441,https://vk.com/wall-88831040_16441,2022-11-04T12:00:00,2022,"Начало письменности у славян, понятие предыстории и истории славянской литературы и многое другое вы найдете в этой книге. Кто читал уже?",41,963
17163,https://vk.com/wall-88831040_17163,2023-01-07T11:44:24,2023,Гринцер; П.А.; Становление литературной теории; Место издания; Москва; Дата издания; 1996; Язык; Русский; Тематика; Литературоведение; Предметная рубрика; Общее литературоведение • Теория литературы; ,41,918
18532,https://vk.com/wall-88831040_18532,2023-05-24T12:00:00,2023,"📖 The Bhagavad Gita explained: With a literal transl. from the orig. Sanscrit. Wood Ernest. 1961 📖

Wood; Ernest; The Bhagavad Gita explained: With a literal transl. from the orig. Sanscrit; Место изд",41,1446
20508,https://vk.com/wall-88831040_20508,2023-11-20T20:17:24,2023,"📃 Iconography of minor Hindu and Buddhist deities 
 
Iconography of minor Hindu and Buddhist deities; Иконография второстепенных буддистских и индуистских божеств. Религиоведческое исследование с иллю",41,895
12484,https://vk.com/wall-88831040_12484,2021-10-29T04:40:10,2021,"Топоров, Владимир Николаевич (1928-2005.). 
Исследования по этимологии и семантике / В. Н. Топоров. - М. : Яз. славян. культуры, 2004-____ (ОАО Чебоксар. тип. ј 1). - 24 см. - (Opera etymologica. Звук",40,1023
12805,https://vk.com/wall-88831040_12805,2021-12-23T08:15:00,2021,"📔 Учебник санскрита на немецком языке от Ютты Циммерман «Санскрит - Деванагари;  Письмо из города богов».

Из предисловия:

«Два года назад сформировался круг читателей и студентов, из числа которых п",40,935
17230,https://vk.com/wall-88831040_17230,2023-01-14T11:00:00,2023,"Arthapada Sutra; Артхапада сутра. 

Комментированный древнеиндийский религиозно философский трактат; Место издания; Santiniketan; Дата издания; 1951; Язык; Английский; 

Тематика; Философия; Предметна",39,968
20958,https://vk.com/wall-88831040_20958,2024-01-25T15:06:00,2024,"📖 Бхагавадгита и Послания апостола Павла: 5 докладов, прочитанных в Кельне с 28 декабря 1912 по 1 января 1913 г. Штейнер Рудольф. 1993 📖

Предлагаемый цикл докладов был прочитан в связи с основанием 
",39,1450
449,https://vk.com/wall-88831040_449,2015-10-05T10:05:20,2015,"Кудрявский, Дмитрий Николаевич, 1867-1920
Начальный курс санскритского языка : Грамматика ; Хрестоматия ; Словарь / Д. Кудрявский // Юрьев, 1917 (Юрьев : К. Маттисен) // VI, [2], 173 lk. ; 26 cm

Отры",38,0
14517,https://vk.com/wall-88831040_14517,2022-06-11T17:04:45,2022,Friš Oldřich; Sanskrtská čítanka. 1; Praha; 1954; Языкознание; Книги для чтения; Санскрит язык,38,881
16562,https://vk.com/wall-88831040_16562,2022-11-12T12:00:00,2022,"О ФИЛОЛОГИИ И ФИЛОЛОГАХ

Этот энциклопедический словарь создан усилиями коллектива крупнейших специалистов в области языкознания, обращен он к молодым читателям, нынешним или вчерашним школьникам, про",37,1267
19758,https://vk.com/wall-88831040_19758,2023-09-01T08:08:00,2023,"📖 Архаический ритуал в фольклорных и раннелитературных памятниках. 1988 📖

Основная часть публикуемых материалов посвящена реконструкции ритуальных истоков некоторых мотивов и сюжетов в литературах др",37,1842
20653,https://vk.com/wall-88831040_20653,2023-12-10T15:08:00,2023,"📖 Recent studies in Sanskrit and Indology: Prof. Jagannath Agrawal Felicitation vol. 1982 📖

Recent studies in Sanskrit and Indology: Prof. Jagannath Agrawal Felicitation vol.; Сборник статей по санск",37,1024
22073,https://vk.com/wall-88831040_22073,2024-07-08T14:30:00,2024,"🇮🇳📖🕉Аникеев,Н.П. О материалистических традициях в индийской философии: (Древность и раннее средневековье). - Москва : Наука, 1965. - 258 с. - (АН СССР. Институт философии). - Библиогр. в конце книги. ",37,1235
11262,https://vk.com/wall-88831040_11262,2021-02-08T09:00:12,2021,Тибетско -английский словарь с санскритскими параллелями составлен по рукописным материалам Ю.Н.Рериха,36,651
13340,https://vk.com/wall-88831040_13340,2022-02-01T14:00:00,2022,"Бхартрихари в переводах Бальмонта (частично вошедшие приложением
 в наше современное издание Бхартрихари переводов Леонова)",36,761
16783,https://vk.com/wall-88831040_16783,2022-11-28T09:28:55,2022,Самая полная и современная книга о письменности в Древней Индии,36,702
18775,https://vk.com/wall-88831040_18775,2023-06-13T07:16:20,2023,"Hill,Stephen R. Dhatu-Patha: The roots of language: The foundations of the Indo-European verbal system / Stephen R. Hill & Peter G. Harrison. - London : Duckworth, 1991. - IX, 401 p. - Библиогр. с.400",36,892
9478,https://vk.com/wall-88831040_9478,2020-04-16T16:00:06,2020,"Интересует значение суффикса в санскрите? Навести справки можно в двух книгах на русском языке, в ""Грамматике ведийского языка"" Елизаренковой и в ""Санскрите"" Барроу. Зреет сводный указатель санскритск",35,727
15430,https://vk.com/wall-88831040_15430,2022-08-21T17:01:37,2022,Словарь тематический русско-хинди; Москва; T&P Books Publishing; cop.2010; Языкознание; Словари тематические; Русско-хинди,35,1130
17214,https://vk.com/wall-88831040_17214,2023-01-12T16:40:39,2023,Кудрявский; Д.Н.; Суффикс ablativi singularis в индоевропейских языках; Место издания; <нет данных>; Язык; Русский; Тематика; Языкознание; Предметная рубрика; Грамматика • Индоевропейские языки; Источ,34,831
17781,https://vk.com/wall-88831040_17781,2023-03-12T11:00:00,2023,В книге исследуется развитие исторических воззрений и исторической культуры Индии на протяжении всей ее многовековой истории. Предисловие раскрывает теоретические и методологические основы исследовани,34,867
19830,https://vk.com/wall-88831040_19830,2023-09-08T08:08:00,2023,"📖 Краткий очерк сравнительной фонетики индоевропейских языков. Фортунатов Ф.Ф. 1922. 📖

Фортунатов; Ф.Ф.; Краткий очерк сравнительной фонетики индоевропейских языков; Место издания; Петербург; Издател",34,1378
20252,https://vk.com/wall-88831040_20252,2023-10-20T11:55:08,2023,"Chandra,Lokesh Tibetan-Sanscrit dictionary. Based on a close comparative study of Sanskrit originals and Tibetan transl. of several texts. Vol.2 / By Lokesh Chandra. - New Delhi : International academ",34,871
12169,https://vk.com/wall-88831040_12169,2021-08-27T07:55:49,2021,Elementi di grammatica sanscrita. Con esercizi; crestomazia e glossario. Автор - Pizzagalli A.M.; Место издания; Milano; Издательство; Cisalpino-Goliardica; Дата издания; 1987; Язык; Итальянский; Тема,33,745
17341,https://vk.com/wall-88831040_17341,2023-01-26T06:49:39,2023,Hrdā Mánasā; Место издания; С.-Петербург; Издательство; Наука; Дата издания; 2005; Язык; Русский; Тематика; Языкознание; Предметная рубрика; Сравнительно-историческое языкознание • Сборники статей; Ис,33,700
17406,https://vk.com/wall-88831040_17406,2023-02-05T18:05:23,2023,Александру Моисеевичу Пятигорскому к шестидесятилетию; Место издания; Wien; Издательство; Gesellschaft zur Forderung slawistischer Studien; Дата издания; [Cop.] 1989; Язык; Немецкий; Русский; Тематика,33,831
18878,https://vk.com/wall-88831040_18878,2023-06-19T20:59:30,2023,"Gonda,Jan The Savayajnas. (Kausikasutra 60-68. Transl. introd., commentary) / By J. Gonda. - Amsterdam : Noord-Hollandsche uitgevers maatschappij, 1965. - 461 p. - (Verhandelingen der Koninklijke Nede",33,1469
13014,https://vk.com/wall-88831040_13014,2022-01-12T05:30:00,2022,"📘 О САНСКРИТСКО-РУССКОМ СЛОВАРЕ В. А. КОЧЕРГИНОЙ

«Санскритско-русский словарь» В. А. Кочергиной даёт русскому 
читателю при относительно небольшом объёме словника (следует отметить, что этот словник ",32,1134
14229,https://vk.com/wall-88831040_14229,2022-05-14T16:35:22,2022,Солнцева Н.И.; Русско-хинди учебный словарь; Москва; Русский язык; 1985; Языкознание; Словари учебные; Русско-хинди,32,942
18378,https://vk.com/wall-88831040_18378,2023-05-12T12:00:00,2023,"Buddhists in the USSR. Bazarov Baatr Dorj. 1975

Место издания; New Delhi; Издательство; Soviet land booklets; Дата издания; 1975; Язык; Английский; Тематика; Религия; Предметная рубрика; История СССР",32,937
19332,https://vk.com/wall-88831040_19332,2023-07-30T10:00:00,2023,"📖 Studies in Buddhist iconography. Bhattacharyya Dipak Chandra. 1978 📖

Bhattacharyya; Dipak Chandra; Studies in Buddhist iconography; Место издания; New Delhi; Издательство; Manohar; Дата издания; 19",32,1297
19136,https://vk.com/wall-88831040_19136,2023-07-13T12:00:00,2023,"📖 Д,Д. Тумаркин - Репрессироанные этнографы. Выпуск 1 📖

В книге рассказывается о 12 репрессированных этнографах, внесших значительный вклад в отечественную науку. Из небытия возвращены не-заслуженно ",31,1352
25532,https://vk.com/wall-88831040_25532,2026-04-27T14:30:00,2026,"🇮🇳📖 Хинди-русский и русско-хинди общеэкономический и внешнеторговый словарь / Сост. : О.Г. Ульциферов и Б.И. Шуршалин; Под ред. А.И. Медового. - Москва : Советская энциклопедия, 1974. - 664 с. - Доп. ",31,1145
671,https://vk.com/wall-88831040_671,2015-11-01T19:26:32,2015,"Кнауэр Ф. И. Учебник санскритского языка. Лейпциг, 1908 . Включающая обычные выборки, достаточно полная хрестоматия и небольшой словарь на порядка 100 стр. обеспечивает все потребности обычного универ",30,0
10921,https://vk.com/wall-88831040_10921,2021-01-07T14:00:01,2021,"""Не смея что-либо сказать в пользу своего учебника, составленного в чёрные годы для светлого будущего в надежде на признание читателя, что без санскрита нет спасения для сравнительного изучения индоев",30,719
16498,https://vk.com/wall-88831040_16498,2022-11-08T07:08:00,2022,"Рамаяна: по мотивам эпоса о Валмики. Майнк Вилли

Das Ramayana: Nach dem Epos des Valmiki. Meinck Willi

Книга представлена на немецком языке",30,945
18160,https://vk.com/wall-88831040_18160,2023-04-16T13:58:25,2023,"Mylius,Klaus Geschichte der Literatur im Alten Indien. - Leipzig, 1983. - 526 S. - (Reclams Universal-Bibliothek; Bd.1021). - Указ. с.493-524. 
 
Mylius; Klaus; Geschichte der Literatur im Alten Indie",30,940
18197,https://vk.com/wall-88831040_18197,2023-04-23T12:00:00,2023,"Индоевропейское языкознание и классическая филология - III: Материалы чтений, посвященных памяти профессора Иосифа Моисеевича Тронского, 14-16 июня 1999г.

Место издания; С.-Петербург; Издательство; Н",30,916
20356,https://vk.com/wall-88831040_20356,2023-10-28T07:00:00,2023,"📖 Letter design in the graphic arts. Leach Mortimer. 1960 📖

Leach; Mortimer; Letter design in the graphic arts; Место издания; New York; Издательство; Reinhold; Дата издания; cop. 1960; Язык; Английс",30,690
20756,https://vk.com/wall-88831040_20756,2023-12-25T06:00:01,2023,"📖 Iconography of Sadasiva. Sharma Brijendra Nath. 1976 📖

Gaston; Anne-Marie; Siva in dance myth and iconography; Скульптурные изображения бога Шивы в виде многорукого Натараджана - бога танца. Исслед",30,819
18840,https://vk.com/wall-88831040_18840,2023-06-18T12:00:00,2023,"📖 Русско-индийские отношения в 1900-1917 гг.: Сборник архивных документов и материалов. 1999. 📖

Архивные документы и материалы, опубликованные в сборнике, дают представление о широком спектре связей ",29,937
20919,https://vk.com/wall-88831040_20919,2024-01-18T15:05:00,2024,"📖 Insights into Hinduism. Dandekar Ramchandra Narayan. 1979 📖

Dandekar; Ramchandra Narayan; Insights into Hinduism; Место издания; Delhi; Издательство; Ajanta; Дата издания; 1979; Язык; Английский; Т",29,1127
23689,https://vk.com/wall-88831040_23689,2025-02-24T06:24:37,2025,"📋 УЧЕБНАЯ ПРОГРАММА РУДН ПО ЙОГЕ ПАРИБКА 
 
«Индийская философия. Традиции йоги. Концептуальные основания и методология работы над собой». Учебно-методическо6е пособие по спецкурсу в рамках программы ",29,971
11109,https://vk.com/wall-88831040_11109,2021-01-21T18:50:10,2021,"Eye and Gaze in the Veda. Магическое действие взгляда и ""дурного глаза"" по древнеиндийским поверьям; отраженным в текстах вед. Автор - Gonda Jan; Место издания; Amsterdam; London; Издательство; North-",28,700
16366,https://vk.com/wall-88831040_16366,2022-10-29T18:53:33,2022,"Представляем одну из трех книг на русском языке, достойных внимания ученой публики. 5 ноября 2022 г. в 15:00 вводное занятие в Zoom-е, а 12 ноября первое из 12 занятий по древнеиндийской поэтике. Ссыл",28,651
17350,https://vk.com/wall-88831040_17350,2023-01-27T18:39:14,2023,"🐫 Классификация индийских сказочных сюжетов 🐘

Bodker; Laurits; Indian animal tales. A preliminary survey; Индийский животный эпос. Индекс сказок; Место издания; Helsinki; Wiesbaden; Издательство; Har",28,783
17361,https://vk.com/wall-88831040_17361,2023-01-30T20:43:16,2023,Mahadevan; T.M.P.; Invitation to Indian philosophy; Введение в индийскую философию. Общая характеристика индийской философско-религиозной мысли. Веды; Упанишады; Бхагавадгита индийский материализм; дж,28,874
20067,https://vk.com/wall-88831040_20067,2023-09-26T11:00:02,2023,"📖 La valeur du parfait dans les hymnes vediques. Renou Louis. 1925 📖

Renou; Louis; La valeur du parfait dans les hymnes vediques; Место издания; Paris; Издательство; Champion; Дата издания; 1925; Язы",28,659
20101,https://vk.com/wall-88831040_20101,2023-09-29T07:08:00,2023,"📖 Мифология. Ланг Э. 1901. 📖

Ланг; Э.; Мифология; Место издания; Москва; Издательство; Линд; Дата издания; 1901; Язык; Русский; Тематика; Религия; Предметная рубрика; Религии мира • История; Источник",28,740
23335,https://vk.com/wall-88831040_23335,2025-01-20T14:30:00,2025,"🇮🇳📖 Баранников,А.П. Хиндустани (хинди и урду): Грамматический очерк: Учебник для гос. ун-тов / Под общ. ред. М. Н. Сотникова. - Москва : Издательство литературы на иностранных языках, 1956. - 239 с. 
",28,890
