presentation_id,year,period,series,calendar_date,weekday,l1,l2,title,tokens,unique_tokens,bigrams,theme_match
PRES_ff586f57a2,2024,2023-2026,Zograf Readings,2024-05-15,Wednesday,philosophy,classical,"Развертка, свертка и смысл в индийской философии",развертка|свертка|смысл|индия|философия,индия|развертка|свертка|смысл|философия,развертка свертка|свертка смысл|смысл индия|индия философия,True
PRES_0e52f9db93,2025,2023-2026,Roerich Readings,2025-12-10,Wednesday,linguistics,unspecified,Об этимологии слова «мангус»,этимология|слово|мангус,мангус|слово|этимология,этимология слово|слово мангус,True
PRES_241822b4c1,2025,2023-2026,Roerich Readings,2025-12-08,Monday,literature,medieval,Очеловечивание божеств в пьесе Ватсараджи «Самудраматхана» (XII вв.),очеловечивание|божество|пьеса|ватсарадж|самудраматхан,божество|ватсарадж|очеловечивание|пьеса|самудраматхан,очеловечивание божество|божество пьеса|пьеса ватсарадж|ватсарадж самудраматхан,True
PRES_2819d33fcb,2025,2023-2026,Roerich Readings,2025-12-10,Wednesday,philosophy,classical,Индийские шастры с точки зрения современной методологии познания,индия|шастр|точка|зрение|современный|методология|познание,зрение|индия|методология|познание|современный|точка|шастр,индия шастр|шастр точка|точка зрение|зрение современный|современный методология|методология познание,True
PRES_34e2d06ad5,2025,2023-2026,Roerich Readings,2025-12-10,Wednesday,ethnography,modern,Из истории фиксации традиционного сказителя хобуксарких ойратов Аримпиля (1923–1994),история|фиксация|традиционный|сказитель|хобуксаркий|ойрат|аримпилить,аримпилить|история|ойрат|сказитель|традиционный|фиксация|хобуксаркий,история фиксация|фиксация традиционный|традиционный сказитель|сказитель хобуксаркий|хобуксаркий ойрат|ойрат аримпилить,True
PRES_40bc52e0ca,2025,2023-2026,Roerich Readings,2025-12-10,Wednesday,religion,classical,Анаттавада «палийского Будды» в её философских и сотериологических координатах,анаттавад|пали|будда|философия|сотериологический|координата,анаттавад|будда|координата|пали|сотериологический|философия,анаттавад пали|пали будда|будда философия|философия сотериологический|сотериологический координата,True
PRES_465a702715,2025,2023-2026,Roerich Readings,2025-12-10,Wednesday,history,modern,Вклад Ю.Н. Рериха в историю российских экспедиций в Центральную Азию. К 100-летию начала Центрально-Азиатской экспедиции Н.К. Рериха,юрий_рерих|история|российский|экспедиция|центральный|азия|летие|начало|центрально-азиатский|экспедиция|рерих,азия|история|летие|начало|рерих|российский|центрально-азиатский|центральный|экспедиция|юрий_рерих,юрий_рерих история|история российский|российский экспедиция|экспедиция центральный|центральный азия|азия летие|летие начало|начало центрально-азиатский|центрально-азиатский экспедиция|экспедиция рерих,True
PRES_473de19d13,2025,2023-2026,Roerich Readings,2025-12-09,Tuesday,art_archaeology,classical,Эволюция архитектуры джайнских пещерных храмов Махараштры в контексте скального зодчества Индии,эволюция|архитектура|джайнский|пещерный|храм|махараштра|контекст|скальный|зодчество|индия,архитектура|джайнский|зодчество|индия|контекст|махараштра|пещерный|скальный|храм|эволюция,эволюция архитектура|архитектура джайнский|джайнский пещерный|пещерный храм|храм махараштра|махараштра контекст|контекст скальный|скальный зодчество|зодчество индия,True
PRES_4cc2a9fead,2025,2023-2026,Roerich Readings,2025-12-08,Monday,history,medieval,Отношения между государством Корё и Тибетом в эпоху Юань (конец XIII – начало XIV вв.),отношение|между|государство|кора|тибет|эпоха|юань|конец|начало,государство|конец|кора|между|начало|отношение|тибет|эпоха|юань,отношение между|между государство|государство кора|кора тибет|тибет эпоха|эпоха юань|юань конец|конец начало,True
PRES_4d672ef0e1,2025,2023-2026,Roerich Readings,2025-12-09,Tuesday,religion,classical,Небесные боги в картине мира буддийской агиографии: признаки эволюции («Лалитавистара»),небесный|бог|картина|мир|буддизм|агиография|признак|эволюция|лалитавистара,агиография|бог|буддизм|картина|лалитавистара|мир|небесный|признак|эволюция,небесный бог|бог картина|картина мир|мир буддизм|буддизм агиография|агиография признак|признак эволюция|эволюция лалитавистара,True
PRES_577de0cdf5,2025,2023-2026,Roerich Readings,2025-12-08,Monday,history,classical,Чанпинская битва 260 г. до н.э.: когда встречаются источники и археология,чанпинский|битва|когда|встречаться|источник|археология,археология|битва|встречаться|источник|когда|чанпинский,чанпинский битва|битва когда|когда встречаться|встречаться источник|источник археология,True
PRES_5c44ffa32f,2025,2023-2026,Roerich Readings,2025-12-08,Monday,history,medieval,Исторические и историографические особенности монгольской летописи начала XVIII в.: Гомбоджаб. «Течение Ганга»,история|историографический|монгольский|летопись|начало|гомбоджаб|течение|ганг,ганг|гомбоджаб|историографический|история|летопись|монгольский|начало|течение,история историографический|историографический монгольский|монгольский летопись|летопись начало|начало гомбоджаб|гомбоджаб течение|течение ганг,True
PRES_5c9e286081,2025,2023-2026,Roerich Readings,2025-12-10,Wednesday,philosophy,modern,Индийская философия сознания через призму цивилизационной демаркации «Восток-Запад»,индия|философия|сознание|через|призма|цивилизационный|демаркация|восток-запад,восток-запад|демаркация|индия|призма|сознание|философия|цивилизационный|через,индия философия|философия сознание|сознание через|через призма|призма цивилизационный|цивилизационный демаркация|демаркация восток-запад,True
PRES_5e05166d55,2025,2023-2026,Roerich Readings,2025-12-08,Monday,religion,medieval,Почему у монаха-дигамбара рог на голове? Попытка интерпретации одной строфы из философского диспута в прахасане «Латакамелака»,почему|монах-дигамбар|рог|голова|строфа|философия|диспут|прахасан|латакамелак,голова|диспут|латакамелак|монах-дигамбар|почему|прахасан|рог|строфа|философия,почему монах-дигамбар|монах-дигамбар рог|рог голова|голова строфа|строфа философия|философия диспут|диспут прахасан|прахасан латакамелак,True
PRES_5f755d36b3,2025,2023-2026,Roerich Readings,2025-12-09,Tuesday,linguistics,classical,Треугольник Паскаля или Пингалы?,треугольник|паскаль|пингала,паскаль|пингала|треугольник,треугольник паскаль|паскаль пингала,True
PRES_679dbfd494,2025,2023-2026,Roerich Readings,2025-12-09,Tuesday,history,classical,Выкуп невесты (śulka) в Древней Индии: шастрическая и эпическая традиции,выкуп|невеста|древний|индия|шастрический|эпический|традиция,выкуп|древний|индия|невеста|традиция|шастрический|эпический,выкуп невеста|невеста древний|древний индия|индия шастрический|шастрический эпический|эпический традиция,True
PRES_68e31769e1,2025,2023-2026,Roerich Readings,2025-12-10,Wednesday,philosophy,medieval,Роль языка в познании абсолютного согласно школе Гелук,язык|познание|абсолютный|согласно|школа|гелука,абсолютный|гелука|познание|согласно|школа|язык,язык познание|познание абсолютный|абсолютный согласно|согласно школа|школа гелука,True
PRES_818e4652db,2025,2023-2026,Roerich Readings,2025-12-10,Wednesday,history,medieval,Этнорелигиозная картина уйгуров по китайским источникам XIV-XIX вв,этнорелигиозный|картина|уйгур|китайский|источник,источник|картина|китайский|уйгур|этнорелигиозный,этнорелигиозный картина|картина уйгур|уйгур китайский|китайский источник,True
PRES_8ef4ffe2db,2025,2023-2026,Roerich Readings,2025-12-10,Wednesday,history,modern,Исторические идеи просветительства Ахамади Дониша в культурном коде Таджикистана,история|идея|просветительство|ахамади|дониша|культурный|код|таджикистан,ахамади|дониша|идея|история|код|культурный|просветительство|таджикистан,история идея|идея просветительство|просветительство ахамади|ахамади дониша|дониша культурный|культурный код|код таджикистан,True
PRES_94509af724,2025,2023-2026,Roerich Readings,2025-12-09,Tuesday,religion,classical,Проблема бхакти в «Ожерельи Величаний Шивы» — «Шивастотравали» (Śivastotrāvalī) Утпаладевы,бхакти|ожерелие|величание|шива|шивастотравать|утпаладев,бхакти|величание|ожерелие|утпаладев|шива|шивастотравать,бхакти ожерелие|ожерелие величание|величание шива|шива шивастотравать|шивастотравать утпаладев,True
PRES_970ff8c51f,2025,2023-2026,Roerich Readings,2025-12-08,Monday,linguistics,classical,Зачем в санскрите три прошедших времени?,зачем|санскрит|три|прошедшее|время,время|зачем|прошедшее|санскрит|три,зачем санскрит|санскрит три|три прошедшее|прошедшее время,True
PRES_9bacebbe98,2025,2023-2026,Roerich Readings,2025-12-08,Monday,literature,classical,Аланкара как аспект стилистики текста,аланкара|стилистика|текст,аланкара|стилистика|текст,аланкара стилистика|стилистика текст,True
PRES_a86c239aaf,2025,2023-2026,Roerich Readings,2025-12-08,Monday,literature,medieval,Роль персоязычных версий индийских текстов в формировании средневековой тюркоязычной литературы Южного Кавказа (на примере памятника «Калила и Димна»),персоязычный|версия|индия|текст|формирование|средневековый|тюркоязычный|литература|южный|кавказ|памятник|калить|димный,версия|димный|индия|кавказ|калить|литература|памятник|персоязычный|средневековый|текст|тюркоязычный|формирование|южный,персоязычный версия|версия индия|индия текст|текст формирование|формирование средневековый|средневековый тюркоязычный|тюркоязычный литература|литература южный|южный кавказ|кавказ памятник|памятник калить|калить димный,True
PRES_a903b2de1b,2025,2023-2026,Roerich Readings,2025-12-10,Wednesday,philosophy,classical,Метафорический дискурс «Бхаванакрамы» Камалашилы,метафорический|дискурс|бхаванакрам|камалашила,бхаванакрам|дискурс|камалашила|метафорический,метафорический дискурс|дискурс бхаванакрам|бхаванакрам камалашила,True
PRES_aa9ddea8aa,2025,2023-2026,Roerich Readings,2025-12-09,Tuesday,literature,classical,О теории просодии в «Натьяшастре»,теория|просодия|натьяшастр,натьяшастр|просодия|теория,теория просодия|просодия натьяшастр,True
PRES_b2fd39a1b2,2025,2023-2026,Roerich Readings,2025-12-08,Monday,religion,vedic,Священные огни в шраута-ритуалах,священный|огонь|шраута-ритуал,огонь|священный|шраута-ритуал,священный огонь|огонь шраута-ритуал,True
PRES_b9413943b6,2025,2023-2026,Roerich Readings,2025-12-09,Tuesday,religion,vedic,Яджня Ригведы и «другая яджня» палийского канона,яджний|ригведа|другой|яджний|пали|канон,другой|канон|пали|ригведа|яджний,яджний ригведа|ригведа другой|другой яджний|яджний пали|пали канон,True
PRES_ba19c21295,2025,2023-2026,Roerich Readings,2025-12-09,Tuesday,religion,classical,Metta–Karaṇīya – Любовь как этический императив в раннебуддийской сотериологии на материале Метта сутты и Тевиджджа сутты Палийского канона,любовь|этический|императив|раннебуддийский|сотериология|метта|сутта|тевидждж|сутта|пали|канон,императив|канон|любовь|метта|пали|раннебуддийский|сотериология|сутта|тевидждж|этический,любовь этический|этический императив|императив раннебуддийский|раннебуддийский сотериология|сотериология метта|метта сутта|сутта тевидждж|тевидждж сутта|сутта пали|пали канон,True
PRES_c1e254fba2,2025,2023-2026,Roerich Readings,2025-12-09,Tuesday,literature,classical,Сита и Агни в «Рамаяне» Вальмики,сит|агнуть|рамаяна|вальмик,агнуть|вальмик|рамаяна|сит,сит агнуть|агнуть рамаяна|рамаяна вальмик,True
PRES_c9f0424f49,2025,2023-2026,Roerich Readings,2025-12-09,Tuesday,history,colonial,Список тамильских каст у Бартоломеуса Цигенбальга: книжная традиция vs историческая реальность,список|тамильский|каста|бартоломеус|цигенбальга|книжный|традиция|история|реальность,бартоломеус|история|каста|книжный|реальность|список|тамильский|традиция|цигенбальга,список тамильский|тамильский каста|каста бартоломеус|бартоломеус цигенбальга|цигенбальга книжный|книжный традиция|традиция история|история реальность,True
PRES_d6c59acf5e,2025,2023-2026,Roerich Readings,2025-12-08,Monday,history,medieval,Описание Центральной Азии в «Хождении в пять индийских царств»,описание|центральный|азия|хождение|пять|индия|царство,азия|индия|описание|пять|хождение|царство|центральный,описание центральный|центральный азия|азия хождение|хождение пять|пять индия|индия царство,True
PRES_d767707d9d,2025,2023-2026,Roerich Readings,2025-12-08,Monday,history,medieval,Этапы сложения имперской идеологии у средневековых монголов,этап|сложение|имперский|идеология|средневековый|монгол,идеология|имперский|монгол|сложение|средневековый|этап,этап сложение|сложение имперский|имперский идеология|идеология средневековый|средневековый монгол,True
PRES_de1aae4943,2025,2023-2026,Roerich Readings,2025-12-09,Tuesday,art_archaeology,medieval,Значение иконографии Будды Мучилинды в культуре и искусстве Кхмерской империи XII–XIII вв,иконография|будда|мучилинда|культура|искусство|кхмерский|империя,будда|иконография|империя|искусство|культура|кхмерский|мучилинда,иконография будда|будда мучилинда|мучилинда культура|культура искусство|искусство кхмерский|кхмерский империя,True
PRES_e4ffdf5e0f,2025,2023-2026,Roerich Readings,2025-12-10,Wednesday,religion,classical,К вопросу о переводе буддийского термина бодхи (菩提) на китайский язык,перевод|буддизм|термин|бодх|китайский|язык,бодх|буддизм|китайский|перевод|термин|язык,перевод буддизм|буддизм термин|термин бодх|бодх китайский|китайский язык,True
PRES_e8321634be,2025,2023-2026,Roerich Readings,2025-12-10,Wednesday,literature,medieval,Калмаки в литературе и искусстве могольской Индии,калмаки|литература|искусство|могольский|индия,индия|искусство|калмаки|литература|могольский,калмаки литература|литература искусство|искусство могольский|могольский индия,True
PRES_ea27687ed5,2025,2023-2026,Roerich Readings,2025-12-10,Wednesday,philosophy,modern,Рецепция Маджджхима-никаи в рукописях Э. Гуссерля,рецепция|маджджхима-никай|рукопись|гуссерлить,гуссерлить|маджджхима-никай|рецепция|рукопись,рецепция маджджхима-никай|маджджхима-никай рукопись|рукопись гуссерлить,True
PRES_f40d5bacac,2025,2023-2026,Roerich Readings,2025-12-09,Tuesday,religion,medieval,Представления пуран о священном тексте как культовом предмете,представление|пураны|священный|текст|культовый|предмет,культовый|предмет|представление|пураны|священный|текст,представление пураны|пураны священный|священный текст|текст культовый|культовый предмет,True
PRES_fad14d11c0,2025,2023-2026,Roerich Readings,2025-12-08,Monday,literature,classical,Prasādapratibhodbhava (Śatapañcāśatka) Матричеты: тохарский перевод и комментарий,матричета|тохарский|перевод|комментарий,комментарий|матричета|перевод|тохарский,матричета тохарский|тохарский перевод|перевод комментарий,True
PRES_fe3dba0fe0,2025,2023-2026,Roerich Readings,2025-12-09,Tuesday,art_archaeology,medieval,Образ Деви с младенцем Шивой в контексте развития иконографии Богини-Матери в скульптуре Бенгалии,образ|девить|младенец|шива|контекст|развитие|иконография|богиня-мать|скульптура|бенгалия,бенгалия|богиня-мать|девить|иконография|контекст|младенец|образ|развитие|скульптура|шива,образ девить|девить младенец|младенец шива|шива контекст|контекст развитие|развитие иконография|иконография богиня-мать|богиня-мать скульптура|скульптура бенгалия,True
PRES_060a3a404c,2025,2023-2026,Zograf Readings,2025-05-21,Wednesday,literature,modern,Социально-политический контекст романов Даймонд Шамшера Рана,социально-политический|контекст|роман|даймонд|шамшер|рана,даймонд|контекст|рана|роман|социально-политический|шамшер,социально-политический контекст|контекст роман|роман даймонд|даймонд шамшер|шамшер рана,True
PRES_08bb9a5fc1,2025,2023-2026,Zograf Readings,2025-05-22,Thursday,philosophy,medieval,Роль и значение школы крама в структуре философии кашмирского шиваизма,школа|крам|философия|кашмирский|шиваизм,кашмирский|крам|философия|шиваизм|школа,школа крам|крам философия|философия кашмирский|кашмирский шиваизм,True
PRES_0cf40964d4,2025,2023-2026,Zograf Readings,2025-05-23,Friday,history,modern,Экспедиция Психо-Неврологического института в Индию в 1913,экспедиция|психо-неврологический|институт|индия,индия|институт|психо-неврологический|экспедиция,экспедиция психо-неврологический|психо-неврологический институт|институт индия,True
PRES_0f4f24f569,2025,2023-2026,Zograf Readings,2025-05-20,Tuesday,religion,medieval,Проблемы изучения традиционного индийского текста «Абхисамая-аланкара» (на тибетском языке),традиционный|индия|текст|абхисамай-аланкар|тибет|язык,абхисамай-аланкар|индия|текст|тибет|традиционный|язык,традиционный индия|индия текст|текст абхисамай-аланкар|абхисамай-аланкар тибет|тибет язык,True
PRES_2e4095c747,2025,2023-2026,Zograf Readings,2025-05-20,Tuesday,religion,medieval,Наука абхидхармы в буддийской ментальной традиции средневековой Индии,наука|абхидхарма|буддизм|ментальный|традиция|средневековый|индия,абхидхарма|буддизм|индия|ментальный|наука|средневековый|традиция,наука абхидхарма|абхидхарма буддизм|буддизм ментальный|ментальный традиция|традиция средневековый|средневековый индия,True
PRES_33e14c7e3c,2025,2023-2026,Zograf Readings,2025-05-23,Friday,religion,medieval,Инородные предметы в ушах Благословенного: к слову об одной редкой иконографической схеме в буддийском искусстве,инородный|предмет|ухо|благословенный|слово|редкий|иконографический|схема|буддизм|искусство,благословенный|буддизм|иконографический|инородный|искусство|предмет|редкий|слово|схема|ухо,инородный предмет|предмет ухо|ухо благословенный|благословенный слово|слово редкий|редкий иконографический|иконографический схема|схема буддизм|буддизм искусство,True
PRES_355e93f896,2025,2023-2026,Zograf Readings,2025-05-22,Thursday,history,modern,Женщины и сатьяграха: взгляд М. К. Ганди,женщина|сатьяграха|взгляд|ганди,взгляд|ганди|женщина|сатьяграха,женщина сатьяграха|сатьяграха взгляд|взгляд ганди,True
PRES_369aad67c8,2025,2023-2026,Zograf Readings,2025-05-23,Friday,religion,medieval,Будда Дипанкара и традиция его почитания в Долине Катманду,будда|дипанкара|традиция|почитание|долина|катманду,будда|дипанкара|долина|катманду|почитание|традиция,будда дипанкара|дипанкара традиция|традиция почитание|почитание долина|долина катманду,True
PRES_3790f9fa6c,2025,2023-2026,Zograf Readings,2025-05-22,Thursday,other,medieval,Kaṇita Caturam 108: тамильский числовой квадрат из храма Натараджи в Чидамбараме,тамильский|числовой|квадрат|храм|натарадж|чидамбарам,квадрат|натарадж|тамильский|храм|чидамбарам|числовой,тамильский числовой|числовой квадрат|квадрат храм|храм натарадж|натарадж чидамбарам,True
PRES_388115cd35,2025,2023-2026,Zograf Readings,2025-05-23,Friday,literature,unspecified,Внешние и внутренние связи индийского фольклора по данным каталога Ю.Е. Березкина и Е.Н. Дувакина,внешний|внутренний|индия|фольклор|данные|каталог|березкин|дувакин,березкин|внешний|внутренний|данные|дувакин|индия|каталог|фольклор,внешний внутренний|внутренний индия|индия фольклор|фольклор данные|данные каталог|каталог березкин|березкин дувакин,True
PRES_395c2002cd,2025,2023-2026,Zograf Readings,2025-05-23,Friday,literature,modern,Бенгальский стихотворный размер пояр и его разновидности,бенгальский|стихотворный|размер|пояр|разновидность,бенгальский|пояр|размер|разновидность|стихотворный,бенгальский стихотворный|стихотворный размер|размер пояр|пояр разновидность,True
PRES_3bb427ea8d,2025,2023-2026,Zograf Readings,2025-05-22,Thursday,philosophy,modern,Ауробиндо Гхош: между разумом и мистической интуицией,ауробиндо|гхош|между|разум|мистический|интуиция,ауробиндо|гхош|интуиция|между|мистический|разум,ауробиндо гхош|гхош между|между разум|разум мистический|мистический интуиция,True
PRES_40d116e031,2025,2023-2026,Zograf Readings,2025-05-21,Wednesday,philosophy,vedic,"Отражение концепции ""нисходящего времени"" (descending time) в Катха Упанишаде",отражение|концепция|нисходящий|время|катх|упанишад,время|катх|концепция|нисходящий|отражение|упанишад,отражение концепция|концепция нисходящий|нисходящий время|время катх|катх упанишад,True
PRES_42b4edcfe9,2025,2023-2026,Zograf Readings,2025-05-22,Thursday,philosophy,modern,Индийские истоки и источники философствования Р. Тагора: «Садхана» как опыт объяснения Своего Другому,индия|исток|источник|философствование|тагор|садхана|объяснение|свой|другой,другой|индия|исток|источник|объяснение|садхана|свой|тагор|философствование,индия исток|исток источник|источник философствование|философствование тагор|тагор садхана|садхана объяснение|объяснение свой|свой другой,True
PRES_493f0d6ac7,2025,2023-2026,Zograf Readings,2025-05-21,Wednesday,literature,modern,Восхождение Урмилы в поэме Майтхилишарана Гупты «Сакет»,восхождение|урмила|поэма|майтхилишарать|гупт|сакета,восхождение|гупт|майтхилишарать|поэма|сакета|урмила,восхождение урмила|урмила поэма|поэма майтхилишарать|майтхилишарать гупт|гупт сакета,True
PRES_4ed8d23e80,2025,2023-2026,Zograf Readings,2025-05-21,Wednesday,linguistics,classical,Синтез глагольной словоформы в грамматике Панини,синтез|глагольный|словоформа|грамматика|панини,глагольный|грамматика|панини|синтез|словоформа,синтез глагольный|глагольный словоформа|словоформа грамматика|грамматика панини,True
PRES_512debece5,2025,2023-2026,Zograf Readings,2025-05-23,Friday,ethnography,contemporary,"Павакутху Кералы: артисты и основные сюжеты, мифо-ритуальные истоки исполнительских традиций",павакутх|керала|артист|основной|сюжет|мифо-ритуальный|исток|исполнительский|традиция,артист|исполнительский|исток|керала|мифо-ритуальный|основной|павакутх|сюжет|традиция,павакутх керала|керала артист|артист основной|основной сюжет|сюжет мифо-ритуальный|мифо-ритуальный исток|исток исполнительский|исполнительский традиция,True
PRES_5ba570d69d,2025,2023-2026,Zograf Readings,2025-05-20,Tuesday,philosophy,classical,Метафора зеркала в «Бхаванакраме» Камалашилы,метафора|зеркало|бхаванакрам|камалашила,бхаванакрам|зеркало|камалашила|метафора,метафора зеркало|зеркало бхаванакрам|бхаванакрам камалашила,True
PRES_5eff45b043,2025,2023-2026,Zograf Readings,2025-05-21,Wednesday,linguistics,classical,О семантических переходах с участием терминов родства в старотамильском языке,семантический|переход|участие|термин|родство|тамильский|язык,переход|родство|семантический|тамильский|термин|участие|язык,семантический переход|переход участие|участие термин|термин родство|родство тамильский|тамильский язык,True
PRES_5fad4e3b63,2025,2023-2026,Zograf Readings,2025-05-21,Wednesday,literature,medieval,Образ вишаканья в художественной культуре древней и средневековой Индии,образ|вишаканье|художественный|культура|древний|средневековый|индия,вишаканье|древний|индия|культура|образ|средневековый|художественный,образ вишаканье|вишаканье художественный|художественный культура|культура древний|древний средневековый|средневековый индия,True
PRES_6a8a61bed8,2025,2023-2026,Zograf Readings,2025-05-20,Tuesday,literature,modern,Према Рамаяна и Шри Ситарама-чаритра-дарпана как примеры Рамаян XX века в контексте современной литературы на бходжпури и майтхили,прем|рамаяна|ситарама-чаритра-дарпать|рамаяна|век|контекст|современный|литература|бходжпури|майтхиль,бходжпури|век|контекст|литература|майтхиль|прем|рамаяна|ситарама-чаритра-дарпать|современный,прем рамаяна|рамаяна ситарама-чаритра-дарпать|ситарама-чаритра-дарпать рамаяна|рамаяна век|век контекст|контекст современный|современный литература|литература бходжпури|бходжпури майтхиль,True
PRES_6c0ed74411,2025,2023-2026,Zograf Readings,2025-05-21,Wednesday,literature,modern,Анализ переводов М. Зощенко на хинди и на бенгали с помощью метрик readability,перевод|зощенко|хинди|бенгальский|помощь|метрика,бенгальский|зощенко|метрика|перевод|помощь|хинди,перевод зощенко|зощенко хинди|хинди бенгальский|бенгальский помощь|помощь метрика,True
PRES_756e3c2fad,2025,2023-2026,Zograf Readings,2025-05-20,Tuesday,religion,classical,«Третий поворот колеса дхармы» и его первые брахманистские оппоненты,третий|поворот|колесо|дхарма|первый|брахманистский|оппонент,брахманистский|дхарма|колесо|оппонент|первый|поворот|третий,третий поворот|поворот колесо|колесо дхарма|дхарма первый|первый брахманистский|брахманистский оппонент,True
PRES_79183a8b2a,2025,2023-2026,Zograf Readings,2025-05-20,Tuesday,history,colonial,Сесил Бендалл как публикатор буддийских письменных памятников,сесила|бендалл|публикатор|буддизм|письменный|памятник,бендалл|буддизм|памятник|письменный|публикатор|сесила,сесила бендалл|бендалл публикатор|публикатор буддизм|буддизм письменный|письменный памятник,True
PRES_7dd0a5eda6,2025,2023-2026,Zograf Readings,2025-05-23,Friday,ethnography,unspecified,Миф о Потопе и тыкве у дравидийских племен: к вопросу об истории контактов дравидов и мунда,миф|потоп|тыква|дравидология|племя|история|контакт|дравид|мунда,дравид|дравидология|история|контакт|миф|мунда|племя|потоп|тыква,миф потоп|потоп тыква|тыква дравидология|дравидология племя|племя история|история контакт|контакт дравид|дравид мунда,True
PRES_8433ffdf15,2025,2023-2026,Zograf Readings,2025-05-21,Wednesday,philosophy,classical,Опровержение позиции вайшешики Дигнагой,опровержение|позиция|вайшешик|дигнагой,вайшешик|дигнагой|опровержение|позиция,опровержение позиция|позиция вайшешик|вайшешик дигнагой,True
PRES_84de88fb0f,2025,2023-2026,Zograf Readings,2025-05-23,Friday,literature,contemporary,От демоницы к мстительнице: Переосмысление образа ведьмы в современном индийском кинематографе,демоница|мстительница|переосмысление|образ|ведьма|современный|индия|кинематограф,ведьма|демоница|индия|кинематограф|мстительница|образ|переосмысление|современный,демоница мстительница|мстительница переосмысление|переосмысление образ|образ ведьма|ведьма современный|современный индия|индия кинематограф,True
PRES_866ba06e54,2025,2023-2026,Zograf Readings,2025-05-23,Friday,art_archaeology,medieval,Рождение концепции иконографии Шивы Натараджи в скульптуре пещерных храмов Южной Индии,рождение|концепция|иконография|шива|натарадж|скульптура|пещерный|храм|южная_индия,иконография|концепция|натарадж|пещерный|рождение|скульптура|храм|шива|южная_индия,рождение концепция|концепция иконография|иконография шива|шива натарадж|натарадж скульптура|скульптура пещерный|пещерный храм|храм южная_индия,True
PRES_8c979b88c9,2025,2023-2026,Zograf Readings,2025-05-22,Thursday,philosophy,medieval,О «Yogavārttika» Виджнянабхикшу: Ansatz,виджнянабхикша,виджнянабхикша,,True
PRES_96863ca3fa,2025,2023-2026,Zograf Readings,2025-05-20,Tuesday,philosophy,classical,Арьядэва и Чандракирти о концепции anātma,арьядэв|чандракиртеть|концепция,арьядэв|концепция|чандракиртеть,арьядэв чандракиртеть|чандракиртеть концепция,True
PRES_99242da6ca,2025,2023-2026,Zograf Readings,2025-05-21,Wednesday,literature,contemporary,Метафора воды как сюжетообразующий прием романа Абрахама Вергезе «Завет воды»,метафора|вода|сюжетообразующий|прием|роман|абрахам|вергеза|завет|вода,абрахам|вергеза|вода|завет|метафора|прием|роман|сюжетообразующий,метафора вода|вода сюжетообразующий|сюжетообразующий прием|прием роман|роман абрахам|абрахам вергеза|вергеза завет|завет вода,True
PRES_a23657cfb0,2025,2023-2026,Zograf Readings,2025-05-20,Tuesday,religion,classical,"Начальный сюжет в житийной литературе раннего буддизма, его вариативность и смысловое наполнение",начальный|сюжет|житийный|литература|ранний|буддизм|вариативность|смысловой|наполнение,буддизм|вариативность|житийный|литература|наполнение|начальный|ранний|смысловой|сюжет,начальный сюжет|сюжет житийный|житийный литература|литература ранний|ранний буддизм|буддизм вариативность|вариативность смысловой|смысловой наполнение,True
PRES_a286529cf8,2025,2023-2026,Zograf Readings,2025-05-20,Tuesday,religion,classical,Формульное выражение yāvatī yānasya bhūmis в буддийских канонических текстах,формульный|выражение|буддизм|канонический|текст,буддизм|выражение|канонический|текст|формульный,формульный выражение|выражение буддизм|буддизм канонический|канонический текст,True
