presentation_id,year,period,series,calendar_date,weekday,l1,l2,title,tokens,unique_tokens,bigrams,theme_match
PRES_2a08c0cb86,2004,2004-2010,Zograf Readings,2004-05-25,Tuesday,philosophy,classical,Актуальные проблемы изучения «Бхагавадгиты»,актуальный|бхагавадгита,актуальный|бхагавадгита,актуальный бхагавадгита,True
PRES_3dfb43981f,2004,2004-2010,Zograf Readings,2004-05-26,Wednesday,philosophy,classical,«Ум и знание» - тибетский учебник по теории познания,знание|тибет|учебник|теория|познание,знание|познание|теория|тибет|учебник,знание тибет|тибет учебник|учебник теория|теория познание,True
PRES_3faf9b7b24,2004,2004-2010,Zograf Readings,2004-05-25,Tuesday,literature,vedic,Сюжет о Трите: этноисторическая основа,сюжет|тереть|этноисторический|основа,основа|сюжет|тереть|этноисторический,сюжет тереть|тереть этноисторический|этноисторический основа,True
PRES_440de90864,2004,2004-2010,Zograf Readings,2004-05-26,Wednesday,literature,medieval,Миф об Агастье в средневековой литературе телугу,миф|агастие|средневековый|литература|телугу,агастие|литература|миф|средневековый|телугу,миф агастие|агастие средневековый|средневековый литература|литература телугу,True
PRES_4dc8f2c386,2004,2004-2010,Zograf Readings,2004-05-26,Wednesday,religion,classical,Об астрологической герменевтике в медицинских текстах (Аюрведа),астрологический|герменевтика|медицинский|текст|аюрведа,астрологический|аюрведа|герменевтика|медицинский|текст,астрологический герменевтика|герменевтика медицинский|медицинский текст|текст аюрведа,True
PRES_5461e391b0,2004,2004-2010,Zograf Readings,2004-05-26,Wednesday,literature,medieval,Сюжет «Повести о Насикете» Садала Мишры в контексте истории прозы хинди,сюжет|повесть|насикета|садать|мишра|контекст|история|проза|хинди,история|контекст|мишра|насикета|повесть|проза|садать|сюжет|хинди,сюжет повесть|повесть насикета|насикета садать|садать мишра|мишра контекст|контекст история|история проза|проза хинди,True
PRES_5ec00edd5f,2004,2004-2010,Zograf Readings,2004-05-26,Wednesday,literature,classical,Литературные реминисценции в «Гаудавахо» Вакпатираджи,литература|реминисценция|гаудавахо|вакпатирадж,вакпатирадж|гаудавахо|литература|реминисценция,литература реминисценция|реминисценция гаудавахо|гаудавахо вакпатирадж,True
PRES_630760bcac,2004,2004-2010,Zograf Readings,2004-05-26,Wednesday,literature,classical,Психология акта самопожертвования в изображении драматургов 7-го века,психология|акт|самопожертвование|изображение|драматург|век,акт|век|драматург|изображение|психология|самопожертвование,психология акт|акт самопожертвование|самопожертвование изображение|изображение драматург|драматург век,True
PRES_646225a03b,2004,2004-2010,Zograf Readings,2004-05-26,Wednesday,philosophy,classical,Опровержение атомизма в трактате Васубандху Виджняптиматратасиддхи («Доказательство единственности сознания»),опровержение|атомизм|трактат|васубандх|виджняптиматратасиддх|доказательство|единственность|сознание,атомизм|васубандх|виджняптиматратасиддх|доказательство|единственность|опровержение|сознание|трактат,опровержение атомизм|атомизм трактат|трактат васубандх|васубандх виджняптиматратасиддх|виджняптиматратасиддх доказательство|доказательство единственность|единственность сознание,True
PRES_6c8531953d,2004,2004-2010,Zograf Readings,2004-05-26,Wednesday,philosophy,classical,Концепция спхоты в «Спхотасиддхи» Манданамишры,концепция|спхота|спхотасиддх|манданамишра,концепция|манданамишра|спхота|спхотасиддх,концепция спхота|спхота спхотасиддх|спхотасиддх манданамишра,True
PRES_6e17572f1f,2004,2004-2010,Zograf Readings,2004-05-26,Wednesday,religion,medieval,Проблема классификации индуистских тантрических школ,классификация|индуистский|тантрический|школа,индуистский|классификация|тантрический|школа,классификация индуистский|индуистский тантрический|тантрический школа,True
PRES_6e5928cac8,2004,2004-2010,Zograf Readings,2004-05-26,Wednesday,religion,medieval,Богини и деревья желаний в индуизме Центральных Гималаев,богиня|дерево|желание|индуизм|центральный|гималаи,богиня|гималаи|дерево|желание|индуизм|центральный,богиня дерево|дерево желание|желание индуизм|индуизм центральный|центральный гималаи,True
PRES_764a73ce7c,2004,2004-2010,Zograf Readings,2004-05-26,Wednesday,philosophy,classical,Проблема интерпретации специальной санскритской терминологии: термин адхьякша в индийской традиции,специальный|санскрит|терминология|термин|адхьякша|индия|традиция,адхьякша|индия|санскрит|специальный|термин|терминология|традиция,специальный санскрит|санскрит терминология|терминология термин|термин адхьякша|адхьякша индия|индия традиция,True
PRES_7f70e3b9a4,2004,2004-2010,Zograf Readings,2004-05-26,Wednesday,philosophy,classical,Шанкара как критик категорий вайшешики,шанкара|критик|категория|вайшешик,вайшешик|категория|критик|шанкара,шанкара критик|критик категория|категория вайшешик,True
PRES_8a6d651579,2004,2004-2010,Zograf Readings,2004-05-26,Wednesday,literature,classical,О жанре вьяйога в санскритской теории драмы,жанр|вьяйог|санскрит|теория|драма,вьяйог|драма|жанр|санскрит|теория,жанр вьяйог|вьяйог санскрит|санскрит теория|теория драма,True
PRES_8ee46835ab,2004,2004-2010,Zograf Readings,2004-05-25,Tuesday,religion,classical,Мокша в Бхагавата-пуране,мокша|бхагавата-пурана,бхагавата-пурана|мокша,мокша бхагавата-пурана,True
PRES_92c5268a51,2004,2004-2010,Zograf Readings,2004-05-25,Tuesday,literature,classical,Фигура царя и представления о времени в «Махабхарате»,фигура|царь|представление|время|махабхарат,время|махабхарат|представление|фигура|царь,фигура царь|царь представление|представление время|время махабхарат,True
PRES_97ad954200,2004,2004-2010,Zograf Readings,2004-05-25,Tuesday,literature,classical,Лук (оружие),лук|оружие,лук|оружие,лук оружие,True
PRES_98a6bea15e,2004,2004-2010,Zograf Readings,2004-05-26,Wednesday,linguistics,vedic,О 58 синонимах «речи» в «Нигханту»,синоним|речь|нигхант,нигхант|речь|синоним,синоним речь|речь нигхант,True
PRES_9e203d9b3f,2004,2004-2010,Zograf Readings,2004-05-26,Wednesday,history,medieval,О взаимоотношении религиозных конфессий в средневековом Тамилнаде,взаимоотношение|религия|конфессия|средневековый|тамилнад,взаимоотношение|конфессия|религия|средневековый|тамилнад,взаимоотношение религия|религия конфессия|конфессия средневековый|средневековый тамилнад,True
PRES_a535b2a757,2004,2004-2010,Zograf Readings,2004-05-25,Tuesday,linguistics,vedic,Замечания по формальной стороне Рикпратишакхьи,замечание|формальный|сторона|рикпратишакхие,замечание|рикпратишакхие|сторона|формальный,замечание формальный|формальный сторона|сторона рикпратишакхие,True
PRES_a8e1a30833,2004,2004-2010,Zograf Readings,2004-05-26,Wednesday,literature,colonial,"Перевод Г.С.Лебедевым поэмы Бхарат Чондро Рая «Биддешундор» (по рукописи, хранящейся в РГИА). Предварительное сообщение",перевод|лебедев|поэма|бхарат|чондро|рай|биддешундор|рукопись|храниться|ргиа|предварительный|сообщение,биддешундор|бхарат|лебедев|перевод|поэма|предварительный|рай|ргиа|рукопись|сообщение|храниться|чондро,перевод лебедев|лебедев поэма|поэма бхарат|бхарат чондро|чондро рай|рай биддешундор|биддешундор рукопись|рукопись храниться|храниться ргиа|ргиа предварительный|предварительный сообщение,True
PRES_ba501c2543,2004,2004-2010,Zograf Readings,2004-05-25,Tuesday,literature,vedic,Эротика в Ригведе: мужское и женское начало,эротика|ригведа|мужской|женский|начало,женский|мужской|начало|ригведа|эротика,эротика ригведа|ригведа мужской|мужской женский|женский начало,True
PRES_c567f22f17,2004,2004-2010,Zograf Readings,2004-05-25,Tuesday,literature,classical,Лексика эпизода и его значение (на материале завершающих книг «Махабхараты»),лексика|эпизод|завершать|книга|махабхарат,завершать|книга|лексика|махабхарат|эпизод,лексика эпизод|эпизод завершать|завершать книга|книга махабхарат,True
PRES_ceb3b3ba00,2004,2004-2010,Zograf Readings,2004-05-25,Tuesday,religion,classical,Деви-гита из Девибхагавата-пураны,деви-гит|девибхагават-пурана,деви-гит|девибхагават-пурана,деви-гит девибхагават-пурана,True
PRES_d2281e2acf,2004,2004-2010,Zograf Readings,2004-05-26,Wednesday,religion,medieval,О «священной географии» в творчестве Тирунянасамбандара (шиваитский поэтический комплекс «Деварам»),священный|география|творчество|тирунянасамбандар|шиваитский|поэтический|комплекс|девар,география|девар|комплекс|поэтический|священный|творчество|тирунянасамбандар|шиваитский,священный география|география творчество|творчество тирунянасамбандар|тирунянасамбандар шиваитский|шиваитский поэтический|поэтический комплекс|комплекс девар,True
PRES_e793d570a3,2004,2004-2010,Zograf Readings,2004-05-26,Wednesday,literature,modern,Буддизм в творчестве Джаяшанкара Прасада,буддизм|творчество|джаяшанкара|прасад,буддизм|джаяшанкара|прасад|творчество,буддизм творчество|творчество джаяшанкара|джаяшанкара прасад,True
PRES_ec5840a950,2004,2004-2010,Zograf Readings,2004-05-25,Tuesday,linguistics,vedic,Еще раз о слове ātman в Ригведе,слово|ригведа,ригведа|слово,слово ригведа,True
PRES_117aeb7260,2006,2004-2010,Zograf Readings,2006-05-17,Wednesday,other,unspecified,Тема уточняется,уточняться,уточняться,,True
PRES_2048f4153d,2006,2004-2010,Zograf Readings,2006-05-17,Wednesday,literature,contemporary,Модели христианского и индо-буддийского времени в современной литературе,модель|христианский|индо-буддийский|время|современный|литература,время|индо-буддийский|литература|модель|современный|христианский,модель христианский|христианский индо-буддийский|индо-буддийский время|время современный|современный литература,True
PRES_20910e0f90,2006,2004-2010,Zograf Readings,2006-05-16,Tuesday,religion,vedic,Санскритское upa-śru-: «слышать» или «вслушиваться»? Об одном древнеиндийском способе гадания,санскрит|слышать|вслушиваться|древнеиндийский|способ|гадание,вслушиваться|гадание|древнеиндийский|санскрит|слышать|способ,санскрит слышать|слышать вслушиваться|вслушиваться древнеиндийский|древнеиндийский способ|способ гадание,True
PRES_37a471ecf5,2006,2004-2010,Zograf Readings,2006-05-15,Monday,history,classical,К проблеме древнеиндийской хронологии,древнеиндийский|хронология,древнеиндийский|хронология,древнеиндийский хронология,True
PRES_409770d89b,2006,2004-2010,Zograf Readings,2006-05-17,Wednesday,philosophy,colonial,Интерпретация идей Упанишад у Раммохона Роя и Дебендронатха Тагора,идея|упанишад|раммохон|рой|дебендронатх|тагор,дебендронатх|идея|раммохон|рой|тагор|упанишад,идея упанишад|упанишад раммохон|раммохон рой|рой дебендронатх|дебендронатх тагор,True
PRES_41b4c6fe83,2006,2004-2010,Zograf Readings,2006-05-17,Wednesday,history,colonial,Комментарий к комментарию (Г.С.Лебедев и культурная жизнь Калькутты в 1790-х годах),комментарий|комментарий|лебедев|культурный|жизнь|калькутта,жизнь|калькутта|комментарий|культурный|лебедев,комментарий лебедев|лебедев культурный|культурный жизнь|жизнь калькутта,True
PRES_457408b87a,2006,2004-2010,Zograf Readings,2006-05-17,Wednesday,philosophy,classical,Бхартрихари и Дхармакирти о возможности рефлексивного акта познания,бхартрихари|дхармакиртеть|рефлексивный|акт|познание,акт|бхартрихари|дхармакиртеть|познание|рефлексивный,бхартрихари дхармакиртеть|дхармакиртеть рефлексивный|рефлексивный акт|акт познание,True
PRES_49eb37c334,2006,2004-2010,Zograf Readings,2006-05-15,Monday,linguistics,classical,Орфоэпическая практика и древнеиндийская фонетика,орфоэпический|практика|древнеиндийский|фонетика,древнеиндийский|орфоэпический|практика|фонетика,орфоэпический практика|практика древнеиндийский|древнеиндийский фонетика,True
PRES_594bd8ec61,2006,2004-2010,Zograf Readings,2006-05-16,Tuesday,history,classical,Некоторые наблюдения над царской титулатурой индо-греков. 4. С.-,царский|титулатура|индо-греков,индо-греков|титулатура|царский,царский титулатура|титулатура индо-греков,True
PRES_5b0c00b805,2006,2004-2010,Zograf Readings,2006-05-15,Monday,linguistics,classical,Технические приспособления для рубрикации корней в «Дхатупатхе» Панини,технический|приспособление|рубрикация|корень|дхатупатх|панини,дхатупатх|корень|панини|приспособление|рубрикация|технический,технический приспособление|приспособление рубрикация|рубрикация корень|корень дхатупатх|дхатупатх панини,True
PRES_60da65c55e,2006,2004-2010,Zograf Readings,2006-05-17,Wednesday,literature,modern,Безымянный герой (о романах Хазарипрасада Двиведи),безымянный|герой|роман|хазарипрасад|двиведи,безымянный|герой|двиведи|роман|хазарипрасад,безымянный герой|герой роман|роман хазарипрасад|хазарипрасад двиведи,True
PRES_748beb327e,2006,2004-2010,Zograf Readings,2006-05-15,Monday,religion,classical,Место «Девибхагавата-пураны» в процессе эволюции шактизма,девибхагават-пурана|процесс|эволюция|шактизм,девибхагават-пурана|процесс|шактизм|эволюция,девибхагават-пурана процесс|процесс эволюция|эволюция шактизм,True
PRES_74c89353ef,2006,2004-2010,Zograf Readings,2006-05-16,Tuesday,history,classical,Царь − установитель дхармы. Практический аспект идеологической концепции,царь|установитель|дхарма|практический|идеологический|концепция,дхарма|идеологический|концепция|практический|установитель|царь,царь установитель|установитель дхарма|дхарма практический|практический идеологический|идеологический концепция,True
PRES_77b298a44b,2006,2004-2010,Zograf Readings,2006-05-16,Tuesday,art_archaeology,classical,Изображение и текст: древнеиндийские рельефы и буддийские вербальные тексты,изображение|текст|древнеиндийский|рельеф|буддизм|вербальный|текст,буддизм|вербальный|древнеиндийский|изображение|рельеф|текст,изображение текст|текст древнеиндийский|древнеиндийский рельеф|рельеф буддизм|буддизм вербальный|вербальный текст,True
PRES_80ebdc8f23,2006,2004-2010,Zograf Readings,2006-05-16,Tuesday,religion,classical,Символика и способы почитания богини Тары в индуизме (с демонстрацией видеоматериалов),символика|способ|почитание|богиня|тара|индуизм|демонстрация|видеоматериал,богиня|видеоматериал|демонстрация|индуизм|почитание|символика|способ|тара,символика способ|способ почитание|почитание богиня|богиня тара|тара индуизм|индуизм демонстрация|демонстрация видеоматериал,True
PRES_933f4317bd,2006,2004-2010,Zograf Readings,2006-05-16,Tuesday,ethnography,contemporary,Об особенностях самосознания представителей «низких каст» в современных условиях,самосознание|представитель|низкий|каста|современный|условие,каста|низкий|представитель|самосознание|современный|условие,самосознание представитель|представитель низкий|низкий каста|каста современный|современный условие,True
PRES_960adc4efb,2006,2004-2010,Zograf Readings,2006-05-15,Monday,linguistics,unspecified,Вытеснение согласного во избежание возникновения тяжелой группы трех шумных согласных в индоиранском,вытеснение|согласный|избежание|возникновение|тяжелый|группа|три|шумный|согласный|индоиранский,возникновение|вытеснение|группа|избежание|индоиранский|согласный|три|тяжелый|шумный,вытеснение согласный|согласный избежание|избежание возникновение|возникновение тяжелый|тяжелый группа|группа три|три шумный|шумный согласный|согласный индоиранский,True
PRES_aa8c66a571,2006,2004-2010,Zograf Readings,2006-05-17,Wednesday,literature,colonial,«Ādau vāda āsīt»: о переводах Библии на санскрит. В программе возможны изменения и дополнения,перевод|библия|санскрит|программа|возможный|изменение|дополнение,библия|возможный|дополнение|изменение|перевод|программа|санскрит,перевод библия|библия санскрит|санскрит программа|программа возможный|возможный изменение|изменение дополнение,True
PRES_aaee698889,2006,2004-2010,Zograf Readings,2006-05-16,Tuesday,history,classical,Жизнеописание праведного царя Ашоки в индийских и тайских источниках,жизнеописание|праведный|царь|ашок|индия|тайский|источник,ашок|жизнеописание|индия|источник|праведный|тайский|царь,жизнеописание праведный|праведный царь|царь ашок|ашок индия|индия тайский|тайский источник,True
PRES_ac20c3981b,2006,2004-2010,Zograf Readings,2006-05-17,Wednesday,philosophy,classical,Индийские философские тексты: композиция как часть содержания,индия|философия|текст|композиция|часть|содержание,индия|композиция|содержание|текст|философия|часть,индия философия|философия текст|текст композиция|композиция часть|часть содержание,True
PRES_b1d123ee06,2006,2004-2010,Zograf Readings,2006-05-15,Monday,literature,classical,Тема деревни в «Саттасаи»,деревня|саттасаи,деревня|саттасаи,деревня саттасаи,True
PRES_bb69fb252f,2006,2004-2010,Zograf Readings,2006-05-15,Monday,religion,classical,О соотношении санскритского и тибетского текстов «Гимна Превосходящему богов» Шанкарасвамина,соотношение|санскрит|тибет|текст|гимн|превосходящий|бог|шанкарасвамин,бог|гимн|превосходящий|санскрит|соотношение|текст|тибет|шанкарасвамин,соотношение санскрит|санскрит тибет|тибет текст|текст гимн|гимн превосходящий|превосходящий бог|бог шанкарасвамин,True
PRES_bdb9ecf419,2006,2004-2010,Zograf Readings,2006-05-17,Wednesday,religion,classical,Механизмы передачи сакрального текста в школах раннего буддизма (К постановке проблемы),механизм|передача|сакральный|текст|школа|ранний|буддизм|постановка,буддизм|механизм|передача|постановка|ранний|сакральный|текст|школа,механизм передача|передача сакральный|сакральный текст|текст школа|школа ранний|ранний буддизм|буддизм постановка,True
PRES_d5cc6c0374,2006,2004-2010,Zograf Readings,2006-05-17,Wednesday,literature,modern,К вопросу о сюжетных и стилистических истоках ранних приключенческих романов на хинди,сюжетный|стилистический|исток|ранний|приключенческий|роман|хинди,исток|приключенческий|ранний|роман|стилистический|сюжетный|хинди,сюжетный стилистический|стилистический исток|исток ранний|ранний приключенческий|приключенческий роман|роман хинди,True
PRES_dfef1a443f,2006,2004-2010,Zograf Readings,2006-05-15,Monday,history,classical,Представления об обществе и власти в «Бхагавата-пуране»,представление|общество|власть|бхагавата-пурана,бхагавата-пурана|власть|общество|представление,представление общество|общество власть|власть бхагавата-пурана,True
PRES_f771f5827d,2006,2004-2010,Zograf Readings,2006-05-15,Monday,literature,classical,Завершающие строфы «Махабхараты»: лексика и семантика,завершать|строфа|махабхарат|лексика|семантика,завершать|лексика|махабхарат|семантика|строфа,завершать строфа|строфа махабхарат|махабхарат лексика|лексика семантика,True
PRES_fa7c38b2f3,2006,2004-2010,Zograf Readings,2006-05-15,Monday,literature,classical,«Энциклопедия Абхидхармы» Васубандху как произведение санскритской литературы,энциклопедия|абхидхарма|васубандх|произведение|санскрит|литература,абхидхарма|васубандх|литература|произведение|санскрит|энциклопедия,энциклопедия абхидхарма|абхидхарма васубандх|васубандх произведение|произведение санскрит|санскрит литература,True
PRES_fcd64d09ac,2006,2004-2010,Zograf Readings,2006-05-16,Tuesday,literature,classical,Отряхивающийся ныряльщик: о специфическом фольклорном мотиве в эпических и пуранических версиях «Сказания о Вепре» (Varāha-kathā),отряхиваться|ныряльщик|специфический|фольклорный|мотив|эпический|пуранический|версия|сказание|вепрь,вепрь|версия|мотив|ныряльщик|отряхиваться|пуранический|сказание|специфический|фольклорный|эпический,отряхиваться ныряльщик|ныряльщик специфический|специфический фольклорный|фольклорный мотив|мотив эпический|эпический пуранический|пуранический версия|версия сказание|сказание вепрь,True
PRES_10c2c66c17,2007,2004-2010,Zograf Readings,2007-05-23,Wednesday,linguistics,classical,Древнеиндийские диалекты в ранних фонетических трактатах,древнеиндийский|диалект|ранний|фонетический|трактат,диалект|древнеиндийский|ранний|трактат|фонетический,древнеиндийский диалект|диалект ранний|ранний фонетический|фонетический трактат,True
PRES_183a38da3a,2007,2004-2010,Zograf Readings,2007-05-25,Friday,philosophy,classical,Некоторые проблемы становления вишишта-адвайты. 14.00. Там же,становление|вишишт-адвайта|там,вишишт-адвайта|становление|там,становление вишишт-адвайта|вишишт-адвайта там,True
PRES_198427c45a,2007,2004-2010,Zograf Readings,2007-05-23,Wednesday,religion,classical,«Гимн Таре» Сарваджнямитры и его тибетские переводы,гимн|тара|сарваджнямитра|тибет|перевод,гимн|перевод|сарваджнямитра|тара|тибет,гимн тара|тара сарваджнямитра|сарваджнямитра тибет|тибет перевод,True
PRES_1be5fd6c7a,2007,2004-2010,Zograf Readings,2007-05-24,Thursday,ethnography,modern,«Мадхан-кам» – народная драма Северной Бенгалии (с демонстрацией видеоматериалов),мадхан-ка|народный|драма|северный|бенгалия|демонстрация|видеоматериал,бенгалия|видеоматериал|демонстрация|драма|мадхан-ка|народный|северный,мадхан-ка народный|народный драма|драма северный|северный бенгалия|бенгалия демонстрация|демонстрация видеоматериал,True
PRES_2b5692727a,2007,2004-2010,Zograf Readings,2007-05-25,Friday,literature,colonial,«Рассказ о рани Кетаки» Инш-алла Хана в контексте развития ранней прозы на хинди и урду,рассказ|рань|кетаки|инш-алла|хан|контекст|развитие|ранний|проза|хинди|урду,инш-алла|кетаки|контекст|проза|развитие|ранний|рань|рассказ|урду|хан|хинди,рассказ рань|рань кетаки|кетаки инш-алла|инш-алла хан|хан контекст|контекст развитие|развитие ранний|ранний проза|проза хинди|хинди урду,True
PRES_3fd8e2489c,2007,2004-2010,Zograf Readings,2007-05-24,Thursday,other,contemporary,Кинематографический текст в современной индийской культуре,кинематографический|текст|современный|индия|культура,индия|кинематографический|культура|современный|текст,кинематографический текст|текст современный|современный индия|индия культура,True
PRES_43e4e4e60d,2007,2004-2010,Zograf Readings,2007-05-24,Thursday,literature,classical,Плач в составе древней махакавьи,плач|состав|древний|махакавие,древний|махакавие|плач|состав,плач состав|состав древний|древний махакавие,True
PRES_4bb24c3c11,2007,2004-2010,Zograf Readings,2007-05-23,Wednesday,literature,classical,К вопросу о статусе «естественного описания» в индийской поэтике,статус|естественный|описание|индия|поэтика,естественный|индия|описание|поэтика|статус,статус естественный|естественный описание|описание индия|индия поэтика,True
PRES_55fff640ca,2007,2004-2010,Zograf Readings,2007-05-23,Wednesday,history,vedic,К вопросу о средствах передвижения в Ригведе,средство|передвижение|ригведа,передвижение|ригведа|средство,средство передвижение|передвижение ригведа,True
PRES_57ccd5c672,2007,2004-2010,Zograf Readings,2007-05-25,Friday,literature,colonial,Дидактические шатаки в литературе телугу (К характеристике жанровых особенностей). 3. Т. Г .Скороходова (Пенза). Интерпретация традиционного индийского текста либеральными мыслителями Бенгальского Возрождения,дидактический|шатака|литература|телугу|характеристика|жанровый|скороходов|пенза|традиционный|индия|текст|либеральный|мыслитель|бенгальский|возрождение,бенгальский|возрождение|дидактический|жанровый|индия|либеральный|литература|мыслитель|пенза|скороходов|текст|телугу|традиционный|характеристика|шатака,дидактический шатака|шатака литература|литература телугу|телугу характеристика|характеристика жанровый|жанровый скороходов|скороходов пенза|пенза традиционный|традиционный индия|индия текст|текст либеральный|либеральный мыслитель|мыслитель бенгальский|бенгальский возрождение,True
PRES_632589d9f1,2007,2004-2010,Zograf Readings,2007-05-23,Wednesday,religion,classical,От смерти к новому рождению. Учение о промежуточном существовании в «Абхидхармакоше» Васубандху,смерть|новый|рождение|учение|промежуточный|существование|абхидхармакош|васубандх,абхидхармакош|васубандх|новый|промежуточный|рождение|смерть|существование|учение,смерть новый|новый рождение|рождение учение|учение промежуточный|промежуточный существование|существование абхидхармакош|абхидхармакош васубандх,True
PRES_649f8342d7,2007,2004-2010,Zograf Readings,2007-05-24,Thursday,literature,classical,Сезонный и суточный циклы в санскритской драме (структура санскритской драмы),сезонный|суточный|цикл|санскрит|драма|санскрит|драма,драма|санскрит|сезонный|суточный|цикл,сезонный суточный|суточный цикл|цикл санскрит|санскрит драма|драма санскрит|санскрит драма,True
PRES_65a7d6e51a,2007,2004-2010,Zograf Readings,2007-05-23,Wednesday,literature,classical,Философ Нагарджуна – персонаж пракритского романа «Лилаваи»,философ|нагарджун|персонаж|пракритский|роман|лилавай,лилавай|нагарджун|персонаж|пракритский|роман|философ,философ нагарджун|нагарджун персонаж|персонаж пракритский|пракритский роман|роман лилавай,True
PRES_693b5d83a6,2007,2004-2010,Zograf Readings,2007-05-24,Thursday,history,classical,Индийские памятники героям в сравнительном освещении (К вопросу о материальном соответствии поэтической формуле «непреходящая слава»),индия|памятник|герой|сравнительный|освещение|материальный|соответствие|поэтический|формула|непреходящий|слава,герой|индия|материальный|непреходящий|освещение|памятник|поэтический|слава|соответствие|сравнительный|формула,индия памятник|памятник герой|герой сравнительный|сравнительный освещение|освещение материальный|материальный соответствие|соответствие поэтический|поэтический формула|формула непреходящий|непреходящий слава,True
PRES_7e16512005,2007,2004-2010,Zograf Readings,2007-05-24,Thursday,literature,classical,О быках и людях (Образ «Стада» в скотоводческом эпосе Южной Индии),бык|человек|образ|стадо|скотоводческий|эпос|южная_индия,бык|образ|скотоводческий|стадо|человек|эпос|южная_индия,бык человек|человек образ|образ стадо|стадо скотоводческий|скотоводческий эпос|эпос южная_индия,True
PRES_7f36ed5c1e,2007,2004-2010,Zograf Readings,2007-05-24,Thursday,religion,classical,Джьотиша и Аюрведа: астрологическая семантика в классической индийской медицине. 14.00. Там же,джьотиша|аюрведа|астрологический|семантика|классический|индия|медицина|там,астрологический|аюрведа|джьотиша|индия|классический|медицина|семантика|там,джьотиша аюрведа|аюрведа астрологический|астрологический семантика|семантика классический|классический индия|индия медицина|медицина там,True
PRES_8c102cb0c2,2007,2004-2010,Zograf Readings,2007-05-25,Friday,religion,medieval,Теоретические аспекты учения тантрической школы кула (согласно «Куларнава-тантре»),теоретический|учение|тантрический|школа|кула|согласно|куларнава-тантра,кула|куларнава-тантра|согласно|тантрический|теоретический|учение|школа,теоретический учение|учение тантрический|тантрический школа|школа кула|кула согласно|согласно куларнава-тантра,True
PRES_8e0d2df4b1,2007,2004-2010,Zograf Readings,2007-05-24,Thursday,religion,medieval,Миф о Махишасурамардани в Девибхагавата- и Калика-пуранах,миф|махишасурамардань|девибхагават|калика-пуран,девибхагават|калика-пуран|махишасурамардань|миф,миф махишасурамардань|махишасурамардань девибхагават|девибхагават калика-пуран,True
PRES_932ae951cd,2007,2004-2010,Zograf Readings,2007-05-23,Wednesday,linguistics,unspecified,Санскритское письмо как последовательная фонетическая транскрипция,санскрит|письмо|последовательный|фонетический|транскрипция,письмо|последовательный|санскрит|транскрипция|фонетический,санскрит письмо|письмо последовательный|последовательный фонетический|фонетический транскрипция,True
PRES_9ade78ff58,2007,2004-2010,Zograf Readings,2007-05-23,Wednesday,history,colonial,«Очерки Цейлона и Индии» И. П. Минаева как источник по изучению культурной истории Индии,очерк|цейлон|индия|минаев|источник|культурный|история|индия,индия|история|источник|культурный|минаев|очерк|цейлон,очерк цейлон|цейлон индия|индия минаев|минаев источник|источник культурный|культурный история|история индия,True
PRES_a3301e22aa,2007,2004-2010,Zograf Readings,2007-05-25,Friday,religion,medieval,Образ Чайтаньи в традиционных бенгальских текстах,образ|чайтанья|традиционный|бенгальский|текст,бенгальский|образ|текст|традиционный|чайтанья,образ чайтанья|чайтанья традиционный|традиционный бенгальский|бенгальский текст,True
