group,term,count,document_frequency,title_share_pct,per_1000_tokens
Roerich Readings,массовый,1,1,0.21,0.34
Roerich Readings,саптасварамуртеть,1,1,0.21,0.34
Roerich Readings,парель,1,1,0.21,0.34
Roerich Readings,хроника,1,1,0.21,0.34
Roerich Readings,энг,1,1,0.21,0.34
Roerich Readings,числовой,1,1,0.21,0.34
Roerich Readings,древность,1,1,0.21,0.34
Roerich Readings,средневековье,1,1,0.21,0.34
Roerich Readings,кабилара,1,1,0.21,0.34
Roerich Readings,князь,1,1,0.21,0.34
Roerich Readings,пари,1,1,0.21,0.34
Roerich Readings,атомизм,1,1,0.21,0.34
Roerich Readings,вимшик,1,1,0.21,0.34
Roerich Readings,аламбана-парикша,1,1,0.21,0.34
Roerich Readings,антропоморфный,1,1,0.21,0.34
Roerich Readings,образность,1,1,0.21,0.34
Roerich Readings,телесный,1,1,0.21,0.34
Roerich Readings,применение,1,1,0.21,0.34
Roerich Readings,праздник,1,1,0.21,0.34
Roerich Readings,неварский,1,1,0.21,0.34
Roerich Readings,селение,1,1,0.21,0.34
Roerich Readings,юго-западный,1,1,0.21,0.34
Roerich Readings,автомобиль,1,1,0.21,0.34
Roerich Readings,мотивный,1,1,0.21,0.34
Roerich Readings,павлин,1,1,0.21,0.34
Roerich Readings,грамматика,1,1,0.21,0.34
Roerich Readings,мирской,1,1,0.21,0.34
Roerich Readings,мудрость,1,1,0.21,0.34
Roerich Readings,животное,1,1,0.21,0.34
Roerich Readings,мотивация,1,1,0.21,0.34
Roerich Readings,муж,1,1,0.21,0.34
Roerich Readings,иероглиф,1,1,0.21,0.34
Roerich Readings,выразительность,1,1,0.21,0.34
Roerich Readings,творчество,1,1,0.21,0.34
Roerich Readings,композитор,1,1,0.21,0.34
Roerich Readings,кангдзь,1,1,0.21,0.34
Roerich Readings,подношение,1,1,0.21,0.34
Roerich Readings,гневный,1,1,0.21,0.34
Roerich Readings,тво,1,1,0.21,0.34
Roerich Readings,тируттондар,1,1,0.21,0.34
Roerich Readings,тирувандасть,1,1,0.21,0.34
Roerich Readings,андар,1,1,0.21,0.34
Roerich Readings,историография,1,1,0.21,0.34
Roerich Readings,рериховский,1,1,0.21,0.34
Roerich Readings,прошлое,1,1,0.21,0.34
Roerich Readings,чудо,1,1,0.21,0.34
Roerich Readings,буддист-паломник,1,1,0.21,0.34
Roerich Readings,эдук,1,1,0.21,0.34
Roerich Readings,монумент,1,1,0.21,0.34
Roerich Readings,опрокинуть,1,1,0.21,0.34
Roerich Readings,тханк,1,1,0.21,0.34
Roerich Readings,странствовать,1,1,0.21,0.34
Roerich Readings,рассказчик,1,1,0.21,0.34
Roerich Readings,лама,1,1,0.21,0.34
Roerich Readings,манип,1,1,0.21,0.34
Roerich Readings,панчашихка,1,1,0.21,0.34
Roerich Readings,материалист,1,1,0.21,0.34
Roerich Readings,манер,1,1,0.21,0.34
Roerich Readings,театральный,1,1,0.21,0.34
Roerich Readings,вритти,1,1,0.21,0.34
Roerich Readings,удовлетворить,1,1,0.21,0.34
Roerich Readings,тайно,1,1,0.21,0.34
Roerich Readings,влюбить,1,1,0.21,0.34
Roerich Readings,касаться,1,1,0.21,0.34
Roerich Readings,кувшин,1,1,0.21,0.34
Roerich Readings,грудь,1,1,0.21,0.34
Roerich Readings,возлюбить,1,1,0.21,0.34
Roerich Readings,тантра-алок,1,1,0.21,0.34
Roerich Readings,пятнистый,1,1,0.21,0.34
Roerich Readings,охотничий,1,1,0.21,0.34
Roerich Readings,зверь,1,1,0.21,0.34
Roerich Readings,индоевропеец,1,1,0.21,0.34
Roerich Readings,атхарвавед,1,1,0.21,0.34
Roerich Readings,индоиранский,1,1,0.21,0.34
Roerich Readings,бестиарий,1,1,0.21,0.34
Roerich Readings,лингвокультурный,1,1,0.21,0.34
Roerich Readings,змея,1,1,0.21,0.34
Roerich Readings,вайшнавский,1,1,0.21,0.34
Roerich Readings,народный,1,1,0.21,0.34
Roerich Readings,песнях-ньоля,1,1,0.21,0.34
Roerich Readings,рисунок,1,1,0.21,0.34
Roerich Readings,рабиндранат,1,1,0.21,0.34
Roerich Readings,каллиграфия,1,1,0.21,0.34
Roerich Readings,фигура-лампа,1,1,0.21,0.34
Roerich Readings,панчатантра,1,1,0.21,0.34
Roerich Readings,культурологический,1,1,0.21,0.34
Roerich Readings,гумилев,1,1,0.21,0.34
Roerich Readings,монголо-тибетский,1,1,0.21,0.34
Roerich Readings,фронт,1,1,0.21,0.34
Roerich Readings,волос,1,1,0.21,0.34
Roerich Readings,паломнический,1,1,0.21,0.34
Roerich Readings,эпитет,1,1,0.21,0.34
Roerich Readings,прагматика,1,1,0.21,0.34
Roerich Readings,перечный,1,1,0.21,0.34
Roerich Readings,сура,1,1,0.21,0.34
Roerich Readings,ваджапея,1,1,0.21,0.34
Roerich Readings,саутрамань,1,1,0.21,0.34
Roerich Readings,творение,1,1,0.21,0.34
Roerich Readings,любовный,1,1,0.21,0.34
Roerich Readings,тирукковейар,1,1,0.21,0.34
Roerich Readings,маниккавасахар,1,1,0.21,0.34
Roerich Readings,парс,1,1,0.21,0.34
Roerich Readings,суфийский,1,1,0.21,0.34
Roerich Readings,дервишейволчок,1,1,0.21,0.34
Roerich Readings,сам,1,1,0.21,0.34
Roerich Readings,вихрь,1,1,0.21,0.34
Roerich Readings,мистерия,1,1,0.21,0.34
Roerich Readings,транскультурный,1,1,0.21,0.34
Roerich Readings,калимпонг,1,1,0.21,0.34
Roerich Readings,языкознание,1,1,0.21,0.34
Roerich Readings,захват,1,1,0.21,0.34
Roerich Readings,джунгар,1,1,0.21,0.34
Roerich Readings,астрологический,1,1,0.21,0.34
Roerich Readings,танкри,1,1,0.21,0.34
Roerich Readings,кхубрам,1,1,0.21,0.34
Roerich Readings,кхушдиля,1,1,0.21,0.34
Roerich Readings,струнный,1,1,0.21,0.34
Roerich Readings,вина,1,1,0.21,0.34
Roerich Readings,скифия,1,1,0.21,0.34
Roerich Readings,индоевропейский,1,1,0.21,0.34
Roerich Readings,понт,1,1,0.21,0.34
Roerich Readings,эвксинский,1,1,0.21,0.34
Roerich Readings,диковина,1,1,0.21,0.34
Roerich Readings,роман,1,1,0.21,0.34
Roerich Readings,александр,1,1,0.21,0.34
Roerich Readings,тиб,1,1,0.21,0.34
Roerich Readings,мотивационный,1,1,0.21,0.34
Roerich Readings,доминанта,1,1,0.21,0.34
Roerich Readings,ожидание,1,1,0.21,0.34
Roerich Readings,повествование,1,1,0.21,0.34
Roerich Readings,тирумулар,1,1,0.21,0.34
Roerich Readings,бхакт,1,1,0.21,0.34
Roerich Readings,сиддх,1,1,0.21,0.34
Roerich Readings,податель,1,1,0.21,0.34
Roerich Readings,прозрение,1,1,0.21,0.34
Roerich Readings,продолжатель,1,1,0.21,0.34
Roerich Readings,тибетология,1,1,0.21,0.34
Roerich Readings,совместный,1,1,0.21,0.34
Roerich Readings,деятельность,1,1,0.21,0.34
Roerich Readings,дылыковый,1,1,0.21,0.34
Roerich Readings,григорьев,1,1,0.21,0.34
Roerich Readings,будущее,1,1,0.21,0.34
Roerich Readings,отечественный,1,1,0.21,0.34
Roerich Readings,гирлянда,1,1,0.21,0.34
Roerich Readings,рагамаленький,1,1,0.21,0.34
Roerich Readings,связка,1,1,0.21,0.34
Roerich Readings,текст-смысл-мышление,1,1,0.21,0.34
Roerich Readings,уникальность,1,1,0.21,0.34
Roerich Readings,стандартность,1,1,0.21,0.34
Roerich Readings,цвет,1,1,0.21,0.34
Roerich Readings,ксенократ,1,1,0.21,0.34
Roerich Readings,сикионский,1,1,0.21,0.34
Roerich Readings,цвето-культурный,1,1,0.21,0.34
Roerich Readings,компетенция,1,1,0.21,0.34
Roerich Readings,чхавить,1,1,0.21,0.34
Roerich Readings,сикким,1,1,0.21,0.34
Roerich Readings,парамартхасар,1,1,0.21,0.34
Roerich Readings,грамматический,1,1,0.21,0.34
Roerich Readings,мимансакапарикальпита-атма-парикша,1,1,0.21,0.34
Roerich Readings,таттво-санграха,1,1,0.21,0.34
Roerich Readings,панджик,1,1,0.21,0.34
Roerich Readings,апастамб-шраутасутра,1,1,0.21,0.34
Roerich Readings,базовый,1,1,0.21,0.34
Roerich Readings,модификация,1,1,0.21,0.34
Roerich Readings,языковой,1,1,0.21,0.34
Roerich Readings,контакт,1,1,0.21,0.34
Roerich Readings,шангшунг,1,1,0.21,0.34
Roerich Readings,тирумантирам,1,1,0.21,0.34
Roerich Readings,марко,1,1,0.21,0.34
Roerich Readings,паллиса,1,1,0.21,0.34
Roerich Readings,предостерегать,1,1,0.21,0.34
Roerich Readings,последствие,1,1,0.21,0.34
Roerich Readings,кали-юг,1,1,0.21,0.34
Roerich Readings,атрибутирование,1,1,0.21,0.34
Roerich Readings,ксилограф,1,1,0.21,0.34
Roerich Readings,архив,1,1,0.21,0.34
Roerich Readings,филиал,1,1,0.21,0.34
Roerich Readings,тригата,1,1,0.21,0.34
Roerich Readings,сообщение,1,1,0.21,0.34
Roerich Readings,смерть,1,1,0.21,0.34
Roerich Readings,чингис-хана,1,1,0.21,0.34
Roerich Readings,прета-канда,1,1,0.21,0.34
Roerich Readings,гаруд-пурана,1,1,0.21,0.34
Roerich Readings,дарджилингский,1,1,0.21,0.34
Roerich Readings,памятный,1,1,0.21,0.34
Roerich Readings,дата,1,1,0.21,0.34
Roerich Readings,стимул,1,1,0.21,0.34
Roerich Readings,поиск,1,1,0.21,0.34
Roerich Readings,павел,1,1,0.21,0.34
Roerich Readings,риттер,1,1,0.21,0.34
Roerich Readings,серебряный,1,1,0.21,0.34
Roerich Readings,немногие,1,1,0.21,0.34
Roerich Readings,сведение,1,1,0.21,0.34
Roerich Readings,нилакантхадикшитеграмматист,1,1,0.21,0.34
Roerich Readings,недосказанность,1,1,0.21,0.34
Roerich Readings,прерванность,1,1,0.21,0.34
Roerich Readings,переписка,1,1,0.21,0.34
Roerich Readings,парсийский,1,1,0.21,0.34
Roerich Readings,иран,1,1,0.21,0.34
Roerich Readings,лексикализация,1,1,0.21,0.34
Roerich Readings,дезидератив,1,1,0.21,0.34
Roerich Readings,стела,1,1,0.21,0.34
Roerich Readings,шакие,1,1,0.21,0.34
Roerich Readings,совеременный,1,1,0.21,0.34
Roerich Readings,случай,1,1,0.21,0.34
Roerich Readings,аллен,1,1,0.21,0.34
Roerich Readings,гинзберг,1,1,0.21,0.34
Roerich Readings,самоповреждать,1,1,0.21,0.34
Roerich Readings,поведение,1,1,0.21,0.34
Roerich Readings,амаравати,1,1,0.21,0.34
Roerich Readings,проявление,1,1,0.21,0.34
Roerich Readings,лирика,1,1,0.21,0.34
Roerich Readings,кришнаитский,1,1,0.21,0.34
Roerich Readings,полисемия,1,1,0.21,0.34
Roerich Readings,терминология,1,1,0.21,0.34
Roerich Readings,родство,1,1,0.21,0.34
Roerich Readings,словослияние,1,1,0.21,0.34
Roerich Readings,словообразование,1,1,0.21,0.34
Roerich Readings,обсценный,1,1,0.21,0.34
Roerich Readings,брань,1,1,0.21,0.34
Roerich Readings,ключевой,1,1,0.21,0.34
Roerich Readings,направление,1,1,0.21,0.34
Roerich Readings,ойратский,1,1,0.21,0.34
Roerich Readings,законоположение,1,1,0.21,0.34
Roerich Readings,всеобъемлющий,1,1,0.21,0.34
Roerich Readings,освобождать,1,1,0.21,0.34
Roerich Readings,страдание,1,1,0.21,0.34
Roerich Readings,сансар,1,1,0.21,0.34
Roerich Readings,гелиодор,1,1,0.21,0.34
Roerich Readings,вьетнамский,1,1,0.21,0.34
Roerich Readings,брахман,1,1,0.21,0.34
Roerich Readings,сущий,1,1,0.21,0.34
Roerich Readings,жертвоприношение,1,1,0.21,0.34
Roerich Readings,улан-баторский,1,1,0.21,0.34
Roerich Readings,вкус,1,1,0.21,0.34
Roerich Readings,журнал,1,1,0.21,0.34
Roerich Readings,перенниализм,1,1,0.21,0.34
Roerich Readings,сквозь,1,1,0.21,0.34
Roerich Readings,взгляд,1,1,0.21,0.34
Roerich Readings,одень,1,1,0.21,0.34
Roerich Readings,грандиозный,1,1,0.21,0.34
Roerich Readings,прелесть,1,1,0.21,0.34
Roerich Readings,гималаи,1,1,0.21,0.34
Roerich Readings,итог,1,1,0.21,0.34
Roerich Readings,красный,1,1,0.21,0.34
Roerich Readings,социоскрипторный,1,1,0.21,0.34
Roerich Readings,вереница,1,1,0.21,0.34
Roerich Readings,имя,1,1,0.21,0.34
Roerich Readings,вишнусахасранама,1,1,0.21,0.34
Roerich Readings,похищение,1,1,0.21,0.34
Roerich Readings,возвращение,1,1,0.21,0.34
Roerich Readings,древнегреческий,1,1,0.21,0.34
Roerich Readings,планиметрический,1,1,0.21,0.34
Roerich Readings,тело,1,1,0.21,0.34
Roerich Readings,киратарджуния,1,1,0.21,0.34
Roerich Readings,тхангка,1,1,0.21,0.34
Roerich Readings,письменность,1,1,0.21,0.34
Roerich Readings,гонд,1,1,0.21,0.34
Roerich Readings,икона,1,1,0.21,0.34
Roerich Readings,аягапатта,1,1,0.21,0.34
Roerich Readings,алтарь,1,1,0.21,0.34
Roerich Readings,черный,1,1,0.21,0.34
Roerich Readings,различение,1,1,0.21,0.34
Roerich Readings,украшение,1,1,0.21,0.34
Roerich Readings,кшатрий,1,1,0.21,0.34
Roerich Readings,элита,1,1,0.21,0.34
Roerich Readings,данные,1,1,0.21,0.34
Roerich Readings,петроглифика,1,1,0.21,0.34
Roerich Readings,многообразие,1,1,0.21,0.34
Roerich Readings,влияние,1,1,0.21,0.34
Roerich Readings,шраут,1,1,0.21,0.34
Roerich Readings,сагничить,1,1,0.21,0.34
Roerich Readings,трисахаср,1,1,0.21,0.34
Roerich Readings,атиратр,1,1,0.21,0.34
Roerich Readings,сомаяга,1,1,0.21,0.34
Roerich Readings,бронзовый,1,1,0.21,0.34
Roerich Readings,фигурка,1,1,0.21,0.34
Roerich Readings,танцующий,1,1,0.21,0.34
Roerich Readings,бал-кришна,1,1,0.21,0.34
Roerich Readings,посох,1,1,0.21,0.34
Roerich Readings,чанакие,1,1,0.21,0.34
Roerich Readings,образцовый,1,1,0.21,0.34
Roerich Readings,удобный,1,1,0.21,0.34
Roerich Readings,проблематичный,1,1,0.21,0.34
Roerich Readings,туркестан,1,1,0.21,0.34
Roerich Readings,лес,1,1,0.21,0.34
Roerich Readings,видьякара,1,1,0.21,0.34
Roerich Readings,тарчин,1,1,0.21,0.34
Roerich Readings,колумбийский,1,1,0.21,0.34
Roerich Readings,университет,1,1,0.21,0.34
Roerich Readings,нью-йорк,1,1,0.21,0.34
Roerich Readings,сша,1,1,0.21,0.34
Roerich Readings,идентификация,1,1,0.21,0.34
Roerich Readings,ямантаки,1,1,0.21,0.34
Roerich Readings,юнъань-с,1,1,0.21,0.34
Roerich Readings,провинция,1,1,0.21,0.34
Roerich Readings,шаньсить,1,1,0.21,0.34
Roerich Readings,ведантийско-буддийский,1,1,0.21,0.34
Roerich Readings,полемический,1,1,0.21,0.34
Roerich Readings,диалог,1,1,0.21,0.34
Roerich Readings,брахмасутрабхаший,1,1,0.21,0.34
Roerich Readings,карнатака,1,1,0.21,0.34
Roerich Readings,средний,1,1,0.21,0.34
Roerich Readings,вступительный,1,1,0.21,0.34
Roerich Readings,организатор,1,1,0.21,0.34
Roerich Readings,конференция,1,1,0.21,0.34
Roerich Readings,брат,1,1,0.21,0.34
Roerich Readings,кашьяп,1,1,0.21,0.34
Roerich Readings,благо,1,1,0.21,0.34
Roerich Readings,неожиданный,1,1,0.21,0.34
Roerich Readings,бактро-скифский,1,1,0.21,0.34
Roerich Readings,интересный,1,1,0.21,0.34
Roerich Readings,индо-парфянский,1,1,0.21,0.34
Roerich Readings,нумизматика,1,1,0.21,0.34
Roerich Readings,синкретизм,1,1,0.21,0.34
Roerich Readings,шаманизм,1,1,0.21,0.34
Roerich Readings,тува,1,1,0.21,0.34
Roerich Readings,шоя,1,1,0.21,0.34
Roerich Readings,чурука,1,1,0.21,0.34
Roerich Readings,угроза,1,1,0.21,0.34
Roerich Readings,вторжение,1,1,0.21,0.34
Roerich Readings,глаз,1,1,0.21,0.34
Roerich Readings,нитирэна,1,1,0.21,0.34
Roerich Readings,переводчик,1,1,0.21,0.34
Roerich Readings,покаяние,1,1,0.21,0.34
Roerich Readings,наказание,1,1,0.21,0.34
Roerich Readings,кавьяшастр,1,1,0.21,0.34
Roerich Readings,труд,1,1,0.21,0.34
Roerich Readings,аланкарик,1,1,0.21,0.34
Roerich Readings,морфология,1,1,0.21,0.34
Roerich Readings,деревянный,1,1,0.21,0.34
Roerich Readings,мангус,1,1,0.21,0.34
Roerich Readings,очеловечивание,1,1,0.21,0.34
Roerich Readings,самудраматхан,1,1,0.21,0.34
Roerich Readings,точка,1,1,0.21,0.34
Roerich Readings,зрение,1,1,0.21,0.34
Roerich Readings,фиксация,1,1,0.21,0.34
Roerich Readings,сказитель,1,1,0.21,0.34
Roerich Readings,хобуксаркий,1,1,0.21,0.34
Roerich Readings,аримпилить,1,1,0.21,0.34
Roerich Readings,анаттавад,1,1,0.21,0.34
Roerich Readings,сотериологический,1,1,0.21,0.34
Roerich Readings,координата,1,1,0.21,0.34
Roerich Readings,российский,1,1,0.21,0.34
Roerich Readings,летие,1,1,0.21,0.34
Roerich Readings,центрально-азиатский,1,1,0.21,0.34
Roerich Readings,махараштра,1,1,0.21,0.34
Roerich Readings,скальный,1,1,0.21,0.34
Roerich Readings,кора,1,1,0.21,0.34
Roerich Readings,юань,1,1,0.21,0.34
Roerich Readings,небесный,1,1,0.21,0.34
Roerich Readings,агиография,1,1,0.21,0.34
Roerich Readings,признак,1,1,0.21,0.34
Roerich Readings,чанпинский,1,1,0.21,0.34
Roerich Readings,битва,1,1,0.21,0.34
Roerich Readings,когда,1,1,0.21,0.34
Roerich Readings,встречаться,1,1,0.21,0.34
Roerich Readings,историографический,1,1,0.21,0.34
Roerich Readings,гомбоджаб,1,1,0.21,0.34
Roerich Readings,течение,1,1,0.21,0.34
Roerich Readings,ганг,1,1,0.21,0.34
Roerich Readings,цивилизационный,1,1,0.21,0.34
Roerich Readings,демаркация,1,1,0.21,0.34
Roerich Readings,восток-запад,1,1,0.21,0.34
Roerich Readings,монах-дигамбар,1,1,0.21,0.34
Roerich Readings,голова,1,1,0.21,0.34
Roerich Readings,диспут,1,1,0.21,0.34
Roerich Readings,прахасан,1,1,0.21,0.34
Roerich Readings,латакамелак,1,1,0.21,0.34
Roerich Readings,треугольник,1,1,0.21,0.34
Roerich Readings,паскаль,1,1,0.21,0.34
Roerich Readings,пингала,1,1,0.21,0.34
Roerich Readings,выкуп,1,1,0.21,0.34
Roerich Readings,невеста,1,1,0.21,0.34
Roerich Readings,абсолютный,1,1,0.21,0.34
Roerich Readings,гелука,1,1,0.21,0.34
Roerich Readings,этнорелигиозный,1,1,0.21,0.34
Roerich Readings,уйгур,1,1,0.21,0.34
Roerich Readings,просветительство,1,1,0.21,0.34
Roerich Readings,ахамади,1,1,0.21,0.34
Roerich Readings,дониша,1,1,0.21,0.34
Roerich Readings,таджикистан,1,1,0.21,0.34
Roerich Readings,ожерелие,1,1,0.21,0.34
Roerich Readings,величание,1,1,0.21,0.34
Roerich Readings,шивастотравать,1,1,0.21,0.34
Roerich Readings,зачем,1,1,0.21,0.34
Roerich Readings,прошедшее,1,1,0.21,0.34
Roerich Readings,персоязычный,1,1,0.21,0.34
Roerich Readings,тюркоязычный,1,1,0.21,0.34
Roerich Readings,южный,1,1,0.21,0.34
Roerich Readings,кавказ,1,1,0.21,0.34
Roerich Readings,калить,1,1,0.21,0.34
Roerich Readings,димный,1,1,0.21,0.34
Roerich Readings,метафорический,1,1,0.21,0.34
Roerich Readings,бхаванакрам,1,1,0.21,0.34
Roerich Readings,просодия,1,1,0.21,0.34
Roerich Readings,этический,1,1,0.21,0.34
Roerich Readings,метта,1,1,0.21,0.34
Roerich Readings,тевидждж,1,1,0.21,0.34
Roerich Readings,сит,1,1,0.21,0.34
Roerich Readings,агнуть,1,1,0.21,0.34
Roerich Readings,вальмик,1,1,0.21,0.34
Roerich Readings,каста,1,1,0.21,0.34
Roerich Readings,бартоломеус,1,1,0.21,0.34
Roerich Readings,цигенбальга,1,1,0.21,0.34
Roerich Readings,книжный,1,1,0.21,0.34
Roerich Readings,хождение,1,1,0.21,0.34
Roerich Readings,этап,1,1,0.21,0.34
Roerich Readings,сложение,1,1,0.21,0.34
Roerich Readings,идеология,1,1,0.21,0.34
Roerich Readings,мучилинда,1,1,0.21,0.34
Roerich Readings,кхмерский,1,1,0.21,0.34
Roerich Readings,империя,1,1,0.21,0.34
Roerich Readings,бодх,1,1,0.21,0.34
Roerich Readings,калмаки,1,1,0.21,0.34
Roerich Readings,маджджхима-никай,1,1,0.21,0.34
Roerich Readings,гуссерлить,1,1,0.21,0.34
Roerich Readings,культовый,1,1,0.21,0.34
Roerich Readings,матричета,1,1,0.21,0.34
Roerich Readings,тохарский,1,1,0.21,0.34
Roerich Readings,девить,1,1,0.21,0.34
Roerich Readings,младенец,1,1,0.21,0.34
Roerich Readings,богиня-мать,1,1,0.21,0.34
Zograf Readings,индия,135,130,14.81,26.56
Zograf Readings,текст,66,65,7.4,12.99
Zograf Readings,буддизм,58,58,6.61,11.41
Zograf Readings,философия,46,43,4.9,9.05
Zograf Readings,санскрит,39,38,4.33,7.67
Zograf Readings,язык,37,37,4.21,7.28
Zograf Readings,традиция,36,36,4.1,7.08
Zograf Readings,образ,32,32,3.64,6.3
Zograf Readings,литература,31,30,3.42,6.1
Zograf Readings,история,31,31,3.53,6.1
Zograf Readings,поэзия,30,30,3.42,5.9
Zograf Readings,современный,25,24,2.73,4.92
Zograf Readings,бенгальский,24,24,2.73,4.72
Zograf Readings,ведийский,24,24,2.73,4.72
Zograf Readings,сюжет,20,20,2.28,3.94
Zograf Readings,миф,20,20,2.28,3.94
Zograf Readings,контекст,20,20,2.28,3.94
Zograf Readings,новый,20,20,2.28,3.94
Zograf Readings,тамильский,20,20,2.28,3.94
Zograf Readings,перевод,19,19,2.16,3.74
Zograf Readings,учение,19,19,2.16,3.74
Zograf Readings,тибет,17,17,1.94,3.35
Zograf Readings,традиционный,17,17,1.94,3.35
Zograf Readings,хинди,16,16,1.82,3.15
Zograf Readings,религия,16,16,1.82,3.15
Zograf Readings,древнеиндийский,16,16,1.82,3.15
Zograf Readings,тантра,16,15,1.71,3.15
Zograf Readings,ритуал,16,16,1.82,3.15
Zograf Readings,рамаяна,16,13,1.48,3.15
Zograf Readings,век,15,15,1.71,2.95
Zograf Readings,концепция,15,15,1.71,2.95
Zograf Readings,будда,15,14,1.59,2.95
Zograf Readings,источник,14,14,1.59,2.75
Zograf Readings,ритуальный,14,14,1.59,2.75
Zograf Readings,индуистский,13,13,1.48,2.56
Zograf Readings,термин,13,13,1.48,2.56
Zograf Readings,махабхарат,13,13,1.48,2.56
Zograf Readings,ригведа,13,13,1.48,2.56
Zograf Readings,практика,13,13,1.48,2.56
Zograf Readings,ранний,13,13,1.48,2.56
Zograf Readings,исток,13,13,1.48,2.56
Zograf Readings,коллекция,13,13,1.48,2.56
Zograf Readings,средневековый,12,12,1.37,2.36
Zograf Readings,индуизм,12,12,1.37,2.36
Zograf Readings,книга,12,12,1.37,2.36
Zograf Readings,роман,12,12,1.37,2.36
Zograf Readings,драма,11,9,1.03,2.16
Zograf Readings,представление,11,11,1.25,2.16
Zograf Readings,сказание,11,11,1.25,2.16
Zograf Readings,культура,11,11,1.25,2.16
Zograf Readings,театр,11,11,1.25,2.16
Zograf Readings,два,11,11,1.25,2.16
Zograf Readings,васубандх,10,10,1.14,1.97
Zograf Readings,поэма,10,10,1.14,1.97
Zograf Readings,рукопись,10,10,1.14,1.97
Zograf Readings,культурный,10,10,1.14,1.97
Zograf Readings,панини,10,10,1.14,1.97
Zograf Readings,бог,10,9,1.03,1.97
Zograf Readings,семантика,10,10,1.14,1.97
Zograf Readings,минаев,10,10,1.14,1.97
Zograf Readings,ивр_ран,10,10,1.14,1.97
Zograf Readings,понятие,10,10,1.14,1.97
Zograf Readings,собрание,10,10,1.14,1.97
Zograf Readings,теория,9,9,1.03,1.77
Zograf Readings,терминология,9,9,1.03,1.77
Zograf Readings,тагор,9,9,1.03,1.77
Zograf Readings,жизнь,9,9,1.03,1.77
Zograf Readings,мотив,9,9,1.03,1.77
Zograf Readings,там,9,9,1.03,1.77
Zograf Readings,древний,9,9,1.03,1.77
Zograf Readings,эпос,9,9,1.03,1.77
Zograf Readings,классический,9,9,1.03,1.77
Zograf Readings,стиль,9,9,1.03,1.77
Zograf Readings,веданта,9,9,1.03,1.77
Zograf Readings,неварский,9,9,1.03,1.77
Zograf Readings,этимология,9,9,1.03,1.77
Zograf Readings,бхагавадгита,8,7,0.8,1.57
Zograf Readings,знание,8,8,0.91,1.57
Zograf Readings,классификация,8,8,0.91,1.57
Zograf Readings,шанкара,8,8,0.91,1.57
Zograf Readings,царь,8,8,0.91,1.57
Zograf Readings,творчество,8,8,0.91,1.57
Zograf Readings,слово,8,8,0.91,1.57
Zograf Readings,комментарий,8,7,0.8,1.57
Zograf Readings,гимн,8,8,0.91,1.57
Zograf Readings,народный,8,8,0.91,1.57
Zograf Readings,ланка,8,8,0.91,1.57
Zograf Readings,маэ_ран,8,8,0.91,1.57
Zograf Readings,формирование,8,8,0.91,1.57
Zograf Readings,южный,8,8,0.91,1.57
Zograf Readings,русский,8,8,0.91,1.57
Zograf Readings,индоевропейский,8,8,0.91,1.57
Zograf Readings,канон,8,8,0.91,1.57
Zograf Readings,система,8,8,0.91,1.57
Zograf Readings,мир,8,8,0.91,1.57
Zograf Readings,фольклор,8,8,0.91,1.57
Zograf Readings,сознание,7,7,0.8,1.38
Zograf Readings,школа,7,7,0.8,1.38
Zograf Readings,богиня,7,7,0.8,1.38
Zograf Readings,речь,7,7,0.8,1.38
Zograf Readings,лексика,7,7,0.8,1.38
Zograf Readings,упанишад,7,7,0.8,1.38
Zograf Readings,бхартрихари,7,7,0.8,1.38
Zograf Readings,три,7,7,0.8,1.38
Zograf Readings,композиция,7,7,0.8,1.38
Zograf Readings,версия,7,7,0.8,1.38
Zograf Readings,бенгалия,7,7,0.8,1.38
Zograf Readings,развитие,7,7,0.8,1.38
Zograf Readings,возрождение,7,7,0.8,1.38
Zograf Readings,абхинавагупта,7,7,0.8,1.38
Zograf Readings,грамматика,7,7,0.8,1.38
Zograf Readings,восточный,7,7,0.8,1.38
Zograf Readings,зал,7,7,0.8,1.38
Zograf Readings,взгляд,7,7,0.8,1.38
Zograf Readings,культ,7,7,0.8,1.38
Zograf Readings,вишну,7,7,0.8,1.38
Zograf Readings,реконструкция,7,7,0.8,1.38
Zograf Readings,глава,7,7,0.8,1.38
Zograf Readings,первый,7,7,0.8,1.38
Zograf Readings,непальский,7,7,0.8,1.38
Zograf Readings,искусство,7,7,0.8,1.38
Zograf Readings,обряд,7,7,0.8,1.38
Zograf Readings,форма,7,7,0.8,1.38
Zograf Readings,лалитавистара,7,7,0.8,1.38
Zograf Readings,понимание,7,7,0.8,1.38
Zograf Readings,трактат,6,6,0.68,1.18
Zograf Readings,тантрический,6,6,0.68,1.18
Zograf Readings,жанр,6,6,0.68,1.18
Zograf Readings,начало,6,6,0.68,1.18
Zograf Readings,христианский,6,6,0.68,1.18
Zograf Readings,дхарма,6,6,0.68,1.18
Zograf Readings,возможный,6,6,0.68,1.18
Zograf Readings,абхидхарма,6,6,0.68,1.18
Zograf Readings,фольклорный,6,6,0.68,1.18
Zograf Readings,эпический,6,6,0.68,1.18
Zograf Readings,сравнительный,6,6,0.68,1.18
Zograf Readings,формула,6,6,0.68,1.18
Zograf Readings,человек,6,6,0.68,1.18
Zograf Readings,южная_индия,6,6,0.68,1.18
Zograf Readings,восприятие,6,6,0.68,1.18
