gm_thrid,primary,parent,entities,n_messages,year
6654527451910111232,шрифт,инструменты,,4,2019
6641082768891576320,словообразование_сложные_слова,грамматика,,10,2019
6680162560874905600,текст,тексты,,2,2019
6637071163040202752,разное,прочее,,1,2018
6634059187921879040,исправление_опечаток,лексикография,,5,2018
6665308137233317888,йога_васиштха,тексты,Аштадхьяи|Йога-Васиштха,6,2019
6634826114716925952,текст,тексты,Apte Practical Sanskrit-English Dictionary|Arthur Macdonell|Macdonell Sanskrit-English Dictionary|Monier-Williams|Vaman Shivram Apte,12,2018
6660869895330201600,словообразование_сложные_слова,грамматика,,5,2019
6549384762408042496,словарь,лексикография,Wikipedia|Аштадхьяи,1,2018
6497495695974465536,билингва_английский,переводы_и_издания,Pāṇini,3,2017
6600339221606563840,разное,прочее,,2,2018
6506113468403286016,шрифт,инструменты,,10,2018
6593651129273286656,учебник,грамматика,Pāṇini|Йога-Васиштха,15,2018
6502694025211936768,текст,тексты,,4,2017
6503201681307598848,панини,грамматика,GitHub|Grosses Petersburger Wörterbuch|Otto Böhtlingk|Pāṇini|Аштадхьяи,14,2018
6544195956316831744,стотра_гимн,тексты,,3,2018
6595452965642829824,разное,прочее,,6,2018
6542417997755056128,мантра_бхакти,тексты,Пураны,11,2018
6504832407814799360,разное,прочее,,3,2017
6605540989426728960,мантра_бхакти,тексты,,2,2018
6597443028243185664,словарь,лексикография,,1,2018
6496413206329688064,мантра_бхакти,тексты,,1,2017
6539945021863362560,мантра_бхакти,тексты,,7,2018
6598217347950968832,разное,прочее,,14,2018
6600339468358516736,текст,тексты,,1,2018
6600772651234361344,перевод_вопрос,переводы_и_издания,Apte Practical Sanskrit-English Dictionary|Vaman Shivram Apte|Панчатантра,40,2018
6554052650598400000,разное,прочее,,1,2018
6610848535120183296,словарь,лексикография,,2,2018
6597795439417753600,часть_речи,грамматика,,15,2018
6549494982937411584,словарь,лексикография,Wikipedia,1,2018
6568086803718340608,разное,прочее,Delhi|Pāṇini|Varanasi,11,2018
6494465200615325696,учебник,грамматика,,3,2017
6616239372424445952,панини,грамматика,Pāṇini,3,2018
6540583913197142016,разное,прочее,,6,2018
6512788992845414400,разное,прочее,Andrey Zaliznyak|Pāṇini|Varanasi,11,2018
6521287151281242112,учебник,грамматика,,1,2018
6509972775569981440,сандхи_фонетика,грамматика,Pāṇini,15,2018
6509969131419205632,сандхи_фонетика,грамматика,,3,2018
6597104427139596288,частицы_служебные_слова,грамматика,Andrey Zaliznyak|Georg Bühler|Horace Hayman Wilson|Pāṇini|Махабхарата|Упанишады,46,2018
6514702406664585216,разное,прочее,Tatyana Elizarenkova,8,2018
6545480922623377408,шрифт,инструменты,,1,2018
6599163117840629760,разное,прочее,,5,2018
6520908602985676800,разное,прочее,,4,2018
6611320699484110848,учебник,грамматика,,4,2018
6511450935204511744,разное,прочее,,3,2018
6513450021682151424,словарь,лексикография,Pāṇini,16,2018
6587609795135537152,словарь,лексикография,SLP1|Wilson Sanskrit-English Dictionary,4,2018
6608115947458789376,разное,прочее,Varanasi,13,2018
6503038268494315520,шрифт,инструменты,,1,2017
6590526361004146688,частицы_служебные_слова,грамматика,Horace Hayman Wilson|Vācaspatyam|Wilson Sanskrit-English Dictionary|Śaṅkara|Махабхарата|Упанишады,46,2018
6512480507321647104,учебник,грамматика,,10,2018
6584635828753924096,перевод_вопрос,переводы_и_издания,,4,2018
6587616351805767680,шрифт,инструменты,Упанишады,55,2018
6577420809429581824,сандхи_фонетика,грамматика,Pāṇini|Śaṅkara|Аштадхьяи,11,2018
6589457714998411264,текст,тексты,DCS|Йога-Васиштха|Махабхарата|Пураны,10,2018
6602655774595350528,текст,тексты,Махабхарата,1,2018
6595177786460078080,сандхи_фонетика,грамматика,,11,2018
6503204722900467712,персона_ученый,история_и_культура,Andrey Zaliznyak|Pāṇini|Wikipedia,25,2018
6615493511023165440,разное,прочее,,12,2018
6597269120763297792,встреча_событие,организация_группы,Wikipedia,8,2018
6570148479994167296,учебник,грамматика,Andrey Zaliznyak,6,2018
6502029120383221760,панини,грамматика,Pāṇini,1,2017
6507869002015965184,традиция_философия,история_и_культура,,5,2018
6544597822326439936,мантра_бхакти,тексты,,1,2018
6512870333319479296,частицы_служебные_слова,грамматика,,3,2018
6579128089588006912,сандхи_фонетика,грамматика,,5,2018
6515896344676139008,разное,прочее,,11,2018
6539945032933179392,склонение_падеж,грамматика,,2,2018
6602155044099850240,курс_практикум,организация_группы,Delhi|Georg Bühler|Monier-Williams|Saint Petersburg|Varanasi|Аштадхьяи|Упанишады,84,2018
6533197661146710016,учебник,грамматика,Pāṇini|Varanasi,1,2018
6502346405653250048,йога_васиштха,тексты,Йога-Васиштха,16,2017
6502898893651443712,шрифт,инструменты,,4,2017
6600332171019288576,разное,прочее,,3,2018
6571101836279808000,шрифт,инструменты,,1,2018
6508706798742011904,разное,прочее,,2,2018
6591510579154780160,разное,прочее,Wikipedia,8,2018
6539886665708601344,текст,тексты,,2,2019
6572630625131429888,текст,тексты,,9,2018
6541275741870358528,сандхи_фонетика,грамматика,Wikipedia|Аштадхьяи,3,2018
6569130876266872832,текст,тексты,Йога-Васиштха,1,2018
6594882069136932864,текст,тексты,,10,2018
6503050591463276544,шрифт,инструменты,,9,2018
6517266266096402432,разное,прочее,,8,2018
6610267302043582464,учебник,грамматика,,20,2018
6576625573115723776,разное,прочее,,4,2018
6599856807489830912,разное,прочее,Apte Practical Sanskrit-English Dictionary|Vaman Shivram Apte,22,2018
6591732574312202240,разное,прочее,,1,2018
6599510519453843456,мантра_бхакти,тексты,,5,2018
6549472589251608576,перевод_вопрос,переводы_и_издания,,2,2018
6549390927849324544,словарь,лексикография,Wikipedia|Аштадхьяи,1,2018
6616707453270622208,разное,прочее,,13,2018
6598579325182672896,разное,прочее,,8,2018
6570206034958221312,панини,грамматика,Pāṇini,7,2018
6499690433458733056,разное,прочее,Упанишады,5,2017
6504795083048484864,перевод_вопрос,переводы_и_издания,,7,2017
6582826676971896832,йога_васиштха,тексты,Йога-Васиштха|Упанишады,9,2018
6597270356660060160,курс_практикум,организация_группы,Monier-Williams|Moscow|Pāṇini|Wikipedia|Махабхарата|Упанишады,115,2018
6587622928462905344,разное,прочее,,13,2018
6514880094937284608,разное,прочее,,1,2018
6506540223585845248,разное,прочее,,1,2018
6589362986746380288,текст,тексты,Apte Practical Sanskrit-English Dictionary|Grosses Petersburger Wörterbuch|Monier-Williams|Vaman Shivram Apte|Wikipedia|Махабхарата|Ригведа|Упанишады,133,2018
6598510793025650688,разное,прочее,Apte Practical Sanskrit-English Dictionary|Vaman Shivram Apte,14,2018
6541269367992090624,сандхи_фонетика,грамматика,Wikipedia|Аштадхьяи,3,2018
6579596430835449856,учебник,грамматика,Andrey Zaliznyak|Apte Practical Sanskrit-English Dictionary|Moscow|Vaman Shivram Apte|Махабхарата,28,2018
6426406050244591616,этимология,лексикография,,5,2017
6446288884299988992,мантра_бхакти,тексты,,5,2017
6483068921497780224,разное,прочее,,10,2017
6412703525948620800,астрология,прочее,,2,2017
6395473652843806720,разное,прочее,,4,2017
6379892826996473856,словарь,лексикография,,2,2017
6407965868397953024,разное,прочее,Monier-Williams,5,2017
6382439904434978816,склонение_падеж,грамматика,,4,2017
6430983993425920000,склонение_падеж,грамматика,,4,2017
6415969434559578112,разное,прочее,,7,2017
6473388376405835776,спряжение_глагол,грамматика,,4,2018
6419990220755697664,традиция_философия,история_и_культура,,2,2017
6381664311370055680,текст,тексты,Махабхарата|Рамаяна,2,2017
6382781655941120000,текст,тексты,Махабхарата,4,2017
6379591898709884928,шрифт,инструменты,,13,2017
6494178554181320704,йога_васиштха,тексты,Pāṇini|Дхатупатха|Йога-Васиштха,15,2017
6396542741634875392,учебник,грамматика,,1,2017
6411144039529185280,сандхи_фонетика,грамматика,,11,2017
6471604288750616576,разное,прочее,Georg Bühler,7,2017
6485277477021155328,учебник,грамматика,,1,2017
6420303676053651456,учебник,грамматика,Pāṇini|Ригведа,14,2017
6462691170681094144,разное,прочее,,3,2017
6400418876798009344,разное,прочее,,4,2017
6391627882242768896,разное,прочее,,3,2017
6397248479863767040,этимология,лексикография,,6,2017
6425989256051687424,мантра_бхакти,тексты,,3,2017
6444545804991463424,шрифт,инструменты,,3,2017
6471183798720528384,разное,прочее,,5,2017
6379542689030864896,комментарии_ачарьи,тексты,,1,2017
6465881295724478464,текст,тексты,Упанишады,4,2017
6440471385424789504,книга,книги_и_раздача,Пураны|Упанишады,48,2018
6381107667919699968,курс_практикум,организация_группы,,7,2017
6422942077875650560,разное,прочее,,1,2017
6485646639872606208,учебник,грамматика,Pāṇini,2,2017
6466535855458615296,разное,прочее,Patañjali,19,2017
6479430987153408000,панини,грамматика,,8,2017
6439316267266473984,разное,прочее,,4,2017
6484672894584487936,разное,прочее,Apte Practical Sanskrit-English Dictionary|Georg Bühler|Vaman Shivram Apte|Махабхарата|Панчатантра,11,2017
6488928798612914176,шрифт,инструменты,,15,2017
6494452743102529536,разное,прочее,,1,2017
6436205533376544768,разное,прочее,Kātyāyana,26,2018
6409140033671921664,словарь,лексикография,,10,2017
6384519388982149120,перевод_вопрос,переводы_и_издания,,2,2017
6493050135696637952,словарь,лексикография,Andrey Zaliznyak|Tatyana Elizarenkova,1,2017
6387656348767617024,разное,прочее,,4,2017
6484107406287568896,билингва_английский,переводы_и_издания,Wikipedia,12,2018
6396565437559078912,разное,прочее,,8,2017
6382837259237851136,разное,прочее,,3,2017
6383177732946132992,текст,тексты,,15,2017
6446351266151923712,словарь,лексикография,,1,2017
6494307912240857088,панини,грамматика,Pāṇini,2,2017
6411538402265530368,разное,прочее,,4,2017
6397119984309370880,словарь,лексикография,GitHub,1,2017
6484686297530105856,разное,прочее,,8,2017
6457411122774409216,текст,тексты,Dropbox,11,2017
6416996178519392256,сравнительное_языкознание,лексикография,Wikipedia,2,2017
6398038005190230016,стотра_гимн,тексты,,3,2017
6394061906199445504,словарь,лексикография,,11,2018
6381128477801709568,сандхи_фонетика,грамматика,Pāṇini|Wikipedia|Аштадхьяи,8,2017
6400638052632363008,шрифт,инструменты,,7,2017
6380927629060472832,разное,прочее,Бхагавад-гита|Махабхарата|Рамаяна,9,2017
6433053136310501376,склонение_падеж,грамматика,,9,2017
6396158718683119616,стотра_гимн,тексты,Horace Hayman Wilson|Wilson Sanskrit-English Dictionary,7,2017
6447566278859161600,разное,прочее,,4,2018
6492021072155639808,учебник,грамматика,Andrey Zaliznyak|Saint Petersburg|Tatyana Elizarenkova,1,2017
6387818064254074880,разное,прочее,,3,2017
6477496733127409664,йога_васиштха,тексты,Pāṇini|Аштадхьяи|Йога-Васиштха,18,2017
6467663762798149632,разное,прочее,Apte Practical Sanskrit-English Dictionary|Vaman Shivram Apte,24,2017
6389241008986521600,панини,грамматика,Pāṇini,7,2017
6445816585342943232,учебник,грамматика,,3,2017
6469829671856898048,разное,прочее,Pāṇini,13,2017
6470890625929576448,словарь,лексикография,,1,2017
6381663081253044224,словарь,лексикография,Monier-Williams,1,2017
6467095005597007872,разное,прочее,Wikipedia,35,2020
6395013992947908608,стотра_гимн,тексты,,6,2017
6437113509232771072,разное,прочее,GitHub,3,2017
6407441757278044160,сайт,инструменты,,1,2017
6442983616309886976,шрифт,инструменты,,6,2017
6490410502884163584,йога_васиштха,тексты,,3,2017
6393899637015576576,разное,прочее,,12,2017
6479646674930106368,разное,прочее,,1,2017
6430082329578831872,разное,прочее,,4,2017
6395567025127686144,учебник,грамматика,,32,2017
6451907228723052544,перевод_вопрос,переводы_и_издания,,3,2017
6490408677289230336,pdf,инструменты,GitHub|Moscow,2,2017
6486353037590790144,учебник,грамматика,,4,2017
6470046058151936000,разное,прочее,Бхагавад-гита,21,2017
6391925005111787520,разное,прочее,,4,2017
6390172345014681600,разное,прочее,,4,2017
6478102509672988672,мантра_бхакти,тексты,Махабхарата|Пураны,5,2017
6442195552741359616,текст,тексты,Pāṇini,10,2017
6395379257459081216,сайт,инструменты,,2,2017
6388147393678802944,традиция_философия,история_и_культура,,1,2017
6382002795264868352,текст,тексты,Kātyāyana|Patañjali|Pāṇini|Rudolph Roth|Varanasi|Аштадхьяи|Бхагавад-гита|Йога-Васиштха|Махабхарата|Пураны|Упанишады,243,2019
6390201240274337792,сандхи_фонетика,грамматика,Pāṇini,9,2017
6490973261679034368,разное,прочее,,3,2017
6344913736303640576,книга,книги_и_раздача,,1,2016
6272348480528711680,разное,прочее,,9,2016
6264984076756713472,разное,прочее,,9,2016
6249177239053664256,сайт,инструменты,Рамаяна,1,2016
6337615973503205376,этимология,лексикография,DCS,3,2016
6370550437522702336,разное,прочее,,6,2017
6295077697756332032,разное,прочее,,1,2016
6256560429503348736,разное,прочее,,2,2016
6294594305160904704,шрифт,инструменты,Dropbox,25,2016
6295990291674431488,книга,книги_и_раздача,,1,2016
6378484273479942144,разное,прочее,Monier-Williams,4,2017
6343836655194996736,шрифт,инструменты,,16,2016
6364760679262453760,текст,тексты,Apte Practical Sanskrit-English Dictionary|Vaman Shivram Apte|Vācaspatyam|Упанишады,15,2016
6337203030864166912,словарь,лексикография,,1,2016
6265689554940854272,учебник,грамматика,Apte Practical Sanskrit-English Dictionary|Vaman Shivram Apte,25,2016
6355734648177295360,спряжение_глагол,грамматика,,1,2016
6288577958301925376,учебник,грамматика,Pāṇini,1,2016
6274729904553590784,учебник,грамматика,Pāṇini,19,2016
6360942673443946496,разное,прочее,,4,2017
6286656854258876416,словарь,лексикография,Śaṅkara,1,2016
6318778024717189120,разное,прочее,,21,2016
6253795529346514944,разное,прочее,,7,2016
6334632729181683712,разное,прочее,Varanasi,1,2016
6264993887771688960,разное,прочее,Бхагавад-гита,15,2016
6274395486776459264,словарь,лексикография,Georg Bühler|Упанишады,25,2016
6296183181832880128,сандхи_фонетика,грамматика,,5,2016
6340948223455133696,разное,прочее,Pāṇini,9,2016
6286799850916806656,словарь,лексикография,,2,2016
6263378977989066752,разное,прочее,DCS,27,2016
6359161521112612864,словарь,лексикография,Moscow|Saint Petersburg,4,2017
6347322350020591616,шрифт,инструменты,,5,2016
6286345185714503680,сайт,инструменты,GitHub,1,2016
6355048205318619136,разное,прочее,,7,2017
6294457212863512576,словарь,лексикография,Ferdinand Knauer|Georg Bühler|Hermann Grassmann|Rudolph Roth|Wilson Sanskrit-English Dictionary|Wörterbuch zum Rig-Veda,8,2016
6356502260885749760,разное,прочее,,6,2016
6326047964746743808,шрифт,инструменты,Wikipedia,6,2016
6266994954424287232,частицы_служебные_слова,грамматика,,19,2016
6374801943737401344,разное,прочее,Monier-Williams|Ригведа|Упанишады,5,2017
6323964554712711168,разное,прочее,Pāṇini|Аштадхьяи,15,2016
6261715129054789632,разное,прочее,,3,2016
6255277204828061696,учебник,грамматика,,4,2016
6275909173305671680,словарь,лексикография,Grosses Petersburger Wörterbuch|Monier-Williams|Vācaspatyam|Wilson Sanskrit-English Dictionary,20,2016
6291521650444730368,сандхи_фонетика,грамматика,,1,2016
6284145717179056128,словарь,лексикография,,2,2016
6372605416234287104,словарь,лексикография,,19,2017
6369835349152104448,комментарии_ачарьи,тексты,Упанишады,4,2016
6377786103185801216,книга,книги_и_раздача,,1,2017
6279070991066857472,разное,прочее,GitHub|SLP1,6,2016
6331224763187331072,разное,прочее,Śaṅkara,5,2016
6270525185684668416,разное,прочее,Otto Böhtlingk|Pāṇini|Wikipedia|Wilson Sanskrit-English Dictionary|Śaṅkara,46,2017
6311300244653998080,разное,прочее,,4,2016
6287155215415115776,разное,прочее,Pāṇini|SLP1,11,2016
6360299584203259904,разное,прочее,Apte Practical Sanskrit-English Dictionary|Vaman Shivram Apte,14,2016
6363092202101407744,учебник,грамматика,Pāṇini,2,2016
6369087092871397376,текст,тексты,Пураны,15,2016
6367317620379615232,разное,прочее,Apte Practical Sanskrit-English Dictionary|Grosses Petersburger Wörterbuch|Monier-Williams|Otto Böhtlingk|Rudolph Roth|Vaman Shivram Apte,15,2016
6350181764045996032,индия_путешествие,история_и_культура,Kātyāyana|Varanasi|Vrindavan|Wikipedia|Аштадхьяи,26,2016
6333206147111059456,разное,прочее,Йога-Васиштха|Пураны,14,2016
6348246897678876672,сандхи_фонетика,грамматика,,2,2016
6361844307549224960,разное,прочее,,4,2016
6330947698297929728,учебник,грамматика,Wikipedia,2,2016
6379392687433318400,шрифт,инструменты,Бхагавад-гита,2,2017
6296757465532858368,текст,тексты,Śabdakalpadruma|Бхагавад-гита|Махабхарата|Панчатантра|Рамаяна|Упанишады,2,2016
6327532764299001856,разное,прочее,,12,2016
6328402913279344640,разное,прочее,,5,2016
6378708273227366400,словарь,лексикография,Grosses Petersburger Wörterbuch|Otto Böhtlingk|Saint Petersburg|Wikipedia|Махабхарата|Рамаяна|Ригведа,9,2017
6275987921896996864,панини,грамматика,Apte Practical Sanskrit-English Dictionary|Pāṇini|Vaman Shivram Apte|Аштадхьяи,25,2017
6272687042073722880,разное,прочее,Pāṇini|Vācaspatyam|Махабхарата,15,2016
6350682249788129280,встреча_событие,организация_группы,,3,2016
6307895299440377856,йога_васиштха,тексты,Pāṇini|Йога-Васиштха,4,2016
6343267696378904576,словарь,лексикография,,2,2016
6340528634634174464,словарь,лексикография,GitHub|SLP1,1,2016
6283131064421449728,разное,прочее,,1,2016
6260528550634323968,панини,грамматика,Pāṇini,3,2016
6260653328697393152,курс_практикум,организация_группы,,3,2016
6285872672624607232,склонение_падеж,грамматика,,2,2016
6292057816823758848,словарь,лексикография,Grosses Petersburger Wörterbuch,2,2016
6328610241084653568,шрифт,инструменты,,3,2016
6360232698073579520,словарь,лексикография,Horace Hayman Wilson|Wilson Sanskrit-English Dictionary,16,2016
6265233574391185408,словарь,лексикография,,3,2016
6326707401056583680,текст,тексты,Пураны,6,2016
6377693478734790656,разное,прочее,Apte Practical Sanskrit-English Dictionary|Vaman Shivram Apte|Wikipedia|Махабхарата,4,2017
6274574095772286976,учебник,грамматика,Pāṇini,6,2016
6255299239880949760,разное,прочее,,1,2016
6367539019589353472,традиция_философия,история_и_культура,,4,2016
6335012030981865472,разное,прочее,DCS|GitHub,8,2016
6278881641164177408,сандхи_фонетика,грамматика,,5,2016
6332913581775912960,разное,прочее,,1,2016
6327845349051334656,разное,прочее,,10,2016
6300431941050040320,разное,прочее,Apte Practical Sanskrit-English Dictionary|Vaman Shivram Apte|Wikipedia,6,2017
6289011314266210304,перевод_вопрос,переводы_и_издания,Wikipedia|Махабхарата,10,2016
6278220713260220416,шрифт,инструменты,,30,2016
6369562959265398784,словарь,лексикография,,6,2016
6370991112089239552,разное,прочее,Monier-Williams,18,2017
6254917433590546432,книга,книги_и_раздача,,11,2016
6255655285487042560,разное,прочее,Arthur Macdonell|Macdonell Sanskrit-English Dictionary|Monier-Williams|Pāṇini|Махабхарата,35,2016
6165705316994383872,разное,прочее,Apte Practical Sanskrit-English Dictionary|GitHub|Monier-Williams|Vaman Shivram Apte,24,2015
6194719108219535360,разное,прочее,,3,2015
6228006500243079168,шрифт,инструменты,,11,2015
6201434132639121408,книга,книги_и_раздача,Рамаяна,2,2015
6217444492624003072,словарь,лексикография,Andrey Zaliznyak|Apte Practical Sanskrit-English Dictionary|Ferdinand Knauer|Georg Bühler|Pāṇini|Tatyana Elizarenkova|Vaman Shivram Apte|Vācaspatyam|Махабхарата,90,2017
6183322445045301248,комментарии_ачарьи,тексты,Бхагавад-гита,12,2015
6172151566141751296,этимология,лексикография,Pāṇini|Дхатупатха,3,2015
6208791825140940800,учебник,грамматика,,1,2015
6185587439544827904,разное,прочее,,3,2015
6189123295086903296,книга,книги_и_раздача,Бхагавад-гита,12,2015
6165354306862055424,разное,прочее,,17,2017
36640177258496,шрифт,инструменты,,8,2015
6166870716633317376,шрифт,инструменты,,3,2015
6198122019934961664,стотра_гимн,тексты,Arthur Macdonell|Macdonell Sanskrit-English Dictionary|Monier-Williams|Pāṇini|Пураны|Ригведа|Упанишады,92,2017
6182512977650909184,текст,тексты,Apte Practical Sanskrit-English Dictionary|Horace Hayman Wilson|Pāṇini|Vaman Shivram Apte|Wilson Sanskrit-English Dictionary|Бхагавад-гита|Пураны|Ригведа,97,2017
6220311703135977472,шрифт,инструменты,,2,2015
6175158065809063936,учебник,грамматика,Pāṇini,5,2015
6184984341239562240,словарь,лексикография,Pāṇini|Śaṅkara|Бхагавад-гита,32,2015
6248301088366133248,словарь,лексикография,,1,2016
6177580314139820032,разное,прочее,Бхагавад-гита,15,2015
6222223956697415680,словарь,лексикография,,1,2015
6172586649939083264,словарь,лексикография,Delhi|Georg Bühler|Pāṇini|Рамаяна,128,2016
6214707275899076608,разное,прочее,Ригведа,6,2015
6173588318875287552,шрифт,инструменты,,3,2015
6171777691792965632,словарь,лексикография,,1,2015
6210453164898910208,словарь,лексикография,GitHub|Grosses Petersburger Wörterbuch,6,2015
6185707924162084864,разное,прочее,,5,2015
6191784699851964416,текст,тексты,Бхагавад-гита|Пураны|Упанишады,66,2016
6217853650739396608,шрифт,инструменты,,9,2015
6221749158590545920,разное,прочее,,47,2016
6222254252244336640,сандхи_фонетика,грамматика,,6,2015
6202900047256879104,разное,прочее,Andrey Zaliznyak,28,2015
6199403299935879168,сайт,инструменты,,3,2015
6216917841305665536,разное,прочее,Grosses Petersburger Wörterbuch|Otto Böhtlingk|Махабхарата|Панчатантра,66,2016
6193693860663656448,стотра_гимн,тексты,Varanasi,6,2015
6197733144557256704,администрирование_группы,организация_группы,Бхагавад-гита,3,2015
6206150204543991808,сандхи_фонетика,грамматика,,5,2015
36694535438336,текст,тексты,,1,2015
6187033937417601024,учебник,грамматика,Ferdinand Knauer|Georg Bühler,32,2015
6171492201657270272,словарь,лексикография,,3,2015
6214077925940002816,словарь,лексикография,GitHub|Monier-Williams,4,2015
6202290377088565248,книга,книги_и_раздача,,2,2015
6208595906375188480,разное,прочее,,7,2015
6223801621981167616,шрифт,инструменты,,4,2015
6165804484270227456,разное,прочее,,4,2015
6166144899044343808,йога_васиштха,тексты,Pāṇini|Йога-Васиштха,8,2015
6214775284810383360,разное,прочее,,8,2015
6209639209580363776,словарь,лексикография,,1,2015
6170691100352708608,разное,прочее,,5,2015
6208471469182156800,сайт,инструменты,GitHub,2,2015
6244733755193294848,разное,прочее,,3,2016
6175547640696012800,книга,книги_и_раздача,,2,2015
6244134508512149504,индия_путешествие,история_и_культура,,1,2016
6204129608559755264,разное,прочее,,3,2015
6199171912511258624,встреча_событие,организация_группы,,1,2015
6221957945032179712,словарь,лексикография,,6,2015
6210789261576241152,разное,прочее,,1,2015
6217457405307912192,разное,прочее,,3,2015
6214997251608018944,словарь,лексикография,,10,2015
6211797506018246656,словарь,лексикография,GitHub,1,2015
6207487024550641664,шрифт,инструменты,,8,2015
6183682872944099328,словарь,лексикография,,1,2015
6234971253193572352,разное,прочее,,3,2016
6189935720998633472,разное,прочее,,1,2015
6166236714191814656,текст,тексты,Упанишады,5,2015
6170273817570574336,разное,прочее,Pāṇini|Varanasi|Аштадхьяи,16,2015
6209884936974893056,сандхи_фонетика,грамматика,Arthur Macdonell|Macdonell Sanskrit-English Dictionary|Pāṇini|Ригведа,42,2015
6190736132790026240,разное,прочее,Pāṇini,10,2015
6184405009222860800,словарь,лексикография,,10,2015
6216194701142261760,книга,книги_и_раздача,Moscow,1,2015
6240839587199975424,разное,прочее,Wikipedia,6,2016
6204324320835010560,склонение_падеж,грамматика,,2,2015
6167234232467849216,учебник,грамматика,,1,2015
6197674865902747648,словарь,лексикография,Ferdinand Knauer|Moscow,1,2015
6229958229406777344,сандхи_фонетика,грамматика,Pāṇini,6,2015
6184403798222438400,словарь,лексикография,Пураны,2,2015
6223432312578637824,словарь,лексикография,,1,2015
6187297401782403072,разное,прочее,,6,2015
6205858134803611648,текст,тексты,Arthur Macdonell|Macdonell Sanskrit-English Dictionary,12,2015
6213182758867435520,сандхи_фонетика,грамматика,Ригведа,1,2015
6210797790638899200,словарь,лексикография,GitHub|Monier-Williams,7,2015
6213190358720839680,традиция_философия,история_и_культура,,1,2015
6205809256594145280,склонение_падеж,грамматика,,1,2015
6164864106815815680,текст,тексты,,3,2015
6185801516940525568,разное,прочее,,11,2015
6183286827001053184,словарь,лексикография,,2,2015
6186612023275552768,учебник,грамматика,Andrey Zaliznyak|Pāṇini,21,2015
6170199468515786752,персона_ученый,история_и_культура,,4,2015
6184038102084878336,словарь,лексикография,,3,2015
6173542811350073344,чтение,тексты,,36,2016
6243836586197254144,словарь,лексикография,Moscow|Pāṇini|Упанишады,1,2016
6188180469896445952,текст,тексты,Śaṅkara|Бхагавад-гита|Упанишады,41,2018
6200165760566820864,книга,книги_и_раздача,,1,2015
6205667816184479744,панини,грамматика,,7,2015
36679006027776,разное,прочее,,11,2015
6212251223427383296,разное,прочее,,3,2015
32874681073664,текст,тексты,Бхагавад-гита|Махабхарата,9,2015
33973549924352,текст,тексты,,7,2016
36130617556992,текст,тексты,Йога-Васиштха,1,2015
36027969306624,разное,прочее,,7,2015
35651489628160,сайт,инструменты,Pāṇini,1,2015
34095863169024,панини,грамматика,Pāṇini,10,2015
35193054298112,панини,грамматика,Pāṇini,1,2015
32779510218752,разное,прочее,,17,2015
32939780866048,текст,тексты,,2,2015
35238742851584,разное,прочее,,1,2015
32896422248448,книга,книги_и_раздача,ITRANS|Бхагавад-гита|Пураны,14,2015
33638386237440,курс_практикум,организация_группы,Delhi|Kātyāyana|Varanasi|Wikipedia|Махабхарата,19,2015
35182091436032,текст,тексты,,5,2015
33756873228288,йога_васиштха,тексты,Wikipedia|Йога-Васиштха,10,2015
33174344171520,текст,тексты,Упанишады,4,2015
34767931179008,разное,прочее,Apte Practical Sanskrit-English Dictionary|Delhi|Monier-Williams|Vaman Shivram Apte|Wikipedia,52,2015
34920653127680,словарь,лексикография,Apte Practical Sanskrit-English Dictionary|Cappeller Sanskrit-English Dictionary|GitHub|Grosses Petersburger Wörterbuch|Monier-Williams|SLP1|Vācaspatyam|Wörterbuch zum Rig-Veda,1,2015
32989870292992,книга,книги_и_раздача,,4,2015
33028641390592,книга,книги_и_раздача,,2,2015
36322836217856,исправление_опечаток,лексикография,Ferdinand Knauer|Moscow|Saint Petersburg,15,2015
33354470653952,разное,прочее,GitHub,14,2015
32566635659264,учебник,грамматика,Apte Practical Sanskrit-English Dictionary|Patañjali|Pāṇini|Vaman Shivram Apte|Дхатупатха,6,2015
35061606907904,учебник,грамматика,Apte Practical Sanskrit-English Dictionary|Ferdinand Knauer|Georg Bühler|Moscow|Vaman Shivram Apte,4,2015
36362219683840,текст,тексты,Wikipedia|Упанишады,23,2015
33036639928320,pdf,инструменты,Dropbox,8,2015
34091330174976,текст,тексты,Monier-Williams|Pāṇini|Аштадхьяи|Рамаяна,50,2016
34564563009536,разное,прочее,Pāṇini,16,2017
36018330796032,текст,тексты,,1,2015
32918308126720,словарь,лексикография,Śaṅkara|Бхагавад-гита,2,2015
35131004813312,учебник,грамматика,,5,2015
35502866563072,текст,тексты,Бхагавад-гита,9,2015
34343945764864,текст,тексты,,1,2015
33316326604800,сайт,инструменты,,1,2015
36628230832128,текст,тексты,,1,2015
35028802207744,учебник,грамматика,Pāṇini,4,2015
34539843878912,разное,прочее,Махабхарата,22,2015
36093921591296,учебник,грамматика,,3,2015
32925661790208,книга,книги_и_раздача,,1,2015
36548579950592,разное,прочее,,4,2015
34491614625792,учебник,грамматика,,1,2015
35736803868672,текст,тексты,,1,2015
36134527696896,йога_васиштха,тексты,Monier-Williams|Йога-Васиштха,3,2015
33763005300736,словарь,лексикография,Pāṇini,7,2015
35582044536832,словарь,лексикография,Amarakosha|Vācaspatyam,5,2015
33003567841280,словарь,лексикография,Hermann Grassmann|Wörterbuch zum Rig-Veda|Ригведа,3,2015
34786915647488,разное,прочее,Patañjali|Pāṇini,15,2015
