renou_axis,renou_code,renou_label,year,primary_topic,list_function,message_count,thread_count,author_count
register,smrti,Smṛti,1994,General scholarly discussion,general discussion,2,1,2
register,smrti,Smṛti,1995,General scholarly discussion,general discussion,1,1,1
register,smrti,Smṛti,1996,General scholarly discussion,general discussion,1,1,1
register,smrti,Smṛti,1997,Bibliographic requests,identification/help request,1,1,1
register,smrti,Smṛti,2000,General scholarly discussion,general discussion,14,12,12
register,smrti,Smṛti,2001,General scholarly discussion,general discussion,1,1,1
register,smrti,Smṛti,2001,Veda and ritual,general discussion,1,1,1
register,smrti,Smṛti,2002,General scholarly discussion,general discussion,13,4,11
register,smrti,Smṛti,2004,General scholarly discussion,general discussion,2,2,2
register,smrti,Smṛti,2005,General scholarly discussion,general discussion,1,1,1
register,smrti,Smṛti,2007,General scholarly discussion,general discussion,1,1,1
register,smrti,Smṛti,2009,General scholarly discussion,general discussion,2,1,2
register,smrti,Smṛti,2012,General scholarly discussion,general discussion,1,1,1
register,smrti,Smṛti,2013,General scholarly discussion,general discussion,8,2,6
register,smrti,Smṛti,2015,General scholarly discussion,general discussion,7,1,5
register,smrti,Smṛti,2016,Texts and philology,philological discussion,2,2,2
register,smrti,Smṛti,2017,General scholarly discussion,general discussion,6,1,4
register,smrti,Smṛti,2019,General scholarly discussion,general discussion,1,1,1
register,smrti,Smṛti,2021,General scholarly discussion,general discussion,6,1,6
register,smrti,Smṛti,2022,General scholarly discussion,general discussion,1,1,1
register,smrti,Smṛti,2022,Texts and philology,philological discussion,1,1,1
register,smrti,Smṛti,2023,General scholarly discussion,general discussion,2,1,2
register,smrti,Smṛti,2024,General scholarly discussion,general discussion,2,2,2
