thread_root_id,thread_subject,year,primary_topic,list_function,thread_length,first_url,renou_states,renou_registers,renou_labels,matched_message_count,match_count,confidence,evidence
006790,Svara for Yajurveda mantra,1997,Veda and ritual,general discussion,1,https://list.indology.info/pipermail/indology/1997-January/006790.html,I,yajus,Vedic; Yajurveda,1,2,subject_pattern,subject matched `Yajurveda` using `state_I`; subject matched `Yajurveda` using `register_yajus`
006798,Svara for Yajurveda mantra,1997,Veda and ritual,general discussion,5,https://list.indology.info/pipermail/indology/1997-January/006798.html,I,yajus,Vedic; Yajurveda,1,2,subject_pattern,subject matched `Yajurveda` using `state_I`; subject matched `Yajurveda` using `register_yajus`
020641,creative atomic scientist's translations,2000,General scholarly discussion,general discussion,21,https://list.indology.info/pipermail/indology/2000-March/020641.html,I; III,epic; yajus,Epic; Epic & prolongements; Vedic; Yajurveda,7,9,subject_pattern,subject matched `Vedanga` using `state_I`; subject matched `Mahabharata` using `state_III`; subject matched `Mahabharata` using `register_epic`; subject matched `Vedanga` using `state_I`; subject matched `Veda` using `state_I`; subject matched `Yajur` using `register_yajus`
024801,"The white yajurveda and the black yajurveda,yajnavalkya and yoga",2001,Veda and ritual,general discussion,1,https://list.indology.info/pipermail/indology/2001-January/024801.html,I,smrti; yajus,Smṛti; Vedic; Yajurveda,1,3,subject_pattern,subject matched `yajurveda` using `state_I`; subject matched `yajurveda` using `register_yajus`; subject matched `yajnavalkya` using `register_smrti`
026744,Kh instead of S in Yajur Veda,2002,Veda and ritual,general discussion,2,https://list.indology.info/pipermail/indology/2002-February/026744.html,I,yajus,Vedic; Yajurveda,2,4,subject_pattern,subject matched `Veda` using `state_I`; subject matched `Yajur` using `register_yajus`; subject matched `Veda` using `state_I`; subject matched `Yajur` using `register_yajus`
026748,Kh instead of S in Yajur Veda,2002,Veda and ritual,general discussion,7,https://list.indology.info/pipermail/indology/2002-March/026748.html,I,yajus,Vedic; Yajurveda,5,10,subject_pattern,subject matched `Veda` using `state_I`; subject matched `Yajur` using `register_yajus`; subject matched `Veda` using `state_I`; subject matched `Yajur` using `register_yajus`; subject matched `Veda` using `state_I`; subject matched `Yajur` using `register_yajus`
026754,Kh instead of S in Yajur Veda,2002,Veda and ritual,general discussion,1,https://list.indology.info/pipermail/indology/2002-March/026754.html,I,yajus,Vedic; Yajurveda,1,2,subject_pattern,subject matched `Veda` using `state_I`; subject matched `Yajur` using `register_yajus`
026761,Kh instead of S in Yajur Veda,2002,Veda and ritual,general discussion,1,https://list.indology.info/pipermail/indology/2002-March/026761.html,I,yajus,Vedic; Yajurveda,1,2,subject_pattern,subject matched `Veda` using `state_I`; subject matched `Yajur` using `register_yajus`
038164,Shukla Yajurveda word count,2013,Veda and ritual,general discussion,1,https://list.indology.info/pipermail/indology/2013-July/038164.html,I,yajus,Vedic; Yajurveda,1,2,subject_pattern,subject matched `Yajurveda` using `state_I`; subject matched `Yajurveda` using `register_yajus`
041788,Brains of Yajurveda Pandits are different,2015,Veda and ritual,general discussion,3,https://list.indology.info/pipermail/indology/2015-August/041788.html,I,yajus,Vedic; Yajurveda,3,6,subject_pattern,subject matched `Yajurveda` using `state_I`; subject matched `Yajurveda` using `register_yajus`; subject matched `Yajurveda` using `state_I`; subject matched `Yajurveda` using `register_yajus`; subject matched `Yajurveda` using `state_I`; subject matched `Yajurveda` using `register_yajus`
041798,Yajurveda text requests,2015,Veda and ritual,philological discussion,2,https://list.indology.info/pipermail/indology/2015-August/041798.html,I,yajus,Vedic; Yajurveda,2,4,subject_pattern,subject matched `Yajurveda` using `state_I`; subject matched `Yajurveda` using `register_yajus`; subject matched `Yajurveda` using `state_I`; subject matched `Yajurveda` using `register_yajus`
042504,Online krama and ghana mode recitations of Krsna Yajurveda,2016,Digital resources and tools,digital resource/tool,1,https://list.indology.info/pipermail/indology/2016-January/042504.html,I,yajus,Vedic; Yajurveda,1,2,subject_pattern,subject matched `Yajurveda` using `state_I`; subject matched `Yajurveda` using `register_yajus`
056025,A three days life performance of Yajurveda recitation at Kantaloor Sala,2022,Veda and ritual,general discussion,4,https://list.indology.info/pipermail/indology/2022-April/056025.html,I,yajus,Vedic; Yajurveda,4,8,subject_pattern,subject matched `Yajurveda` using `state_I`; subject matched `Yajurveda` using `register_yajus`; subject matched `Yajurveda` using `state_I`; subject matched `Yajurveda` using `register_yajus`; subject matched `Yajurveda` using `state_I`; subject matched `Yajurveda` using `register_yajus`
