slug,issue,archive_count,mbox_count
2023-August,count_mismatch,138,140
2024-April,count_mismatch,129,130
2024-December,count_mismatch,118,119
2025-May,count_mismatch,160,161
2025-July,count_mismatch,106,107
2025-August,count_mismatch,180,181
2025-September,count_mismatch,129,130
2025-December,count_mismatch,116,117
