renou_axis,renou_code,renou_label,year,primary_topic,list_function,message_count,thread_count,author_count
register,jaina,Jaina,1993,Buddhism and Jainism,general discussion,1,1,1
register,jaina,Jaina,1994,Buddhism and Jainism,general discussion,3,1,2
register,jaina,Jaina,1995,Buddhism and Jainism,general discussion,4,3,3
register,jaina,Jaina,1995,General scholarly discussion,general discussion,13,9,10
register,jaina,Jaina,1995,List administration,list administration,1,1,1
register,jaina,Jaina,1996,Buddhism and Jainism,general discussion,4,4,4
register,jaina,Jaina,1996,General scholarly discussion,general discussion,1,1,1
register,jaina,Jaina,1997,Buddhism and Jainism,general discussion,10,9,10
register,jaina,Jaina,1997,Buddhism and Jainism,philological discussion,2,2,2
register,jaina,Jaina,1997,General scholarly discussion,general discussion,2,2,2
register,jaina,Jaina,1998,Buddhism and Jainism,general discussion,5,5,5
register,jaina,Jaina,1998,Buddhism and Jainism,identification/help request,6,4,5
register,jaina,Jaina,1998,Digital resources and tools,digital resource/tool,1,1,1
register,jaina,Jaina,1999,Buddhism and Jainism,general discussion,6,5,6
register,jaina,Jaina,2000,Buddhism and Jainism,general discussion,19,18,17
register,jaina,Jaina,2000,General scholarly discussion,general discussion,3,3,3
register,jaina,Jaina,2001,Buddhism and Jainism,general discussion,3,2,3
register,jaina,Jaina,2002,General scholarly discussion,general discussion,1,1,1
register,jaina,Jaina,2004,Buddhism and Jainism,general discussion,2,2,1
register,jaina,Jaina,2005,General scholarly discussion,general discussion,2,1,2
register,jaina,Jaina,2006,Announcements and events,announcement/event,2,2,2
register,jaina,Jaina,2006,Buddhism and Jainism,general discussion,8,6,7
register,jaina,Jaina,2007,Announcements and events,announcement/event,4,4,4
register,jaina,Jaina,2007,Buddhism and Jainism,general discussion,7,6,7
register,jaina,Jaina,2008,Announcements and events,announcement/event,3,3,2
register,jaina,Jaina,2008,Buddhism and Jainism,general discussion,9,9,7
register,jaina,Jaina,2009,Announcements and events,announcement/event,3,3,3
register,jaina,Jaina,2009,Bibliographic requests,general discussion,2,2,2
register,jaina,Jaina,2009,Buddhism and Jainism,general discussion,9,6,7
register,jaina,Jaina,2009,Buddhism and Jainism,obituary/memorial,1,1,1
register,jaina,Jaina,2009,Digital resources and tools,digital resource/tool,1,1,1
register,jaina,Jaina,2009,General scholarly discussion,general discussion,1,1,1
register,jaina,Jaina,2009,History and culture,general discussion,1,1,1
register,jaina,Jaina,2010,Buddhism and Jainism,general discussion,4,3,3
register,jaina,Jaina,2010,Digital resources and tools,digital resource/tool,1,1,1
register,jaina,Jaina,2011,Announcements and events,announcement/event,1,1,1
register,jaina,Jaina,2011,Buddhism and Jainism,general discussion,4,3,4
register,jaina,Jaina,2011,Digital resources and tools,digital resource/tool,1,1,1
register,jaina,Jaina,2012,Announcements and events,announcement/event,1,1,1
register,jaina,Jaina,2012,Buddhism and Jainism,general discussion,5,5,5
register,jaina,Jaina,2012,General scholarly discussion,general discussion,5,2,4
register,jaina,Jaina,2013,Announcements and events,announcement/event,3,3,2
register,jaina,Jaina,2013,Buddhism and Jainism,general discussion,5,2,5
register,jaina,Jaina,2013,General scholarly discussion,general discussion,1,1,1
register,jaina,Jaina,2014,Buddhism and Jainism,general discussion,3,2,2
register,jaina,Jaina,2015,Announcements and events,announcement/event,7,7,3
register,jaina,Jaina,2015,Announcements and events,job/position,1,1,1
register,jaina,Jaina,2015,Buddhism and Jainism,general discussion,5,5,3
register,jaina,Jaina,2015,Buddhism and Jainism,philological discussion,1,1,1
register,jaina,Jaina,2015,General scholarly discussion,general discussion,3,1,2
register,jaina,Jaina,2015,History and culture,general discussion,1,1,1
register,jaina,Jaina,2016,Announcements and events,announcement/event,3,3,2
register,jaina,Jaina,2016,Buddhism and Jainism,general discussion,1,1,1
register,jaina,Jaina,2016,Buddhism and Jainism,philological discussion,1,1,1
register,jaina,Jaina,2016,General scholarly discussion,general discussion,1,1,1
register,jaina,Jaina,2017,Bibliographic requests,bibliographic request,2,1,2
register,jaina,Jaina,2017,Buddhism and Jainism,general discussion,4,4,4
register,jaina,Jaina,2017,Buddhism and Jainism,philological discussion,4,2,3
register,jaina,Jaina,2017,General scholarly discussion,general discussion,3,1,3
register,jaina,Jaina,2018,Announcements and events,announcement/event,3,3,2
register,jaina,Jaina,2018,Announcements and events,job/position,1,1,1
register,jaina,Jaina,2018,Bibliographic requests,general discussion,3,2,2
register,jaina,Jaina,2018,Buddhism and Jainism,general discussion,2,2,2
register,jaina,Jaina,2018,Digital resources and tools,digital resource/tool,4,1,3
register,jaina,Jaina,2018,General scholarly discussion,general discussion,4,2,3
register,jaina,Jaina,2019,Announcements and events,announcement/event,4,4,4
register,jaina,Jaina,2019,Buddhism and Jainism,general discussion,6,5,4
register,jaina,Jaina,2019,Buddhism and Jainism,identification/help request,15,1,10
register,jaina,Jaina,2019,General scholarly discussion,general discussion,1,1,1
register,jaina,Jaina,2020,Announcements and events,announcement/event,5,4,2
register,jaina,Jaina,2020,Announcements and events,job/position,1,1,1
register,jaina,Jaina,2020,Buddhism and Jainism,general discussion,2,2,1
register,jaina,Jaina,2021,Announcements and events,announcement/event,2,2,1
register,jaina,Jaina,2021,Announcements and events,job/position,2,2,2
register,jaina,Jaina,2021,Bibliographic requests,bibliographic request,1,1,1
register,jaina,Jaina,2021,Buddhism and Jainism,general discussion,4,4,3
register,jaina,Jaina,2021,General scholarly discussion,general discussion,1,1,1
register,jaina,Jaina,2022,Announcements and events,announcement/event,13,13,4
register,jaina,Jaina,2022,Announcements and events,job/position,1,1,1
register,jaina,Jaina,2022,Bibliographic requests,bibliographic request,1,1,1
register,jaina,Jaina,2022,Buddhism and Jainism,general discussion,7,5,5
register,jaina,Jaina,2022,Digital resources and tools,digital resource/tool,1,1,1
register,jaina,Jaina,2022,History and culture,job/position,1,1,1
register,jaina,Jaina,2023,Announcements and events,announcement/event,7,7,4
register,jaina,Jaina,2023,Bibliographic requests,general discussion,1,1,1
register,jaina,Jaina,2023,Buddhism and Jainism,general discussion,4,4,3
register,jaina,Jaina,2023,General scholarly discussion,general discussion,1,1,1
register,jaina,Jaina,2023,History and culture,general discussion,2,2,2
register,jaina,Jaina,2024,Announcements and events,announcement/event,7,7,3
register,jaina,Jaina,2024,Announcements and events,job/position,1,1,1
register,jaina,Jaina,2024,Buddhism and Jainism,general discussion,19,11,13
register,jaina,Jaina,2025,Announcements and events,announcement/event,5,5,4
register,jaina,Jaina,2025,Bibliographic requests,general discussion,2,1,1
register,jaina,Jaina,2025,Buddhism and Jainism,general discussion,5,4,4
register,jaina,Jaina,2025,General scholarly discussion,announcement/event,2,1,2
register,jaina,Jaina,2025,General scholarly discussion,general discussion,1,1,1
register,jaina,Jaina,2025,History and culture,general discussion,1,1,1
register,jaina,Jaina,2026,Announcements and events,announcement/event,1,1,1
register,jaina,Jaina,2026,Announcements and events,job/position,1,1,1
register,jaina,Jaina,2026,Buddhism and Jainism,general discussion,7,4,6
register,jaina,Jaina,2026,General scholarly discussion,general discussion,2,1,2
