thread_root_id,thread_subject,year,primary_topic,list_function,thread_length,first_url,renou_states,renou_registers,renou_labels,matched_message_count,match_count,confidence,evidence
001050,Manu - critically,1994,General scholarly discussion,general discussion,2,https://list.indology.info/pipermail/indology/1994-May/001051.html,,smrti,Smṛti,2,2,subject_pattern,subject matched `Manu` using `register_smrti`; subject matched `Manu` using `register_smrti`
003506,W. Doniger's Manu,1995,General scholarly discussion,general discussion,1,https://list.indology.info/pipermail/indology/1995-November/003506.html,,smrti,Smṛti,1,1,subject_pattern,subject matched `Manu` using `register_smrti`
004333,Man/Manu (was Re: Khajuraho),1996,General scholarly discussion,general discussion,2,https://list.indology.info/pipermail/indology/1996-March/004333.html,,smrti,Smṛti,1,1,subject_pattern,subject matched `Manu` using `register_smrti`
006858,Looking for translation of Yajnavalkya text,1997,Bibliographic requests,identification/help request,1,https://list.indology.info/pipermail/indology/1997-February/006858.html,,smrti,Smṛti,1,1,subject_pattern,subject matched `Yajnavalkya` using `register_smrti`
019961,Devanagari for TeX v2.0,2000,General scholarly discussion,general discussion,10,https://list.indology.info/pipermail/indology/2000-January/019961.html,,smrti,Smṛti,1,1,subject_pattern,subject matched `Manu` using `register_smrti`
019980,gifts for Sanskrit teachers,2000,General scholarly discussion,general discussion,6,https://list.indology.info/pipermail/indology/2000-January/019980.html,,smrti,Smṛti,1,1,subject_pattern,subject matched `Manu` using `register_smrti`
020020,armageddon myth,2000,General scholarly discussion,general discussion,3,https://list.indology.info/pipermail/indology/2000-January/020020.html,,smrti,Smṛti,1,1,subject_pattern,subject matched `Manu` using `register_smrti`
020039,gifts for Sanskrit teachers,2000,General scholarly discussion,general discussion,9,https://list.indology.info/pipermail/indology/2000-February/020041.html,I,smrti,Smṛti; Vedic,2,2,subject_pattern,subject matched `Manu` using `register_smrti`; subject matched `Veda` using `state_I`
020037,Q: Manu on Pouring Lead in Sudra Ears,2000,General scholarly discussion,general discussion,3,https://list.indology.info/pipermail/indology/2000-February/020037.html,,smrti,Smṛti,2,2,subject_pattern,subject matched `Manu` using `register_smrti`; subject matched `Manu` using `register_smrti`
020045,Job Opportunity (EFEO),2000,Announcements and events,job/position,8,https://list.indology.info/pipermail/indology/2000-February/020046.html,,smrti,Smṛti,2,2,subject_pattern,subject matched `Manu` using `register_smrti`; subject matched `Manu` using `register_smrti`
020052,Special Characters & Unicode,2000,Digital resources and tools,digital resource/tool,2,https://list.indology.info/pipermail/indology/2000-February/020054.html,,smrti,Smṛti,1,1,subject_pattern,subject matched `Manu` using `register_smrti`
020080,Help requested,2000,General scholarly discussion,identification/help request,2,https://list.indology.info/pipermail/indology/2000-February/020081.html,,smrti,Smṛti,1,1,subject_pattern,subject matched `Manu` using `register_smrti`
020085,Q: Manu on Pouring Lead in Sudra Ears,2000,General scholarly discussion,general discussion,1,https://list.indology.info/pipermail/indology/2000-February/020085.html,,smrti,Smṛti,1,1,subject_pattern,subject matched `Manu` using `register_smrti`
