renou_axis,renou_code,renou_label,year,primary_topic,list_function,message_count,thread_count,author_count
register,katha,Kathā,1995,Announcements and events,announcement/event,1,1,1
register,katha,Kathā,1995,General scholarly discussion,general discussion,3,3,3
register,katha,Kathā,1996,General scholarly discussion,general discussion,2,2,2
register,katha,Kathā,1996,General scholarly discussion,identification/help request,8,7,8
register,katha,Kathā,1997,Bibliographic requests,bibliographic request,2,2,2
register,katha,Kathā,1997,General scholarly discussion,general discussion,6,4,6
register,katha,Kathā,1998,General scholarly discussion,general discussion,19,13,18
register,katha,Kathā,1998,History and culture,general discussion,1,1,1
register,katha,Kathā,1998,Veda and ritual,general discussion,4,4,4
register,katha,Kathā,1999,General scholarly discussion,general discussion,22,17,17
register,katha,Kathā,1999,General scholarly discussion,identification/help request,1,1,1
register,katha,Kathā,2000,General scholarly discussion,general discussion,6,6,6
register,katha,Kathā,2001,General scholarly discussion,general discussion,1,1,1
register,katha,Kathā,2001,Texts and philology,philological discussion,1,1,1
register,katha,Kathā,2002,Veda and ritual,general discussion,8,2,6
register,katha,Kathā,2003,General scholarly discussion,general discussion,3,1,3
register,katha,Kathā,2004,General scholarly discussion,general discussion,3,3,3
register,katha,Kathā,2006,General scholarly discussion,general discussion,1,1,1
register,katha,Kathā,2009,General scholarly discussion,general discussion,6,4,6
register,katha,Kathā,2010,General scholarly discussion,general discussion,2,2,2
register,katha,Kathā,2011,General scholarly discussion,general discussion,1,1,1
register,katha,Kathā,2012,Announcements and events,announcement/event,1,1,1
register,katha,Kathā,2013,General scholarly discussion,general discussion,2,1,2
register,katha,Kathā,2014,General scholarly discussion,general discussion,1,1,1
register,katha,Kathā,2014,History and culture,general discussion,7,1,5
register,katha,Kathā,2015,Buddhism and Jainism,general discussion,1,1,1
register,katha,Kathā,2015,General scholarly discussion,general discussion,9,1,8
register,katha,Kathā,2016,General scholarly discussion,general discussion,1,1,1
register,katha,Kathā,2016,History and culture,announcement/event,1,1,1
register,katha,Kathā,2016,Teaching and pedagogy,general discussion,9,2,7
register,katha,Kathā,2017,Buddhism and Jainism,general discussion,1,1,1
register,katha,Kathā,2017,Texts and philology,general discussion,3,1,2
register,katha,Kathā,2018,General scholarly discussion,general discussion,1,1,1
register,katha,Kathā,2018,Texts and philology,general discussion,2,1,2
register,katha,Kathā,2019,Announcements and events,announcement/event,2,1,2
register,katha,Kathā,2019,Digital resources and tools,digital resource/tool,3,1,3
register,katha,Kathā,2019,General scholarly discussion,general discussion,4,2,3
register,katha,Kathā,2019,Texts and philology,general discussion,1,1,1
register,katha,Kathā,2020,Announcements and events,announcement/event,1,1,1
register,katha,Kathā,2021,Announcements and events,announcement/event,1,1,1
register,katha,Kathā,2021,General scholarly discussion,general discussion,6,5,5
register,katha,Kathā,2021,Texts and philology,philological discussion,4,1,3
register,katha,Kathā,2022,General scholarly discussion,general discussion,1,1,1
register,katha,Kathā,2023,General scholarly discussion,general discussion,3,3,2
register,katha,Kathā,2024,General scholarly discussion,general discussion,1,1,1
register,katha,Kathā,2025,Bibliographic requests,general discussion,1,1,1
register,katha,Kathā,2025,General scholarly discussion,general discussion,3,3,3
register,katha,Kathā,2025,Texts and philology,philological discussion,2,1,1
register,katha,Kathā,2026,General scholarly discussion,general discussion,1,1,1
