thread_root_id,slug,year,month,thread_subject,message_count,author_count,primary_topic,authors
000375,1993-January,1993,1,,3,2,General scholarly discussion,MICHAEL STRANGELOVE | kak at max.ee.lsu.edu
000376,1993-January,1993,1,Sanskrit job -- Oxford,1,1,Announcements and events,Dominik Wujastyk
000377,1993-January,1993,1,Timetable of SOAS Hindu Studies seminar,1,1,Announcements and events,Dominik Wujastyk
000378,1993-January,1993,1,Timetable of Wellcome Asian science seminar,1,1,Announcements and events,Dominik Wujastyk
000379,1993-January,1993,1,Pali canon on disk?,1,1,Buddhism and Jainism,Richard P Hayes
000380,1993-January,1993,1,Can computers teach Sanskrit?,2,2,General scholarly discussion,JHUBBARD at smith.smith.edu | ucgadkw at ucl.ac.uk
000382,1993-January,1993,1,Telugu,2,2,General scholarly discussion,BROWNH at CCSUA.CTSTATEU.EDU | Charles Nuckolls
000384,1993-January,1993,1,Kalidasa and the Agnimitra problem,4,3,General scholarly discussion,kak at max.ee.lsu.edu | sandip at lewis.EE.CORNELL.EDU | vsm at heliograph.Eng.Sun.COM
000390,1993-January,1993,1,Recent resignations,4,4,General scholarly discussion,Dominik Wujastyk | Richard P Hayes | appam at atc.ll.mit.edu | sadasivam%uhavax.dnet at ipgate.hartford.edu
000394,1993-January,1993,1,english transliteration using TeX,3,3,Digital resources and tools,Ajit Ranade | Jeroen Hellingman | Richard P Hayes
000395,1993-January,1993,1,Vedic accents in TeX,1,1,Veda and ritual,Richard P Hayes
000397,1993-January,1993,1,english transliteration using TeX,3,3,Veda and ritual,kak at max.ee.lsu.edu | rcohen at sas.upenn.edu | yanom at JPNKSUVX.EARN
000399,1993-January,1993,1,Candrabindu with LaTEX,2,2,General scholarly discussion,Jeroen Hellingman | jage at seq1.loc.gov
000402,1993-January,1993,1,Rigveda,1,1,Veda and ritual,kak at max.ee.lsu.edu
000403,1993-January,1993,1,Candrabindu with LaTEX,1,1,General scholarly discussion,Srinivas Sunder
000405,1993-January,1993,1,India News List,2,2,History and culture,"Girish | M.H. KLAIMAN, ENGLISH & LINGUISTICS, INDIANA-PURDUE U.-FT. WAYNE"
000407,1993-January,1993,1,Network Exchanges,1,1,General scholarly discussion,Brendan S. Gillon
000408,1993-February,1993,2,Copper head of Vasishtha?,2,2,General scholarly discussion,"David Magier | M.H. KLAIMAN, ENGLISH & LINGUISTICS, INDIANA-PURDUE U.-FT. WAYNE"
000410,1993-February,1993,2,lists specific to individual languages,2,2,General scholarly discussion,Dominik Wujastyk | Harry Falk
000411,1993-February,1993,2,lists specific to individual languages,1,1,General scholarly discussion,Dominik Wujastyk
000412,1993-February,1993,2,Kautilya's arthashaastra,2,2,General scholarly discussion,Ajit Ranade | rrocher at sas.upenn.edu
000413,1993-February,1993,2,,1,1,General scholarly discussion,rwl at emx.cc.utexas.edu
000415,1993-February,1993,2,Help on books?,3,3,General scholarly discussion,"ANANDAKRISHNAN, MARTHA | kashyap at pepper.rutgers.edu | ucgadkw at ucl.ac.uk"
000416,1993-February,1993,2,Vegetarianism in Hinduism,4,4,General scholarly discussion,Bob King - ligi355 at utxvms.cc.utexas.edu | Harry Falk | indinst at vax.oxford.ac.uk | ucgadkw at ucl.ac.uk
000420,1993-February,1993,2,Copper Head,1,1,General scholarly discussion,RICK ASHER
000422,1993-February,1993,2,MAGIC SQUARES,7,6,General scholarly discussion,"Dominik Wujastyk | Jeroen Hellingman | MARCUS BANKS, ISCA, OXFORD | STANLEY INSLER | ZYSK at ACFcluster.NYU.EDU | yanom at JPNKSUVX.EARN"
000425,1993-February,1993,2,Help on books?,2,2,General scholarly discussion,Dominik Wujastyk | STANLEY INSLER
000431,1993-February,1993,2,No subject,1,1,General scholarly discussion,BGPK000
000433,1993-February,1993,2,Sir John Woodroffe,1,1,General scholarly discussion,Dominik Wujastyk
000434,1993-February,1993,2,Help on books,1,1,General scholarly discussion,Harry Falk
000435,1993-February,1993,2,Tamil post will be advertised,1,1,General scholarly discussion,ucgadkw at ucl.ac.uk
000436,1993-February,1993,2,Two questions,2,2,General scholarly discussion,indinst at vax.oxford.ac.uk | rajs at lugano.esd.sgi.com
000439,1993-February,1993,2,Krishnamurti festschrift,3,3,General scholarly discussion,"David Magier | Harry Falk | M.H. KLAIMAN, ENGLISH & LINGUISTICS, INDIANA-PURDUE U.-FT. WAYNE"
000441,1993-February,1993,2,request for assistance,1,1,Bibliographic requests,David Magier
000442,1993-February,1993,2,SANSKRIT.26K,1,1,General scholarly discussion,ucgadkw at ucl.ac.uk
000443,1993-February,1993,2,list of Sanskrit text-in-computer projects,1,1,Texts and philology,ucgadkw at ucl.ac.uk
000445,1993-February,1993,2,Reflector Service Operational (fwd),1,1,General scholarly discussion,rcohen at sas.upenn.edu
000446,1993-February,1993,2,Pictures from Pakistan,1,1,General scholarly discussion,David Magier
000447,1993-February,1993,2,English conversation,1,1,General scholarly discussion,Gadomski
000448,1993-February,1993,2,WNRI fonts for CSX transcription in TeX,1,1,General scholarly discussion,Thomas B. Ridgeway
000449,1993-March,1993,3,Pictures from Pakistan,1,1,General scholarly discussion,yanom at JPNKSUVX.EARN
000450,1993-March,1993,3,Visnudharmah pada index,1,1,General scholarly discussion,David Magier
000451,1993-March,1993,3,SOAS Lectureship in Tamil,1,1,General scholarly discussion,Dominik Wujastyk
000452,1993-March,1993,3,malayalam,2,2,General scholarly discussion,Bob King - ligi355 at utxvms.cc.utexas.edu | dran at cs.albany.edu
000453,1993-March,1993,3,Call for Papers on Contemplative Life,1,1,Announcements and events,Ermel Stepp
000454,1993-March,1993,3,New program for transliteration,2,2,Announcements and events,Jeroen Hellingman | ucgadkw at ucl.ac.uk
000457,1993-March,1993,3,GRIERSON AND HALL WRITING,1,1,General scholarly discussion,indinst at vax.oxford.ac.uk
000458,1993-March,1993,3,Two recent books on Jains,1,1,General scholarly discussion,"MARCUS BANKS, ISCA, OXFORD"
000459,1993-March,1993,3,Book notices,8,7,General scholarly discussion,"David R. Blumenthal | Dominik Wujastyk | Nathan Katz, University of South Florida | ZYSK at ACFcluster.NYU.EDU | c w nuckolls | madhav.deshpande at um.cc.umich.edu | raju at sawlab.te.chiba-u.ac.jp"
000462,1993-March,1993,3,Free journals!,1,1,General scholarly discussion,"MARCUS BANKS, ISCA, OXFORD"
000463,1993-March,1993,3,INDIAN INSTITUTE'S ADDRESS,2,2,General scholarly discussion,David Magier | Dominik Wujastyk
000464,1993-March,1993,3,Undelivered mail,1,1,General scholarly discussion,"Nathan Katz, University of South Florida"
000466,1993-March,1993,3,No subject,1,1,General scholarly discussion,BGOY000
000467,1993-March,1993,3,Hermeneutics of Indian imagery,1,1,General scholarly discussion,ucgadkw at ucl.ac.uk
000472,1993-March,1993,3,Phyllis Granoff,3,3,General scholarly discussion,Dominik Wujastyk | Richard P Hayes | carlo della casa
000475,1993-March,1993,3,Rasaratnasamuccaya in IASS/CSX available by ftp,1,1,General scholarly discussion,JHOOLE at HMCVAX.CLAREMONT.EDU
000477,1993-March,1993,3,New text available,1,1,Texts and philology,Thomas B. Ridgeway
000478,1993-March,1993,3,Phyllis Granoff,1,1,General scholarly discussion,Dominik Wujastyk
000479,1993-March,1993,3,book notice,2,1,General scholarly discussion,"Nathan Katz, University of South Florida"
000481,1993-April,1993,4,subscription,1,1,List administration,Jim.Veitch at vuw.ac.nz
000482,1993-April,1993,4,Oxford S. A. job being advertised,1,1,Announcements and events,ucgadkw at ucl.ac.uk
000483,1993-April,1993,4,Oxford lectureship advertisement: details,1,1,General scholarly discussion,ucgadkw at ucl.ac.uk
000484,1993-May,1993,5,Bahuvrihi Compounds,4,3,General scholarly discussion,Anand V Raman | Brendan S. Gillon | S. Dubin
000487,1993-May,1993,5,Bahuvrihi Compounds,3,3,General scholarly discussion,Anand V Raman | Richard Salomon | TA0GXR1 at NIU.EARN
000490,1993-May,1993,5,Thank you,1,1,General scholarly discussion,S. Dubin
000491,1993-May,1993,5,Bahuvrihi Compounds (fwd),1,1,General scholarly discussion,calibanj at aol.com
000493,1993-May,1993,5,"Job: Lectureship in Religion (India), Manchester",1,1,Announcements and events,ucgadkw at ucl.ac.uk
000494,1993-May,1993,5,New bookstore online! (Internet abuse),1,1,Digital resources and tools,Dominik Wujastyk
000495,1993-May,1993,5,Announcement of a new edition of a Mongolian translation of the Kanjur section of the Tripitaka...,1,1,Buddhism and Jainism,RCJ at automation.university-library.cambridge.ac.uk
000496,1993-May,1993,5,Diacritics for Word Perfect,7,6,General scholarly discussion,CSP1 | Dominik Wujastyk | JHUBBARD at smith.smith.edu | NEIS at automation.university-library.cambridge.ac.uk | david nelson | ucgadkw at ucl.ac.uk
000499,1993-May,1993,5,Diacritics for Word Perfect,1,1,General scholarly discussion,Jon Whalen
000504,1993-May,1993,5,New list.,1,1,General scholarly discussion,Alan Thew
000505,1993-May,1993,5,Tibetan position at the British Library,1,1,Announcements and events,ucgadkw at ucl.ac.uk
000506,1993-May,1993,5,Mahaa-nirvaa.na-tantra,1,1,Texts and philology,Dwight Holmes
000507,1993-May,1993,5,mahanirvanatantra,1,1,General scholarly discussion,aklujkar at unixg.ubc.ca
000508,1993-May,1993,5,Devanagari fonts,1,1,General scholarly discussion,rz2a016 at rzaix01.rrz.uni-hamburg.de
000509,1993-May,1993,5,No subject,1,1,General scholarly discussion,CXLJ000
000510,1993-May,1993,5,PostScript and Outline Bengali fonts for PCs and other platforms.,1,1,General scholarly discussion,ucgadkw at ucl.ac.uk
000511,1993-May,1993,5,Issues in the creation and dissemination of Sanskrit e-texts,1,1,General scholarly discussion,ucgadkw at ucl.ac.uk
000512,1993-May,1993,5,Issues in the creation and dissemination of Sanskrit e-texts,3,2,General scholarly discussion,l.m.fosse at easteur-orient.uio.no | ucgadkw at ucl.ac.uk
000515,1993-June,1993,6,Issues in the creation and dissemination of Sanskrit e-texts,6,5,General scholarly discussion,JHUBBARD at smith.smith.edu | ZYSK at ACFcluster.NYU.EDU | l.m.fosse at easteur-orient.uio.no | rwl at emx.cc.utexas.edu | yanom at JPNKSUVX.EARN
000516,1993-June,1993,6,Ole Pind,1,1,General scholarly discussion,Richard P Hayes
000518,1993-June,1993,6,Sharing Chi-Writer-based texts,4,3,General scholarly discussion,Dominik Wujastyk | ZYSK at ACFcluster.NYU.EDU | rcohen at sas.upenn.edu
000524,1993-June,1993,6,Sharing Chi-Writer-based texts,1,1,General scholarly discussion,Dominik Wujastyk
000526,1993-June,1993,6,Issues in the creation and dissemination of Sanskrit e-texts,1,1,General scholarly discussion,robin at utafll.uta.edu
000527,1993-June,1993,6,KAVYAMALA ISSUE,1,1,General scholarly discussion,JBRONKHO at ul9000.unil.ch
000529,1993-June,1993,6,Indic Sorting Report Sought,2,2,General scholarly discussion,Dominik Wujastyk | jage at seq1.loc.gov
000531,1993-June,1993,6,Sanskrit e-texts,1,1,General scholarly discussion,peter schreiner
000532,1993-June,1993,6,Indian musical theory,4,3,General scholarly discussion,"Nathan Katz, University of South Florida | l.m.fosse at easteur-orient.uio.no | rwl at emx.cc.utexas.edu"
000534,1993-June,1993,6,truetype fonts for romanized sanskrit,1,1,General scholarly discussion,carlo della casa
000535,1993-June,1993,6,Sanskrit etexts,6,3,General scholarly discussion,Dominik Wujastyk | Michael Everson | Thomas B. Ridgeway
000536,1993-June,1993,6,Romanized Indic metafont update available by ftp,1,1,General scholarly discussion,l.m.fosse at easteur-orient.uio.no
000537,1993-June,1993,6,Attn: Listowners,2,2,General scholarly discussion,MERRY.B at UTXVM.CC.UTEXAS.EDU | Michael Everson
000538,1993-June,1993,6,Sanskrit and Unicode character encoding,3,3,Digital resources and tools,Dominik Wujastyk | Jeroen Hellingman | Michael Everson
000539,1993-June,1993,6,Sanskrit etexts,3,3,General scholarly discussion,Dominik Wujastyk | Michael Everson | l.m.fosse at easteur-orient.uio.no
000543,1993-June,1993,6,Chiwriter to TeX,1,1,General scholarly discussion,Dominik Wujastyk
000545,1993-June,1993,6,true type for sanskrit reply,1,1,General scholarly discussion,carlo della casa
000549,1993-June,1993,6,Anyone with an interest in current Vedic scholarship...,1,1,Veda and ritual,RCJ at automation.university-library.cambridge.ac.uk
000550,1993-June,1993,6,Elementary sanskrit.,1,1,General scholarly discussion,Irene Joshi
000551,1993-June,1993,6,ManjushreeCSX font for Romanized Sanskrit on Windows 3.1.,3,3,Digital resources and tools,Glen M Cooper | Nanjunda.Somayaji at Corp.Sun.COM | narain at acs.bu.edu
000554,1993-June,1993,6,Elementary sanskrit.,1,1,General scholarly discussion,madhav.deshpande at um.cc.umich.edu
000555,1993-June,1993,6,ManjushreeCSX font for Romanized Sanskrit on Windows 3.1. (fwd)],1,1,Digital resources and tools,Craig Rublee
000557,1993-June,1993,6,"List of Language Lists, version 1.1",1,1,General scholarly discussion,Michael Everson
000562,1993-June,1993,6,Origin of the word 'Hindu',3,3,General scholarly discussion,"Dominik Wujastyk | Nathan Katz, University of South Florida | rajs at lugano.esd.sgi.com"
000563,1993-June,1993,6,IASS.ZIP,2,2,General scholarly discussion,Dominik Wujastyk | Michael Everson
000567,1993-June,1993,6,Origin of the word 'Hindu',1,1,General scholarly discussion,Richard P Hayes
000568,1993-June,1993,6,CSX questions,2,2,General scholarly discussion,Michael Everson | Thomas B. Ridgeway
000569,1993-June,1993,6,WNRI outline fonts available for ftp,4,3,General scholarly discussion,Dominik Wujastyk | Michael Everson | rcohen at sas.upenn.edu
000572,1993-June,1993,6,CSX questions,1,1,General scholarly discussion,Thomas B. Ridgeway
000575,1993-June,1993,6,outline fonts and encodings,2,2,General scholarly discussion,JHUBBARD at smith.smith.edu | Thomas B. Ridgeway
000576,1993-June,1993,6,Etymology of Hindu and Hindu nature,1,1,General scholarly discussion,aklujkar at unixg.ubc.ca
000578,1993-July,1993,7,"Indic sorting, e-texts, earthquakes",1,1,General scholarly discussion,aklujkar at unixg.ubc.ca
000579,1993-July,1993,7,outline fonts and encodings,1,1,General scholarly discussion,Michael Everson
000580,1993-July,1993,7,No subject,2,2,General scholarly discussion,Dominik Wujastyk | TCOB000
000581,1993-July,1993,7,"7-bit Sanskrit text for conversion, with comment on encoding",1,1,Digital resources and tools,Michael Everson
000582,1993-July,1993,7,synonyms?,1,1,General scholarly discussion,David Magier
000583,1993-July,1993,7,pandit advice,1,1,General scholarly discussion,buddha at leland.Stanford.EDU
000584,1993-July,1993,7,pandit advice addendum,1,1,General scholarly discussion,buddha at leland.Stanford.EDU
000585,1993-July,1993,7,Indologist at Princeton University,1,1,General scholarly discussion,l.m.fosse at easteur-orient.uio.no
000586,1993-July,1993,7,Sanskrit version of verse from Isa Upanishad,2,2,Veda and ritual,SATYAVO | kashyap at pepper.rutgers.edu
000588,1993-July,1993,7,Sanskrit Version of Verse from Chandogya Upanishad,2,2,Veda and ritual,Michael Everson | kashyap at pepper.rutgers.edu
000589,1993-July,1993,7,here's a PS file of a Sanskrit text,2,2,Texts and philology,ZYSK at ACFcluster.NYU.EDU | ucgadkw at ucl.ac.uk
000590,1993-July,1993,7,Tibetan text processing with LaTeX available,3,2,General scholarly discussion,Dominik Wujastyk | Robert Knight
000592,1993-July,1993,7,Tibetan TeX,1,1,General scholarly discussion,ucgadkw at ucl.ac.uk
000595,1993-July,1993,7,the file santext.zip,1,1,General scholarly discussion,Dominik Wujastyk
000597,1993-July,1993,7,A. K. Ramanujan has died.,1,1,General scholarly discussion,Dominik Wujastyk
000598,1993-July,1993,7,Unidentified text ref in .Sa.tkha.n.daagama,1,1,Texts and philology,leonard zwilling
000600,1993-July,1993,7,Truetype conversion Mac/Winword,1,1,General scholarly discussion,carlo della casa
000601,1993-July,1993,7,The order of the three grammatical genders in Sanskrit,1,1,Grammar and linguistics,leonard zwilling
000602,1993-July,1993,7,"diacritic fonts for HP, WordPerfect available",1,1,General scholarly discussion,JHUBBARD at smith.smith.edu
000603,1993-July,1993,7,New files for ftp,3,2,General scholarly discussion,JHUBBARD at smith.smith.edu | ucgadkw at ucl.ac.uk
000606,1993-July,1993,7,Raghuvamsa,2,2,General scholarly discussion,SATYAVO | dran at cs.albany.edu
000608,1993-July,1993,7,"Addresses for Oetke, Preisendanz?",1,1,General scholarly discussion,Richard P Hayes
000609,1993-July,1993,7,"Raghu-va.m'sa, addresses of Oetke and Preisendanz",2,2,General scholarly discussion,SATYAVO | aklujkar at unixg.ubc.ca
000610,1993-July,1993,7,New address,1,1,General scholarly discussion,czm1 at cornell.edu
000612,1993-August,1993,8,e mail address,1,1,General scholarly discussion,leonard zwilling
000613,1993-August,1993,8,No subject,1,1,General scholarly discussion,leonard zwilling
000614,1993-August,1993,8,Request for e mail address,1,1,Bibliographic requests,leonard zwilling
000615,1993-August,1993,8,Vegie Burger,3,3,General scholarly discussion,"Nathan Katz, University of South Florida | jgoda at f47serv.mitre.org | sgambhir at sas.upenn.edu"
000618,1993-August,1993,8,Vegetarian Burger,1,1,General scholarly discussion,Prof. Indira Y. Junghare
000619,1993-August,1993,8,Allen Thrasher's e-mail address,2,2,General scholarly discussion,Catherine B Asher-1 | David Magier
000621,1993-August,1993,8,PATANJALI TRANSLATIONS,3,3,General scholarly discussion,Corvin Russell | pgm at ukc.ac.uk | ucgadkw at ucl.ac.uk
000623,1993-August,1993,8,yogasutras,1,1,General scholarly discussion,Peter D Banos
000624,1993-August,1993,8,PATANJALI TRANSLATIONS,1,1,General scholarly discussion,rrocher at sas.upenn.edu
000626,1993-August,1993,8,,1,1,General scholarly discussion,Thomas Malten
