slug,year,month,month_name,message_count_index,message_count_mbox,gzip_kb_index,thread_url,date_url,gzip_url
2025-May,2025,5,May,160,161,110,https://list.indology.info/pipermail/indology/2025-May/thread.html,https://list.indology.info/pipermail/indology/2025-May/date.html,https://list.indology.info/pipermail/indology/2025-May.txt.gz
2025-June,2025,6,June,79,79,56,https://list.indology.info/pipermail/indology/2025-June/thread.html,https://list.indology.info/pipermail/indology/2025-June/date.html,https://list.indology.info/pipermail/indology/2025-June.txt.gz
2025-July,2025,7,July,106,107,88,https://list.indology.info/pipermail/indology/2025-July/thread.html,https://list.indology.info/pipermail/indology/2025-July/date.html,https://list.indology.info/pipermail/indology/2025-July.txt.gz
2025-August,2025,8,August,180,181,184,https://list.indology.info/pipermail/indology/2025-August/thread.html,https://list.indology.info/pipermail/indology/2025-August/date.html,https://list.indology.info/pipermail/indology/2025-August.txt.gz
2025-September,2025,9,September,129,130,84,https://list.indology.info/pipermail/indology/2025-September/thread.html,https://list.indology.info/pipermail/indology/2025-September/date.html,https://list.indology.info/pipermail/indology/2025-September.txt.gz
2025-October,2025,10,October,130,130,94,https://list.indology.info/pipermail/indology/2025-October/thread.html,https://list.indology.info/pipermail/indology/2025-October/date.html,https://list.indology.info/pipermail/indology/2025-October.txt.gz
2025-November,2025,11,November,106,106,61,https://list.indology.info/pipermail/indology/2025-November/thread.html,https://list.indology.info/pipermail/indology/2025-November/date.html,https://list.indology.info/pipermail/indology/2025-November.txt.gz
2025-December,2025,12,December,116,117,97,https://list.indology.info/pipermail/indology/2025-December/thread.html,https://list.indology.info/pipermail/indology/2025-December/date.html,https://list.indology.info/pipermail/indology/2025-December.txt.gz
2026-January,2026,1,January,104,104,60,https://list.indology.info/pipermail/indology/2026-January/thread.html,https://list.indology.info/pipermail/indology/2026-January/date.html,https://list.indology.info/pipermail/indology/2026-January.txt.gz
2026-February,2026,2,February,90,90,58,https://list.indology.info/pipermail/indology/2026-February/thread.html,https://list.indology.info/pipermail/indology/2026-February/date.html,https://list.indology.info/pipermail/indology/2026-February.txt.gz
2026-March,2026,3,March,177,177,150,https://list.indology.info/pipermail/indology/2026-March/thread.html,https://list.indology.info/pipermail/indology/2026-March/date.html,https://list.indology.info/pipermail/indology/2026-March.txt.gz
2026-April,2026,4,April,71,71,62,https://list.indology.info/pipermail/indology/2026-April/thread.html,https://list.indology.info/pipermail/indology/2026-April/date.html,https://list.indology.info/pipermail/indology/2026-April.txt.gz
2026-May,2026,5,May,73,73,55,https://list.indology.info/pipermail/indology/2026-May/thread.html,https://list.indology.info/pipermail/indology/2026-May/date.html,https://list.indology.info/pipermail/indology/2026-May.txt.gz
2026-June,2026,6,June,56,56,31,https://list.indology.info/pipermail/indology/2026-June/thread.html,https://list.indology.info/pipermail/indology/2026-June/date.html,https://list.indology.info/pipermail/indology/2026-June.txt.gz
