thread_root_id,thread_subject,year,primary_topic,list_function,thread_length,first_url,renou_states,renou_registers,renou_labels,matched_message_count,match_count,confidence,evidence
001123,Mandukya Upanisad and Commentary,1994,Veda and ritual,philological discussion,3,https://list.indology.info/pipermail/indology/1994-August/001123.html,I,bhasya; upanisad,Bhāṣya; Upaniṣad; Vedic,2,6,subject_pattern,subject matched `Upanisad` using `state_I`; subject matched `Upanisad` using `register_upanisad`; subject matched `Commentary` using `register_bhasya`; subject matched `Upanisad` using `state_I`; subject matched `Upanisad` using `register_upanisad`; subject matched `Commentary` using `register_bhasya`
001125,Mandukya Upanisad and Commentary,1994,Veda and ritual,philological discussion,3,https://list.indology.info/pipermail/indology/1994-August/001125.html,I,bhasya; upanisad,Bhāṣya; Upaniṣad; Vedic,1,3,subject_pattern,subject matched `Upanisad` using `state_I`; subject matched `Upanisad` using `register_upanisad`; subject matched `Commentary` using `register_bhasya`
001684,"querry about Sayana, etc.",1994,General scholarly discussion,general discussion,1,https://list.indology.info/pipermail/indology/1994-December/001684.html,,bhasya,Bhāṣya,1,1,subject_pattern,subject matched `Sayana` using `register_bhasya`
001837,Culture and Accounting,1995,History and culture,general discussion,2,https://list.indology.info/pipermail/indology/1995-January/001837.html,III,bhasya,Bhāṣya; Epic & prolongements,1,2,subject_pattern,subject matched `Gita` using `state_III`; subject matched `commentary` using `register_bhasya`
003175,New Message.,1995,General scholarly discussion,general discussion,7,https://list.indology.info/pipermail/indology/1995-September/003175.html,,bhasya,Bhāṣya,2,2,subject_pattern,subject matched `Shankara` using `register_bhasya`; subject matched `Shankara` using `register_bhasya`
003180,Gitabhasya of Shankara,1995,General scholarly discussion,general discussion,5,https://list.indology.info/pipermail/indology/1995-September/003188.html,,bhasya,Bhāṣya,3,3,subject_pattern,subject matched `Shankara` using `register_bhasya`; subject matched `Shankara` using `register_bhasya`; subject matched `Shankara` using `register_bhasya`
003219,re my request of 19 september on a translation of Shankara's Giitaabhaasya,1995,Bibliographic requests,philological discussion,1,https://list.indology.info/pipermail/indology/1995-September/003219.html,,bhasya,Bhāṣya,1,1,subject_pattern,subject matched `Shankara` using `register_bhasya`
003311,addresses,1995,General scholarly discussion,general discussion,5,https://list.indology.info/pipermail/indology/1995-October/003311.html,,bhasya,Bhāṣya,1,1,subject_pattern,subject matched `Shankara` using `register_bhasya`
003330,Translation of Shankara,1995,Texts and philology,philological discussion,1,https://list.indology.info/pipermail/indology/1995-October/003330.html,,bhasya,Bhāṣya,1,1,subject_pattern,subject matched `Shankara` using `register_bhasya`
003984,Manuscript photography in India,1996,Manuscripts and epigraphy,philological discussion,2,https://list.indology.info/pipermail/indology/1996-January/003984.html,,bhasya,Bhāṣya,1,1,subject_pattern,subject matched `Commentary` using `register_bhasya`
004001,Commentary on Tevaram,1996,Texts and philology,philological discussion,1,https://list.indology.info/pipermail/indology/1996-January/004001.html,,bhasya,Bhāṣya,1,1,subject_pattern,subject matched `Commentary` using `register_bhasya`
004275,Commentary on pArijAtahraNa champu of sEshakrishnakavi,1996,Texts and philology,philological discussion,1,https://list.indology.info/pipermail/indology/1996-February/004275.html,,bhasya,Bhāṣya,1,1,subject_pattern,subject matched `Commentary` using `register_bhasya`
004868,Filliozat,1996,General scholarly discussion,general discussion,13,https://list.indology.info/pipermail/indology/1996-May/004872.html,,bhasya,Bhāṣya,1,1,subject_pattern,subject matched `Shankara` using `register_bhasya`
008435,Madhvacharya's commentary on the Rg.,1997,Texts and philology,philological discussion,1,https://list.indology.info/pipermail/indology/1997-June/008435.html,,bhasya,Bhāṣya,1,1,subject_pattern,subject matched `commentary` using `register_bhasya`
010541,Sankaracarya of the North,1998,General scholarly discussion,general discussion,13,https://list.indology.info/pipermail/indology/1998-January/010541.html,,bhasya,Bhāṣya,2,2,subject_pattern,subject matched `Shankara` using `register_bhasya`; subject matched `Shankara` using `register_bhasya`
012157,Horses (China),1998,General scholarly discussion,general discussion,5,https://list.indology.info/pipermail/indology/1998-May/012158.html,II,bhasya; vyakarana,Bhāṣya; Pāṇinian; Vyākaraṇa,2,3,subject_pattern,subject matched `Panini` using `state_II`; subject matched `Panini` using `register_vyakarana`; subject matched `commentarial` using `register_bhasya`
012325,literature on commentarial style,1998,General scholarly discussion,general discussion,11,https://list.indology.info/pipermail/indology/1998-May/012338.html,II,bhasya; vyakarana,Bhāṣya; Pāṇinian; Vyākaraṇa,3,4,subject_pattern,subject matched `commentarial` using `register_bhasya`; subject matched `vyakarana` using `state_II`; subject matched `vyakarana` using `register_vyakarana`; subject matched `commentarial` using `register_bhasya`
012329,literature on commentarial style,1998,General scholarly discussion,general discussion,1,https://list.indology.info/pipermail/indology/1998-May/012329.html,,bhasya,Bhāṣya,1,1,subject_pattern,subject matched `commentarial` using `register_bhasya`
012335,literature on commentarial style,1998,General scholarly discussion,general discussion,1,https://list.indology.info/pipermail/indology/1998-May/012335.html,,bhasya,Bhāṣya,1,1,subject_pattern,subject matched `commentarial` using `register_bhasya`
012337,literature on commentarial style,1998,General scholarly discussion,general discussion,1,https://list.indology.info/pipermail/indology/1998-May/012337.html,,bhasya,Bhāṣya,1,1,subject_pattern,subject matched `commentarial` using `register_bhasya`
012361,Sarasvati (texts & arch.),1998,General scholarly discussion,general discussion,9,https://list.indology.info/pipermail/indology/1998-May/012361.html,V,bhasya; jaina,Bhāṣya; Buddhist / Jaina; Jaina,2,3,subject_pattern,subject matched `commentarial` using `register_bhasya`; subject matched `Jain` using `state_V`; subject matched `Jain` using `register_jaina`
012362,literature on commentarial style,1998,General scholarly discussion,general discussion,1,https://list.indology.info/pipermail/indology/1998-May/012362.html,,bhasya,Bhāṣya,1,1,subject_pattern,subject matched `commentarial` using `register_bhasya`
