renou_axis,renou_code,renou_label,year,primary_topic,list_function,message_count,thread_count,author_count
register,epig,Epigraphic,2016,General scholarly discussion,general discussion,6,3,5
register,epig,Epigraphic,2016,General scholarly discussion,identification/help request,2,1,1
register,epig,Epigraphic,2016,Manuscripts and epigraphy,general discussion,1,1,1
register,epig,Epigraphic,2017,Announcements and events,announcement/event,1,1,1
register,epig,Epigraphic,2017,General scholarly discussion,general discussion,2,1,1
register,epig,Epigraphic,2017,Manuscripts and epigraphy,general discussion,3,2,2
register,epig,Epigraphic,2018,Announcements and events,announcement/event,3,3,3
register,epig,Epigraphic,2018,General scholarly discussion,announcement/event,1,1,1
register,epig,Epigraphic,2018,General scholarly discussion,general discussion,11,4,6
register,epig,Epigraphic,2018,Manuscripts and epigraphy,general discussion,11,5,9
register,epig,Epigraphic,2019,Announcements and events,announcement/event,3,3,3
register,epig,Epigraphic,2019,Bibliographic requests,bibliographic request,1,1,1
register,epig,Epigraphic,2019,History and culture,general discussion,1,1,1
register,epig,Epigraphic,2019,Manuscripts and epigraphy,general discussion,13,3,9
register,epig,Epigraphic,2020,Announcements and events,announcement/event,1,1,1
register,epig,Epigraphic,2020,Bibliographic requests,identification/help request,1,1,1
register,epig,Epigraphic,2020,Digital resources and tools,digital resource/tool,1,1,1
register,epig,Epigraphic,2020,General scholarly discussion,general discussion,2,1,1
register,epig,Epigraphic,2020,Manuscripts and epigraphy,identification/help request,7,1,3
register,epig,Epigraphic,2021,Announcements and events,announcement/event,5,2,4
register,epig,Epigraphic,2021,Announcements and events,job/position,1,1,1
register,epig,Epigraphic,2021,General scholarly discussion,general discussion,11,6,9
register,epig,Epigraphic,2021,Manuscripts and epigraphy,general discussion,5,2,3
register,epig,Epigraphic,2021,Manuscripts and epigraphy,identification/help request,5,1,2
register,epig,Epigraphic,2022,General scholarly discussion,general discussion,10,1,6
register,epig,Epigraphic,2022,Manuscripts and epigraphy,general discussion,12,2,9
register,epig,Epigraphic,2023,General scholarly discussion,announcement/event,1,1,1
register,epig,Epigraphic,2023,General scholarly discussion,general discussion,1,1,1
register,epig,Epigraphic,2024,Announcements and events,announcement/event,1,1,1
register,epig,Epigraphic,2024,Bibliographic requests,general discussion,1,1,1
register,epig,Epigraphic,2024,General scholarly discussion,general discussion,3,2,3
register,epig,Epigraphic,2024,Manuscripts and epigraphy,general discussion,3,1,2
register,epig,Epigraphic,2024,Manuscripts and epigraphy,identification/help request,3,1,2
register,epig,Epigraphic,2025,Bibliographic requests,general discussion,1,1,1
register,epig,Epigraphic,2025,Manuscripts and epigraphy,general discussion,11,2,8
register,epig,Epigraphic,2026,Announcements and events,announcement/event,3,2,3
register,epig,Epigraphic,2026,General scholarly discussion,general discussion,1,1,1
register,epig,Epigraphic,2026,Manuscripts and epigraphy,general discussion,3,1,2
