renou_axis,renou_code,renou_label,year,primary_topic,list_function,message_count,thread_count,author_count
register,epig,Epigraphic,1992,General scholarly discussion,general discussion,3,2,3
register,epig,Epigraphic,1996,Manuscripts and epigraphy,general discussion,2,2,2
register,epig,Epigraphic,1997,General scholarly discussion,general discussion,5,5,5
register,epig,Epigraphic,1998,Buddhism and Jainism,general discussion,4,4,4
register,epig,Epigraphic,1998,General scholarly discussion,general discussion,31,18,20
register,epig,Epigraphic,1998,Manuscripts and epigraphy,general discussion,9,7,7
register,epig,Epigraphic,1998,Manuscripts and epigraphy,identification/help request,2,2,2
register,epig,Epigraphic,1998,Veda and ritual,general discussion,1,1,1
register,epig,Epigraphic,1999,Bibliographic requests,general discussion,2,2,2
register,epig,Epigraphic,1999,General scholarly discussion,general discussion,3,3,3
register,epig,Epigraphic,1999,Manuscripts and epigraphy,general discussion,30,22,26
register,epig,Epigraphic,2000,General scholarly discussion,general discussion,6,3,5
register,epig,Epigraphic,2000,Manuscripts and epigraphy,general discussion,2,2,2
register,epig,Epigraphic,2000,Texts and philology,general discussion,1,1,1
register,epig,Epigraphic,2001,General scholarly discussion,general discussion,1,1,1
register,epig,Epigraphic,2001,Manuscripts and epigraphy,philological discussion,1,1,1
register,epig,Epigraphic,2002,General scholarly discussion,general discussion,1,1,1
register,epig,Epigraphic,2002,Manuscripts and epigraphy,general discussion,1,1,1
register,epig,Epigraphic,2003,General scholarly discussion,general discussion,2,2,1
register,epig,Epigraphic,2003,Manuscripts and epigraphy,general discussion,1,1,1
register,epig,Epigraphic,2004,Digital resources and tools,digital resource/tool,2,1,2
register,epig,Epigraphic,2004,General scholarly discussion,general discussion,1,1,1
register,epig,Epigraphic,2005,General scholarly discussion,general discussion,4,1,2
register,epig,Epigraphic,2006,Announcements and events,announcement/event,1,1,1
register,epig,Epigraphic,2007,General scholarly discussion,general discussion,2,1,2
register,epig,Epigraphic,2008,General scholarly discussion,general discussion,12,9,8
register,epig,Epigraphic,2009,Digital resources and tools,identification/help request,1,1,1
register,epig,Epigraphic,2009,General scholarly discussion,general discussion,1,1,1
register,epig,Epigraphic,2010,Digital resources and tools,digital resource/tool,1,1,1
register,epig,Epigraphic,2010,General scholarly discussion,announcement/event,1,1,1
register,epig,Epigraphic,2010,General scholarly discussion,general discussion,11,5,10
register,epig,Epigraphic,2010,Manuscripts and epigraphy,general discussion,3,1,2
register,epig,Epigraphic,2011,Announcements and events,announcement/event,1,1,1
register,epig,Epigraphic,2011,General scholarly discussion,general discussion,4,3,4
register,epig,Epigraphic,2012,Announcements and events,announcement/event,3,3,3
register,epig,Epigraphic,2012,General scholarly discussion,general discussion,2,2,2
register,epig,Epigraphic,2012,History and culture,general discussion,1,1,1
register,epig,Epigraphic,2012,Manuscripts and epigraphy,general discussion,5,4,5
register,epig,Epigraphic,2013,General scholarly discussion,general discussion,2,1,1
register,epig,Epigraphic,2014,Announcements and events,announcement/event,3,2,1
register,epig,Epigraphic,2014,General scholarly discussion,general discussion,5,3,5
register,epig,Epigraphic,2014,Manuscripts and epigraphy,general discussion,4,3,3
register,epig,Epigraphic,2014,Manuscripts and epigraphy,identification/help request,1,1,1
register,epig,Epigraphic,2014,Texts and philology,philological discussion,1,1,1
register,epig,Epigraphic,2015,Announcements and events,announcement/event,1,1,1
register,epig,Epigraphic,2015,Bibliographic requests,bibliographic request,1,1,1
register,epig,Epigraphic,2015,General scholarly discussion,general discussion,3,2,2
register,epig,Epigraphic,2015,History and culture,general discussion,1,1,1
register,epig,Epigraphic,2015,Manuscripts and epigraphy,general discussion,14,7,7
register,epig,Epigraphic,2016,Announcements and events,announcement/event,1,1,1
register,epig,Epigraphic,2016,Digital resources and tools,digital resource/tool,2,1,1
