source_author,target_author,confidence,weight
John Lowe,Madhav Deshpande,exact_in_reply_to,2
Asko Parpola,Matthew Kapstein,exact_in_reply_to,2
Luis Gonzalez-Reimann,Haridas C,thread_inferred,2
Asko Parpola,Martin Straube,exact_in_reply_to,2
Swaminathan Madhuresan,Shrisha Rao,thread_inferred,2
François Patte,rajam,exact_in_reply_to,2
JAGANADH GOPINADHAN,gruenendahl,thread_inferred,2
Swaminathan Madhuresan,Subrahmanya S.,thread_inferred,2
Kenneth Gregory Zysk,Nityanand Misra,exact_in_reply_to,2
Asko Parpola,Madhav Deshpande,thread_inferred,2
Enrica Garzilli,jkirk,thread_inferred,2
JAGANADH GOPINADHAN,Maheswaran Nair,thread_inferred,2
Lars Martin Fosse,Sushil Mittal,thread_inferred,2
Gunthard Mueller,Satya Upadhya,thread_inferred,2
Lars Martin Fosse,Chris Beetle,thread_inferred,2
Luis Gonzalez-Reimann,Hrid at aol.com,thread_inferred,2
Gunthard Mueller,Michael Witzel,thread_inferred,2
Swaminathan Madhuresan,rohan.oberoi at CORNELL.EDU,thread_inferred,2
Martin Gansten,Jonathan Silk,thread_inferred,2
T.I. Console,Mary Storm,thread_inferred,2
"Deshpande, Madhav",Sudalaimuthu Palaniappan,thread_inferred,2
"Deshpande, Madhav",Stephen Hodge,thread_inferred,2
Tejas Aralere,Dean Michael Anderson,exact_in_reply_to,2
Tejas Aralere,Martin Gansten,exact_in_reply_to,2
Tenzin Bob Thurman,Allen W Thrasher,thread_inferred,2
Tenzin Bob Thurman,Christian K. Wedemeyer,thread_inferred,2
Tenzin Bob Thurman,David Rustin Mellins,thread_inferred,2
Asko Parpola,James Hegarty,exact_in_reply_to,2
Luis Gonzalez-Reimann,J Kingston Cowart,thread_inferred,2
Thomas Kintaert,Luis Gonzalez-Reimann,thread_inferred,2
Thomas Malten,Dr. Dominik Wujastyk,thread_inferred,2
C.R. Selvakumar,Robert Zydenbos,thread_inferred,2
"Thrasher, Allen",Alfred Hiltebeitel,thread_inferred,2
"Thrasher, Allen",Artur Karp,thread_inferred,2
Gunthard Mueller,Harry Spier,thread_inferred,2
C.R. Selvakumar,Michael Witzel,thread_inferred,2
"Thrasher, Allen",Jaob Schmidt-Madsen,thread_inferred,2
Gunthard Mueller,Gunthard Mueller,thread_inferred,2
"Thrasher, Allen",mkapstei at UCHICAGO.EDU,thread_inferred,2
"Thrasher, Allen",venetia ansell,thread_inferred,2
Gunthard Mueller,Dominik Wujastyk,thread_inferred,2
"Deshpande, Madhav",Rasik Vihari Joshi Tripathi,thread_inferred,2
"Tieken, H.J.H.",Brendan,exact_in_reply_to,2
"Tieken, H.J.H.",Christophe Vielle,exact_in_reply_to,2
C.R. Selvakumar,Martin Gansten,thread_inferred,2
"Tieken, H.J.H.",Gaia Pintucci,exact_in_reply_to,2
Martin Gansten,Matthew Kapstein,exact_in_reply_to,2
John Huntington,jkirk,thread_inferred,2
Asko Parpola,George Thompson,thread_inferred,2
Martin Gansten,Matthew Kapstein,thread_inferred,2
Jean-Luc Chevillard,Ofer Peres,exact_in_reply_to,2
"Tieken, H.J.H.",Jean-Luc Chevillard,thread_inferred,2
"Tieken, H.J.H.",Jonas Buchholz,exact_in_reply_to,2
Asko Parpola,George Hart,thread_inferred,2
"Tieken, H.J.H.","Karttunen, Klaus J",thread_inferred,2
"Deshpande, Madhav",Harsha Dehejia,thread_inferred,2
Asko Parpola,Dominik Wujastyk,exact_in_reply_to,2
"Gruenendahl, Reinhold",franco at RZ.UNI-LEIPZIG.DE,thread_inferred,2
"Deshpande, Madhav",David Fiordalis,thread_inferred,2
"Tieken, H.J.H.",Seishi Karashima,exact_in_reply_to,2
Enrica Garzilli,Madhav Deshpande,thread_inferred,2
"Tieken, H.J.H.",Sudalaimuthu Palaniappan,thread_inferred,2
"Tieken, H.J.H.",Suresh Kolichala,exact_in_reply_to,2
"Deshpande, Madhav",Benjamin Fleming,thread_inferred,2
"Tieken, H.J.H.","Tieken, H.J.H.",thread_inferred,2
"Tieken, H.J.H.",alakendu das,exact_in_reply_to,2
Kenneth Gregory Zysk,Lubomír Ondračka,exact_in_reply_to,2
Luis Gonzalez-Reimann,Jan E.M. Houben,thread_inferred,2
"Tieken, H.J.H. (Herman)",Asko Parpola,exact_in_reply_to,2
"Tieken, H.J.H. (Herman)",Dániel Balogh,exact_in_reply_to,2
"Tieken, H.J.H. (Herman)",Gaia Pintucci,exact_in_reply_to,2
"Tieken, H.J.H. (Herman)",Jim Ryan,exact_in_reply_to,2
J.Napier,Vidyasankar Sundaresan,thread_inferred,2
Martin Gansten,Mrinal Kaul,exact_in_reply_to,2
Asko Parpola,Asko Parpola,exact_in_reply_to,2
Asko Parpola,Arlo Griffiths,thread_inferred,2
Dominik Wujastyk,Harry Falk,exact_in_reply_to,2
Tim Bellefleur,Dominik Wujastyk,exact_in_reply_to,2
Tim Felix Aufderheide,Mark Allon,thread_inferred,2
Asko Parpola,Arlo Griffiths,exact_in_reply_to,2
Timothy C. Cahill,Ashok Aklujkar,thread_inferred,2
Timothy C. Cahill,Lawrence Mccrea,thread_inferred,2
C.R. Selvakumar,John Smith,thread_inferred,2
Timothy Lubin,Dominik Wujastyk,thread_inferred,2
Luis Gonzalez-Reimann,John Peterson,thread_inferred,2
Luis Gonzalez-Reimann,Jonathan Silk,thread_inferred,2
Tobias Grote-Beverborg,Anshuman Pandey,thread_inferred,2
Tobias Grote-Beverborg,GANESANS at cl.uh.edu,thread_inferred,2
Enrica Garzilli,Jon Skarpeid,thread_inferred,2
J.Napier,Jon Skarpeid,thread_inferred,2
Toke Lindegaard Knudsen,Avinash Sathaye,thread_inferred,2
"Gruenendahl, Reinhold",Patrick Olivelle,thread_inferred,2
Martin Gansten,Valerie Roebuck,exact_in_reply_to,2
Dermot Killingley,Harry Spier,thread_inferred,2
Asko H S Parpola,witzel at HUSC3.HARVARD.EDU,thread_inferred,2
Harry Spier,"Uskokov, Aleksandar",exact_in_reply_to,2
K S Arjunwadkar,Toke Lindegaard Knudsen,thread_inferred,2
Toke Lindegaard Knudsen,Yashwant Malaiya,thread_inferred,2
Tony K. Stewart,Tony K. Stewart,thread_inferred,2
Jean-Luc Chevillard,"Michaels, Axel",thread_inferred,2
Tracy Coleman,"Olivelle, J P",exact_in_reply_to,2
Martin Gluckman,Martin Gluckman,exact_in_reply_to,2
Tyler Neill,Madhav Deshpande,thread_inferred,2
Enrica Garzilli,Jacob Baltuch,thread_inferred,2
Tyler Williams,Allen Thrasher,exact_in_reply_to,2
Enrica Garzilli,"Donald R. Davis, Jr.",thread_inferred,2
"Gruenendahl, Reinhold",Oliver Fallon,thread_inferred,2
Martin Straube,Dan Lusthaus,exact_in_reply_to,2
Deepro Chakraborty,Mrinal Kaul,exact_in_reply_to,2
Tyler Williams,Sudalaimuthu Palaniappan,exact_in_reply_to,2
Enrica Garzilli,David Rustin Mellins,thread_inferred,2
Tyler Williams,jacob at fabularasa.dk,exact_in_reply_to,2
Tyler Williams,rajam,exact_in_reply_to,2
John Huntington,Walter Slaje,thread_inferred,2
U. Hayavadana,Harry Spier,thread_inferred,2
Ulrich T. Kragh,Allen W Thrasher,thread_inferred,2
Martin Straube,Jonathan Silk,exact_in_reply_to,2
Martin Straube,Kenneth Gregory Zysk,exact_in_reply_to,2
Lars Martin Fosse,Birgit Kellner,thread_inferred,2
Ulrich T. Kragh,mkapstei at UCHICAGO.EDU,thread_inferred,2
Martin Straube,"Lubin, Tim",exact_in_reply_to,2
Ulrich Timme Kragh,mkapstei at UCHICAGO.EDU,thread_inferred,2
Deepro Chakraborty,Deepro Chakraborty,exact_in_reply_to,2
Lars Martin Fosse,Stephen Dubin,thread_inferred,2
Ulrike Niklas,Ulrike Niklas,thread_inferred,2
Ulrike Niklas,deepak at ksu.edu,thread_inferred,2
"Uskokov, Aleksandar",Antonia Ruppel,exact_in_reply_to,2
"Uskokov, Aleksandar",Harry Spier,exact_in_reply_to,2
Martin Straube,Martin Straube,thread_inferred,2
"Uskokov, Aleksandar",Jeffery Long,exact_in_reply_to,2
Martin Straube,Roland Steiner,exact_in_reply_to,2
Mary Storm,Dan Lusthaus,thread_inferred,2
Juergen Hanneder,George Hart,thread_inferred,2
Emil HERSAK,Srinivasan Pichumani,thread_inferred,2
Judit Torzsok,"Tieken, H.J.H.",exact_in_reply_to,2
"Uskokov, Aleksandar",Rolf Heinrich Koch,exact_in_reply_to,2
"Uskokov, Aleksandar",Simon Brodbeck,thread_inferred,2
Ashok Aklujkar,Yaroslav Vassilkov,thread_inferred,2
"Uskokov, Aleksandar",alakendu das,exact_in_reply_to,2
V.C.Vijayaraghavan,Bob Peck,thread_inferred,2
V.C.Vijayaraghavan,Jonathan Silk,thread_inferred,2
J.B. Sharma,y.r.rani at mail.utexas.edu,thread_inferred,2
Ashok Aklujkar,Walter Slaje,exact_in_reply_to,2
V.V. Raman,David Salmon,thread_inferred,2
Mary Storm,Ithamar Theodor,thread_inferred,2
V.V. Raman,Narayan R.Joshi,thread_inferred,2
V.V. Raman,Periannan Chandrasekaran,thread_inferred,2
V.V. Raman,Prasad Velusamy,thread_inferred,2
V.V. Raman,Steve Farmer,thread_inferred,2
V.V. Raman,Subrahmanya S.,thread_inferred,2
Mary Storm,J Kingston Cowart,thread_inferred,2
Dominik Wujastyk,Gunthard Mueller,thread_inferred,2
V.V. Raman,rohan.oberoi at CORNELL.EDU,thread_inferred,2
VANITHA.KRISHNAMURTHY,Balaji Hebbar,thread_inferred,2
Jesse Knutson,Robert P. GOLDMAN,exact_in_reply_to,2
Dominik Wujastyk,Gregory {Greg} Downing,thread_inferred,2
VANITHA.KRISHNAMURTHY,Venkatraman Iyer,thread_inferred,2
Vaidix,D.H. Killingley,thread_inferred,2
Vaidix,Edwin Bryant,thread_inferred,2
Kenneth Gregory Zysk,Kenneth Gregory Zysk,exact_in_reply_to,2
Vaidix,Michael Witzel,thread_inferred,2
Vaidix,Palaniappa,thread_inferred,2
Vaidix,Ramakrishnan Balasubramanian,thread_inferred,2
Mary Storm,Valerie J Roebuck,exact_in_reply_to,2
K S Arjunwadkar,Sumedh Mungee,thread_inferred,2
Jean-Luc Chevillard,"Lubin, Tim",exact_in_reply_to,2
"Gruenendahl, Reinhold","Gruenendahl, Reinhold",exact_in_reply_to,2
Valerie J Roebuck,Arlo Griffiths,thread_inferred,2
Luis Gonzalez-Reimann,Koenraad Elst,thread_inferred,2
Hartmut Buescher,Christophe Vielle,exact_in_reply_to,2
Ashok Aklujkar,Timothy C. Cahill,thread_inferred,2
Valerie J Roebuck,Harsha Dehejia,exact_in_reply_to,2
Valerie J Roebuck,James Hegarty,exact_in_reply_to,2
Valerie J Roebuck,Jason Neelis,thread_inferred,2
Valerie J Roebuck,Jean Nielson,thread_inferred,2
Hartmut Buescher,Camillo Formigatti,exact_in_reply_to,2
Valerie J Roebuck,John Huntington,thread_inferred,2
Masato Fujii,Jonathan Silk,thread_inferred,2
Valerie J Roebuck,Kenneth Zysk,thread_inferred,2
Mathias Metzger,Leona Anderson,thread_inferred,2
Luis Gonzalez-Reimann,Martin Gansten,exact_in_reply_to,2
Valerie J Roebuck,Mary Storm,exact_in_reply_to,2
Valerie J Roebuck,Michael Witzel,thread_inferred,2
Kumar,Steve Farmer,thread_inferred,2
Valerie J Roebuck,Peter Flugel,thread_inferred,2
Valerie J Roebuck,Satya Upadhya,thread_inferred,2
Matthew Kapstein,Agnes Korn,exact_in_reply_to,2
"Eltschinger, Vincent",Matthew Kapstein,exact_in_reply_to,2
John Huntington,Michael Witzel,thread_inferred,2
Valerie J Roebuck,Timothy C. Cahill,thread_inferred,2
Harry Spier,Timothy Cahill,exact_in_reply_to,2
Valerie J Roebuck,Ulrike Niklas,thread_inferred,2
"Eltschinger, Vincent",Greg Bailey,exact_in_reply_to,2
Matthew Kapstein,Ananya Vajpeyi,exact_in_reply_to,2
Valerie J Roebuck,Yaroslav Vassilkov,thread_inferred,2
Valerie J Roebuck,dean_anderson at SACARI.ORG,thread_inferred,2
Valerie J Roebuck,george9252,thread_inferred,2
Valerie J Roebuck,gthomgt at COMCAST.NET,thread_inferred,2
Matthew Kapstein,Andrew Nicholson,exact_in_reply_to,2
Luis Gonzalez-Reimann,Matthew Kapstein,exact_in_reply_to,2
Ashok Aklujkar,Rohana Seneviratne,exact_in_reply_to,2
C.A. Formigatti,Jan E.M. Houben,thread_inferred,2
Valerie Roebuck,Joanna Jurewicz,exact_in_reply_to,2
Jean-Luc Chevillard,Juergen Neuss,thread_inferred,2
Judit Torzsok,Matthew Kapstein,exact_in_reply_to,2
Matthew Kapstein,Antonio Ferreira-Jardim,exact_in_reply_to,2
Valerie Roebuck,Stefan Baums,exact_in_reply_to,2
Dominik Wujastyk,George Cardona,thread_inferred,2
J.B. Sharma,SILK at AC.GRIN.EDU,thread_inferred,2
Valerie Roebuck,patrick mccartney,exact_in_reply_to,2
Valerie Roebuck,rajam,exact_in_reply_to,2
Ashok Aklujkar,Péter-Dániel Szántó,exact_in_reply_to,2
Dean Michael Anderson,koenraad.elst at telenet.be,exact_in_reply_to,2
Vanbakkam Vijayaraghavan,Michael Witzel,thread_inferred,2
Dean Michael Anderson,jmdelire,exact_in_reply_to,2
Dean Michael Anderson,alakendu das,thread_inferred,2
Dean Michael Anderson,alakendu das,exact_in_reply_to,2
Vanbakkam Vijayaraghavan,Ruth Laila Schmidt,thread_inferred,2
"Gruenendahl, Reinhold",Birgit Kellner,thread_inferred,2
Dominik Wujastyk,Georg von Simson,thread_inferred,2
Vanessa Sasson,Vanessa Sasson,exact_in_reply_to,2
C.A. Coleman,AmitaSarin at aol.com,thread_inferred,2
Matthew Kapstein,Asko Parpola,exact_in_reply_to,2
Dean Michael Anderson,"Witzel, Michael",exact_in_reply_to,2
Veeranarayana Pandurangi,"Gruenendahl, Reinhold",thread_inferred,2
Veeranarayana Pandurangi,Matthew Kapstein,thread_inferred,2
Matthew Kapstein,Audrey Truschke,exact_in_reply_to,2
Judit Torzsok,Christopher Wallis,exact_in_reply_to,2
Dean Michael Anderson,Valerie J Roebuck,exact_in_reply_to,2
Ven. Tantra,Rosati,thread_inferred,2
Ven. Tantra,Stephen Hodge,thread_inferred,2
Elliot Stern,Дмитрий Комиссаров,exact_in_reply_to,2
Ven. Tantra,Swaminathan Madhuresan,thread_inferred,2
Ven. Tantra,V.V. Raman,thread_inferred,2
Jean-Luc Chevillard,Jan Kučera,exact_in_reply_to,2
Ven. Tantra,Vikrant Shah,thread_inferred,2
Venkatraman Iyer,Arun Gupta,thread_inferred,2
Venkatraman Iyer,Balaji Hebbar,thread_inferred,2
Matthew Kapstein,BG,exact_in_reply_to,2
Matthew Kapstein,Bill Mak,exact_in_reply_to,2
Venkatraman Iyer,Harry Spier,thread_inferred,2
Venkatraman Iyer,Jan E.M. Houben,thread_inferred,2
Venkatraman Iyer,Lukas Werth,thread_inferred,2
J.B. Sharma,Anshuman Pandey,thread_inferred,2
J.B. Sharma,Andrew Fort,thread_inferred,2
Venkatraman Iyer,Narayan S. Raja,thread_inferred,2
Venkatraman Iyer,Nobumi Iyanaga,thread_inferred,2
Venkatraman Iyer,Paul Kekai Manansala,thread_inferred,2
Matthew Kapstein,Bindu Bhatt,thread_inferred,2
Venkatraman Iyer,Richard Gendron,thread_inferred,2
Venkatraman Iyer,Shrinivas Tilak,thread_inferred,2
Laurie Patton,mgansten at sbbs.se,thread_inferred,2
Matthew Kapstein,Birgit Kellner,exact_in_reply_to,2
Ashok Aklujkar,Madhav Deshpande,exact_in_reply_to,2
Rosane Rocher,Robert Goldman,thread_inferred,2
Elliot Stern,Valerie Roebuck,exact_in_reply_to,2
Elliot Stern,"Uskokov, Aleksandar",exact_in_reply_to,2
J. Neelis,Ruth Laila Schmidt,thread_inferred,2
Elliot Stern,Toke Lindegaard Knudsen,exact_in_reply_to,2
Vidhyanath K. Rao,Vidhyanath K. Rao,thread_inferred,2
Vidhyanath Rao,Dominique.Thillaud,thread_inferred,2
Matthew Kapstein,"Brendan S. Gillon, Prof.",exact_in_reply_to,2
Klaus Karttunen,Mrinal Kaul,exact_in_reply_to,2
Vidhyanath Rao,Harry Spier,thread_inferred,2
Matthew Kapstein,Caley Smith,exact_in_reply_to,2
Vidhyanath Rao,Mary Storm,thread_inferred,2
Dean Michael Anderson,Michael Witzel,thread_inferred,2
Vidhyanath Rao,Miguel Carrasquer Vidal,thread_inferred,2
Matthew Kapstein,Camillo Formigatti,exact_in_reply_to,2
Matthew Kapstein,Charles DiSimone,exact_in_reply_to,2
Vidhyanath Rao,Satya Upadhya,thread_inferred,2
L.S.Cousins,Rosati,thread_inferred,2
Ashok Aklujkar,Jan E.M. Houben,exact_in_reply_to,2
Vidhyanath Rao,T.I. Console,thread_inferred,2
Vidhyanath Rao,Toke Lindegaard Knudsen,thread_inferred,2
John Huntington,Jonathan Silk,thread_inferred,2
Ashok Aklujkar,Himal Trikha,thread_inferred,2
Vidhyanath Rao,Yaroslav V. Vassilkov,thread_inferred,2
Vidya Kamat,Bob Peck,thread_inferred,2
Elliot Stern,Sudalaimuthu Palaniappan,thread_inferred,2
Vidyasankar Sundaresan,Allen W Thrasher,thread_inferred,2
Vidyasankar Sundaresan,Artur Karp,thread_inferred,2
Vidyasankar Sundaresan,Arun Gupta,thread_inferred,2
Ashok Aklujkar,Harry Spier,exact_in_reply_to,2
Vidyasankar Sundaresan,Bob Peck,thread_inferred,2
Vidyasankar Sundaresan,Claude Setzer,thread_inferred,2
Ashok Aklujkar,Hans Henrich Hock,thread_inferred,2
Vidyasankar Sundaresan,Dmitry Olenev,thread_inferred,2
Elliot Stern,Sudalaimuthu Palaniappan,exact_in_reply_to,2
Matthew Kapstein,Christopher Wallis,exact_in_reply_to,2
Dominik Wujastyk,Gary Tubb,thread_inferred,2
Lavanya Vemsani,Matthew Kapstein,exact_in_reply_to,2
Vidyasankar Sundaresan,"GHOSE,LYNKEN,MR",thread_inferred,2
Dominik Wujastyk,Leonard Van Der Kuijp,thread_inferred,2
Vidyasankar Sundaresan,Haridas C,thread_inferred,2
Jean-Luc Chevillard,George Hart,exact_in_reply_to,2
Burt Thorp,Harry Spier,thread_inferred,2
Vidyasankar Sundaresan,Ian Goddard,thread_inferred,2
Vidyasankar Sundaresan,Jonathan Silk,thread_inferred,2
Ashok Aklujkar,Girish Jha,thread_inferred,2
J. Kingston Cowart,nanda chandran,thread_inferred,2
John Huntington,Jonathan Silk,exact_in_reply_to,2
Vidyasankar Sundaresan,Madhav Deshpande,thread_inferred,2
Vidyasankar Sundaresan,Marianna Kropf,thread_inferred,2
Kenneth Gregory Zysk,Jan E.M. Houben,thread_inferred,2
Vidyasankar Sundaresan,Mary Storm,thread_inferred,2
Dean Michael Anderson,Jan E.M. Houben,exact_in_reply_to,2
Vidyasankar Sundaresan,Michael Rabe,thread_inferred,2
Elliot Stern,Seishi Karashima,exact_in_reply_to,2
Ashok Aklujkar,Dominic Goodall,exact_in_reply_to,2
Ashok Aklujkar,Dipak Bhattacharya,thread_inferred,2
Vidyasankar Sundaresan,Narayan S. Raja,thread_inferred,2
Ashok Aklujkar,"Deshpande, Madhav",thread_inferred,2
Vidyasankar Sundaresan,Paul Kiparsky,thread_inferred,2
Vidyasankar Sundaresan,Periannan Chandrasekaran,thread_inferred,2
Elliot Stern,Samuel Wright,exact_in_reply_to,2
Jean-Luc Chevillard,Dominik Wujastyk,exact_in_reply_to,2
Vidyasankar Sundaresan,Rebecca Manring,thread_inferred,2
Vidyasankar Sundaresan,Richard Barz,thread_inferred,2
Kristi Wiley,Aklujkar,thread_inferred,2
Jean-Luc Chevillard,DiSimone Charles,thread_inferred,2
Luis Gonzalez-Reimann,Paolo Magnone,thread_inferred,2
Elliot Stern,Rohana Seneviratne,exact_in_reply_to,2
Vidyasankar Sundaresan,Samar Abbas,thread_inferred,2
Ashok Aklujkar,Audrey Truschke,exact_in_reply_to,2
Ashok Aklujkar,Arlo Griffiths,exact_in_reply_to,2
Vidyasankar Sundaresan,Shikaripura Harihareswara,thread_inferred,2
Elliot Stern,Richard G. Salomon,exact_in_reply_to,2
Ashok Aklujkar,Alessandro Battistini,exact_in_reply_to,2
Ashish Chandra,Sudalaimuthu Palaniappan,thread_inferred,2
Burt Thorp,Brian Akers,thread_inferred,2
Matthew Kapstein,Dr. Debabrata Chakrabarti,exact_in_reply_to,2
Vidyasankar Sundaresan,Vaidix,thread_inferred,2
Vidyasankar Sundaresan,Valerie J Roebuck,thread_inferred,2
Matthew Kapstein,Eli Franco,exact_in_reply_to,2
Greg Bailey,Robert P. GOLDMAN,exact_in_reply_to,2
Ashish Chandra,Mani Varadarajan,thread_inferred,2
Dean Michael Anderson,Caley Smith,exact_in_reply_to,2
Asha Naidu,Robin Kornman,thread_inferred,2
Luis Gonzalez-Reimann,Patrick Olivelle,thread_inferred,2
Vidyasankar Sundaresan,bpj at netg.se,thread_inferred,2
Vidyasankar Sundaresan,mhcrxlc at dir.mcc.ac.uk,thread_inferred,2
Krishnaprasad G,jhakgirish,exact_in_reply_to,2
Vidyasankar Sundaresan,nas_ng at lms420.jsc.nasa.gov,thread_inferred,2
Vidyasankar Sundaresan,rohan.oberoi at CORNELL.EDU,thread_inferred,2
Vielle Christophe,K S Arjunwadkar,thread_inferred,2
Matthew Kapstein,Eric Gurevitch,exact_in_reply_to,2
Matthew Kapstein,Evgeniya Desnitskaya,exact_in_reply_to,2
Viktoria Lysenko,Viktoria Lysenko,exact_in_reply_to,2
Viktoria Lyssenko,Mahendra Kumar Mishra,thread_inferred,2
Viktoria Lyssenko,Stella Sandahl,thread_inferred,2
Joydeep Mitra,AmitaSarin at aol.com,thread_inferred,2
Dean Michael Anderson,Arlo Griffiths,exact_in_reply_to,2
Viktoria Lyssenko,petra kieffer-Pülz,thread_inferred,2
Vishal Agarwal,Allen W Thrasher,thread_inferred,2
Elliot Stern,Patrick Olivelle,exact_in_reply_to,2
Arun Gupta,j. villeneuve,thread_inferred,2
Matthew Kapstein,François Patte,exact_in_reply_to,2
Dean Michael Anderson,Antonia Ruppel,exact_in_reply_to,2
J L Brockington,J L Brockington,thread_inferred,2
Dominik Wujastyk,GRUENENDAHL,thread_inferred,2
Matthew Kapstein,Harsha Dehejia,exact_in_reply_to,2
Elliot Stern,Oliver Hellwig,exact_in_reply_to,2
Matthew Kapstein,Herman Tull,exact_in_reply_to,2
Arun Gupta,Swaminathan Madhuresan,thread_inferred,2
Arun Gupta,Swami Tyagananda,thread_inferred,2
Vishal Agarwal,Stephens,thread_inferred,2
Vishal Agarwal,Steve Farmer,thread_inferred,2
Jesse Knutson,"Olivelle, J P",exact_in_reply_to,2
Dean Michael Anderson,Agathe Keller,exact_in_reply_to,2
Vishal Agarwal,Venkatraman Iyer,thread_inferred,2
J L Brockington,Herman Tull,thread_inferred,2
Jean-Luc Chevillard,Ashok Aklujkar,thread_inferred,2
Vittorio A. van Bijlert,Ruth Laila Schmidt,thread_inferred,2
Vitus Angermeier,Harry Spier,exact_in_reply_to,2
Vlad Sovarel,Charles DiSimone,exact_in_reply_to,2
Walker Trimble,Dr.S.Kalyanaraman,thread_inferred,2
Walker Trimble,Edwin Bryant,thread_inferred,2
Walker Trimble,N. Ganesan,thread_inferred,2
"Walser, Joseph",Dominik Wujastyk,exact_in_reply_to,2
"Walser, Joseph",Jonathan Silk,exact_in_reply_to,2
Elliot Stern,N. Ganesan,thread_inferred,2
Jean-Luc Chevillard,Arlo Griffiths,thread_inferred,2
James Hartzell,Richard MAHONEY,exact_in_reply_to,2
Dean Anderson,Oliver Fallon,thread_inferred,2
Walter Slaje,Artur Karp,exact_in_reply_to,2
Walter Slaje,Camillo Formigatti,exact_in_reply_to,2
"Buchta, David",Matthew Kapstein,exact_in_reply_to,2
Dean Anderson,Miska Pruszowska,thread_inferred,2
Arun Gupta,Narayan R. Joshi,thread_inferred,2
Matthew Kapstein,James Hegarty,exact_in_reply_to,2
Walter Slaje,Dean Michael Anderson,exact_in_reply_to,2
J Kingston Cowart,J Kingston Cowart,thread_inferred,2
Walter Slaje,Dipak Durgamohan Bhattacharya,exact_in_reply_to,2
Luis Gonzalez-Reimann,Peter Wyzlic,thread_inferred,2
Walter Slaje,Dominik Wujastyk,thread_inferred,2
Walter Slaje,George Thompson,exact_in_reply_to,2
Greg Bailey,Martin Gansten,exact_in_reply_to,2
Walter Slaje,"Hock, Hans Henrich",exact_in_reply_to,2
Walter Slaje,Jan E.M. Houben,exact_in_reply_to,2
Arun Gupta,Anand M. Sharan,thread_inferred,2
Walter Slaje,Jesse Knutson,exact_in_reply_to,2
Walter Slaje,John Huntington,exact_in_reply_to,2
Arun Gupta,"Aditya, the Cheerful Hindu Skeptic",thread_inferred,2
Dominik Wujastyk,Fco. Javier Mart177nez Garc177a,thread_inferred,2
Walter Slaje,Luis Gonzalez-Reimann,exact_in_reply_to,2
Walter Slaje,Lyne Bansat-Boudon,thread_inferred,2
Jean-Luc Chevillard,Arlo Griffiths,exact_in_reply_to,2
Walter Slaje,Madhav Deshpande,thread_inferred,2
Artur Karp,patrick mccartney,exact_in_reply_to,2
Walter Slaje,Martin Gansten,thread_inferred,2
Dean Anderson,Allen W Thrasher,thread_inferred,2
Ithamar Theodor,Lance Nelson,thread_inferred,2
Matthew Kapstein,Jan E.M. Houben,thread_inferred,2
