thread_root_id,thread_subject,year,primary_topic,list_function,thread_length,first_url,renou_states,renou_registers,renou_labels,matched_message_count,match_count,confidence,evidence
000506,Mahaa-nirvaa.na-tantra,1993,Texts and philology,general discussion,1,https://list.indology.info/pipermail/indology/1993-May/000506.html,III,tantra,Epic & prolongements; Tantra,1,2,subject_pattern,subject matched `tantra` using `state_III`; subject matched `tantra` using `register_tantra`
000989,Oral tradition in Tantra,1994,Texts and philology,general discussion,5,https://list.indology.info/pipermail/indology/1994-April/000989.html,III,tantra,Epic & prolongements; Tantra,5,10,subject_pattern,subject matched `Tantra` using `state_III`; subject matched `Tantra` using `register_tantra`; subject matched `Tantra` using `state_III`; subject matched `Tantra` using `register_tantra`; subject matched `Tantra` using `state_III`; subject matched `Tantra` using `register_tantra`
001148,Tantric Sources,1994,General scholarly discussion,general discussion,3,https://list.indology.info/pipermail/indology/1994-August/001149.html,,tantra,Tantra,3,3,subject_pattern,subject matched `Tantric` using `register_tantra`; subject matched `Tantric` using `register_tantra`; subject matched `Tantric` using `register_tantra`
001989,SYMPOSIUM ON THE ROOTS OF TANTRA,1995,Announcements and events,announcement/event,2,https://list.indology.info/pipermail/indology/1995-February/001989.html,III,tantra,Epic & prolongements; Tantra,1,2,subject_pattern,subject matched `TANTRA` using `state_III`; subject matched `TANTRA` using `register_tantra`
002012,Sun as kumuda-'satru,1995,General scholarly discussion,general discussion,6,https://list.indology.info/pipermail/indology/1995-February/002012.html,III,tantra,Epic & prolongements; Tantra,1,2,subject_pattern,subject matched `TANTRA` using `state_III`; subject matched `TANTRA` using `register_tantra`
002532,electronic *INTERNATIONAL JOURNAL OF TANTRIC STUDIES*,1995,General scholarly discussion,general discussion,1,https://list.indology.info/pipermail/indology/1995-May/002532.html,,tantra,Tantra,1,1,subject_pattern,subject matched `TANTRIC` using `register_tantra`
002533,INTERNATIONAL JOURNAL OF TANTRIC STUDIES correction,1995,General scholarly discussion,general discussion,1,https://list.indology.info/pipermail/indology/1995-May/002533.html,,tantra,Tantra,1,1,subject_pattern,subject matched `TANTRIC` using `register_tantra`
002552,electronic *INTERNATIONAL JOURNAL OF TANTRIC STUDIES*,1995,General scholarly discussion,general discussion,1,https://list.indology.info/pipermail/indology/1995-June/002552.html,,tantra,Tantra,1,1,subject_pattern,subject matched `TANTRIC` using `register_tantra`
002638,Tantric Studies journal,1995,General scholarly discussion,general discussion,1,https://list.indology.info/pipermail/indology/1995-June/002638.html,,tantra,Tantra,1,1,subject_pattern,subject matched `Tantric` using `register_tantra`
004089,Russian archives and the Great Game,1996,General scholarly discussion,general discussion,13,https://list.indology.info/pipermail/indology/1996-February/004089.html,III,tantra,Epic & prolongements; Tantra,1,2,subject_pattern,subject matched `Tantra` using `state_III`; subject matched `Tantra` using `register_tantra`
007570,avidya in Pali literature,1997,Buddhism and Jainism,general discussion,31,https://list.indology.info/pipermail/indology/1997-April/007570.html,I; III; V,natya; sutra; tantra,Buddhist / Jaina; Epic & prolongements; Nāṭya; Sūtra; Tantra; Vedic,15,27,subject_pattern,subject matched `Pali` using `state_V`; subject matched `Veda` using `state_I`; subject matched `sUtra` using `register_sutra`; subject matched `sutra` using `register_sutra`; subject matched `Veda` using `state_I`; subject matched `sUtra` using `register_sutra`
007896,"tantra and paa, suutra and nuul",1997,Texts and philology,general discussion,5,https://list.indology.info/pipermail/indology/1997-April/007896.html,III,tantra,Epic & prolongements; Tantra,3,6,subject_pattern,subject matched `tantra` using `state_III`; subject matched `tantra` using `register_tantra`; subject matched `tantra` using `state_III`; subject matched `tantra` using `register_tantra`; subject matched `tantra` using `state_III`; subject matched `tantra` using `register_tantra`
007900,Address Request,1997,Bibliographic requests,general discussion,5,https://list.indology.info/pipermail/indology/1997-April/007901.html,III,tantra,Epic & prolongements; Tantra,1,2,subject_pattern,subject matched `tantra` using `state_III`; subject matched `tantra` using `register_tantra`
007917,"tantra and paa, suutra and nuul",1997,Texts and philology,general discussion,3,https://list.indology.info/pipermail/indology/1997-April/007918.html,III,tantra,Epic & prolongements; Tantra,1,2,subject_pattern,subject matched `tantra` using `state_III`; subject matched `tantra` using `register_tantra`
008644,tantric and non-tantric forms of Goddess worship in CilappatikAram,1997,General scholarly discussion,general discussion,1,https://list.indology.info/pipermail/indology/1997-June/008644.html,,tantra,Tantra,1,1,subject_pattern,subject matched `tantric` using `register_tantra`
008700,Tantrism and the Concept of Image in Tamil/Dravidian,1997,General scholarly discussion,general discussion,1,https://list.indology.info/pipermail/indology/1997-June/008700.html,,tantra,Tantra,1,1,subject_pattern,subject matched `Tantrism` using `register_tantra`
008782,Etymology of 'tanU',1997,General scholarly discussion,philological discussion,11,https://list.indology.info/pipermail/indology/1997-July/008782.html,II; III,tantra; vyakarana,Epic & prolongements; Pāṇinian; Tantra; Vyākaraṇa,3,6,subject_pattern,subject matched `Patanjali` using `state_II`; subject matched `Patanjali` using `register_vyakarana`; subject matched `Patanjali` using `state_II`; subject matched `Patanjali` using `register_vyakarana`; subject matched `tantra` using `state_III`; subject matched `tantra` using `register_tantra`
008818,"pA, panuval, pAvai;; tantu, tantra, tanU etc.,",1997,Texts and philology,general discussion,1,https://list.indology.info/pipermail/indology/1997-July/008818.html,III,tantra,Epic & prolongements; Tantra,1,2,subject_pattern,subject matched `tantra` using `state_III`; subject matched `tantra` using `register_tantra`
008823,"pA, panuval, pAvai;; tantu, tantra, tanU etc.,",1997,Texts and philology,general discussion,4,https://list.indology.info/pipermail/indology/1997-July/008823.html,III,tantra,Epic & prolongements; Tantra,1,2,subject_pattern,subject matched `tantra` using `state_III`; subject matched `tantra` using `register_tantra`
008825,"pA, panuval, pAvai;; tantu, tantra, tanU etc.,",1997,Texts and philology,general discussion,1,https://list.indology.info/pipermail/indology/1997-July/008825.html,III,tantra,Epic & prolongements; Tantra,1,2,subject_pattern,subject matched `tantra` using `state_III`; subject matched `tantra` using `register_tantra`
008865,Amorphousphallus Campanulatus and proof of pre-Vedic Tantrism?,1997,Veda and ritual,general discussion,1,https://list.indology.info/pipermail/indology/1997-July/008865.html,I,tantra,Tantra; Vedic,1,2,subject_pattern,subject matched `Vedic` using `state_I`; subject matched `Tantrism` using `register_tantra`
010273,Tantra texts/Woodroffe,1998,Texts and philology,general discussion,4,https://list.indology.info/pipermail/indology/1998-January/010273.html,III,tantra,Epic & prolongements; Tantra,3,6,subject_pattern,subject matched `Tantra` using `state_III`; subject matched `Tantra` using `register_tantra`; subject matched `Tantra` using `state_III`; subject matched `Tantra` using `register_tantra`; subject matched `Tantra` using `state_III`; subject matched `Tantra` using `register_tantra`
010282,Switchover from palm leaves to paper,1998,General scholarly discussion,general discussion,6,https://list.indology.info/pipermail/indology/1998-January/010286.html,III,tantra,Epic & prolongements; Tantra,1,2,subject_pattern,subject matched `Tantra` using `state_III`; subject matched `Tantra` using `register_tantra`
013574,tantric rites and potter's wheel,1998,General scholarly discussion,general discussion,1,https://list.indology.info/pipermail/indology/1998-September/013574.html,,tantra,Tantra,1,1,subject_pattern,subject matched `tantric` using `register_tantra`
013848,Tagore Poem,1998,General scholarly discussion,general discussion,2,https://list.indology.info/pipermail/indology/1998-October/013848.html,,kavya; tantra,Kāvya; Tantra,2,2,subject_pattern,subject matched `Poem` using `register_kavya`; subject matched `Tantric` using `register_tantra`
013843,adresses of Prof. Ruegg and Prof. Lenn Goodman,1998,General scholarly discussion,general discussion,4,https://list.indology.info/pipermail/indology/1998-October/013843.html,,tantra,Tantra,1,1,subject_pattern,subject matched `Tantric` using `register_tantra`
014228,Bodhayana,1998,General scholarly discussion,general discussion,2,https://list.indology.info/pipermail/indology/1998-November/014228.html,III,tantra,Epic & prolongements; Tantra,1,2,subject_pattern,subject matched `tantra` using `state_III`; subject matched `tantra` using `register_tantra`
014969,Concept of Mukti and Shankaracharya,1999,General scholarly discussion,general discussion,6,https://list.indology.info/pipermail/indology/1999-January/014971.html,,tantra,Tantra,2,2,subject_pattern,subject matched `Tantrism` using `register_tantra`; subject matched `Tantrism` using `register_tantra`
