thread_root_id,thread_subject,year,primary_topic,list_function,thread_length,first_url,renou_states,renou_registers,renou_labels,matched_message_count,match_count,confidence,evidence
000354,Modern Bengali Poetry,1992,General scholarly discussion,general discussion,1,https://list.indology.info/pipermail/indology/1992-November/000354.html,IV,kavya,Classical; Kāvya,1,2,subject_pattern,subject matched `Poetry` using `state_IV`; subject matched `Poetry` using `register_kavya`
000384,Kalidasa and the Agnimitra problem,1993,General scholarly discussion,general discussion,4,https://list.indology.info/pipermail/indology/1993-January/000384.html,IV,kavya,Classical; Kāvya,4,8,subject_pattern,subject matched `Kalidasa` using `state_IV`; subject matched `Kalidasa` using `register_kavya`; subject matched `Kalidasa` using `state_IV`; subject matched `Kalidasa` using `register_kavya`; subject matched `Kalidasa` using `state_IV`; subject matched `Kalidasa` using `register_kavya`
000586,Sanskrit version of verse from Isa Upanishad,1993,Veda and ritual,philological discussion,2,https://list.indology.info/pipermail/indology/1993-July/000586.html,I,kavya; upanisad,Kāvya; Upaniṣad; Vedic,2,6,subject_pattern,subject matched `Upanishad` using `state_I`; subject matched `Upanishad` using `register_upanisad`; subject matched `verse` using `register_kavya`; subject matched `Upanishad` using `state_I`; subject matched `Upanishad` using `register_upanisad`; subject matched `verse` using `register_kavya`
000588,Sanskrit Version of Verse from Chandogya Upanishad,1993,Veda and ritual,philological discussion,2,https://list.indology.info/pipermail/indology/1993-July/000588.html,I,kavya; upanisad,Kāvya; Upaniṣad; Vedic,2,6,subject_pattern,subject matched `Upanishad` using `state_I`; subject matched `Chandogya` using `register_upanisad`; subject matched `Verse` using `register_kavya`; subject matched `Upanishad` using `state_I`; subject matched `Chandogya` using `register_upanisad`; subject matched `Verse` using `register_kavya`
001261,The Columbia Book of Indian Poetry,1994,General scholarly discussion,general discussion,1,https://list.indology.info/pipermail/indology/1994-September/001261.html,IV,kavya,Classical; Kāvya,1,2,subject_pattern,subject matched `Poetry` using `state_IV`; subject matched `Poetry` using `register_kavya`
001483,Yoga Sutra verse differences,1994,Texts and philology,philological discussion,1,https://list.indology.info/pipermail/indology/1994-October/001483.html,,kavya; sutra,Kāvya; Sūtra,1,2,subject_pattern,subject matched `Sutra` using `register_sutra`; subject matched `verse` using `register_kavya`
001562,A medieval Tamil poem,1994,General scholarly discussion,general discussion,2,https://list.indology.info/pipermail/indology/1994-November/001562.html,,kavya,Kāvya,1,1,subject_pattern,subject matched `poem` using `register_kavya`
001759,Culture and Accounting,1995,History and culture,general discussion,6,https://list.indology.info/pipermail/indology/1995-January/001759.html,III,epic; kavya,Epic; Epic & prolongements; Kāvya,2,3,subject_pattern,subject matched `Mahabharata` using `state_III`; subject matched `Mahabharata` using `register_epic`; subject matched `Poem` using `register_kavya`
003596,wanted Kalidasa's poems,1995,General scholarly discussion,general discussion,1,https://list.indology.info/pipermail/indology/1995-November/003596.html,IV,kavya,Classical; Kāvya,1,2,subject_pattern,subject matched `Kalidasa` using `state_IV`; subject matched `Kalidasa` using `register_kavya`
003967,"Collyrium, Guru Gita verse",1996,Texts and philology,philological discussion,1,https://list.indology.info/pipermail/indology/1996-January/003967.html,III,kavya,Epic & prolongements; Kāvya,1,2,subject_pattern,subject matched `Gita` using `state_III`; subject matched `verse` using `register_kavya`
