person_id,full_name,talks,best_affiliation,birth_year,source_url
PERS_4fff9d16,Минаева Маргарита Денисовна,2,"Москва | ИКВИА НИУ ВШЭ | ИКВИА НИУ ВШЭ, Москва",1941,https://www.hse.ru/org/persons/225558524
