presentation_id,year,series,title,l1,l2,l3,l4,source,confidence,why
PRES_8eafff30,2025,Zograf Readings,Еще раз о структуре Чарьягити,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_221ed8e1,2025,Zograf Readings,Проблема индианизации колониальной армии на страницах индийской прессы в 1910-х — 1940-х годах,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_8942483b,2025,Zograf Readings,О «Yogavārttika» Виджнянабхикшу: Ansatz,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_4cb7eac6,2025,Zograf Readings,Проблемы реконструкции системы йоги Патанджали на основе переводов «корневого» текста «Йога-сутр» и толкования Бходжи («Rājamārtaṇḍa»),unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_143abd43,2025,Zograf Readings,«Наишкармья-сиддхи» (I. 52) Сурешвары как структура для реконструкции учения Шанкары об освобождении,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_14f39c3d,2025,Zograf Readings,Интерпретация теизма «Бхагавадгиты» Шанкарой и Абхинавагуптой (на материале их комментариев к «Бхагавадгите),unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_aa2b07b2,2025,Zograf Readings,Комментарии Б. Н. Пандита на «Шивасутры»: новый взгляд на коренной текст трики,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_eda66332,2025,Zograf Readings,Ауробиндо Гхош: между разумом и мистической интуицией,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_4f722e8b,2025,Zograf Readings,Особенности толкования Нового Завета в учении Свами Вивекананды,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_3391ef7d,2025,Zograf Readings,Женщины и сатьяграха: взгляд М. К. Ганди,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_ff980a79,2025,Zograf Readings,Самбхары в обряде установления жертвенных огней (agnyādheya),unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_2eaa507e,2025,Zograf Readings,От демоницы к мстительнице: Переосмысление образа ведьмы в современном индийском кинематографе,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_2aa11346,2025,Zograf Readings,Экспедиция Психо-Неврологического института в Индию в 1913,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_d87a49f2,2026,Zograf Readings,,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_3b15c2e2,2026,Zograf Readings,Предание в тексте и,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_dc7ea7ac,2026,Zograf Readings,Заметки о роли индийской,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_bba56f84,2026,Zograf Readings,«Шри Рамананда-чаритам»,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_7e61bb52,2026,Zograf Readings,По следам Петербуржца в,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_dda98592,2026,Zograf Readings,Александр,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_48f800cc,2026,Zograf Readings,Седукова Надежда Александровна,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_604561ac,2026,Zograf Readings,«Они из секты Пифагора»:,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_3900f186,2026,Zograf Readings,Вера Александровна Новикова,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_86e97fa7,2026,Zograf Readings,,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_df89674a,2026,Zograf Readings,Синтез сложных слов tatpuruṣa и,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_bbcd752b,2026,Zograf Readings,Средневековая,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_3aa66607,2026,Zograf Readings,Чему и как учит,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_1688f747,2026,Zograf Readings,Сон Урмилы в современной индийской,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_8f231f1c,2026,Zograf Readings,«Местный колорит» в,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_5721585a,2026,Zograf Readings,"""Башни с нишами"" в",unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_87290fb6,2026,Zograf Readings,Перевод в практике,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_b6b2ffde,2026,Zograf Readings,Пословицы и поговорки,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_2a88565a,2026,Zograf Readings,Коннотативные особенности,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_3362a1e2,2026,Zograf Readings,Уроки Герхарда Оберхаммера. По,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_2f431266,2026,Zograf Readings,Вклад Абхинавагупты в развитие,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_8b4d1a1f,2026,Zograf Readings,Структура ниданы,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_c7b7eb25,2026,Zograf Readings,Особая священная,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_08487e4a,2026,Zograf Readings,"Jati, gotra and marriage system in Haryana: a",unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_4e213573,2026,Zograf Readings,Непальский вариант,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_b72b0b4c,2026,Zograf Readings,Златоликие образы,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_bd92a1ee,2026,Zograf Readings,"Огонь, вода и память:",unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_d76d053c,2026,Zograf Readings,Окна в иной мир: изобразительные,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_d86e3dee,2026,Zograf Readings,,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_4664bbe1,2012,Roerich Readings,Актуализация информативной основы средневекового текста Центральной Азии в современном мире (на примере «Тарих-и Рашиди» Мирзы Хайдара Дуглата»),unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_3f53de32,2012,Roerich Readings,О тамильском поэтическом жанре каламбахам,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_be19882f,2012,Roerich Readings,Сакральная защита пространства долины Катманду,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_033c7974,2012,Roerich Readings,Дом-музей семьи Рерихов в Улан-Баторе,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_9af34334,2012,Roerich Readings,У истоков Праджняпарамиты (стихотворное ядро традиции),unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_f57c5e0e,2012,Roerich Readings,О значении пал. sutta (p.p. от supati «спать») в медитации осознанности (сатипаттхана),unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_70421801,2012,Roerich Readings,Сакральная «геология» в системе знаний вастувидьи (науки о строительстве и зодчестве) в пуранах,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_33b1ea6d,2012,Roerich Readings,О формульности индийских дарственных надписей,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_a021492d,2012,Roerich Readings,Смех в традиции древнеиндийского театра (по материалам Натьяшастры),unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_0828c5b4,2012,Roerich Readings,Танцовщица и покровитель: начни и расик восточных областей Индии. Контексты взаимоотношений,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_281489ef,2012,Roerich Readings,К проблеме возрастных категорий у древних тюрков VI—X вв,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_a38a1f7b,2015,Roerich Readings,Наги как персонажи непальских легенд,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_0a468148,2015,Roerich Readings,Изменение межкастовых взаимоотношений в домусульманском Кашмире,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_42dda819,2015,Roerich Readings,Обряд освящения статуи (адхивасана) и его роль в текстах по строительству (вастувидье) в пуранах,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_fbe21911,2015,Roerich Readings,Сакральная география Бодхгаи и текстовая традиция,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_aedf0192,2015,Roerich Readings,О термине татхагата в палийском каноне,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_9520e28c,2015,Roerich Readings,Проблемы интерпретации концепции восьми опровержений в «Катхаватху»,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_230b135b,2015,Roerich Readings,Неизвестный иллюстрированный манускрипт из Непала из собрания кабинета Ю.Н. Рериха Института востоковедения РАН,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_4d884ba5,2015,Roerich Readings,Будда Вайрочана и космология «Аватамсака- сутры» в Японии,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_f8e0adc6,2015,Roerich Readings,Воспоминание как основание для тождества «Я» в «Ишварапратьябхиджня-вимаршини» Абхинавагупты,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_f2250887,2015,Roerich Readings,Об индийских названиях нуля,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_b8a9af34,2015,Roerich Readings,Индийские гана в зеркале китайских гуа,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_67b34c38,2015,Roerich Readings,Тюркский каган и сасанидский шаханшах: к вопросу об идеологических заимствованиях древних тюрков у иранцев,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_787a8b1f,2016,Roerich Readings,Всадник Шамбалы (танка из собрания Мемориального кабинета Ю.Н. Рериха ИВ РАН),unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_de05c2d7,2016,Roerich Readings,О происхождении некоторых ашрамных практик в произведениях Калидасы,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_08cfe225,2016,Roerich Readings,Бхаджаны-проповеди Миры Баи: к вопросу о стилистике жанра,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_41f7d2e7,2016,Roerich Readings,Еретики локаятики и ортодокс Каутса,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_26017aac,2016,Roerich Readings,Особенности художественной структуры тамильской антологии «Калиттохей» (на примере песни 92),unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_a9f1fb66,2016,Roerich Readings,Санскара «посвящение в ученики» (упанаяна): её место и значение в ряду других  санскар и в древней разработке стратификации индийского общества,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_36c0c404,2016,Roerich Readings,Культ Нарасинхи в трактатах по вастувидье в пуранах,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_ad4afdc3,2016,Roerich Readings,Власть как дар Неба,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_3a00610d,2016,Roerich Readings,Чувство времени (венок сонетов),unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_f2b83bd6,2017,Roerich Readings,"Изображение Канакавасты, архата из Кашмира: часть полиптиха или отдельная танка? (Танка из собрания Кабинета Ю.Н. Рериха, ИВ РАН, Москва)",unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_5354a4c9,2017,Roerich Readings,К вопросу о могольском изобразительном «мультилингвизме» и культурной экстравертности,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_1ed161be,2017,Roerich Readings,Использование вторичного текста (цитирование) как средство ведения дискуссии в «Вопросе о субъекте (пудгале)» в «Катхаваттху 1.1»,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_0b90c075,2017,Roerich Readings,Проблемы методологии при интертекстуальном анализе палийских и санскритских текстов,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_f3edb2a0,2017,Roerich Readings,К выходу Антологии индо-ирландских текстов,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_d7c71dfc,2017,Roerich Readings,Первые известные изображения раг. Тексты и контекст,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_2212aa97,2017,Roerich Readings,Культ Нарасинхи в трактатах по вастувидье в пуранах,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_3e62b10f,2017,Roerich Readings,"Анкхья-нат: обряд и драма средневекового Ассама, и их возрождение сегодня",unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_2944c6fc,2017,Roerich Readings,Семантика изображений птицы на каменных изваяниях степей Евразии,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_dece64d7,2018,Roerich Readings,Индийские нумерационные системы. По материалам трактата Махавирачарьи «Собрание основных положений науки о вычислениях» (сер. IX в.),unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_36fd0323,2018,Roerich Readings,Традиция «Лалитавистары» и ее истоки. Новые наблюдения,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_c68675a5,2018,Roerich Readings,«Видимый» и «невидимый» мир в теоретико-культурном дискурсе Древней Индии,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_1fca299a,2018,Roerich Readings,"Вопрос о соотношении субъекта-пудгалы, дискретности мышления-читты и устойчивости характеристик личности в тексте «Катхаваттху» (фрагмент 1.1.193-1.1.196)",unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_260d2ab0,2018,Roerich Readings,Брахмадева и его комментарий к «Дравья-санграха-вритти» в контексте джайнской текстовой традиции,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_6857248b,2018,Roerich Readings,«Ратнавали» Нагарджуны и «Дашабхумика-сутра»: явные и неявные связи,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_3ef3ec55,2018,Roerich Readings,Еще раз к вопросу о сандаловой статуе Будды,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_31d340ea,2018,Roerich Readings,Несколько слов о «я» и Адвайте в свете узнавания себя как предельного обладающего в толкованиях Абхинавагупты на «Ишварапратьябхиджня-карике» Утпаладевы,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_d6623cf4,2018,Roerich Readings,Вода и водоемы в трактатах по вастувидье в пуранах,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_66c22c2b,2018,Roerich Readings,Чидамбарам и его дикшитары в зеркале «Панниру тирумурей»,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_8afe1d47,2018,Roerich Readings,Имперская идея или этнический стереотип? Концепт «монгол» в первой половине XIII в,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_8469df28,2019,Roerich Readings,«Белые шапки»: интерпретации и эндемичность религиозного символа в начале XVIII в,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_70a0423a,2019,Roerich Readings,Вербальный панегирик индийского монаршего портрета эпохи Моголов. 9.12.19,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_903b8beb,2019,Roerich Readings,Старый парк Пушпакарандаки (одна из загадок «Глиняной повозки»),unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_4c7216ab,2019,Roerich Readings,"О стихах, приписываемых Бхартрихари",unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_a50a96c3,2019,Roerich Readings,К вопросу о дхарани и Дхаранипитаке,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_cea56adf,2019,Roerich Readings,"Семь сокровищ чакравартина и их пространственная локализация (палийский канон, «Артхашастра»)",unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_4baf8c71,2019,Roerich Readings,«Цветомыслие» в Древней Индии (вербальный текст и стенопись),unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_f5fb177e,2019,Roerich Readings,Музыкальные колонны Южной Индии,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_f0e0c0c2,2019,Roerich Readings,Фронтальное и трёхчетвертное изображение лица в западно-индийской миниатюре XII–XV вв,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_0264060a,2019,Roerich Readings,Дайва-арадхана Тулунаду (Южная Индия): сценарий и воплощение,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_5d693fcb,2019,Roerich Readings,Восхваление табака в поэме «Пухейилей видутуду» тамильского поэта Сини Саккарей Пулавара,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_104a0205,2020,Roerich Readings,Некоторые тангка из собрания Ю.Н. Рериха. Новые исследования,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_a4e15fc1,2020,Roerich Readings,Кангдзей: «Подношения гневным божеcтвам»,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_b78c7c80,2020,Roerich Readings,Две тханки из собрания И.П. Минаева (МАЭ РАН) и традиция странствующих рассказчиков (лама манипа) в Гималайском регионе,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_8dadf792,2020,Roerich Readings,Некоторые особенности праздника семи неварских селений юго-западной части Долины Катманду,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_459031cd,2020,Roerich Readings,Что отличает индийскую эпистемическую культуру от западной?,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_7954566e,2020,Roerich Readings,Некоторые особенности текстов по вастувидье в пуранах и их интерпретация в современной массовой культуре,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_f7cab388,2020,Roerich Readings,Проблемы атомизма по «Вимшике» Васубандху и «Аламбана-парикше» Дигнаги,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_c725e624,2020,Roerich Readings,Поэтический цикл Кабилара о князе Пари,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_95da3b41,2020,Roerich Readings,О некоторых основных понятиях пратьябхиджни,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_f0f8ff4c,2021,Roerich Readings,О буддологии в тексте Abhisamayālaṅkāra (тиб. Mngon rtogs rgyan),unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_5dec0388,2021,Roerich Readings,Особенности топонимов Западного края Китая（西域): лингвокультурный аспект,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_c3a24216,2021,Roerich Readings,О манерах театральной игры: категория вритти в «Натьяшастре»,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_f94af2b9,2021,Roerich Readings,Начало гирлянды. Первые известные серии миниатюр рагамала,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_46d7891e,2021,Roerich Readings,Был ли Панчашихка Материалистом?,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_647e6623,2021,Roerich Readings,Жизнь и реалии Кумаона в народных песнях-ньоли,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_5925dee4,2021,Roerich Readings,Предварительные замечания к проблеме речевого сбоя в древнеиндийской теории драмы,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_3b624bcc,2021,Roerich Readings,«Культурологический поворот» в исследованиях Ю.Н. Рериха и Л.Н. Гумилёва,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_66770a63,2021,Roerich Readings,Вклад Ю.Н. Рериха в формирование «транскультурного пространства» Калимпонга (1950-е гг. ХХ в.),unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_96fde301,2022,Roerich Readings,Памятные даты – стимул к новым поискам: 150 лет со дня рождения Павла Риттера и 120 лет со дня рождения Юрия Рериха. (доклад онлайн),unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_2c192cb9,2022,Roerich Readings,Дарджилингский период в научной карьере Ю.Н. Рериха,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_a9379eb3,2022,Roerich Readings,Некоторые особенности культа Белого старца в Сиккиме. (доклад онлайн),unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_5e6684f1,2022,Roerich Readings,«Жизнь Будды» Ашвагхоши и Серебряный век русской культуры,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_2328f6a1,2022,Roerich Readings,Учение о цвете Ксенократа Сикионского и теория цвето-культурной компетенции чхави Древней Индии,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_276c6c23,2022,Roerich Readings,Священные зороастрийские тексты и переписка парсийских жрецов с зороастрийскими жрецами Ирана,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_c3e58a05,2022,Roerich Readings,Несколько замечаний о введении и первой части «Тирумантирама»,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_5e6c5372,2022,Roerich Readings,Тригата в «Натьяшастре»: религиозное и символическое значение,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_cb3ac8dc,2022,Roerich Readings,Связка текст-смысл-мышление в «Артхашастре» Каутильи: уникальность и стандартность,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_06782b8a,2022,Roerich Readings,Немногие сведения о Нилакантхадикшитеграмматисте,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_9508e42c,2022,Roerich Readings,О предельном предмете в «Парамартхасаре» Абхинавагупты,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_5c8f1fff,2022,Roerich Readings,Сообщение о смерти Чингис-хана в русских летописях,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_666aca53,2022,Roerich Readings,", Б.У. Китинов (ИВ РАН). «Стела монастыря Шакья 释迦院碑» 1257 г. в Монголии – изучение и анализ текста",unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_50f5cac0,2023,Roerich Readings,Надписи на колонне Гелиодора,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_fca552b0,2023,Roerich Readings,Представление о годе в концепции времени пуран,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_0a95fbe7,2023,Roerich Readings,Культ корзины в Древней Индии и смена религиозной парадигмы,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_4fff3b4e,2023,Roerich Readings,Социоскрипторная ситуация в Древней Индии,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_58633b60,2023,Roerich Readings,Несколько замечаний о Брахмане и сущем,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_a43239ab,2023,Roerich Readings,Обсценная брань и её следы в РВ 10.10: возможна ли реконструкция текста?,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_f1cc8f8c,2023,Roerich Readings,О понятии «вкус» (rasa) в древнеиндийской традиции,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_2db952a6,2023,Roerich Readings,Исследования древнеиндийских текстов как ключевое направление в ранней японской буддологии,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_1d6efc68,2023,Roerich Readings,Словослияние в куллуи как способ словообразования,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_9ec71611,2023,Roerich Readings,Тексты праджняпарамиты в ойратской религиозной культуре и законоположениях,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_f661cb1b,2023,Roerich Readings,Улан-Баторский период в научной карьере Ю.Н. Рериха. 1926-1927 годы,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_b42c5951,2024,Roerich Readings,Посох Чанакьи,unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_92049b03,2024,Roerich Readings,Индийские классификации: принципы различения поэтических украшений (аланкар),unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
PRES_R_8dfe5b5a,2024,Roerich Readings,"Традиционные индийские классификации: образцовые, удобные, проблематичные",unspecified,unspecified,unspecified,unspecified,baseline_remapped,0.0,Mapped from old baseline
