person_id,display_name,full_name_ru,n_talks,rinc_search_url,review_status,rinc_author_id,spin,profile_url,reviewer,checked_at,notes,birth_year_estimate,first_publication_year,first_publication_source
PERS_f8ab5755,Оранская Татьяна Иосифовна,Оранская Татьяна Иосифовна,6,https://elibrary.ru/author_items.asp?authorid=&fams=Оранская,todo,,,,,,rejected_filter:low_works_count=1,,,
PERS_0665f215,Шохин Владимир Кириллович,Шохин Владимир Кириллович,5,https://elibrary.ru/author_items.asp?authorid=&fams=Шохин,todo,,,,,,,,,
PERS_0c451d76,Лобанов Сергей Владимирович,Лобанов Сергей Владимирович,5,https://elibrary.ru/author_items.asp?authorid=&fams=Лобанов,todo,,,,,,,,,
PERS_22d87263,Костина Екатерина Александровна,Костина Екатерина Александровна,5,https://elibrary.ru/author_items.asp?authorid=&fams=Костина,todo,,,,,,,,,
PERS_58b39545,Ренковская Евгения Алексеевна,Ренковская Евгения Алексеевна,5,https://elibrary.ru/author_items.asp?authorid=&fams=Ренковская,todo,,,,,,,,,
PERS_7eb0dc30,Зимина Татьяна Александровна,Зимина Татьяна Александровна,5,https://elibrary.ru/author_items.asp?authorid=&fams=Зимина,todo,,,,,,,,,
PERS_91b473b1,Челнокова Анна Витальевна,Челнокова Анна Витальевна,5,https://elibrary.ru/author_items.asp?authorid=&fams=Челнокова,todo,,,,,,,,,
PERS_92f293f8,П. В. Хрущева,П. В. Хрущева,5,https://elibrary.ru/author_items.asp?authorid=&fams=Хрущева,todo,,,,,,,,,
PERS_93e2effb,Комиссаров Дмитрий Алексеевич,Комиссаров Дмитрий Андреевич,5,https://elibrary.ru/author_items.asp?authorid=&fams=Комиссаров,todo,,,,,,,,,
PERS_c6bbcef3,Битинайте Елена Алексеевна,Битинайте Елена Алексеевна,5,https://elibrary.ru/author_items.asp?authorid=&fams=Битинайте,todo,,,,,,,,,
PERS_dd7de77e,Е. К. Бросалина,Е. К. Бросалина,5,https://elibrary.ru/author_items.asp?authorid=&fams=Бросалина,todo,,,,,,,,,
PERS_f5b8b340,Вигасин Алексей Алексеевич,Вигасин Алексей Алексеевич,5,https://elibrary.ru/author_items.asp?authorid=&fams=Вигасин,todo,,,,,,,,,
PERS_06ee047f,Ю. И. Елихина,Ю. И. Елихина,4,https://elibrary.ru/author_items.asp?authorid=&fams=Елихина,todo,,,,,,,,,
PERS_088c4df7,Ю.Г. Атманова,Ю.Г. Атманова,4,https://elibrary.ru/author_items.asp?authorid=&fams=Атманова,todo,,,,,,,,,
PERS_2a2e5602,Коровина Евгения Владимировна,Коровина Евгения Владимировна,4,https://elibrary.ru/author_items.asp?authorid=&fams=Коровина,todo,,,,,,,,,
PERS_3c202afd,Крапивина Раиса Николаевна,Крапивина Рада Нельсовна,4,https://elibrary.ru/author_items.asp?authorid=&fams=Крапивина,todo,,,,,,,,,
PERS_3c7d41ac,М.С. Фомин,М.С. Фомин,4,https://elibrary.ru/author_items.asp?authorid=&fams=Фомин,todo,,,,,,,,,
PERS_45a76880,Д. А. Кораблин,Д. А. Кораблин,4,https://elibrary.ru/author_items.asp?authorid=&fams=Кораблин,todo,,,,,,,,,
PERS_554c138a,Г. Г. Хмуркин,Г. Г. Хмуркин,4,https://elibrary.ru/author_items.asp?authorid=&fams=Хмуркин,todo,,,,,,,,,
PERS_5e2a5a5c,Столярова Екатерина Владимировна,Столярова Екатерина Владимировна,4,https://elibrary.ru/author_items.asp?authorid=&fams=Столярова,todo,,,,,,,,,
PERS_6e211759,Иванов Владимир Павлович,Иванов Владимир Павлович,4,https://elibrary.ru/author_items.asp?authorid=&fams=Иванов,todo,,,,,,,,,
PERS_7f908d49,Стрельцова Лилия Александровна,Стрельцова Лилия Александровна,4,https://elibrary.ru/author_items.asp?authorid=&fams=Стрельцова,todo,,,,,,,,,
PERS_8108c314,Ерченков Олег Николаевич,Ерченков Олег Николаевич,4,https://elibrary.ru/author_items.asp?authorid=&fams=Ерченков,todo,,,,,,,,,
PERS_db0a826b,И.Н. Комарова,И.Н. Комарова,4,https://elibrary.ru/author_items.asp?authorid=&fams=Комарова,todo,,,,,,,,,
PERS_01aafd44,Сафина Наталья Алексеевна,Сафина Наталья Алексеевна,3,https://elibrary.ru/author_items.asp?authorid=&fams=Сафина,todo,,,,,,,,,
PERS_0fd718a7,К. М. Воздиган,К. М. Воздиган,3,https://elibrary.ru/author_items.asp?authorid=&fams=Воздиган,todo,,,,,,,,,
PERS_28317057,Т. А. Дубянская,Т. А. Дубянская,3,https://elibrary.ru/author_items.asp?authorid=&fams=Дубянская,todo,,,,,,,,,
PERS_3d3b302d,Соболева Дарья Валерьевна,Соболева Диана Владимировна,3,https://elibrary.ru/author_items.asp?authorid=&fams=Соболева,todo,,,,,,,,,
PERS_40375fef,А.К. Васильев,А.К. Васильев,3,https://elibrary.ru/author_items.asp?authorid=&fams=Васильев,todo,,,,,,,,,
PERS_4fff9d16,Минаева Маргарита Денисовна,Минаева Мария Дмитриевна,3,https://elibrary.ru/author_items.asp?authorid=&fams=Минаева,todo,,,,,,,,,
PERS_6441d568,Соболева Елена Станиславовна,Соболева Елена Станиславовна,3,https://elibrary.ru/author_items.asp?authorid=&fams=Соболева,todo,,,,,,,,,
PERS_69750b7c,В. Н. Мазурина,В. Н. Мазурина,3,https://elibrary.ru/author_items.asp?authorid=&fams=Мазурина,todo,,,,,,,,,
PERS_8df3730a,Донченко Сергей Сергеевич,Донченко Сергей Сергеевич,3,https://elibrary.ru/author_items.asp?authorid=&fams=Донченко,todo,,,,,,,,,
PERS_aebd34a2,А. И. Коган,А. И. Коган,3,https://elibrary.ru/author_items.asp?authorid=&fams=Коган,todo,,,,,,,,,
PERS_b2c121e9,Е. Н. Успенская,Е. Н. Успенская,3,https://elibrary.ru/author_items.asp?authorid=&fams=Успенская,todo,,,,,,,,,
PERS_b881461b,Яковлева Мария Николаевна,Яковлева Мария Николаевна,3,https://elibrary.ru/author_items.asp?authorid=&fams=Яковлева,todo,,,,,,,,,
PERS_ba81468a,Ю. Г. Кокова,Ю. Г. Кокова,3,https://elibrary.ru/author_items.asp?authorid=&fams=Кокова,todo,,,,,,,,,
PERS_bcaec2d8,Дружинин Владимир Юрьевич,Дружинин Владимир Юрьевич,3,https://elibrary.ru/author_items.asp?authorid=&fams=Дружинин,todo,,,,,,,,,
PERS_cb52ebc2,Лемешкина Ксения Вячеславовна,Лемешкина Ксения Вячеславовна,3,https://elibrary.ru/author_items.asp?authorid=&fams=Лемешкина,todo,,,,,,,,,
PERS_ced3d7b4,Молина Анна Вениаминовна,Молина Анна Валерьевна,3,https://elibrary.ru/author_items.asp?authorid=&fams=Молина,todo,,,,,,,,,
PERS_d218805b,В. Ю. Крюкова,В. Ю. Крюкова,3,https://elibrary.ru/author_items.asp?authorid=&fams=Крюкова,todo,,,,,,,,,
PERS_f56c5a7e,Жукова Любовь Евгеньевна,Жукова Любовь Евгеньевна,3,https://elibrary.ru/author_items.asp?authorid=&fams=Жукова,todo,,,,,,,,,
PERS_f940c5b3,Г. В. Стрелкова,Г. В. Стрелкова,3,https://elibrary.ru/author_items.asp?authorid=&fams=Стрелкова,todo,,,,,,,,,
PERS_0a2e5f24,В.В. Тишин,Тишин Владимир Владимирович,2,https://elibrary.ru/author_items.asp?authorid=&fams=Тишин,todo,,,,,,,,,
PERS_18fcab2a,Блиндерман Радха Тимуровна,Блиндерман Радха Тимуровна,2,https://elibrary.ru/author_items.asp?authorid=&fams=Блиндерман,todo,,,,,,,,,
PERS_2c40b9b1,Н. В. Гуров,Гуров Никита Владимирович,2,https://elibrary.ru/author_items.asp?authorid=&fams=Гуров,todo,,,,,,,,,
PERS_3074a8e5,Терентьев Андрей Анатольевич,Терентьев Андрей Анатольевич,2,https://elibrary.ru/author_items.asp?authorid=&fams=Терентьев,todo,,,,,,,,,
PERS_310b2911,Толчельников Иван Евгеньевич,Толчельников Иван Евгеньевич,2,https://elibrary.ru/author_items.asp?authorid=&fams=Толчельников,todo,,,,,,,,,
PERS_35c57654,Егорова Мария Александровна,Егорова Мария Александровна,2,https://elibrary.ru/author_items.asp?authorid=&fams=Егорова,todo,,,,,,,,,
PERS_37d557c2,Анисимова Дарья Дмитриевна,Анисимова Дарья Дмитриевна,2,https://elibrary.ru/author_items.asp?authorid=&fams=Анисимова,todo,,,,,,,,,
PERS_50c46233,Маретина Ксения Александровна,Маретина Ксения Александровна,2,https://elibrary.ru/author_items.asp?authorid=&fams=Маретина,todo,,,,,,,,,
PERS_52d3f72c,М.Б. Мейтарчиян,Мейтарчиян Маргарита Борисовна,2,https://elibrary.ru/author_items.asp?authorid=&fams=Мейтарчиян,todo,,,,,,,,,
PERS_587b08ec,М.В. Леонов,Леонов Михаил Васильевич,2,https://elibrary.ru/author_items.asp?authorid=&fams=Леонов,todo,,,,,,,,,
PERS_5f6fa17b,А. М. Пахомова,Пахомова Александра Михайловна,2,https://elibrary.ru/author_items.asp?authorid=&fams=Пахомова,todo,,,,,,,,,
PERS_6ae5c779,Фивейская А. В.,Фивейская Анастасия Васильевна,2,https://elibrary.ru/author_items.asp?authorid=&fams=Фивейская,todo,,,,,,,,,
PERS_7da0afff,К.А. Демичев,Демичев Кирилл Андреевич,2,https://elibrary.ru/author_items.asp?authorid=&fams=Демичев,todo,,,,,,,,,
PERS_8df81b6d,Лужинская Полина Александровна,Лужинская Полина Александровна,2,https://elibrary.ru/author_items.asp?authorid=&fams=Лужинская,todo,,,,,,,,,
PERS_9e9c9566,Лекарева Ева Павловна,Лекарева Ева Павловна,2,https://elibrary.ru/author_items.asp?authorid=&fams=Лекарева,todo,,,,,,,,,
PERS_b62a9567,А. Ю. Курочкин,Курочкин Александр Юрьевич,2,https://elibrary.ru/author_items.asp?authorid=&fams=Курочкин,todo,,,,,,,,,
PERS_b76851a7,Митруев Б. Л.,Митруев Бембя Леонидович,2,https://elibrary.ru/author_items.asp?authorid=&fams=Митруев,todo,,,,,,,,,
PERS_bf91d4b8,Ю. А. Уймина,Уймина Юлия Александровна,2,https://elibrary.ru/author_items.asp?authorid=&fams=Уймина,todo,,,,,,,,,
PERS_c31236d2,Ю. Е. Березкин,Березкин Юрий Евгеньевич,2,https://elibrary.ru/author_items.asp?authorid=&fams=Березкин,todo,,,,,,,,,
PERS_cca8f93d,В.М. Немчинов,Немчинов Виктор Михайлович,2,https://elibrary.ru/author_items.asp?authorid=&fams=Немчинов,todo,,,,,,,,,
PERS_cdbd7a15,C. В. Кулланда,Кулланда Сергей Всеволодович,2,https://elibrary.ru/author_items.asp?authorid=&fams=Кулланда,todo,,,,,,,,,
PERS_d4c2cc5e,Т.В. Лучина,Т.В. Лучина,2,https://elibrary.ru/author_items.asp?authorid=&fams=Лучина,todo,,,,,,,,,
PERS_e5a5ac24,С. Л. Невелева,Невелева Светлана Леонидовна,2,https://elibrary.ru/author_items.asp?authorid=&fams=Невелева,todo,,,,,,,,,
PERS_00c3b0cc,М.Б. Щербак,М.Б. Щербак,1,https://elibrary.ru/author_items.asp?authorid=&fams=Щербак,todo,,,,,,,,,
PERS_04c4d444,Е.С. Юдицкая,Е.С. Юдицкая,1,https://elibrary.ru/author_items.asp?authorid=&fams=Юдицкая,todo,,,,,,,,,
PERS_05707a8e,М.Б.Загорулько,М.Б.Загорулько,1,https://elibrary.ru/author_items.asp?authorid=&fams=М.Б.Загорулько,todo,,,,,,,,,
PERS_07adc1e6,Лейтан Эдгар Зигфридович,Лейтан Эдгар Зигфридович,1,https://elibrary.ru/author_items.asp?authorid=&fams=Лейтан,todo,,,,,,,,,
PERS_10547db9,Б. И. Загуменнов,Б. И. Загуменнов,1,https://elibrary.ru/author_items.asp?authorid=&fams=Загуменнов,todo,,,,,,,,,
PERS_1130c736,Серебряный Сергей Дмитриевич,Серебряный Сергей Дмитриевич,1,https://elibrary.ru/author_items.asp?authorid=&fams=Серебряный,todo,,,,,,,,,
PERS_142b5c2b,Д. Н. Парамонов,Д. Н. Парамонов,1,https://elibrary.ru/author_items.asp?authorid=&fams=Парамонов,todo,,,,,,,,,
