person_id,local_display_name,local_latin_name,total_talks,query_type,query_string,openalex_id,openalex_name,works_count,top_affiliation_name,top_affiliation_country,is_ru_affiliated,relevance_score,manual_status,notes
PERS_5e2a5a5c,Е. В. Столярова,,4,display_name,Е. В. Столярова,https://openalex.org/A5098561932,Е. В. Столярова,1,,,no,0.0,todo,
PERS_5e2a5a5c,Е. В. Столярова,,4,display_name,Е. В. Столярова,https://openalex.org/A5073271120,Е В Столярова,1,,,no,0.0,todo,
PERS_5e2a5a5c,Е. В. Столярова,,4,display_name,Е. В. Столярова,https://openalex.org/A5051569369,Е В Столярова,1,,,no,0.0,todo,
PERS_06ee047f,Ю. И. Елихина,,4,display_name,Ю. И. Елихина,https://openalex.org/A5028328615,Ю. И. Елихина,6,,,no,0.2,todo,
PERS_aebd34a2,А. И. Коган,,3,display_name,А. И. Коган,https://openalex.org/A5010019706,Anton Kogan,20,,,no,0.3,todo,
PERS_aebd34a2,А. И. Коган,,3,display_name,А. И. Коган,https://openalex.org/A5003042336,А. И. Коган,2,,,no,0.0,todo,
PERS_aebd34a2,А. И. Коган,,3,display_name,А. И. Коган,https://openalex.org/A5012762962,А. И. Коган,1,,,no,0.0,todo,
PERS_aebd34a2,А. И. Коган,,3,display_name,А. И. Коган,https://openalex.org/A5041786402,А. И. Коган,2,,,no,0.0,todo,
PERS_aebd34a2,А. И. Коган,,3,display_name,А. И. Коган,https://openalex.org/A5066999648,А. И. Коган,2,,,no,0.0,todo,
PERS_40375fef,А. К. Васильев,,3,display_name,А. К. Васильев,https://openalex.org/A5110819858,А К Васильев,3,,,no,0.3,todo,
PERS_40375fef,А. К. Васильев,,3,display_name,А. К. Васильев,https://openalex.org/A5032471550,К. А. Васильев,3,,,no,0.3,todo,
PERS_40375fef,А. К. Васильев,,3,display_name,А. К. Васильев,https://openalex.org/A5019420990,К. А. Васильев,6,,,no,0.2,todo,
PERS_40375fef,А. К. Васильев,,3,display_name,А. К. Васильев,https://openalex.org/A5007597361,А К Васильев,1,,,no,0.0,todo,
PERS_40375fef,А. К. Васильев,,3,display_name,А. К. Васильев,https://openalex.org/A5027629957,А К Васильев,1,,,no,0.0,todo,
PERS_d218805b,В. Ю. Крюкова,,3,display_name,В. Ю. Крюкова,https://openalex.org/A5121187703,"Крюкова Е. С., Рузанова В. Д., Поваров Ю. С.",1,,,no,0.0,todo,
PERS_69750b7c,В. Н. Мазурина,,3,display_name,В. Н. Мазурина,https://openalex.org/A5054632025,Н. В. Мазурина,104,,,no,0.3,todo,
PERS_69750b7c,В. Н. Мазурина,,3,display_name,В. Н. Мазурина,https://openalex.org/A5108079693,Nataliya V. Mazurina,5,,,no,0.2,todo,
PERS_69750b7c,В. Н. Мазурина,,3,display_name,В. Н. Мазурина,https://openalex.org/A5031701031,Н. В. Мазурина,1,,,no,0.0,todo,
PERS_69750b7c,В. Н. Мазурина,,3,display_name,В. Н. Мазурина,https://openalex.org/A5053645374,Н. В. Мазурина,2,,,no,0.0,todo,
PERS_69750b7c,В. Н. Мазурина,,3,display_name,В. Н. Мазурина,https://openalex.org/A5074656507,Н. В. Мазурина,1,,,no,0.0,todo,
PERS_f940c5b3,Г. В. Стрелкова,,3,display_name,Г. В. Стрелкова,https://openalex.org/A5033578514,В Г Стрелкова,1,,,no,0.0,todo,
PERS_8df3730a,С. С. Донченко,,3,display_name,С. С. Донченко,https://openalex.org/A5069340734,С. В. Донченко,31,,,no,0.3,todo,
PERS_8df3730a,С. С. Донченко,,3,display_name,С. С. Донченко,https://openalex.org/A5101411315,А. С. Донченко,39,,,no,0.3,todo,
PERS_8df3730a,С. С. Донченко,,3,display_name,С. С. Донченко,https://openalex.org/A5101411314,А. С. Донченко,16,,,no,0.3,todo,
PERS_8df3730a,С. С. Донченко,,3,display_name,С. С. Донченко,https://openalex.org/A5029684074,Д С Донченко,2,,,no,0.1,todo,
PERS_8df3730a,С. С. Донченко,,3,display_name,С. С. Донченко,https://openalex.org/A5079321610,О. С. Донченко,7,,,no,0.3,todo,
PERS_bcaec2d8,В. Ю. Дружинин,,3,display_name,В. Ю. Дружинин,https://openalex.org/A5091249273,В Ю Дружинин,2,,,no,0.0,todo,
PERS_cb52ebc2,Лемешкина Ксения Вячеславовна,,3,cyrillic_fullname,Лемешкина Ксения Вячеславовна,https://openalex.org/A5122639692,Лемешкина Ксения Вячеславовна,1,,,no,0.0,todo,
PERS_cb52ebc2,Лемешкина Ксения Вячеславовна,,3,cyrillic_fullname,Лемешкина Ксения Вячеславовна,https://openalex.org/A5121939102,Ксения Вячеславовна Лемешкина,1,,,no,0.0,todo,
PERS_01aafd44,Н. А. Сафина,,3,display_name,Н. А. Сафина,https://openalex.org/A5110999788,Н. А. Сафина,34,,,no,0.3,todo,
PERS_01aafd44,Н. А. Сафина,,3,display_name,Н. А. Сафина,https://openalex.org/A5043705083,Н. А. Сафина,1,,,no,0.0,todo,
PERS_01aafd44,Н. А. Сафина,,3,display_name,Н. А. Сафина,https://openalex.org/A5014482026,Н. А. Сафина,2,,,no,0.0,todo,
PERS_01aafd44,Н. А. Сафина,,3,display_name,Н. А. Сафина,https://openalex.org/A5085566108,Н. А. Сафина,1,,,no,0.0,todo,
PERS_01aafd44,Н. А. Сафина,,3,display_name,Н. А. Сафина,https://openalex.org/A5121713624,Сафина Н. А.,1,,,no,0.0,todo,
PERS_6441d568,Е. С. Соболева,,3,display_name,Е. С. Соболева,https://openalex.org/A5036741164,Е. С. Соболева,1,,,no,0.0,todo,
PERS_6441d568,Е. С. Соболева,,3,display_name,Е. С. Соболева,https://openalex.org/A5039656753,Е. С. Соболева,2,,,no,0.0,todo,
PERS_6441d568,Е. С. Соболева,,3,display_name,Е. С. Соболева,https://openalex.org/A5009178388,Е. С. Соболева,1,,,no,0.0,todo,
PERS_6441d568,Е. С. Соболева,,3,display_name,Е. С. Соболева,https://openalex.org/A5065156544,Е С Соболева,1,,,no,0.0,todo,
PERS_6441d568,Е. С. Соболева,,3,display_name,Е. С. Соболева,https://openalex.org/A5029993392,Е. С. Соболева,2,,,no,0.0,todo,
PERS_b881461b,Яковлева Мария Николаевна,,3,cyrillic_fullname,Яковлева Мария Николаевна,https://openalex.org/A5001945001,Яковлева Мария Николаевна,4,,,no,0.2,todo,
PERS_cdbd7a15,Кулланда Сергей Всеволодович,Sergey Kullanda,2,cyrillic_fullname,Кулланда Сергей Всеволодович,https://openalex.org/A5010739527,Кулланда Сергей Всеволодович,2,,,no,0.0,todo,
PERS_cdbd7a15,Кулланда Сергей Всеволодович,Sergey Kullanda,2,cyrillic_fullname,Кулланда Сергей Всеволодович,https://openalex.org/A5071101656,Сергей Всеволодович Кулланда,1,,,no,0.0,todo,
PERS_cdbd7a15,Кулланда Сергей Всеволодович,Sergey Kullanda,2,latin_name,Sergey Kullanda,https://openalex.org/A5027066457,Sergey Kullanda,1,,,no,0.3,todo,
PERS_cdbd7a15,Кулланда Сергей Всеволодович,Sergey Kullanda,2,latin_name,Sergey Kullanda,https://openalex.org/A5091694401,Sergey Kullanda,6,,,no,0.6,todo,
PERS_37d557c2,Д. Д. Анисимова,,2,display_name,Д. Д. Анисимова,https://openalex.org/A5093829441,Н. Д. Анисимова,3,,,no,0.3,todo,
PERS_37d557c2,Д. Д. Анисимова,,2,display_name,Д. Д. Анисимова,https://openalex.org/A5130903657,Е. Д. Анисимова,1,,,no,0.0,todo,
PERS_37d557c2,Д. Д. Анисимова,,2,display_name,Д. Д. Анисимова,https://openalex.org/A5080776497,И Д Анисимова,1,,,no,0.0,todo,
PERS_37d557c2,Д. Д. Анисимова,,2,display_name,Д. Д. Анисимова,https://openalex.org/A5090944528,И Д Анисимова,1,,,no,0.0,todo,
PERS_37d557c2,Д. Д. Анисимова,,2,display_name,Д. Д. Анисимова,https://openalex.org/A5001721698,Д. С. Анисимова,1,,,no,0.0,todo,
PERS_0a2e5f24,Тишин Владимир Владимирович,,2,cyrillic_fullname,Тишин Владимир Владимирович,https://openalex.org/A5045438997,В. В. Тишин,86,,,no,0.3,todo,
PERS_0a2e5f24,Тишин Владимир Владимирович,,2,cyrillic_fullname,Тишин Владимир Владимирович,https://openalex.org/A5109430602,Тишин Владимир Владимирович,26,,,no,0.3,todo,
PERS_0a2e5f24,Тишин Владимир Владимирович,,2,cyrillic_fullname,Тишин Владимир Владимирович,https://openalex.org/A5098573265,Владимир Владимирович Тишин,1,,,no,0.0,todo,
PERS_cca8f93d,Немчинов Виктор Михайлович,,2,cyrillic_fullname,Немчинов Виктор Михайлович,https://openalex.org/A5002277682,Немчинов Виктор Михайлович,1,,,no,0.0,todo,
PERS_35c57654,М. А. Егорова,,2,display_name,М. А. Егорова,https://openalex.org/A5114039283,Marina A. Egorova,23,,,no,0.3,todo,
PERS_35c57654,М. А. Егорова,,2,display_name,М. А. Егорова,https://openalex.org/A5101495931,М. А. Егорова,35,,,no,0.3,todo,
PERS_35c57654,М. А. Егорова,,2,display_name,М. А. Егорова,https://openalex.org/A5014381676,Maria A. Egorova,95,,,no,0.3,todo,
PERS_35c57654,М. А. Егорова,,2,display_name,М. А. Егорова,https://openalex.org/A5045919925,М.А. Егорова,4,,,no,0.2,todo,
PERS_35c57654,М. А. Егорова,,2,display_name,М. А. Егорова,https://openalex.org/A5089651227,М. А. Егорова,1,,,no,0.0,todo,
PERS_7da0afff,Демичев Кирилл Андреевич,,2,cyrillic_fullname,Демичев Кирилл Андреевич,https://openalex.org/A5066200563,Демичев Кирилл Андреевич,8,,,no,0.2,todo,
PERS_587b08ec,Леонов Михаил Васильевич,,2,cyrillic_fullname,Леонов Михаил Васильевич,https://openalex.org/A5016571769,Леонов Михаил Васильевич,2,,,no,0.0,todo,
PERS_587b08ec,Леонов Михаил Васильевич,,2,cyrillic_fullname,Леонов Михаил Васильевич,https://openalex.org/A5122428373,Михаил Васильевич Леонов,1,,,no,0.0,todo,
PERS_50c46233,Маретина Ксения Александровна,,2,cyrillic_fullname,Маретина Ксения Александровна,https://openalex.org/A5073720961,Маретина Ксения Александровна,2,,,no,0.0,todo,
PERS_50c46233,Маретина Ксения Александровна,,2,cyrillic_fullname,Маретина Ксения Александровна,https://openalex.org/A5125057625,Шишова-Маретина Ксения Александровна,1,,,no,0.0,todo,
PERS_50c46233,Маретина Ксения Александровна,,2,cyrillic_fullname,Маретина Ксения Александровна,https://openalex.org/A5122814149,Ксения Александровна Маретина,1,,,no,0.0,todo,
PERS_b76851a7,Митруев Бембя Леонидович,,2,cyrillic_fullname,Митруев Бембя Леонидович,https://openalex.org/A5052631429,Бембя Леонидович Митруев,1,,,no,0.0,todo,
PERS_e5a5ac24,Невелева Светлана Леонидовна,,2,cyrillic_fullname,Невелева Светлана Леонидовна,https://openalex.org/A5019366243,Невелева Светлана Леонидовна,3,,,no,0.2,todo,
PERS_3074a8e5,А. А. Терентьев,,2,display_name,А. А. Терентьев,https://openalex.org/A5011872408,Alexander O. Terent’ev,411,,,no,0.3,todo,
PERS_3074a8e5,А. А. Терентьев,,2,display_name,А. А. Терентьев,https://openalex.org/A5113823259,А. А. Терентьев,91,,,no,0.3,todo,
PERS_3074a8e5,А. А. Терентьев,,2,display_name,А. А. Терентьев,https://openalex.org/A5017655745,А. А. Терентьев,72,,,no,0.3,todo,
PERS_3074a8e5,А. А. Терентьев,,2,display_name,А. А. Терентьев,https://openalex.org/A5087605850,Evgeniy Terentev,62,,,no,0.3,todo,
PERS_3074a8e5,А. А. Терентьев,,2,display_name,А. А. Терентьев,https://openalex.org/A5113892003,С. А. Терентьев,53,,,no,0.3,todo,
PERS_6ae5c779,Фивейская Анастасия Васильевна,Anastasia Fiveyskaya,2,cyrillic_fullname,Фивейская Анастасия Васильевна,https://openalex.org/A5128129983,Фивейская Анастасия Васильевна,1,,,no,0.0,todo,
PERS_6ae5c779,Фивейская Анастасия Васильевна,Anastasia Fiveyskaya,2,latin_name,Anastasia Fiveyskaya,https://openalex.org/A5062023677,Anastasia Fiveyskaya,1,,,no,0.3,todo,
PERS_c31236d2,Березкин Юрий Евгеньевич,,2,cyrillic_fullname,Березкин Юрий Евгеньевич,https://openalex.org/A5078194106,Березкин Юрий Евгеньевич,14,,,no,0.2,todo,
PERS_c31236d2,Березкин Юрий Евгеньевич,,2,cyrillic_fullname,Березкин Юрий Евгеньевич,https://openalex.org/A5014561160,Юрий Евгеньевич Березкин,7,,,no,0.2,todo,
PERS_856eb5c6,V. Shukla,,1,display_name,V. Shukla,https://openalex.org/A5006331157,Vijay K. Shukla,369,,,no,0.3,todo,
PERS_856eb5c6,V. Shukla,,1,display_name,V. Shukla,https://openalex.org/A5012355980,P. Shukla,829,,,no,0.3,todo,
PERS_856eb5c6,V. Shukla,,1,display_name,V. Shukla,https://openalex.org/A5043025936,A. Abdulsalam,945,,,no,0.3,todo,
PERS_856eb5c6,V. Shukla,,1,display_name,V. Shukla,https://openalex.org/A5080458870,Vivek Kumar Shukla,96,,,no,0.3,todo,
PERS_856eb5c6,V. Shukla,,1,display_name,V. Shukla,https://openalex.org/A5062789556,Vivek V. Shukla,67,,,no,0.3,todo,
PERS_3d22e8d4,А. М. Стрелков,,1,display_name,А. М. Стрелков,https://openalex.org/A5025054867,А. М. Стрелков,1,,,no,0.0,todo,
PERS_3d22e8d4,А. М. Стрелков,,1,display_name,А. М. Стрелков,https://openalex.org/A5055817342,А. М. Стрелков,1,,,no,0.0,todo,
PERS_3d22e8d4,А. М. Стрелков,,1,display_name,А. М. Стрелков,https://openalex.org/A5009159925,А. М. Стрелков,1,,,no,0.0,todo,
PERS_3d22e8d4,А. М. Стрелков,,1,display_name,А. М. Стрелков,https://openalex.org/A5055494235,М. А. Стрелков,2,,,no,0.0,todo,
PERS_3d22e8d4,А. М. Стрелков,,1,display_name,А. М. Стрелков,https://openalex.org/A5085646174,М А Стрелков,2,,,no,0.0,todo,
PERS_180c5e5c,А. В. Арапов,,1,display_name,А. В. Арапов,https://openalex.org/A5081208633,А. В. Арапов,1,,,no,0.0,todo,
PERS_180c5e5c,А. В. Арапов,,1,display_name,А. В. Арапов,https://openalex.org/A5053250808,А В Арапов,1,,,no,0.0,todo,
PERS_180c5e5c,А. В. Арапов,,1,display_name,А. В. Арапов,https://openalex.org/A5028729900,А В Арапов,1,,,no,0.0,todo,
PERS_2011b78d,А. В. Бондарев,,1,display_name,А. В. Бондарев,https://openalex.org/A5053431810,А В Бондарев,28,,,no,0.3,todo,
PERS_2011b78d,А. В. Бондарев,,1,display_name,А. В. Бондарев,https://openalex.org/A5082631361,А. В. Бондарев,27,,,no,0.3,todo,
PERS_2011b78d,А. В. Бондарев,,1,display_name,А. В. Бондарев,https://openalex.org/A5071277830,А. В. Бондарев,17,,,no,0.3,todo,
PERS_2011b78d,А. В. Бондарев,,1,display_name,А. В. Бондарев,https://openalex.org/A5109390323,А. В. Бондарев,18,,,no,0.3,todo,
PERS_2011b78d,А. В. Бондарев,,1,display_name,А. В. Бондарев,https://openalex.org/A5110594732,В. А. Бондарев,46,,,no,0.3,todo,
PERS_61de659d,В. Н. Белов,,1,display_name,В. Н. Белов,https://openalex.org/A5042798414,В. Н. Белов,17,,,no,0.3,todo,
PERS_61de659d,В. Н. Белов,,1,display_name,В. Н. Белов,https://openalex.org/A5020859823,Vladimir N. Belov,64,,,no,0.3,todo,
PERS_61de659d,В. Н. Белов,,1,display_name,В. Н. Белов,https://openalex.org/A5112148102,В. Н. Белов,2,,,no,0.0,todo,
PERS_61de659d,В. Н. Белов,,1,display_name,В. Н. Белов,https://openalex.org/A5012597644,Н В Белов,2,,,no,0.0,todo,
PERS_61de659d,В. Н. Белов,,1,display_name,В. Н. Белов,https://openalex.org/A5086850980,В. Н. Белов,2,,,no,0.0,todo,
PERS_9bf51055,В. М. Шелкович,,1,display_name,В. М. Шелкович,https://openalex.org/A5011817684,В. М. Шелкович,1,,,no,0.0,todo,
PERS_ee3448c3,В. В. Деменова,,1,display_name,В. В. Деменова,https://openalex.org/A5129818456,В. В. Деменова,1,,,no,0.0,todo,
PERS_ee3448c3,В. В. Деменова,,1,display_name,В. В. Деменова,https://openalex.org/A5128415860,В. В. Деменова,2,,,no,0.0,todo,
PERS_ee3448c3,В. В. Деменова,,1,display_name,В. В. Деменова,https://openalex.org/A5031371090,В. В. Деменова,2,,,no,0.0,todo,
PERS_e4aab278,Д. В. Возчиков,,1,display_name,Д. В. Возчиков,https://openalex.org/A5129848639,Д. В. Возчиков,1,,,no,0.0,todo,
PERS_e4aab278,Д. В. Возчиков,,1,display_name,Д. В. Возчиков,https://openalex.org/A5021693723,Д. В. Возчиков,1,,,no,0.0,todo,
PERS_e4aab278,Д. В. Возчиков,,1,display_name,Д. В. Возчиков,https://openalex.org/A5004369969,Д. В. Возчиков,2,,,no,0.0,todo,
PERS_142b5c2b,Д. Н. Парамонов,,1,display_name,Д. Н. Парамонов,https://openalex.org/A5130050001,Д. Н. Парамонов,2,,,no,0.0,todo,
PERS_142b5c2b,Д. Н. Парамонов,,1,display_name,Д. Н. Парамонов,https://openalex.org/A5128535432,Д. Н. Парамонов,1,,,no,0.0,todo,
PERS_142b5c2b,Д. Н. Парамонов,,1,display_name,Д. Н. Парамонов,https://openalex.org/A5005675499,Д. Н. Парамонов,2,,,no,0.0,todo,
PERS_e30ad8b7,Д. С. Гавриков,,1,display_name,Д. С. Гавриков,https://openalex.org/A5055066261,Д С Гавриков,1,,,no,0.0,todo,
PERS_e30ad8b7,Д. С. Гавриков,,1,display_name,Д. С. Гавриков,https://openalex.org/A5023867499,Д С Гавриков,1,,,no,0.0,todo,
PERS_526da44f,Д. С. Шапошникова,,1,display_name,Д. С. Шапошникова,https://openalex.org/A5112914845,Daria Malchykova,44,,,no,0.3,todo,
PERS_5f6689e8,В. А. Дмитриева,,1,display_name,В. А. Дмитриева,https://openalex.org/A5091242991,Вера Александровна Дмитриева,16,,,no,0.3,todo,
PERS_5f6689e8,В. А. Дмитриева,,1,display_name,В. А. Дмитриева,https://openalex.org/A5035012118,А В Дмитриева,10,,,no,0.3,todo,
PERS_5f6689e8,В. А. Дмитриева,,1,display_name,В. А. Дмитриева,https://openalex.org/A5097619620,А. В. Дмитриева Л. И. Бородкин,1,,,no,0.0,todo,
PERS_5f6689e8,В. А. Дмитриева,,1,display_name,В. А. Дмитриева,https://openalex.org/A5015631831,В А Дмитриева,1,,,no,0.0,todo,
PERS_5f6689e8,В. А. Дмитриева,,1,display_name,В. А. Дмитриева,https://openalex.org/A5022298696,В А Дмитриева,2,,,no,0.0,todo,
PERS_c2ffc606,А. О. Драчук,,1,display_name,А. О. Драчук,https://openalex.org/A5038394510,А. О. Драчук,30,,,no,0.3,todo,
PERS_c2ffc606,А. О. Драчук,,1,display_name,А. О. Драчук,https://openalex.org/A5098553763,А. О. Драчук,1,,,no,0.0,todo,
PERS_c2ffc606,А. О. Драчук,,1,display_name,А. О. Драчук,https://openalex.org/A5009141697,А. О. Драчук,2,,,no,0.0,todo,
PERS_c2ffc606,А. О. Драчук,,1,display_name,А. О. Драчук,https://openalex.org/A5068861466,А О Драчук,1,,,no,0.0,todo,
PERS_c2ffc606,А. О. Драчук,,1,display_name,А. О. Драчук,https://openalex.org/A5042845583,А О Драчук,2,,,no,0.0,todo,
PERS_6f89f9c1,Е. Р. Крючкова,,1,display_name,Е. Р. Крючкова,https://openalex.org/A5063606352,Е.Р. Крючкова,5,,,no,0.2,todo,
PERS_6f89f9c1,Е. Р. Крючкова,,1,display_name,Е. Р. Крючкова,https://openalex.org/A5121415948,Е. Р. Крючкова,1,,,no,0.0,todo,
PERS_6b867946,Е. В. Смирнова,,1,display_name,Е. В. Смирнова,https://openalex.org/A5100678925,Е. В. Смирнова,95,,,no,0.3,todo,
PERS_6b867946,Е. В. Смирнова,,1,display_name,Е. В. Смирнова,https://openalex.org/A5100678922,Е. В. Смирнова,45,,,no,0.3,todo,
PERS_6b867946,Е. В. Смирнова,,1,display_name,Е. В. Смирнова,https://openalex.org/A5103264824,Е. В. Смирнова,39,,,no,0.3,todo,
PERS_6b867946,Е. В. Смирнова,,1,display_name,Е. В. Смирнова,https://openalex.org/A5042005083,Е. В. Смирнова,44,,,no,0.3,todo,
PERS_6b867946,Е. В. Смирнова,,1,display_name,Е. В. Смирнова,https://openalex.org/A5100802411,Е В Смирнова,25,,,no,0.3,todo,
PERS_2095dc59,Е. Г. Шалахов,,1,display_name,Е. Г. Шалахов,https://openalex.org/A5064633346,Е Г Шалахов,1,,,no,0.0,todo,
PERS_2095dc59,Е. Г. Шалахов,,1,display_name,Е. Г. Шалахов,https://openalex.org/A5115992850,Г. ШАЛАХОВ Е,1,,,no,0.0,todo,
PERS_ecdfe667,Е. О. Новосёлова,,1,display_name,Е. О. Новосёлова,https://openalex.org/A5080397316,Е. О. Новосёлова.,1,,,no,0.0,todo,
PERS_94f33410,Е. Г. Застрожнова,,1,display_name,Е. Г. Застрожнова,https://openalex.org/A5133352100,Е. Г. Застрожнова,1,,,no,0.0,todo,
PERS_467d4dbb,Клебанов Андрей Александрович,,1,cyrillic_fullname,Клебанов Андрей Александрович,https://openalex.org/A5036055236,Клебанов Андрей Александрович,2,,,no,0.0,todo,
PERS_5331196d,А. П. Ковалевская,,1,display_name,А. П. Ковалевская,https://openalex.org/A5132844952,А. П. Ковалевская,1,,,no,0.0,todo,
PERS_5331196d,А. П. Ковалевская,,1,display_name,А. П. Ковалевская,https://openalex.org/A5077940750,А П Ковалевская,1,,,no,0.0,todo,
PERS_af811d47,Т. Г. Корнеева,,1,display_name,Т. Г. Корнеева,https://openalex.org/A5032232887,Т. Г. Корнеева,15,,,no,0.3,todo,
PERS_e96139bd,В. Б. Коробов,,1,display_name,В. Б. Коробов,https://openalex.org/A5052641700,В. П. Коробов,156,,,no,0.3,todo,
PERS_e96139bd,В. Б. Коробов,,1,display_name,В. Б. Коробов,https://openalex.org/A5041427200,В. Б. Коробов,8,,,no,0.3,todo,
PERS_e96139bd,В. Б. Коробов,,1,display_name,В. Б. Коробов,https://openalex.org/A5088571024,В. Б. Коробов,1,,,no,0.0,todo,
PERS_e96139bd,В. Б. Коробов,,1,display_name,В. Б. Коробов,https://openalex.org/A5063416511,В. Б. Коробов,1,,,no,0.0,todo,
PERS_e96139bd,В. Б. Коробов,,1,display_name,В. Б. Коробов,https://openalex.org/A5004993091,В Б Коробов,1,,,no,0.0,todo,
PERS_9366fe2c,Л. Э. Крыштоп,,1,display_name,Л. Э. Крыштоп,https://openalex.org/A5062543300,Ludmila E. Kryshtop,43,,,no,0.3,todo,
PERS_9366fe2c,Л. Э. Крыштоп,,1,display_name,Л. Э. Крыштоп,https://openalex.org/A5113792615,Л. Э. Крыштоп,1,,,no,0.0,todo,
PERS_9366fe2c,Л. Э. Крыштоп,,1,display_name,Л. Э. Крыштоп,https://openalex.org/A5098152065,Л. Э. Крыштоп,1,,,no,0.0,todo,
PERS_9366fe2c,Л. Э. Крыштоп,,1,display_name,Л. Э. Крыштоп,https://openalex.org/A5098605811,Л. Э. Крыштоп,1,,,no,0.0,todo,
PERS_9366fe2c,Л. Э. Крыштоп,,1,display_name,Л. Э. Крыштоп,https://openalex.org/A5043725212,Л. Э. КРЫШТОП,1,,,no,0.0,todo,
PERS_40f75cf9,Л. Г. Роман,,1,display_name,Л. Г. Роман,https://openalex.org/A5086808019,Л Г Роман,1,,,no,0.0,todo,
PERS_40f75cf9,Л. Г. Роман,,1,display_name,Л. Г. Роман,https://openalex.org/A5052665997,Л Г Роман,1,,,no,0.0,todo,
PERS_40f75cf9,Л. Г. Роман,,1,display_name,Л. Г. Роман,https://openalex.org/A5101026034,Л Г Роман,1,,,no,0.0,todo,
PERS_29607432,И. Е. Лапшин,,1,display_name,И. Е. Лапшин,https://openalex.org/A5121203281,"Рыжков В. В., Лапшин Е. А., Морозов И. И., Силютин М. В.",2,,,no,0.0,todo,
PERS_47ad46f1,М. А. Родионов,,1,display_name,М. А. Родионов,https://openalex.org/A5066202536,М. А. Родионов,63,,,no,0.3,todo,
PERS_47ad46f1,М. А. Родионов,,1,display_name,М. А. Родионов,https://openalex.org/A5080528578,Aleksey Rodionov,91,,,no,0.3,todo,
PERS_47ad46f1,М. А. Родионов,,1,display_name,М. А. Родионов,https://openalex.org/A5050290156,М. А. Родионов,3,,,no,0.3,todo,
PERS_47ad46f1,М. А. Родионов,,1,display_name,М. А. Родионов,https://openalex.org/A5121601111,М. А. Родионов,1,,,no,0.0,todo,
PERS_47ad46f1,М. А. Родионов,,1,display_name,М. А. Родионов,https://openalex.org/A5069078170,М А Родионов,1,,,no,0.0,todo,
PERS_34c0d384,М. Б. Павлова,,1,display_name,М. Б. Павлова,https://openalex.org/A5042998418,М. Б. Павлова,2,,,no,0.0,todo,
PERS_34c0d384,М. Б. Павлова,,1,display_name,М. Б. Павлова,https://openalex.org/A5134373992,Encyclopedia of Modern Ukraine,1982,,,no,0.2,todo,
PERS_f1f2471d,М. М. Игнатова,,1,display_name,М. М. Игнатова,https://openalex.org/A5007947107,А. М. Игнатова,117,,,no,0.3,todo,
PERS_f1f2471d,М. М. Игнатова,,1,display_name,М. М. Игнатова,https://openalex.org/A5080546739,Ignatova Tm,52,,,no,0.3,todo,
PERS_f1f2471d,М. М. Игнатова,,1,display_name,М. М. Игнатова,https://openalex.org/A5024170356,М С Игнатова,18,,,no,0.3,todo,
PERS_f1f2471d,М. М. Игнатова,,1,display_name,М. М. Игнатова,https://openalex.org/A5073515433,О М Игнатова,11,,,no,0.3,todo,
PERS_f1f2471d,М. М. Игнатова,,1,display_name,М. М. Игнатова,https://openalex.org/A5006629859,М. Игнатова,4,,,no,0.3,todo,
PERS_68e9019d,И. И. Малютин,,1,display_name,И. И. Малютин,https://openalex.org/A5128580551,И. М. Малютин,1,,,no,0.0,todo,
PERS_68e9019d,И. И. Малютин,,1,display_name,И. И. Малютин,https://openalex.org/A5122302403,Малютин И. А.,1,,,no,0.0,todo,
PERS_68e9019d,И. И. Малютин,,1,display_name,И. И. Малютин,https://openalex.org/A5023955309,И. М. Малютин,1,,,no,0.0,todo,
PERS_68e9019d,И. И. Малютин,,1,display_name,И. И. Малютин,https://openalex.org/A5091168691,И. А. Малютин,1,,,no,0.0,todo,
PERS_68e9019d,И. И. Малютин,,1,display_name,И. И. Малютин,https://openalex.org/A5009926492,И А Малютин,1,,,no,0.0,todo,
PERS_38c5f03f,Железнова Наталья Анатольевна,,1,cyrillic_fullname,Железнова Наталья Анатольевна,https://openalex.org/A5006191853,Natalia A. Zheleznova,10,,,no,0.3,todo,
PERS_38c5f03f,Железнова Наталья Анатольевна,,1,cyrillic_fullname,Железнова Наталья Анатольевна,https://openalex.org/A5041468402,Железнова Наталья Анатольевна,4,,,no,0.2,todo,
PERS_38c5f03f,Железнова Наталья Анатольевна,,1,cyrillic_fullname,Железнова Наталья Анатольевна,https://openalex.org/A5126443446,Наталья Анатольевна Железнова,1,,,no,0.0,todo,
PERS_a8983673,Н. Л. Вигель,,1,display_name,Н. Л. Вигель,https://openalex.org/A5121941463,Н. Л. Вигель,1,,,no,0.0,todo,
PERS_a8983673,Н. Л. Вигель,,1,display_name,Н. Л. Вигель,https://openalex.org/A5077554031,Н Л Вигель,1,,,no,0.0,todo,
PERS_a8983673,Н. Л. Вигель,,1,display_name,Н. Л. Вигель,https://openalex.org/A5065191126,Н Л Вигель,1,,,no,0.0,todo,
PERS_26ce5ec1,Б. Нина,,1,display_name,Б. Нина,https://openalex.org/A5016619380,Н. Б. Мельникова,95,,,no,0.3,todo,
PERS_26ce5ec1,Б. Нина,,1,display_name,Б. Нина,https://openalex.org/A5009581070,Н. Б. Мечковская,30,,,no,0.3,todo,
