metric_id,lens,native_unit,period,numerator_name,numerator,denominator_name,denominator,denominator_unit,value,missingness,coverage_status,source_snapshot,method,method_version,caveat
orientation.russia_centred.conferences,conferences,presentation,2004-01-01..2026-05-29,observable_records_in_russia_centred_forum,1362,records_in_this_lens_snapshot,1362,presentation,,none,complete,conferences:2026-08-06,corpus-selection premise (expert_judgment),h1899-metrics-1.0.0,"orientation describes the FORUM, not the nationality of any participant, and is author expert judgment: it carries no p-value and no representativeness claim about Russia, 'the West' or India"
orientation.russia_centred.nagari,nagari,message,2005-06-15..2026-07-10,observable_records_in_russia_centred_forum,18727,records_in_this_lens_snapshot,18727,message,,none,pilot,nagari:pilot:2026-07-17,corpus-selection premise (expert_judgment),h1899-metrics-1.0.0,"orientation describes the FORUM, not the nationality of any participant, and is author expert judgment: it carries no p-value and no representativeness claim about Russia, 'the West' or India"
orientation.russia_centred.vk_ors,vk_ors,post,2015-03-03..2026-07-24,observable_records_in_russia_centred_forum,7608,records_in_this_lens_snapshot,7608,post,,none,complete,vk_ors:2026-07-24,corpus-selection premise (expert_judgment),h1899-metrics-1.0.0,"orientation describes the FORUM, not the nationality of any participant, and is author expert judgment: it carries no p-value and no representativeness claim about Russia, 'the West' or India"
orientation.western_centred.indology_l,indology_l,message,no_coverage,observable_records_in_western_centred_forum,,records_in_this_lens_snapshot,,message,,"NO OBSERVATION — source unavailable; this orientation is an evidence gap, not a measured zero",unavailable,indology_l:none,corpus-selection premise (expert_judgment),h1899-metrics-1.0.0,"orientation describes the FORUM, not the nationality of any participant, and is author expert judgment: it carries no p-value and no representativeness claim about Russia, 'the West' or India"
orientation.india_centred.bvp,bvp,message,no_coverage,observable_records_in_india_centred_forum,,records_in_this_lens_snapshot,,message,,"NO OBSERVATION — source unavailable; this orientation is an evidence gap, not a measured zero",unavailable,bvp:none,corpus-selection premise (expert_judgment),h1899-metrics-1.0.0,"orientation describes the FORUM, not the nationality of any participant, and is author expert judgment: it carries no p-value and no representativeness claim about Russia, 'the West' or India"
