canonical	type	aliases	qid
Махабхарата	text	mahābhārata|mahabharata|mbh
Рамаяна	text	rāmāyaṇa|ramayana
Бхагавад-гита	text	bhagavad gita|bhagavadgita|gītā|гита
Йога-Васиштха	text	yoga vasishtha|yogavāsiṣṭha|васиштха
Ригведа	text	rigveda|ṛgveda|rig-veda
Упанишады	text	upanishad|upaniṣad
Пураны	text	purana|purāṇa
Аштадхьяи	text	aṣṭādhyāyī|ashtadhyayi
Дхатупатха	text	dhātupāṭha|dhatupatha
Панчатантра	text	pañcatantra|panchatantra
