person_id,display_name,url_slug,n_cities,cities,has_changed_affiliations,total_talks
PERS_8516d1e4,Гасунс Марцис Юрьевич,marcis-gasuns,3,Краснодар; Москва; Обнинск,no,8
PERS_c6bbcef3,Битинайте Елена Алексеевна,bitinaite-elena,2,Краснодар; Ростов-на-Дону,no,5
PERS_41d6aa73,Воробьева Дарья Николаевна,daria-vorobyeva,2,Москва; Санкт-Петербург,no,14
PERS_f56c5a7e,Жукова Любовь Евгеньевна,zhukova-lyubov,2,Москва; Санкт-Петербург,no,4
PERS_b62a9567,Курочкин Александр Юрьевич,kurochkin-aleksandr,2,Москва; Санкт-Петербург,no,5
PERS_f2fef030,Мехакян Арег Гайкович,areg-mekhakyan,2,Ереван; Москва,no,20
PERS_f8ab5755,Оранская Татьяна Иосифовна,oranskaya-tatyana,2,Гамбург; Санкт-Петербург,no,7
PERS_1a097e52,Парибок Андрей Всеволодович,paribok-andrei,2,Москва; Санкт-Петербург,no,17
