person_id,display_name,full_name_ru,n_talks,openalex_query,openalex_url,rinc_search_url,first_publication_year,first_publication_source,notes
PERS_3c7d41ac,М.С. Фомин,,4,М.С. Фомин,https://api.openalex.org/authors?search=М.С.%20Фомин,https://elibrary.ru/author_items.asp?authorid=&fams=М.С.,,,
PERS_45a76880,Д. А. Кораблин,,4,Д. А. Кораблин,https://api.openalex.org/authors?search=Д.%20А.%20Кораблин,https://elibrary.ru/author_items.asp?authorid=&fams=Д.,,,
PERS_554c138a,Г. Г. Хмуркин,,4,Г. Г. Хмуркин,https://api.openalex.org/authors?search=Г.%20Г.%20Хмуркин,https://elibrary.ru/author_items.asp?authorid=&fams=Г.,,,
PERS_5e2a5a5c,Столярова Екатерина Владимировна,,4,Столярова Екатерина Владимировна,https://api.openalex.org/authors?search=Столярова%20Екатерина%20Владимировна,https://elibrary.ru/author_items.asp?authorid=&fams=Столярова,,,
PERS_7f908d49,Стрельцова Лилия Александровна,,4,Стрельцова Лилия Александровна,https://api.openalex.org/authors?search=Стрельцова%20Лилия%20Александровна,https://elibrary.ru/author_items.asp?authorid=&fams=Стрельцова,,,
PERS_8108c314,Ерченков Олег Николаевич,,4,Ерченков Олег Николаевич,https://api.openalex.org/authors?search=Ерченков%20Олег%20Николаевич,https://elibrary.ru/author_items.asp?authorid=&fams=Ерченков,,,
PERS_db0a826b,И.Н. Комарова,,4,И.Н. Комарова,https://api.openalex.org/authors?search=И.Н.%20Комарова,https://elibrary.ru/author_items.asp?authorid=&fams=И.Н.,,,
PERS_01aafd44,Сафина Наталья Алексеевна,,3,Сафина Наталья Алексеевна,https://api.openalex.org/authors?search=Сафина%20Наталья%20Алексеевна,https://elibrary.ru/author_items.asp?authorid=&fams=Сафина,,,
PERS_0fd718a7,К. М. Воздиган,,3,К. М. Воздиган,https://api.openalex.org/authors?search=К.%20М.%20Воздиган,https://elibrary.ru/author_items.asp?authorid=&fams=К.,,,
PERS_28317057,Т. А. Дубянская,,3,Т. А. Дубянская,https://api.openalex.org/authors?search=Т.%20А.%20Дубянская,https://elibrary.ru/author_items.asp?authorid=&fams=Т.,,,
PERS_40375fef,А.К. Васильев,,3,А.К. Васильев,https://api.openalex.org/authors?search=А.К.%20Васильев,https://elibrary.ru/author_items.asp?authorid=&fams=А.К.,,,
PERS_6441d568,Соболева Елена Станиславовна,,3,Соболева Елена Станиславовна,https://api.openalex.org/authors?search=Соболева%20Елена%20Станиславовна,https://elibrary.ru/author_items.asp?authorid=&fams=Соболева,,,
PERS_69750b7c,В. Н. Мазурина,,3,В. Н. Мазурина,https://api.openalex.org/authors?search=В. Н.%20Мазурина,https://elibrary.ru/author_items.asp?authorid=&fams=В.,,,
PERS_8df3730a,Донченко Сергей Сергеевич,,3,Донченко Сергей Сергеевич,https://api.openalex.org/authors?search=Донченко%20Сергей%20Сергеевич,https://elibrary.ru/author_items.asp?authorid=&fams=Донченко,,,
PERS_aebd34a2,А. И. Коган,,3,А. И. Коган,https://api.openalex.org/authors?search=А.%20И.%20Коган,https://elibrary.ru/author_items.asp?authorid=&fams=А.,,,
PERS_b2c121e9,Е. Н. Успенская,,3,Е. Н. Успенская,https://api.openalex.org/authors?search=Е.%20Н.%20Успенская,https://elibrary.ru/author_items.asp?authorid=&fams=Е.,,,
PERS_ba81468a,Ю. Г. Кокова,,3,Ю. Г. Кокова,https://api.openalex.org/authors?search=Ю.%20Г.%20Кокова,https://elibrary.ru/author_items.asp?authorid=&fams=Ю.,,,
PERS_bcaec2d8,Дружинин Владимир Юрьевич,,3,Дружинин Владимир Юрьевич,https://api.openalex.org/authors?search=Дружинин%20Владимир%20Юрьевич,https://elibrary.ru/author_items.asp?authorid=&fams=Дружинин,,,
PERS_d218805b,В. Ю. Крюкова,,3,В. Ю. Крюкова,https://api.openalex.org/authors?search=В.%20Ю.%20Крюкова,https://elibrary.ru/author_items.asp?authorid=&fams=В.,,,
PERS_f56c5a7e,Жукова Любовь Евгеньевна,,3,Жукова Любовь Евгеньевна,https://api.openalex.org/authors?search=Жукова%20Любовь%20Евгеньевна,https://elibrary.ru/author_items.asp?authorid=&fams=Жукова,,,
PERS_f940c5b3,Г. В. Стрелкова,,3,Г. В. Стрелкова,https://api.openalex.org/authors?search=Г.%20В.%20Стрелкова,https://elibrary.ru/author_items.asp?authorid=&fams=Г.,,,
PERS_18fcab2a,Блиндерман Радха Тимуровна,,2,Блиндерман Радха Тимуровна,https://api.openalex.org/authors?search=Блиндерман%20Радха%20Тимуровна,https://elibrary.ru/author_items.asp?authorid=&fams=Блиндерман,,,
PERS_3074a8e5,Терентьев Андрей Анатольевич,,2,Терентьев Андрей Анатольевич,https://api.openalex.org/authors?search=Терентьев%20Андрей%20Анатольевич,https://elibrary.ru/author_items.asp?authorid=&fams=Терентьев,,,
PERS_310b2911,Толчельников Иван Евгеньевич,,2,Толчельников Иван Евгеньевич,https://api.openalex.org/authors?search=Толчельников%20Иван%20Евгеньевич,https://elibrary.ru/author_items.asp?authorid=&fams=Толчельников,,,
PERS_35c57654,Егорова Мария Александровна,,2,Егорова Мария Александровна,https://api.openalex.org/authors?search=Егорова%20Мария%20Александровна,https://elibrary.ru/author_items.asp?authorid=&fams=Егорова,,,
PERS_37d557c2,Анисимова Дарья Дмитриевна,,2,Анисимова Дарья Дмитриевна,https://api.openalex.org/authors?search=Анисимова%20Дарья%20Дмитриевна,https://elibrary.ru/author_items.asp?authorid=&fams=Анисимова,,,
PERS_8df81b6d,Лужинская Полина Александровна,,2,Лужинская Полина Александровна,https://api.openalex.org/authors?search=Лужинская%20Полина%20Александровна,https://elibrary.ru/author_items.asp?authorid=&fams=Лужинская,,,
PERS_9e9c9566,Лекарева Ева Павловна,,2,Лекарева Ева Павловна,https://api.openalex.org/authors?search=Лекарева%20Ева%20Павловна,https://elibrary.ru/author_items.asp?authorid=&fams=Лекарева,,,
PERS_d4c2cc5e,Т.В. Лучина,,2,Т.В. Лучина,https://api.openalex.org/authors?search=Т.В.%20Лучина,https://elibrary.ru/author_items.asp?authorid=&fams=Т.В.,,,
PERS_00c3b0cc,М.Б. Щербак,,1,М.Б. Щербак,https://api.openalex.org/authors?search=М.Б.%20Щербак,https://elibrary.ru/author_items.asp?authorid=&fams=М.Б.,,,
PERS_04c4d444,Е.С. Юдицкая,,1,Е.С. Юдицкая,https://api.openalex.org/authors?search=Е.С.%20Юдицкая,https://elibrary.ru/author_items.asp?authorid=&fams=Е.С.,,,
PERS_05707a8e,М.Б.Загорулько,,1,М.Б.Загорулько,https://api.openalex.org/authors?search=М.Б.Загорулько,https://elibrary.ru/author_items.asp?authorid=&fams=М.Б.Загорулько,,,
PERS_07adc1e6,Лейтан Эдгар Зигфридович,,1,Лейтан Эдгар Зигфридович,https://api.openalex.org/authors?search=Лейтан%20Эдгар%20Зигфридович,https://elibrary.ru/author_items.asp?authorid=&fams=Лейтан,,,
PERS_10547db9,Б. И. Загуменнов,,1,Б. И. Загуменнов,https://api.openalex.org/authors?search=Б.%20И.%20Загуменнов,https://elibrary.ru/author_items.asp?authorid=&fams=Б.,,,
PERS_142b5c2b,Д. Н. Парамонов,,1,Д. Н. Парамонов,https://api.openalex.org/authors?search=Д.%20Н.%20Парамонов,https://elibrary.ru/author_items.asp?authorid=&fams=Д.,,,
PERS_147ab928,К.Д. Никольская,,1,К.Д. Никольская,https://api.openalex.org/authors?search=К.Д.%20Никольская,https://elibrary.ru/author_items.asp?authorid=&fams=К.Д.,,,
PERS_168a3a8b,Усенко Иван Сергеевич,,1,Усенко Иван Сергеевич,https://api.openalex.org/authors?search=Усенко%20Иван%20Сергеевич,https://elibrary.ru/author_items.asp?authorid=&fams=Усенко,,,
PERS_180c5e5c,А. В. Арапов,,1,А. В. Арапов,https://api.openalex.org/authors?search=А. В.%20Арапов,https://elibrary.ru/author_items.asp?authorid=&fams=А.,,,
PERS_2011b78d,А.В. Бондарев,,1,А.В. Бондарев,https://api.openalex.org/authors?search=А.В.%20Бондарев,https://elibrary.ru/author_items.asp?authorid=&fams=А.В.,,,
PERS_2095dc59,Е.Г. Шалахов,,1,Е.Г. Шалахов,https://api.openalex.org/authors?search=Е.Г.%20Шалахов,https://elibrary.ru/author_items.asp?authorid=&fams=Е.Г.,,,
PERS_23abae7d,Пушкарева Юлия Георгиевна,,1,Пушкарева Юлия Георгиевна,https://api.openalex.org/authors?search=Пушкарева%20Юлия%20Георгиевна,https://elibrary.ru/author_items.asp?authorid=&fams=Пушкарева,,,
PERS_23f54085,Э. И. Введенская,,1,Э. И. Введенская,https://api.openalex.org/authors?search=Э. И.%20Введенская,https://elibrary.ru/author_items.asp?authorid=&fams=Э.,,,
PERS_26c3214a,Christian Lindtner,,1,Christian Lindtner,https://api.openalex.org/authors?search=Christian%20Lindtner,https://elibrary.ru/author_items.asp?authorid=&fams=Christian,,,
PERS_26ce5ec1,Нина Будзишевска,,1,Нина Будзишевска,https://api.openalex.org/authors?search=Нина%20Будзишевска,https://elibrary.ru/author_items.asp?authorid=&fams=Нина,,,
PERS_29607432,Лапшин Иван Евгеньевич,,1,Лапшин Иван Евгеньевич,https://api.openalex.org/authors?search=Лапшин%20Иван%20Евгеньевич,https://elibrary.ru/author_items.asp?authorid=&fams=Лапшин,,,
PERS_2b7ca933,Е. В. Танонова,,1,Е. В. Танонова,https://api.openalex.org/authors?search=Е.%20В.%20Танонова,https://elibrary.ru/author_items.asp?authorid=&fams=Е.,,,
PERS_2c9b38ec,С. В. Ватман,,1,С. В. Ватман,https://api.openalex.org/authors?search=С.%20В.%20Ватман,https://elibrary.ru/author_items.asp?authorid=&fams=С.,,,
PERS_2e00cb36,О. Н. Меренкова,,1,О. Н. Меренкова,https://api.openalex.org/authors?search=О. Н.%20Меренкова,https://elibrary.ru/author_items.asp?authorid=&fams=О.,,,
PERS_2e2b9553,Д.Д. Наймушина,,1,Д.Д. Наймушина,https://api.openalex.org/authors?search=Д.Д.%20Наймушина,https://elibrary.ru/author_items.asp?authorid=&fams=Д.Д.,,,
PERS_30b54681,Е. С. Бушуев,,1,Е. С. Бушуев,https://api.openalex.org/authors?search=Е.%20С.%20Бушуев,https://elibrary.ru/author_items.asp?authorid=&fams=Е.,,,
PERS_3195408b,Д.Н. Ратушный,,1,Д.Н. Ратушный,https://api.openalex.org/authors?search=Д.Н.%20Ратушный,https://elibrary.ru/author_items.asp?authorid=&fams=Д.Н.,,,
PERS_34c0d384,М. Б. Павлова,,1,М. Б. Павлова,https://api.openalex.org/authors?search=М. Б.%20Павлова,https://elibrary.ru/author_items.asp?authorid=&fams=М.,,,
PERS_35a30342,И. О. Негреев,,1,И. О. Негреев,https://api.openalex.org/authors?search=И. О.%20Негреев,https://elibrary.ru/author_items.asp?authorid=&fams=И.,,,
PERS_35ac9c82,Б. В. Загуменнов,,1,Б. В. Загуменнов,https://api.openalex.org/authors?search=Б.%20В.%20Загуменнов,https://elibrary.ru/author_items.asp?authorid=&fams=Б.,,,
PERS_37bb2d43,Покатилов Сергей Андреевич,,1,Покатилов Сергей Андреевич,https://api.openalex.org/authors?search=Покатилов%20Сергей%20Андреевич,https://elibrary.ru/author_items.asp?authorid=&fams=Покатилов,,,
PERS_3d22e8d4,А. М. Стрелков,,1,А. М. Стрелков,https://api.openalex.org/authors?search=А.%20М.%20Стрелков,https://elibrary.ru/author_items.asp?authorid=&fams=А.,,,
PERS_3d4df70f,Е. О. Акимушкина,,1,Е. О. Акимушкина,https://api.openalex.org/authors?search=Е.%20О.%20Акимушкина,https://elibrary.ru/author_items.asp?authorid=&fams=Е.,,,
PERS_3e38ff72,Д.А. Рожнова,,1,Д.А. Рожнова,https://api.openalex.org/authors?search=Д.А.%20Рожнова,https://elibrary.ru/author_items.asp?authorid=&fams=Д.А.,,,
PERS_3fd690ee,Е. Л. Комиссарук,,1,Е. Л. Комиссарук,https://api.openalex.org/authors?search=Е. Л.%20Комиссарук,https://elibrary.ru/author_items.asp?authorid=&fams=Е.,,,
PERS_40f75cf9,Л.Г. Роман,,1,Л.Г. Роман,https://api.openalex.org/authors?search=Л.Г. Роман,https://elibrary.ru/author_items.asp?authorid=&fams=Л.Г.,,,
PERS_42da4866,Г. Д. Стукалин,,1,Г. Д. Стукалин,https://api.openalex.org/authors?search=Г.%20Д.%20Стукалин,https://elibrary.ru/author_items.asp?authorid=&fams=Г.,,,
PERS_44440578,Грановская Хелена,,1,Грановская Хелена,https://api.openalex.org/authors?search=Грановская%20Хелена,https://elibrary.ru/author_items.asp?authorid=&fams=Грановская,,,
PERS_47ad46f1,М. А. Родионов,,1,М. А. Родионов,https://api.openalex.org/authors?search=М.%20А.%20Родионов,https://elibrary.ru/author_items.asp?authorid=&fams=М.,,,
PERS_4a0de87e,Белимова Влада Сергеевна,,1,Белимова Влада Сергеевна,https://api.openalex.org/authors?search=Белимова%20Влада%20Сергеевна,https://elibrary.ru/author_items.asp?authorid=&fams=Белимова,,,
PERS_4ebb20aa,С. В. Кардинская,,1,С. В. Кардинская,https://api.openalex.org/authors?search=С.%20В.%20Кардинская,https://elibrary.ru/author_items.asp?authorid=&fams=С.,,,
PERS_526da44f,Д.С. Шапошникова,,1,Д.С. Шапошникова,https://api.openalex.org/authors?search=Д.С.%20Шапошникова,https://elibrary.ru/author_items.asp?authorid=&fams=Д.С.,,,
PERS_5331196d,Ковалевская Анна Петровна,,1,Ковалевская Анна Петровна,https://api.openalex.org/authors?search=Ковалевская%20Анна%20Петровна,https://elibrary.ru/author_items.asp?authorid=&fams=Ковалевская,,,
PERS_58e18506,Соколова Ирина Александровна,,1,Соколова Ирина Александровна,https://api.openalex.org/authors?search=Соколова%20Ирина%20Александровна,https://elibrary.ru/author_items.asp?authorid=&fams=Соколова,,,
PERS_5bbfea37,Т. Т. Скороходова,,1,Т. Т. Скороходова,https://api.openalex.org/authors?search=Т.%20Т.%20Скороходова,https://elibrary.ru/author_items.asp?authorid=&fams=Т.,,,
PERS_5f6689e8,Дмитриева Виктория Алексеевна,,1,Дмитриева Виктория Алексеевна,https://api.openalex.org/authors?search=Дмитриева%20Виктория%20Алексеевна,https://elibrary.ru/author_items.asp?authorid=&fams=Дмитриева,,,
PERS_61de659d,Белов Владимир Николаевич,,1,Белов Владимир Николаевич,https://api.openalex.org/authors?search=Белов%20Владимир%20Николаевич,https://elibrary.ru/author_items.asp?authorid=&fams=Белов,,,
PERS_68270eaf,Э.В. Галимова,,1,Э.В. Галимова,https://api.openalex.org/authors?search=Э.В.%20Галимова,https://elibrary.ru/author_items.asp?authorid=&fams=Э.В.,,,
PERS_68e9019d,Малютин Иван Иванович,,1,Малютин Иван Иванович,https://api.openalex.org/authors?search=Малютин%20Иван%20Иванович,https://elibrary.ru/author_items.asp?authorid=&fams=Малютин,,,
PERS_6a165aa7,К.В. Хазизова,,1,К.В. Хазизова,https://api.openalex.org/authors?search=К.В.%20Хазизова,https://elibrary.ru/author_items.asp?authorid=&fams=К.В.,,,
PERS_6b867946,Е. В. Смирнова,,1,Е. В. Смирнова,https://api.openalex.org/authors?search=Е. В.%20Смирнова,https://elibrary.ru/author_items.asp?authorid=&fams=Е.,,,
PERS_6f89f9c1,Е. Р. Крючкова,,1,Е. Р. Крючкова,https://api.openalex.org/authors?search=Е.%20Р.%20Крючкова,https://elibrary.ru/author_items.asp?authorid=&fams=Е.,,,
PERS_7700f517,Д. О. Парамонов,,1,Д. О. Парамонов,https://api.openalex.org/authors?search=Д.%20О.%20Парамонов,https://elibrary.ru/author_items.asp?authorid=&fams=Д.,,,
PERS_7d6f456c,Мотылёва Вера Леонидовна,,1,Мотылёва Вера Леонидовна,https://api.openalex.org/authors?search=Мотылёва%20Вера%20Леонидовна,https://elibrary.ru/author_items.asp?authorid=&fams=Мотылёва,,,
PERS_7efcddc6,Н.А. Брылёва,,1,Н.А. Брылёва,https://api.openalex.org/authors?search=Н.А.%20Брылёва,https://elibrary.ru/author_items.asp?authorid=&fams=Н.А.,,,
PERS_856eb5c6,Vishnu Shukla,,1,Vishnu Shukla,https://api.openalex.org/authors?search=Vishnu%20Shukla,https://elibrary.ru/author_items.asp?authorid=&fams=Vishnu,,,
PERS_88e5311f,М.В. Босхомджиев,,1,М.В. Босхомджиев,https://api.openalex.org/authors?search=М.В.%20Босхомджиев,https://elibrary.ru/author_items.asp?authorid=&fams=М.В.,,,
PERS_900efc73,Зевацкий Тимофей Юрьевич,,1,Зевацкий Тимофей Юрьевич,https://api.openalex.org/authors?search=Зевацкий%20Тимофей%20Юрьевич,https://elibrary.ru/author_items.asp?authorid=&fams=Зевацкий,,,
PERS_92f41884,Касым Софья Васильевна,,1,Касым Софья Васильевна,https://api.openalex.org/authors?search=Касым%20Софья%20Васильевна,https://elibrary.ru/author_items.asp?authorid=&fams=Касым,,,
PERS_9366fe2c,Крыштоп Людмила Эдуардовна,,1,Крыштоп Людмила Эдуардовна,https://api.openalex.org/authors?search=Крыштоп%20Людмила%20Эдуардовна,https://elibrary.ru/author_items.asp?authorid=&fams=Крыштоп,,,
PERS_936e1165,Файбушевич Светлана Ивановна,,1,Файбушевич Светлана Ивановна,https://api.openalex.org/authors?search=Файбушевич%20Светлана%20Ивановна,https://elibrary.ru/author_items.asp?authorid=&fams=Файбушевич,,,
PERS_94aa5d0a,Г.И. Чернавин,,1,Г.И. Чернавин,https://api.openalex.org/authors?search=Г.И.%20Чернавин,https://elibrary.ru/author_items.asp?authorid=&fams=Г.И.,,,
PERS_94f33410,Застрожнова Евгения Григорьевна,,1,Застрожнова Евгения Григорьевна,https://api.openalex.org/authors?search=Застрожнова%20Евгения%20Григорьевна,https://elibrary.ru/author_items.asp?authorid=&fams=Застрожнова,,,
PERS_96b8b195,М. Н. Боголюбов,,1,М. Н. Боголюбов,https://api.openalex.org/authors?search=М.%20Н.%20Боголюбов,https://elibrary.ru/author_items.asp?authorid=&fams=М.,,,
PERS_9bf51055,В. М. Шелкович,,1,В. М. Шелкович,https://api.openalex.org/authors?search=В.%20М.%20Шелкович,https://elibrary.ru/author_items.asp?authorid=&fams=В.,,,
PERS_9ddf9210,С.П. Нестеркин,,1,С.П. Нестеркин,https://api.openalex.org/authors?search=С.П.%20Нестеркин,https://elibrary.ru/author_items.asp?authorid=&fams=С.П.,,,
PERS_a0f3d86d,Сергеева Варвара Алексеевна,,1,Сергеева Варвара Алексеевна,https://api.openalex.org/authors?search=Сергеева%20Варвара%20Алексеевна,https://elibrary.ru/author_items.asp?authorid=&fams=Сергеева,,,
PERS_a1484b38,Кавалевская А. П.,,1,Кавалевская А. П.,https://api.openalex.org/authors?search=Кавалевская%20А. П.,https://elibrary.ru/author_items.asp?authorid=&fams=Кавалевская,,,
PERS_a638a4b3,Федорова Наталья Леонидовна,,1,Федорова Наталья Леонидовна,https://api.openalex.org/authors?search=Федорова%20Наталья%20Леонидовна,https://elibrary.ru/author_items.asp?authorid=&fams=Федорова,,,
PERS_a8983673,Н.Л. Вигель,,1,Н.Л. Вигель,https://api.openalex.org/authors?search=Н.Л.%20Вигель,https://elibrary.ru/author_items.asp?authorid=&fams=Н.Л.,,,
PERS_a901d460,М. А. Фаградян,,1,М. А. Фаградян,https://api.openalex.org/authors?search=М. А. Фаградян,https://elibrary.ru/author_items.asp?authorid=&fams=М.,,,
PERS_af811d47,Корнеева Татьяна Георгиевна,,1,Корнеева Татьяна Георгиевна,https://api.openalex.org/authors?search=Корнеева%20Татьяна%20Георгиевна,https://elibrary.ru/author_items.asp?authorid=&fams=Корнеева,,,
PERS_b024f2dd,М. Н. Русанов,,1,М. Н. Русанов,https://api.openalex.org/authors?search=М.%20Н.%20Русанов,https://elibrary.ru/author_items.asp?authorid=&fams=М.,,,
PERS_b5dd77b1,А.В. Мрачковская,,1,А.В. Мрачковская,https://api.openalex.org/authors?search=А.В.%20Мрачковская,https://elibrary.ru/author_items.asp?authorid=&fams=А.В.,,,
