entity_type,entity_id,display_name,field_name,field_value,source_type,source_url,confidence,checked_at,notes
person,PERS_28317057,Дубянская Татьяна Александровна,full_name_ru,Дубянская Татьяна Александровна,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=80&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_28317057,Дубянская Татьяна Александровна,full_name_en,Dubyanskaya Tatyana Alexandrovna,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=80&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_28317057,Дубянская Татьяна Александровна,birth_year,1984,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=80&option=com_content&task=view,manual,2026-05-30,Loaded into person table during DB build.
person,PERS_1fa7cc0c,Дубянский Александр Михайлович,full_name_ru,Дубянский Александр Михайлович,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=80&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_1fa7cc0c,Дубянский Александр Михайлович,full_name_en,Dubyansky Alexander Mikhailovich,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=80&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_1fa7cc0c,Дубянский Александр Михайлович,birth_year,1941,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=80&option=com_content&task=view,manual,2026-05-30,Loaded into person table during DB build.
person,PERS_1fa7cc0c,Дубянский Александр Михайлович,death_year,2020,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=80&option=com_content&task=view,manual,2026-05-30,Loaded into person table during DB build.
person,PERS_b6d1bf05,Дылыкова Вилена Санджиевна,full_name_ru,Дылыкова Вилена Санджиевна,curated_biographical_data,https://ancient.ivran.ru/novosti?year=2017,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_b6d1bf05,Дылыкова Вилена Санджиевна,full_name_en,Dylykova Vilena Sandzhievna,curated_biographical_data,https://ancient.ivran.ru/novosti?year=2017,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_b6d1bf05,Дылыкова Вилена Санджиевна,birth_year,1938,curated_biographical_data,https://ancient.ivran.ru/novosti?year=2017,manual,2026-05-30,Loaded into person table during DB build.
person,PERS_c9e43db7,Е. А.Бушуев,full_name_ru,Е. А.Бушуев,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=4023&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_4831e64b,Е. Анохина,full_name_ru,Е. Анохина,curated_biographical_data,https://ancient.ivran.ru/novosti?year=2008,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_14dec06b,Е. Б. Кудрявцева,full_name_ru,Е. Б. Кудрявцева,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=4789&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_04a4bbbb,Е. И. Малоземова,full_name_ru,Е. И. Малоземова,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=7591&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_e8f935aa,Е. К. Кудрявцева,full_name_ru,Е. К. Кудрявцева,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=4023&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_5d38cbae,Е.Н. Аникеева,full_name_ru,Е.Н. Аникеева,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2074&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_79ed852e,Евграфов  Д.А.,full_name_ru,Евграфов  Д.А.,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=14999&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_35c57654,Егорова Мария Александровна,full_name_ru,Егорова Мария Александровна,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=15177&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_35c57654,Егорова Мария Александровна,full_name_en,Maria Egorova,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=15177&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_35c57654,Егорова Мария Александровна,birth_year,1983,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=15177&option=com_content&task=view,manual,2026-05-30,Loaded into person table during DB build.
person,PERS_2f26a47a,Елизаренкова Татьяна Яковлевна,full_name_ru,Елизаренкова Татьяна Яковлевна,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=80&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_2f26a47a,Елизаренкова Татьяна Яковлевна,full_name_en,Elizarenkova Tatyana Yakovlevna,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=80&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_2f26a47a,Елизаренкова Татьяна Яковлевна,birth_year,1929,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=80&option=com_content&task=view,manual,2026-05-30,Loaded into person table during DB build.
person,PERS_2f26a47a,Елизаренкова Татьяна Яковлевна,death_year,2007,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=80&option=com_content&task=view,manual,2026-05-30,Loaded into person table during DB build.
person,PERS_06ee047f,Елихина Юлия Игоревна,full_name_ru,Елихина Юлия Игоревна,curated_biographical_data,https://ancient.ivran.ru/novosti?year=2012,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_06ee047f,Елихина Юлия Игоревна,full_name_en,Elikhina Yulia Igorevna,curated_biographical_data,https://ancient.ivran.ru/novosti?year=2012,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_06ee047f,Елихина Юлия Игоревна,birth_year,1964,curated_biographical_data,https://ancient.ivran.ru/novosti?year=2012,manual,2026-05-30,Loaded into person table during DB build.
person,PERS_fb25c80f,Ермакова Татьяна Викторовна,full_name_ru,Ермакова Татьяна Викторовна,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1791&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_fb25c80f,Ермакова Татьяна Викторовна,full_name_en,Ermakova Tatyana Viktorovna,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1791&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_fb25c80f,Ермакова Татьяна Викторовна,birth_year,1952,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1791&option=com_content&task=view,manual,2026-05-30,Loaded into person table during DB build.
person,PERS_8108c314,Ерченков Олег Николаевич,full_name_ru,Ерченков Олег Николаевич,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2306&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_8108c314,Ерченков Олег Николаевич,full_name_en,Erchenkov Oleg Nikolaevich,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2306&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_8108c314,Ерченков Олег Николаевич,birth_year,1971,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2306&option=com_content&task=view,manual,2026-05-30,Loaded into person table during DB build.
person,PERS_38c5f03f,Железнова Наталья Анатольевна,full_name_ru,Железнова Наталья Анатольевна,curated_biographical_data,https://ancient.ivran.ru/novosti?year=2009,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_38c5f03f,Железнова Наталья Анатольевна,full_name_en,Zheleznova Natalia Anatolyevna,curated_biographical_data,https://ancient.ivran.ru/novosti?year=2009,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_38c5f03f,Железнова Наталья Анатольевна,birth_year,1971,curated_biographical_data,https://ancient.ivran.ru/novosti?year=2009,manual,2026-05-30,Loaded into person table during DB build.
person,PERS_f56c5a7e,Жукова Любовь Евгеньевна,full_name_ru,Жукова Любовь Евгеньевна,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=14629&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_f56c5a7e,Жукова Любовь Евгеньевна,full_name_en,Zhukova Lyubov Evgenievna,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=14629&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_f56c5a7e,Жукова Любовь Евгеньевна,birth_year,1999,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=14629&option=com_content&task=view,manual,2026-05-30,Loaded into person table during DB build.
person,PERS_92868e4f,Жутаев Дар Игоревич,full_name_ru,Жутаев Дар Игоревич,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1251&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_92868e4f,Жутаев Дар Игоревич,full_name_en,Zhutaev Dar Igorevich,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1251&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_92868e4f,Жутаев Дар Игоревич,birth_year,1969,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1251&option=com_content&task=view,manual,2026-05-30,Loaded into person table during DB build.
person,PERS_92868e4f,Жутаев Дар Игоревич,death_year,2020,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1251&option=com_content&task=view,manual,2026-05-30,Loaded into person table during DB build.
person,PERS_36c30cf9,Загорулько Андрей Владиславович,full_name_ru,Загорулько Андрей Владиславович,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=80&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_36c30cf9,Загорулько Андрей Владиславович,full_name_en,Andrey Zagorulko,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=80&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_36c30cf9,Загорулько Андрей Владиславович,birth_year,1965,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=80&option=com_content&task=view,manual,2026-05-30,Loaded into person table during DB build.
person,PERS_94f33410,Застрожнова Евгения Григорьевна,full_name_ru,Застрожнова Евгения Григорьевна,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=15292&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_94f33410,Застрожнова Евгения Григорьевна,full_name_en,Zastrozhnova Evgeniya Grigoryevna,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=15292&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_94f33410,Застрожнова Евгения Григорьевна,birth_year,1985,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=15292&option=com_content&task=view,manual,2026-05-30,Loaded into person table during DB build.
person,PERS_900efc73,Зевацкий Тимофей Юрьевич,full_name_ru,Зевацкий Тимофей Юрьевич,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=15177&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_900efc73,Зевацкий Тимофей Юрьевич,full_name_en,Zevatsky Timofey Yurievich,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=15177&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_900efc73,Зевацкий Тимофей Юрьевич,birth_year,2002,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=15177&option=com_content&task=view,manual,2026-05-30,Loaded into person table during DB build.
person,PERS_7eb0dc30,Зимина Татьяна Александровна,full_name_ru,Зимина Татьяна Александровна,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=3296&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_7eb0dc30,Зимина Татьяна Александровна,full_name_en,Tatiana Zimina,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=3296&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_7eb0dc30,Зимина Татьяна Александровна,birth_year,1968,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=3296&option=com_content&task=view,manual,2026-05-30,Loaded into person table during DB build.
person,PERS_c5677a3f,Зорин Алексей Валерьевич,full_name_ru,Зорин Алексей Валерьевич,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1251&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_c5677a3f,Зорин Алексей Валерьевич,full_name_en,Zorin Alexey Valerievich,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1251&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_c5677a3f,Зорин Алексей Валерьевич,birth_year,1978,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1251&option=com_content&task=view,manual,2026-05-30,Loaded into person table during DB build.
person,PERS_a4c4c35e,И. В. Калинина,full_name_ru,И. В. Калинина,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=4789&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_c5aeda15,И.Урнова,full_name_ru,И.Урнова,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2074&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_6e211759,Иванов Владимир Павлович,full_name_ru,Иванов Владимир Павлович,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=3036&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_6e211759,Иванов Владимир Павлович,full_name_en,Ivanov Vladimir Pavlovich,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=3036&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_6e211759,Иванов Владимир Павлович,birth_year,1949,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=3036&option=com_content&task=view,manual,2026-05-30,Loaded into person table during DB build.
person,PERS_6e211759,Иванов Владимир Павлович,death_year,2020,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=3036&option=com_content&task=view,manual,2026-05-30,Loaded into person table during DB build.
person,PERS_f1f2471d,Игнатова Мария Михайловна,full_name_ru,Игнатова Мария Михайловна,curated_biographical_data,https://ancient.ivran.ru/novosti?year=2025,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_f1f2471d,Игнатова Мария Михайловна,full_name_en,Mariya Ignatova,curated_biographical_data,https://ancient.ivran.ru/novosti?year=2025,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_f1f2471d,Игнатова Мария Михайловна,birth_year,2000,curated_biographical_data,https://ancient.ivran.ru/novosti?year=2025,manual,2026-05-30,Loaded into person table during DB build.
person,PERS_3e105f43,Игнатьев Андрей Александрович,full_name_ru,Игнатьев Андрей Александрович,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=80&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_3e105f43,Игнатьев Андрей Александрович,full_name_en,Ignatyev Andrey Alexandrovich,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=80&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_3e105f43,Игнатьев Андрей Александрович,birth_year,1974,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=80&option=com_content&task=view,manual,2026-05-30,Loaded into person table during DB build.
person,PERS_c582889e,Иткин Илья Борисович,full_name_ru,Иткин Илья Борисович,curated_biographical_data,https://ancient.ivran.ru/novosti?year=2025,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_c582889e,Иткин Илья Борисович,full_name_en,Itkin Ilya Borisovich,curated_biographical_data,https://ancient.ivran.ru/novosti?year=2025,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_c582889e,Иткин Илья Борисович,birth_year,1973,curated_biographical_data,https://ancient.ivran.ru/novosti?year=2025,manual,2026-05-30,Loaded into person table during DB build.
person,PERS_1955e9e8,К. Гаралите,full_name_ru,К. Гаралите,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2846&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_045c435e,К. Джункова,full_name_ru,К. Джункова,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=7591&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_a1484b38,Кавалевская Анна Петровна,full_name_ru,Кавалевская Анна Петровна,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=10154&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_a1484b38,Кавалевская Анна Петровна,full_name_en,Anna Kavalevskaya,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=10154&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_a1484b38,Кавалевская Анна Петровна,birth_year,1984,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=10154&option=com_content&task=view,manual,2026-05-30,Loaded into person table during DB build.
person,PERS_37c15317,Калина А.Э.,full_name_ru,Калина А.Э.,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=14999&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_efc88709,Канаева Наталия Алексеевна,full_name_ru,Канаева Наталия Алексеевна,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=3296&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_efc88709,Канаева Наталия Алексеевна,full_name_en,Kanaeva Nataliya Alekseevna,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=3296&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_efc88709,Канаева Наталия Алексеевна,birth_year,1953,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=3296&option=com_content&task=view,manual,2026-05-30,Loaded into person table during DB build.
person,PERS_4ebb20aa,Кардинская Светлана Владленовна,full_name_ru,Кардинская Светлана Владленовна,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=3036&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_4ebb20aa,Кардинская Светлана Владленовна,full_name_en,Svetlana Kardinskaya,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=3036&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_4ebb20aa,Кардинская Светлана Владленовна,birth_year,1968,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=3036&option=com_content&task=view,manual,2026-05-30,Loaded into person table during DB build.
person,PERS_fe03c926,Карышева Ирина Александровна,full_name_ru,Карышева Ирина Александровна,curated_biographical_data,https://ancient.ivran.ru/novosti?year=2015,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_fe03c926,Карышева Ирина Александровна,full_name_en,Irina Karysheva,curated_biographical_data,https://ancient.ivran.ru/novosti?year=2015,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_fe03c926,Карышева Ирина Александровна,birth_year,1981,curated_biographical_data,https://ancient.ivran.ru/novosti?year=2015,manual,2026-05-30,Loaded into person table during DB build.
person,PERS_92f41884,Касым Софья Васильевна,full_name_ru,Касым Софья Васильевна,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=15292&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_92f41884,Касым Софья Васильевна,full_name_en,Sofya Kasym,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=15292&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_92f41884,Касым Софья Васильевна,birth_year,1980,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=15292&option=com_content&task=view,manual,2026-05-30,Loaded into person table during DB build.
person,PERS_fb73fb38,Кешарпу Екатерина Витальевна,full_name_ru,Кешарпу Екатерина Витальевна,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=15292&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_fb73fb38,Кешарпу Екатерина Витальевна,full_name_en,Ekaterina Kesharpu,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=15292&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_fb73fb38,Кешарпу Екатерина Витальевна,birth_year,1993,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=15292&option=com_content&task=view,manual,2026-05-30,Loaded into person table during DB build.
person,PERS_d17a6a92,Киняева А.В.,full_name_ru,Киняева А.В.,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=14999&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_5ed752d9,Китинов Баатр Учаевич,full_name_ru,Китинов Баатр Учаевич,curated_biographical_data,https://ancient.ivran.ru/novosti?year=2016,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_5ed752d9,Китинов Баатр Учаевич,full_name_en,Kitinov Baatr Uchaevich,curated_biographical_data,https://ancient.ivran.ru/novosti?year=2016,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_5ed752d9,Китинов Баатр Учаевич,birth_year,1966,curated_biographical_data,https://ancient.ivran.ru/novosti?year=2016,manual,2026-05-30,Loaded into person table during DB build.
person,PERS_467d4dbb,Клебанов Андрей Александрович,full_name_ru,Клебанов Андрей Александрович,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=14119&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_467d4dbb,Клебанов Андрей Александрович,full_name_en,Klebanov Andrey Alexandrovich,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=14119&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_467d4dbb,Клебанов Андрей Александрович,birth_year,1982,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=14119&option=com_content&task=view,manual,2026-05-30,Loaded into person table during DB build.
person,PERS_3009a9e0,Коган Антон Ильич,full_name_ru,Коган Антон Ильич,curated_biographical_data,https://ancient.ivran.ru/novosti?year=2010,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_3009a9e0,Коган Антон Ильич,full_name_en,Kogan Anton Ilyich,curated_biographical_data,https://ancient.ivran.ru/novosti?year=2010,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_3009a9e0,Коган Антон Ильич,birth_year,1975,curated_biographical_data,https://ancient.ivran.ru/novosti?year=2010,manual,2026-05-30,Loaded into person table during DB build.
person,PERS_ba81468a,Кокова Юлия Георгиевна,full_name_ru,Кокова Юлия Георгиевна,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=80&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_ba81468a,Кокова Юлия Георгиевна,full_name_en,Kokova Yulia Georgievna,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=80&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_ba81468a,Кокова Юлия Георгиевна,birth_year,1955,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=80&option=com_content&task=view,manual,2026-05-30,Loaded into person table during DB build.
person,PERS_fc976255,Комаров Эрик Наумович,full_name_ru,Комаров Эрик Наумович,curated_biographical_data,https://ancient.ivran.ru/novosti?year=2010,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_fc976255,Комаров Эрик Наумович,full_name_en,Erik Komarov,curated_biographical_data,https://ancient.ivran.ru/novosti?year=2010,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_fc976255,Комаров Эрик Наумович,birth_year,1927,curated_biographical_data,https://ancient.ivran.ru/novosti?year=2010,manual,2026-05-30,Loaded into person table during DB build.
person,PERS_fc976255,Комаров Эрик Наумович,death_year,2013,curated_biographical_data,https://ancient.ivran.ru/novosti?year=2010,manual,2026-05-30,Loaded into person table during DB build.
person,PERS_db0a826b,Комарова Ирина Нигматовна,full_name_ru,Комарова Ирина Нигматовна,curated_biographical_data,https://ancient.ivran.ru/novosti?year=2010,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_db0a826b,Комарова Ирина Нигматовна,full_name_en,Komarova Irina Nigmatovna,curated_biographical_data,https://ancient.ivran.ru/novosti?year=2010,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_db0a826b,Комарова Ирина Нигматовна,birth_year,1932,curated_biographical_data,https://ancient.ivran.ru/novosti?year=2010,manual,2026-05-30,Loaded into person table during DB build.
person,PERS_db0a826b,Комарова Ирина Нигматовна,death_year,2020,curated_biographical_data,https://ancient.ivran.ru/novosti?year=2010,manual,2026-05-30,Loaded into person table during DB build.
person,PERS_93e2effb,Комиссаров Дмитрий Алексеевич,full_name_ru,Комиссаров Дмитрий Алексеевич,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=4789&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_93e2effb,Комиссаров Дмитрий Алексеевич,full_name_en,Komissarov Dmitry Alekseevich,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=4789&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_93e2effb,Комиссаров Дмитрий Алексеевич,birth_year,1977,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=4789&option=com_content&task=view,manual,2026-05-30,Loaded into person table during DB build.
person,PERS_3fd690ee,Комиссарук Екатерина Львовна,full_name_ru,Комиссарук Екатерина Львовна,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=4789&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_3fd690ee,Комиссарук Екатерина Львовна,full_name_en,Komissaruk Ekaterina Lvovna,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=4789&option=com_content&task=view,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_3fd690ee,Комиссарук Екатерина Львовна,birth_year,1986,curated_biographical_data,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=4789&option=com_content&task=view,manual,2026-05-30,Loaded into person table during DB build.
person,PERS_45a76880,Кораблин Денис Александрович,full_name_ru,Кораблин Денис Александрович,curated_biographical_data,https://ancient.ivran.ru/novosti?year=2021,confirmed,2026-05-30,Loaded into person table during DB build.
person,PERS_45a76880,Кораблин Денис Александрович,full_name_en,Korablin Denis Alexandrovich,curated_biographical_data,https://ancient.ivran.ru/novosti?year=2021,confirmed,2026-05-30,Loaded into person table during DB build.
