person_id,display_name,layer,degree,betweenness,zograf_talks,roerich_talks,total_talks,series_attended,is_series_bridge
PERS_bc97fb65,Краснодембская Нина Георгиевна,collaboration,2,4.7e-05,15,0,15,zograf_only,no
PERS_6441d568,Соболева Елена Станиславовна,collaboration,2,4.7e-05,8,0,8,zograf_only,no
PERS_b62a9567,Курочкин Александр Юрьевич,collaboration,2,2.3e-05,5,0,5,zograf_only,no
PERS_003adcfe,Псху Рузана Владимировна,collaboration,1,0.0,19,0,19,zograf_only,no
PERS_e31ca12d,Вечерина Ольга Павловна,collaboration,1,0.0,9,7,16,both,yes
PERS_260a598a,Пахомов Сергей Владимирович,collaboration,1,0.0,16,0,16,zograf_only,no
PERS_c48611e0,Островская Елена Петровна,collaboration,1,0.0,16,0,16,zograf_only,no
PERS_f19cd8a1,Котин Игорь Юрьевич,collaboration,1,0.0,12,0,12,zograf_only,no
PERS_c5677a3f,Зорин Алексей Валерьевич,collaboration,1,0.0,12,0,12,zograf_only,no
PERS_7542d270,Демченко Максим Борисович,collaboration,1,0.0,11,0,11,zograf_only,no
PERS_72506535,Крылова Анастасия Сергеевна,collaboration,1,0.0,8,3,11,both,yes
PERS_dd7de77e,Бросалина Елена Кирилловна,collaboration,1,0.0,11,0,11,zograf_only,no
PERS_93e2effb,Комиссаров Дмитрий Алексеевич,collaboration,1,0.0,9,1,10,both,yes
PERS_5ed752d9,Китинов Баатр Учаевич,collaboration,1,0.0,0,10,10,roerich_only,no
PERS_ea44fd14,Люлина Анастасия Геннадьевна,collaboration,1,0.0,0,9,9,roerich_only,no
PERS_58b39545,Ренковская Евгения Алексеевна,collaboration,1,0.0,6,2,8,both,yes
PERS_6e211759,Иванов Владимир Павлович,collaboration,1,0.0,5,1,6,both,yes
PERS_4fff9d16,Минаева Маргарита Денисовна,collaboration,1,0.0,1,2,3,both,yes
PERS_37f98454,Рудой Валерий Исаакович,collaboration,1,0.0,2,0,2,zograf_only,no
PERS_7bbed51a,Сладков Андрей Леонидович,collaboration,1,0.0,2,0,2,zograf_only,no
PERS_377db63e,Седукова Надежда Александровна,collaboration,1,0.0,1,0,1,zograf_only,no
PERS_7d6f456c,Мотылёва Вера Леонидовна,collaboration,1,0.0,1,0,1,zograf_only,no
PERS_cea040bb,М. Рамдхари,collaboration,1,0.0,1,0,1,zograf_only,no
PERS_57082cac,М. А. Овчинникова,collaboration,1,0.0,0,1,1,roerich_only,no
PERS_f619aeed,Цендина Анна Дамдиновна,collaboration,1,0.0,0,1,1,roerich_only,no
PERS_a4c4c35e,И. В. Калинина,collaboration,1,0.0,1,0,1,zograf_only,no
PERS_04a4bbbb,Е. И. Малоземова,collaboration,1,0.0,1,0,1,zograf_only,no
PERS_0900c3c4,М. М. Фиалко,collaboration,1,0.0,1,0,1,zograf_only,no
PERS_7efcddc6,Брылёва Наталья Анатольевна,collaboration,1,0.0,0,1,1,roerich_only,no
PERS_b9a0e40c,А. В. Осокин,collaboration,1,0.0,0,1,1,roerich_only,no
PERS_940c556e,Д. А. Шереметьев,collaboration,1,0.0,1,0,1,zograf_only,no
PERS_c582889e,Иткин Илья Борисович,collaboration,1,0.0,0,1,1,roerich_only,no
PERS_ebc1c3c2,Лундышева Ольга Владимировна,collaboration,1,0.0,0,1,1,roerich_only,no
PERS_40862f5e,Корнеева Наталья Афанасьевна,collaboration,0,0.0,15,14,29,both,yes
PERS_11da326d,Тавастшерна Сергей Сергеевич,collaboration,0,0.0,16,12,28,both,yes
PERS_d98da899,Рыжакова Светлана Игоревна,collaboration,0,0.0,22,5,27,both,yes
PERS_c52dfaa0,Цветкова Светлана Олеговна,collaboration,0,0.0,15,12,27,both,yes
PERS_f074f69f,Александрова Наталия Владимировна,collaboration,0,0.0,12,15,27,both,yes
PERS_12125da9,Лысенко Виктория Георгиевна,collaboration,0,0.0,19,6,25,both,yes
PERS_1fa7cc0c,Дубянский Александр Михайлович,collaboration,0,0.0,10,11,21,both,yes
PERS_829c1de5,Васильков Ярослав Владимирович,collaboration,0,0.0,19,1,20,both,yes
PERS_f2fef030,Мехакян Арег Гайкович,collaboration,0,0.0,5,15,20,both,yes
PERS_9a855a7b,Альбедиль Маргарита Федоровна,collaboration,0,0.0,19,0,19,zograf_only,no
PERS_3e105f43,Игнатьев Андрей Александрович,collaboration,0,0.0,18,0,18,zograf_only,no
PERS_3357f25b,Скороходова Татьяна Григорьевна,collaboration,0,0.0,18,0,18,zograf_only,no
PERS_5228da95,Вертоградова Виктория Викторовна,collaboration,0,0.0,1,16,17,both,yes
PERS_1a097e52,Парибок Андрей Всеволодович,collaboration,0,0.0,17,0,17,zograf_only,no
PERS_56508328,Десницкая Евгения Алексеевна,collaboration,0,0.0,16,0,16,zograf_only,no
PERS_e1dd6b3e,Лидова Наталья Ростиславовна,collaboration,0,0.0,8,8,16,both,yes
PERS_6578b52d,Тюлина Елена Владимировна,collaboration,0,0.0,0,16,16,roerich_only,no
PERS_9374fd12,Вырщиков Евгений Геннадьевич,collaboration,0,0.0,0,16,16,roerich_only,no
PERS_88d163c1,Видунас Витис,collaboration,0,0.0,15,0,15,zograf_only,no
PERS_61202bf3,Алиханова Юлия Марковна,collaboration,0,0.0,7,8,15,both,yes
PERS_92868e4f,Жутаев Дар Игоревич,collaboration,0,0.0,3,12,15,both,yes
PERS_fb25c80f,Ермакова Татьяна Викторовна,collaboration,0,0.0,15,0,15,zograf_only,no
PERS_da862dde,Дробышев Юлий Игорьевич,collaboration,0,0.0,0,15,15,roerich_only,no
PERS_e9545a0b,Шустова Алла Михайловна,collaboration,0,0.0,0,15,15,roerich_only,no
PERS_41d6aa73,Воробьева Дарья Николаевна,collaboration,0,0.0,5,9,14,both,yes
PERS_2fd442aa,Офертас Станислав Чеславович,collaboration,0,0.0,0,14,14,roerich_only,no
PERS_e72d4c09,Огнева Елена Дмитриевна,collaboration,0,0.0,1,12,13,both,yes
PERS_05d56645,Бабин Александр Николаевич,collaboration,0,0.0,7,6,13,both,yes
PERS_8e117242,Юдицкая Екатерина Алексеевна,collaboration,0,0.0,3,9,12,both,yes
PERS_b8bade8d,Шрестха Кришна Пракаш,collaboration,0,0.0,0,12,12,roerich_only,no
PERS_9ad66151,Лелюхин Дмитрий Николаевич,collaboration,0,0.0,6,5,11,both,yes
PERS_a0264ac5,Бурмистров Сергей Леонидович,collaboration,0,0.0,11,0,11,zograf_only,no
PERS_d3c5382c,Попова Ирина Фёдоровна,collaboration,0,0.0,11,0,11,zograf_only,no
PERS_23215083,Русанов Максим Альбертович,collaboration,0,0.0,10,0,10,zograf_only,no
PERS_36dabb79,Гурия Анастасия Георгиевна,collaboration,0,0.0,1,9,10,both,yes
PERS_91b473b1,Челнокова Анна Витальевна,collaboration,0,0.0,10,0,10,zograf_only,no
PERS_0c451d76,Лобанов Сергей Владимирович,collaboration,0,0.0,10,0,10,zograf_only,no
PERS_287fe378,Рыбакова Анна Геннадьевна,collaboration,0,0.0,10,0,10,zograf_only,no
PERS_3b196639,Гордийчук Николай Валентинович,collaboration,0,0.0,5,5,10,both,yes
PERS_a84aedaa,Шомахмадов Сафарали Хайбуллоевич,collaboration,0,0.0,9,0,9,zograf_only,no
PERS_5d34c947,Волошина Оксана Анатольевна,collaboration,0,0.0,9,0,9,zograf_only,no
PERS_ebb6d156,Ложкина Анастасия Витальевна,collaboration,0,0.0,3,6,9,both,yes
PERS_50d73711,Смирнитская Анна Александровна,collaboration,0,0.0,7,2,9,both,yes
PERS_ba81468a,Кокова Юлия Георгиевна,collaboration,0,0.0,8,0,8,zograf_only,no
PERS_8516d1e4,Гасунс Марцис Юрьевич,collaboration,0,0.0,6,2,8,both,yes
PERS_8df3730a,Донченко Сергей Сергеевич,collaboration,0,0.0,8,0,8,zograf_only,no
PERS_7eb0dc30,Зимина Татьяна Александровна,collaboration,0,0.0,8,0,8,zograf_only,no
PERS_9f398436,Куликов Леонид Игоревич,collaboration,0,0.0,5,3,8,both,yes
PERS_0ca995ac,Яковлев Виктор Михайлович,collaboration,0,0.0,0,8,8,roerich_only,no
PERS_d2559ba1,Лепехова Елена Сергеевна,collaboration,0,0.0,0,8,8,roerich_only,no
PERS_3c202afd,Крапивина Раиса Николаевна,collaboration,0,0.0,5,2,7,both,yes
PERS_f5b8b340,Вигасин Алексей Алексеевич,collaboration,0,0.0,3,4,7,both,yes
PERS_f8ab5755,Оранская Татьяна Иосифовна,collaboration,0,0.0,7,0,7,zograf_only,no
PERS_92f293f8,Хрущева Полина Викторовна,collaboration,0,0.0,7,0,7,zograf_only,no
PERS_0e0a154e,Титлин Лев Игоревич,collaboration,0,0.0,3,4,7,both,yes
PERS_22d87263,Костина Екатерина Александровна,collaboration,0,0.0,7,0,7,zograf_only,no
PERS_5e2a5a5c,Столярова Екатерина Владимировна,collaboration,0,0.0,7,0,7,zograf_only,no
PERS_db046be0,Сабирова Римма Наилевна,collaboration,0,0.0,7,0,7,zograf_only,no
PERS_cfb92c5f,Уланский Евгений Андреевич,collaboration,0,0.0,4,3,7,both,yes
PERS_1c6fcce5,Кузина Елизавета Олеговна,collaboration,0,0.0,2,5,7,both,yes
PERS_e5a5ac24,Невелева Светлана Леонидовна,collaboration,0,0.0,6,0,6,zograf_only,no
PERS_10547db9,Загуменнов Борис Иванович,collaboration,0,0.0,6,0,6,zograf_only,no
PERS_8108c314,Ерченков Олег Николаевич,collaboration,0,0.0,6,0,6,zograf_only,no
PERS_0fd718a7,Воздиган Ксения Михайловна,collaboration,0,0.0,6,0,6,zograf_only,no
PERS_7f908d49,Стрельцова Лилия Александровна,collaboration,0,0.0,6,0,6,zograf_only,no
PERS_efc88709,Канаева Наталия Алексеевна,collaboration,0,0.0,3,3,6,both,yes
PERS_3c7d41ac,Фомин Максим Сергеевич,collaboration,0,0.0,0,6,6,roerich_only,no
PERS_088c4df7,Атманова Юлия Георгиевна,collaboration,0,0.0,0,6,6,roerich_only,no
PERS_2c40b9b1,Гуров Никита Владимирович,collaboration,0,0.0,5,0,5,zograf_only,no
PERS_f940c5b3,Стрелкова Гюзэль Владимировна,collaboration,0,0.0,5,0,5,zograf_only,no
PERS_28317057,Дубянская Татьяна Александровна,collaboration,0,0.0,5,0,5,zograf_only,no
PERS_d218805b,Крюкова Виктория Юрьевна,collaboration,0,0.0,5,0,5,zograf_only,no
PERS_50c46233,Маретина Ксения Александровна,collaboration,0,0.0,5,0,5,zograf_only,no
PERS_e96139bd,Коробов Владимир Борисович,collaboration,0,0.0,5,0,5,zograf_only,no
PERS_cdbd7a15,Кулланда Сергей Всеволодович,collaboration,0,0.0,1,4,5,both,yes
PERS_3074a8e5,Терентьев Андрей Анатольевич,collaboration,0,0.0,5,0,5,zograf_only,no
PERS_01aafd44,Сафина Наталья Алексеевна,collaboration,0,0.0,5,0,5,zograf_only,no
PERS_c6bbcef3,Битинайте Елена Алексеевна,collaboration,0,0.0,5,0,5,zograf_only,no
PERS_2a2e5602,Коровина Евгения Владимировна,collaboration,0,0.0,5,0,5,zograf_only,no
PERS_0665f215,Шохин Владимир Кириллович,collaboration,0,0.0,3,2,5,both,yes
PERS_db0a826b,Комарова Ирина Нигматовна,collaboration,0,0.0,0,5,5,roerich_only,no
PERS_bff5de3e,Бейнорюс Аудрюс,collaboration,0,0.0,4,0,4,zograf_only,no
PERS_30b54681,Бушуев Евгений Сергеевич,collaboration,0,0.0,4,0,4,zograf_only,no
PERS_69750b7c,Мазурина Валентина Николаевна,collaboration,0,0.0,4,0,4,zograf_only,no
PERS_bf91d4b8,Уймина Юлия Александровна,collaboration,0,0.0,4,0,4,zograf_only,no
PERS_cb52ebc2,Лемешкина Ксения Вячеславовна,collaboration,0,0.0,4,0,4,zograf_only,no
PERS_f56c5a7e,Жукова Любовь Евгеньевна,collaboration,0,0.0,4,0,4,zograf_only,no
PERS_587b08ec,Леонов Михаил Васильевич,collaboration,0,0.0,2,2,4,both,yes
