meso_codes,presentation_id,public_path,renou_evidence,renou_match_count,renou_match_status,renou_register_labels,renou_registers,renou_state_labels,renou_states,scholar_ids,scholar_urls,scholars,series,source_url,tags,theme_code,theme_en,title,year
vedic_studies,PRES_81b825e701,p/agamicheskii-tekst-kak-sposob-samoopredeleniya-vedicheskoi-traditsii-na-primere-shiva-sutry.html,state:I; register:sutra,2,matched,Sūtra,sutra,Vedic,I,PERS_8108c314,s/erchenkov-oleg.html,Erchenkov Oleg Nikolaevich,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=3036&option=com_content&task=view,агамический; ведический; самоопределение; способ; сутра; текст; традиция; шива,religion_and_philosophy,Religion & Philosophy,Агамический текст как способ самоопределения ведической традиции (на примере «Шива сутры»),2012
buddhist_studies; translation_reception,PRES_e9e215c9f0,p/buddiiskie-sutry-v-perevodakh-rannekitaiskoi-traditsii.html,state:V; register:sutra; register:bauddha,3,matched,Bauddha; Sūtra,bauddha; sutra,Buddhist / Jaina,V,PERS_f074f69f,s/natalia-alexandrova.html,Alexandrova Natalia Vladimirovna,Roerich Readings,https://ancient.ivran.ru/novosti?year=2013,буддизм; перевод; раннекитайский; сутра; традиция,religion_and_philosophy,Religion & Philosophy,Буддийские сутры в переводах раннекитайской традиции,2013
buddhist_studies; nepal_newar_kathmandu; visual_material_culture,PRES_7f7a003e02,p/nevarskii-povestvovatelnyi-svitok-na-temy-lalitavistary-odomashnivanie-klassicheskoi-buddiiskoi.html,state:V; register:sutra; register:katha; register:bauddha,4,matched,Bauddha; Kathā; Sūtra,bauddha; katha; sutra,Buddhist / Jaina,V,PERS_829c1de5,s/vasilkov-yaroslav.html,Vasilkov Yaroslav Vladimirovich,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=3663&option=com_content&task=view,буддизм; классический; лалитавистара; неварский; одомашнивание; повествовательный; свиток; сутра,art_and_material_culture,Art & Material Culture,Неварский «повествовательный свиток» на темы «Лалитавистары»: «одомашнивание» классической буддийской сутры,2014
buddhist_studies; cosmology,PRES_0d8900f50f,p/budda-vairochana-i-kosmologiya-avatamsaka-sutry-v-yaponii.html,state:V; register:sutra; register:bauddha,3,matched,Bauddha; Sūtra,bauddha; sutra,Buddhist / Jaina,V,PERS_d2559ba1,s/lepekhova-elena.html,Lepekhova Elena Sergeyevna,Roerich Readings,https://ancient.ivran.ru/novosti?year=2015,аватамсак; будда; вайрочан; космология; сутра; япония,religion_and_philosophy,Religion & Philosophy,Будда Вайрочана и космология «Аватамсака- сутры» в Японии,2015
buddhist_studies; translation_reception,PRES_5bb9175b5b,p/transformatsii-syuzhetov-o-prosvetlenii-i-pervoi-propovedi-buddy-v-svete-rannikh-kitaiskikh-pere.html,state:V; register:sutra; register:katha; register:bauddha,4,matched,Bauddha; Kathā; Sūtra,bauddha; katha; sutra,Buddhist / Jaina,V,PERS_f074f69f,s/natalia-alexandrova.html,Alexandrova Natalia Vladimirovna,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=4023&option=com_content&task=view,будда; китайский; первый; перевод; проповедь; просветление; ранний; свет; сутра; сюжет; трансформация,religion_and_philosophy,Religion & Philosophy,Трансформации сюжетов о просветлении и первой проповеди Будды в свете ранних китайских переводов сутр (II—III вв.),2015
buddhist_studies; translation_reception,PRES_a0af113263,p/kitaiskie-perevody-rannikh-buddiiskikh-sutr-vozmozhnosti-rekonstruktsii-istorii-indiiskogo-tekst.html,state:V; register:sutra; register:bauddha,3,matched,Bauddha; Sūtra,bauddha; sutra,Buddhist / Jaina,V,PERS_f074f69f,s/natalia-alexandrova.html,Alexandrova Natalia Vladimirovna,Roerich Readings,https://ancient.ivran.ru/novosti?year=2016,буддизм; индия; история; китайский; перевод; ранний; реконструкция; сутра; текст,religion_and_philosophy,Religion & Philosophy,Китайские переводы ранних буддийских сутр: возможности реконструкции истории индийского текста,2016
sanskrit_grammar_panini,PRES_f0240ba1c9,p/osobennosti-zhanra-paribkhasha-na-primere-sutr-apastamby.html,register:sutra,1,matched,Sūtra,sutra,,,PERS_40862f5e,s/natalia-korneeva.html,Korneeva Natalia Afanasyevna,Roerich Readings,https://ancient.ivran.ru/novosti?year=2016,апастамб; жанр; парибхаша; сутра,linguistics_and_philology,Linguistics & Philology,Особенности жанра парибхаша на примере сутр Апастамбы,2016
buddhist_studies,PRES_6521310efe,p/v-nachale-stranstvii-epizod-abkhinishkramana-v-sutre-o-blagom-yavlenii-tsarevicha.html,register:sutra,1,matched,Sūtra,sutra,,,PERS_f074f69f,s/natalia-alexandrova.html,Alexandrova Natalia Vladimirovna,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=5510&option=com_content&task=view,абхинишкраман; благо; начало; странствие; сутра; эпизод; явление,religion_and_philosophy,Religion & Philosophy,В начале странствий. Эпизод абхинишкрамана в «Сутре о благом явлении царевича»,2017
ritual_studies,PRES_d76b9f1f7f,p/izmenenie-roli-yadzhamany-v-shrauta-ritualakh-traditsiya-i-sovremennost.html,state:I; register:sutra,2,matched,Sūtra,sutra,Vedic,I,PERS_40862f5e,s/natalia-korneeva.html,Korneeva Natalia Afanasyevna,Roerich Readings,https://ancient.ivran.ru/novosti?year=2017,изменение; современность; традиция; шраута-ритуал; яджаман,religion_and_philosophy,Religion & Philosophy,Изменение роли яджаманы в шраута-ритуалах: традиция и современность,2017
buddhist_studies,PRES_10d033beaa,p/ratnavali-nagardzhuny-i-dashabkhumika-sutra-yavnye-i-neyavnye-svyazi.html,register:sutra,1,matched,Sūtra,sutra,,,PERS_92868e4f,s/dmitry-zhutaev.html,Zhutaev Dar Igorevich,Roerich Readings,https://ancient.ivran.ru/novosti?year=2018,дашабхумика-сутра; нагарджун; неявный; ратнавалить; явный,religion_and_philosophy,Religion & Philosophy,«Ратнавали» Нагарджуны и «Дашабхумика-сутра»: явные и неявные связи,2018
