meso_codes,presentation_id,public_path,renou_evidence,renou_match_count,renou_match_status,renou_register_labels,renou_registers,renou_state_labels,renou_states,scholar_ids,scholar_urls,scholars,series,source_url,tags,theme_code,theme_en,title,year
vedic_studies,PRES_ba501c2543,p/erotika-v-rigvede-muzhskoe-i-zhenskoe-nachalo.html,state:I; state:IV; register:rgveda; register:kavya,4,matched,Kāvya; Ṛgveda,kavya; rgveda,Classical; Vedic,I; IV,PERS_5cb1449b,s/khomichenkene-aleta.html,Aleta Chomichenkiene,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=80&option=com_content&task=view,женский; мужской; начало; ригведа; эротика,literature_and_poetry,Literature & Poetry,Эротика в Ригведе: мужское и женское начало,2004
vedic_studies,PRES_ec5840a950,p/eshche-raz-o-slove-tman-v-rigvede.html,state:I; register:rgveda,2,matched,Ṛgveda,rgveda,Vedic,I,PERS_2f26a47a,s/elizarenkova-tatyana.html,Elizarenkova Tatyana Yakovlevna,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=80&option=com_content&task=view,ригведа; слово,linguistics_and_philology,Linguistics & Philology,Еще раз о слове ātman в Ригведе,2004
bengal; translation_reception,PRES_409770d89b,p/interpretatsiya-idei-upanishad-u-rammokhona-roya-i-debendronatkha-tagora.html,state:I; register:upanisad,2,matched,Upaniṣad,upanisad,Vedic,I,PERS_3357f25b,s/skorokhodova-tatyana.html,Skorokhodova Tatyana Grigorievna,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1251&option=com_content&task=view,дебендронатх; идея; раммохон; рой; тагор; упанишад,religion_and_philosophy,Religion & Philosophy,Интерпретация идей Упанишад у Раммохона Роя и Дебендронатха Тагора,2006
vedic_studies,PRES_55fff640ca,p/k-voprosu-o-sredstvakh-peredvizheniya-v-rigvede.html,state:I; register:rgveda,2,matched,Ṛgveda,rgveda,Vedic,I,PERS_88d163c1,s/vidunas-vitis.html,Vytis Vidunas,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1791&option=com_content&task=view,передвижение; ригведа; средство,history_and_culture,"History, Culture & Society",К вопросу о средствах передвижения в Ригведе,2007
philosophy_epistemology,PRES_54fab21323,p/teisticheskie-ustanovki-v-klassicheskoi-ioge-i-shvetashvatara-upanishade.html,state:I; register:upanisad,2,matched,Upaniṣad,upanisad,Vedic,I,PERS_f2fef030,s/areg-mekhakyan.html,Areg Mekhakyan,Roerich Readings,https://ancient.ivran.ru/novosti?year=2008,йога; классический; теистический; установка; шветашватара-упанишад,religion_and_philosophy,Religion & Philosophy,Теистические установки в классической йоге и «Шветашватара-упанишаде»,2008
vedic_studies,PRES_59dba9b943,p/istoki-formuly-sat-chit-ananda-v-upanishadakh.html,state:I; register:upanisad,2,matched,Upaniṣad,upanisad,Vedic,I,PERS_929cab5a,s/predtechenskaya.html,Û. V. Predtečenskaâ,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2074&option=com_content&task=view,исток; сат-чит-ананд; упанишад; формула,religion_and_philosophy,Religion & Philosophy,Истоки формулы сат-чит-ананда в Упанишадах,2008
ritual_studies; vedic_studies,PRES_7a09ad99d1,p/atkharvaveda-parishishta-xixb-k-voprosu-o-proiskhozhdenii-ritualov-natyashastry.html,state:I; state:IV; register:atharva; register:natya,4,matched,Atharvaveda; Nāṭya,atharva; natya,Classical; Vedic,I; IV,PERS_e1dd6b3e,s/natalia-lidova.html,Lidova Natalia Rostislavovna,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2074&option=com_content&task=view,атхарвавед-паришишт; натьяшастр; происхождение; ритуал,religion_and_philosophy,Religion & Philosophy,Атхарваведа-паришишта XIXb: к вопросу о происхождении ритуалов Натьяшастры,2008
vedic_studies,PRES_ec14752a3b,p/o-simvolike-ladi-v-rigvede.html,state:I; register:rgveda,2,matched,Ṛgveda,rgveda,Vedic,I,PERS_88d163c1,s/vidunas-vitis.html,Vytis Vidunas,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2074&option=com_content&task=view,ладья; ригведа; символика,religion_and_philosophy,Religion & Philosophy,О символике ладьи в «Ригведе»,2008
vaishnava,PRES_86c16283af,p/rannevishnuitskaya-vedanta.html,state:I,1,matched,,,Vedic,I,PERS_003adcfe,s/pskhu-ruzana.html,Pskhu Ruzana Vladimirovna,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2306&option=com_content&task=view,веданта; ранневишнуитский,religion_and_philosophy,Religion & Philosophy,Ранневишнуитская Веданта,2009
vedic_studies,PRES_9bda829b36,p/vediiskoe-samudra-k-voprosu-o-shirokikh-vodnykh-prostranstvakh-v-tekstakh-samkhit.html,state:I,1,matched,,,Vedic,I,PERS_88d163c1,s/vidunas-vitis.html,Vytis Vidunas,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2306&option=com_content&task=view,ведийский; водный; пространство; самхит; текст; широкий,linguistics_and_philology,Linguistics & Philology,Ведийское samudra-: к вопросу о широких водных пространствах в текстах самхит,2009
