meso_codes,presentation_id,public_path,renou_evidence,renou_match_count,renou_match_status,renou_register_labels,renou_registers,renou_state_labels,renou_states,scholar_ids,scholar_urls,scholars,series,source_url,tags,theme_code,theme_en,title,year
sanskrit_grammar_panini,PRES_5b0c00b805,p/tekhnicheskie-prisposobleniya-dlya-rubrikatsii-kornei-v-dkhatupatkhe-panini.html,state:II; register:vyakarana,2,matched,Vyākaraṇa,vyakarana,Pāṇinian,II,PERS_8516d1e4,s/marcis-gasuns.html,Gasuns Marcis,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1251&option=com_content&task=view,дхатупатх; корень; панини; приспособление; рубрикация; технический,linguistics_and_philology,Linguistics & Philology,Технические приспособления для рубрикации корней в «Дхатупатхе» Панини,2006
sanskrit_grammar_panini,PRES_6da6054f73,p/atmanepada-v-sanskrite-i-v-grammatikakh.html,state:II; register:vyakarana,2,matched,Vyākaraṇa,vyakarana,Pāṇinian,II,PERS_11da326d,s/sergey-tavastsherna.html,Tavastsherna Sergey Sergeevich,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2074&option=com_content&task=view,атманепад; грамматик; санскрит,linguistics_and_philology,Linguistics & Philology,Атманепада в санскрите и в грамматиках,2008
buddhist_studies,PRES_9d84234785,p/terminologiya-i-grammatika-v-entsiklopedii-abkhidkharmy-vasubandkhu.html,state:II; state:V; register:vyakarana; register:bauddha,4,matched,Bauddha; Vyākaraṇa,bauddha; vyakarana,Buddhist / Jaina; Pāṇinian,II; V,PERS_37f98454; PERS_c48611e0,s/ostrovskaya-elena.html; s/rudoi-valerii.html,Ostrovskaya Elena Petrovna; Rudoy Valery Isaakovich,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2074&option=com_content&task=view,абхидхарма; васубандх; грамматика; терминология; энциклопедия,religion_and_philosophy,Religion & Philosophy,Терминология и грамматика в «Энциклопедии Абхидхармы» Васубандху,2008
buddhist_studies,PRES_d6fac606b5,p/epitety-buddy-v-tekste-adzhatasena-vyakarany.html,state:II; state:V; register:vyakarana; register:bauddha,4,matched,Bauddha; Vyākaraṇa,bauddha; vyakarana,Buddhist / Jaina; Pāṇinian,II; V,PERS_a84aedaa,s/shomakhmadov-safarali.html,Shomakhmadov Safarali Khaibulloevich,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=3296&option=com_content&task=view,аджатасен-вьякарана; будда; текст; эпитет,religion_and_philosophy,Religion & Philosophy,Эпитеты Будды в тексте «Аджатасена-вьякараны»,2013
sanskrit_grammar_panini; vedic_studies,PRES_67151ae69e,p/grammatika-panini-i-mekhanizm-kodirovaniya-vediiskogo-teksta.html,state:I; state:II; register:vyakarana,3,matched,Vyākaraṇa,vyakarana,Pāṇinian; Vedic,I; II,PERS_5d34c947,s/voloshina-oksana.html,Voloshina Oksana Anatolyevna,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=3663&option=com_content&task=view,ведийский; грамматика; кодирование; механизм; панини; текст,linguistics_and_philology,Linguistics & Philology,Грамматика Панини и механизм кодирования ведийского текста,2014
buddhist_studies; etymology,PRES_4bc7a6fa32,p/k-etimologii-termina-vyakarana-v-buddiiskikh-istochnikakh.html,state:II; state:V; register:vyakarana; register:bauddha,4,matched,Bauddha; Vyākaraṇa,bauddha; vyakarana,Buddhist / Jaina; Pāṇinian,II; V,PERS_a84aedaa,s/shomakhmadov-safarali.html,Shomakhmadov Safarali Khaibulloevich,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=4023&option=com_content&task=view,буддизм; вьякаран; источник; термин; этимология,linguistics_and_philology,Linguistics & Philology,К этимологии термина ‘вьякарана’ в буддийских источниках,2015
sanskrit_grammar_panini,PRES_89290bf4b4,p/paribkhasha-interpretatsionnye-pravila-grammatiki-panini.html,state:II; register:vyakarana,2,matched,Vyākaraṇa,vyakarana,Pāṇinian,II,PERS_cfb92c5f,s/evgeny-ulansky.html,Ulansky Evgeny Andreevich,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=10154&option=com_content&task=view,грамматика; интерпретационный; панини; парибхаша; правило,linguistics_and_philology,Linguistics & Philology,Парибхаша — интерпретационные правила грамматики Панини,2019
ritual_studies; vedic_studies,PRES_eab49a194a,p/vozrozhdennye-vediiskie-ritualy-yadzhna-na-assi-gkhat-i-v-shkole-devochek-panini-kanya-makhavidy.html,state:I; state:II; register:vyakarana,3,matched,Vyākaraṇa,vyakarana,Pāṇinian; Vedic,I; II,PERS_40862f5e,s/natalia-korneeva.html,Korneeva Natalia Afanasyevna,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=10154&option=com_content&task=view,асся; варанася; ведийский; возродить; гхата; девочка; канья; махавидьялый; панини; ритуал; школа; яджный,religion_and_philosophy,Religion & Philosophy,«Возрожденные» ведийские ритуалы: яджна на Асси гхат и в школе девочек «Панини Канья Махавидьялая» в Варанаси,2019
sanskrit_grammar_panini; yoga_ayurveda,PRES_315a44f3a9,p/work-of-pata-jali-on-yoga-philosophy-and-sanskrit-vy-kara-a.html,state:II; register:vyakarana,2,matched,Vyākaraṇa,vyakarana,Pāṇinian,II,PERS_e8396809,s/vishnu-shukla.html,Vishnu Shukla,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=12981&option=com_content&task=view,,religion_and_philosophy,Religion & Philosophy,Work of Patañjali on Yoga Philosophy and Sanskrit Vyākaraṇa,2020
sanskrit_grammar_panini,PRES_4341e890df,p/primer-ispolzovaniya-paribkhash-pri-prochtenii-sutr-panini.html,state:II; register:sutra; register:vyakarana,3,matched,Sūtra; Vyākaraṇa,sutra; vyakarana,Pāṇinian,II,PERS_cfb92c5f,s/evgeny-ulansky.html,Ulansky Evgeny Andreevich,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=12981&option=com_content&task=view,использование; панини; парибхаша; прочтение; сутра,linguistics_and_philology,Linguistics & Philology,Пример использования парибхаш при прочтении сутр Панини,2020
