meso_codes,presentation_id,public_path,renou_evidence,renou_match_count,renou_match_status,renou_register_labels,renou_registers,renou_state_labels,renou_states,scholar_ids,scholar_urls,scholars,series,source_url,tags,theme_code,theme_en,title,year
manuscripts_epigraphy,PRES_e564be93e3,p/velikie-i-malye-v-nadpisyakh-ashoki.html,register:epig,1,matched,Epigraphic,epig,,,PERS_f5b8b340,s/alexey-vigasin.html,Vigasin Alexey Alexeevich,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1791&option=com_content&task=view,ашок; великий; малый; надпись,history_and_culture,"History, Culture & Society",«Великие» и «малые» в надписях Ашоки,2007
manuscripts_epigraphy; nepal_newar_kathmandu,PRES_f0655c51e6,p/goshtkhi-gutkhi-v-nadpisyakh-lichchkhavov.html,register:epig,1,matched,Epigraphic,epig,,,PERS_9ad66151,s/lelyukhin-dmitrii.html,Lelyukhin Dmitry Nikolaevich,Roerich Readings,https://ancient.ivran.ru/novosti?year=2008,гоштхи; гутхи; личчхав; надпись,history_and_culture,"History, Culture & Society",Гоштхи (гутхи) в надписях Личчхавов,2008
epic_ramayana_mahabharata; manuscripts_epigraphy,PRES_4fc95cdd1b,p/makhabkharata-i-shastry-v-rannei-indiiskoi-epigrafike.html,state:III; state:IV; register:epic; register:epig,4,matched,Epic; Epigraphic,epic; epig,Classical; Epic & prolongements,III; IV,PERS_9ad66151,s/lelyukhin-dmitrii.html,Lelyukhin Dmitry Nikolaevich,Roerich Readings,https://ancient.ivran.ru/novosti?year=2009,индия; махабхарат; ранний; шастр; эпиграфика,history_and_culture,"History, Culture & Society",Махабхарата и шастры в ранней индийской эпиграфике,2009
colonial_encounters; manuscripts_epigraphy,PRES_53b81c004f,p/pismo-v-kulture-ot-baktrii-do-indii-po-materialam-mnogoyazychnykh-nadpisei-3-v-do-n-e-5-v-n-e-k.html,register:epig,1,matched,Epigraphic,epig,,,PERS_5228da95,s/victoria-vertogradova.html,Vertogradova Victoria Viktorovna,Roerich Readings,https://ancient.ivran.ru/novosti?year=2009,бактрия; индия; культура; многоязычный; надпись; письмо; социоскрипторик,history_and_culture,"History, Culture & Society",Письмо в культуре от Бактрии до Индии по материалам многоязычных надписей 3 в. до н. э. – 5 в. н. э. (К проблеме социоскрипторики),2009
,PRES_fe38d39938,p/glava-o-nadziratele-za-arkhivom-v-artkhashastre-kautili-v-kontekste-informatsii-nadpisei-vremeni.html,register:epig,1,matched,Epigraphic,epig,,,PERS_9ad66151,s/lelyukhin-dmitrii.html,Lelyukhin Dmitry Nikolaevich,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2846&option=com_content&task=view,артхашастр; архив; время; глава; гупт; информация; каутилья; контекст; надзиратель; надпись,history_and_culture,"History, Culture & Society",Глава о надзирателе за архивом в «Артхашастре» Каутильи в контексте информации надписей времени Гуптов,2011
manuscripts_epigraphy,PRES_80c3a05563,p/o-formulnosti-indiiskikh-darstvennykh-nadpisei.html,register:epig,1,matched,Epigraphic,epig,,,PERS_9ad66151,s/lelyukhin-dmitrii.html,Lelyukhin Dmitry Nikolaevich,Roerich Readings,https://ancient.ivran.ru/novosti?year=2012,дарственный; индия; надпись; формульность,history_and_culture,"History, Culture & Society",О формульности индийских дарственных надписей,2012
buddhist_studies; manuscripts_epigraphy,PRES_55eb4b8793,p/otkrytie-buddiiskoi-nadpisi-brakhmi-ii-v-do-n-e-v-tsentralnoi-indii-k-istokam-traditsii-imenovan.html,state:V; register:bauddha; register:epig,3,matched,Bauddha; Epigraphic,bauddha; epig,Buddhist / Jaina,V,PERS_5228da95,s/victoria-vertogradova.html,Vertogradova Victoria Viktorovna,Roerich Readings,https://ancient.ivran.ru/novosti?year=2013,брахй; буддизм; именование; индия; исток; надпись; открытие; ранний; традиция; центральный; школа,history_and_culture,"History, Culture & Society",Открытие буддийской надписи брахми (II в. до н. э.) в Центральной Индии: к истокам традиции именования ранних буддийских школ,2013
manuscripts_epigraphy,PRES_b8b0e64461,p/o-formulnosti-nadpisei-na-sanskrite.html,register:epig,1,matched,Epigraphic,epig,,,PERS_9ad66151,s/lelyukhin-dmitrii.html,Lelyukhin Dmitry Nikolaevich,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=3296&option=com_content&task=view,надпись; санскрит; формульность,linguistics_and_philology,Linguistics & Philology,О формульности надписей на санскрите,2013
manuscripts_epigraphy; nepal_newar_kathmandu,PRES_e1b411bb31,p/kontseptsiya-mary-d-v-nepalskikh-nadpisyakh.html,register:epig,1,matched,Epigraphic,epig,,,PERS_9ad66151,s/lelyukhin-dmitrii.html,Lelyukhin Dmitry Nikolaevich,Roerich Readings,https://ancient.ivran.ru/novosti?year=2013,концепция; надпись; непальский,history_and_culture,"History, Culture & Society",Концепция maryādā в непальских надписях,2013
manuscripts_epigraphy; nepal_newar_kathmandu,PRES_9c47837d30,p/kontseptsiya-maryada-v-nepalskikh-nadpisyakh.html,register:epig,1,matched,Epigraphic,epig,,,PERS_9ad66151,s/lelyukhin-dmitrii.html,Lelyukhin Dmitry Nikolaevich,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=3663&option=com_content&task=view,концепция; марьяд; надпись; непальский,history_and_culture,"History, Culture & Society",Концепция «марьяда» в непальских надписях,2014
comparative_analysis; manuscripts_epigraphy,PRES_35cd50282e,p/ot-indii-do-kara-tepe-k-tipologii-drevneindiiskogo-epigraficheskogo-teksta.html,register:epig,1,matched,Epigraphic,epig,,,PERS_5228da95,s/victoria-vertogradova.html,Vertogradova Victoria Viktorovna,Roerich Readings,https://ancient.ivran.ru/novosti?year=2015,древнеиндийский; индия; кара-тепа; текст; типология; эпиграфический,history_and_culture,"History, Culture & Society",От Индии до Кара-тепе: к типологии древнеиндийского эпиграфического текста,2015
epic_ramayana_mahabharata; manuscripts_epigraphy,PRES_fac07beb0f,p/zagadka-eduki-monumenta-oprokinutogo-mira-epigrafika-epos-purany.html,state:III; register:epic; register:purana; register:epig,4,matched,Epic; Epigraphic; Purāṇa,epic; epig; purana,Epic & prolongements,III,PERS_5228da95,s/victoria-vertogradova.html,Vertogradova Victoria Viktorovna,Roerich Readings,https://ancient.ivran.ru/novosti?year=2020,загадка; мир; монумент; опрокинуть; пураны; эдук; эпиграфика; эпос,history_and_culture,"History, Culture & Society","Загадка эдуки – монумента опрокинутого мира (эпиграфика, эпос, пураны)",2020
manuscripts_epigraphy,PRES_68f68e8947,p/pragmatika-perechnei-v-epigraficheskom-tekste-k-otkrytiyu-nadpisei-brakhmi-iii-ii-vv-do-n-e-v-ts.html,register:epig,1,matched,Epigraphic,epig,,,PERS_5228da95,s/victoria-vertogradova.html,Vertogradova Victoria Viktorovna,Roerich Readings,https://ancient.ivran.ru/novosti?year=2021,брахй; индия; надпись; открытие; перечный; прагматика; текст; центральный; эпиграфический,history_and_culture,"History, Culture & Society",Прагматика перечней в эпиграфическом тексте (к открытию надписей брахми III–II вв. до н.э. в Центральной Индии),2021
manuscripts_epigraphy,PRES_15d62b4d73,p/nadpisi-na-mednykh-predmetakh-protoindiiskoi-pismennostyu.html,register:epig,1,matched,Epigraphic,epig,,,PERS_2a2e5602,s/korovina-evgeniya.html,Korovina Evgeniya Vladimirovna,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=14847&option=com_content&task=view,медный; надпись; письменность; предмет; протоиндийский,history_and_culture,"History, Culture & Society",Надписи на медных предметах протоиндийской письменностью,2023
manuscripts_epigraphy,PRES_52333b1258,p/nadpisi-na-kolonne-geliodora.html,register:epig,1,matched,Epigraphic,epig,,,PERS_f5b8b340,s/alexey-vigasin.html,Vigasin Alexey Alexeevich,Roerich Readings,https://ancient.ivran.ru/novosti?year=2023,гелиодор; колонна; надпись,history_and_culture,"History, Culture & Society",Надписи на колонне Гелиодора,2023
