meso_codes,presentation_id,public_path,renou_evidence,renou_match_count,renou_match_status,renou_register_labels,renou_registers,renou_state_labels,renou_states,scholar_ids,scholar_urls,scholars,series,source_url,tags,theme_code,theme_en,title,year
philosophy_epistemology,PRES_d648392ad9,p/neskolko-slov-o-ya-i-advaite-v-svete-uznavaniya-sebya-kak-predelnogo-obladayushchego-v-tolkovani.html,register:karika,1,matched,Kārikā,karika,,,PERS_2fd442aa,s/ofertas-stanislav.html,Ofertas Stanislav Cheslavovich,Roerich Readings,https://ancient.ivran.ru/novosti?year=2018,абхинавагупта; адвайте; ишварапратьябхиджня-карика; несколько; обладать; предельный; свет; себя; слово; толкование; узнавание; утпаладев,religion_and_philosophy,Religion & Philosophy,Несколько слов о «я» и Адвайте в свете узнавания себя как предельного обладающего в толкованиях Абхинавагупты на «Ишварапратьябхиджня-карике» Утпаладевы,2018
