priority_rank,person_id,display_name,full_name_ru,total_talks,reason,suggested_query,rinc_search_url,openalex_search_url,review_status
2,PERS_01aafd44,Н. А. Сафина,Н. А. Сафина,3,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Н. А. Сафина индолог,https://elibrary.ru/authors.asp?fams=%D0%A1%D0%B0%D1%84%D0%B8%D0%BD%D0%B0&imas=%D0%9D&otchs=%D0%90,,todo
2,PERS_8df3730a,С. С. Донченко,Донченко Сергей Сергеевич,3,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Донченко Сергей Сергеевич индолог,https://elibrary.ru/authors.asp?fams=%D0%94%D0%BE%D0%BD%D1%87%D0%B5%D0%BD%D0%BA%D0%BE&imas=%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9&otchs=%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B5%D0%B2%D0%B8%D1%87,,todo
2,PERS_28317057,Т. А. Дубянская,Дубянская Татьяна Александровна,3,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Дубянская Татьяна Александровна индолог,https://elibrary.ru/authors.asp?fams=%D0%94%D1%83%D0%B1%D1%8F%D0%BD%D1%81%D0%BA%D0%B0%D1%8F&imas=%D0%A2%D0%B0%D1%82%D1%8C%D1%8F%D0%BD%D0%B0&otchs=%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%BD%D0%B0,,todo
2,PERS_ba81468a,Ю. Г. Кокова,Кокова Юлия Георгиевна,3,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Кокова Юлия Георгиевна индолог,https://elibrary.ru/authors.asp?fams=%D0%9A%D0%BE%D0%BA%D0%BE%D0%B2%D0%B0&imas=%D0%AE%D0%BB%D0%B8%D1%8F&otchs=%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B5%D0%B2%D0%BD%D0%B0,,todo
2,PERS_cdbd7a15,C. В. Кулланда,Кулланда Сергей Всеволодович,2,Active scholar and no external ID; Initials-only display name,Кулланда Сергей Всеволодович индолог,https://elibrary.ru/authors.asp?fams=%D0%9A%D1%83%D0%BB%D0%BB%D0%B0%D0%BD%D0%B4%D0%B0&imas=%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9&otchs=%D0%92%D1%81%D0%B5%D0%B2%D0%BE%D0%BB%D0%BE%D0%B4%D0%BE%D0%B2%D0%B8%D1%87,https://openalex.org/authors?search=Sergey%20Kullanda,todo
2,PERS_3074a8e5,А. А. Терентьев,Терентьев Андрей Анатольевич,2,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Терентьев Андрей Анатольевич индолог,https://elibrary.ru/authors.asp?fams=%D0%A2%D0%B5%D1%80%D0%B5%D0%BD%D1%82%D1%8C%D0%B5%D0%B2&imas=%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B9&otchs=%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%8C%D0%B5%D0%B2%D0%B8%D1%87,,todo
2,PERS_6ae5c779,А. В. Фивейская,Фивейская Анастасия Васильевна,2,Active scholar and no external ID; Initials-only display name,Фивейская Анастасия Васильевна индолог,https://elibrary.ru/authors.asp?fams=%D0%A4%D0%B8%D0%B2%D0%B5%D0%B9%D1%81%D0%BA%D0%B0%D1%8F&imas=%D0%90%D0%BD%D0%B0%D1%81%D1%82%D0%B0%D1%81%D0%B8%D1%8F&otchs=%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%B5%D0%B2%D0%BD%D0%B0,https://openalex.org/authors?search=Anastasia%20Fiveyskaya,todo
2,PERS_5f6fa17b,А. М. Пахомова,Пахомова Александра Михайловна,2,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Пахомова Александра Михайловна индолог,https://elibrary.ru/authors.asp?fams=%D0%9F%D0%B0%D1%85%D0%BE%D0%BC%D0%BE%D0%B2%D0%B0&imas=%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%B0&otchs=%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%BD%D0%B0,,todo
2,PERS_b62a9567,А. Ю. Курочкин,Курочкин Александр Юрьевич,2,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Курочкин Александр Юрьевич индолог,https://elibrary.ru/authors.asp?fams=%D0%9A%D1%83%D1%80%D0%BE%D1%87%D0%BA%D0%B8%D0%BD&imas=%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80&otchs=%D0%AE%D1%80%D1%8C%D0%B5%D0%B2%D0%B8%D1%87,,todo
2,PERS_10547db9,Б. В. Загуменнов,Загуменнов Борис Иванович,2,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Загуменнов Борис Иванович индолог,https://elibrary.ru/authors.asp?fams=%D0%97%D0%B0%D0%B3%D1%83%D0%BC%D0%B5%D0%BD%D0%BD%D0%BE%D0%B2&imas=%D0%91%D0%BE%D1%80%D0%B8%D1%81&otchs=%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,todo
2,PERS_b76851a7,Б. Л. Митруев,Митруев Бембя Леонидович,2,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Митруев Бембя Леонидович индолог,https://elibrary.ru/authors.asp?fams=%D0%9C%D0%B8%D1%82%D1%80%D1%83%D0%B5%D0%B2&imas=%D0%91%D0%B5%D0%BC%D0%B1%D1%8F&otchs=%D0%9B%D0%B5%D0%BE%D0%BD%D0%B8%D0%B4%D0%BE%D0%B2%D0%B8%D1%87,,todo
2,PERS_0a2e5f24,В. В. Тишин,Тишин Владимир Владимирович,2,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Тишин Владимир Владимирович индолог,https://elibrary.ru/authors.asp?fams=%D0%A2%D0%B8%D1%88%D0%B8%D0%BD&imas=%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80&otchs=%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,todo
2,PERS_cca8f93d,В. М. Немчинов,Немчинов Виктор Михайлович,2,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Немчинов Виктор Михайлович индолог,https://elibrary.ru/authors.asp?fams=%D0%9D%D0%B5%D0%BC%D1%87%D0%B8%D0%BD%D0%BE%D0%B2&imas=%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80&otchs=%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,,todo
2,PERS_37d557c2,Д. Д. Анисимова,Д. Д. Анисимова,2,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Д. Д. Анисимова индолог,https://elibrary.ru/authors.asp?fams=%D0%90%D0%BD%D0%B8%D1%81%D0%B8%D0%BC%D0%BE%D0%B2%D0%B0&imas=%D0%94&otchs=%D0%94,,todo
2,PERS_9e9c9566,Е. П. Лекарева,Лекарева Ева Павловна,2,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Лекарева Ева Павловна индолог,https://elibrary.ru/authors.asp?fams=%D0%9B%D0%B5%D0%BA%D0%B0%D1%80%D0%B5%D0%B2%D0%B0&imas=%D0%95%D0%B2%D0%B0&otchs=%D0%9F%D0%B0%D0%B2%D0%BB%D0%BE%D0%B2%D0%BD%D0%B0,,todo
2,PERS_310b2911,И. Е. Толчельников,Толчельников Иван Евгеньевич,2,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Толчельников Иван Евгеньевич индолог,https://elibrary.ru/authors.asp?fams=%D0%A2%D0%BE%D0%BB%D1%87%D0%B5%D0%BB%D1%8C%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2&imas=%D0%98%D0%B2%D0%B0%D0%BD&otchs=%D0%95%D0%B2%D0%B3%D0%B5%D0%BD%D1%8C%D0%B5%D0%B2%D0%B8%D1%87,,todo
2,PERS_7da0afff,К. А. Демичев,Демичев Кирилл Андреевич,2,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Демичев Кирилл Андреевич индолог,https://elibrary.ru/authors.asp?fams=%D0%94%D0%B5%D0%BC%D0%B8%D1%87%D0%B5%D0%B2&imas=%D0%9A%D0%B8%D1%80%D0%B8%D0%BB%D0%BB&otchs=%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B5%D0%B2%D0%B8%D1%87,,todo
2,PERS_50c46233,К. А. Маретина,Маретина Ксения Александровна,2,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Маретина Ксения Александровна индолог,https://elibrary.ru/authors.asp?fams=%D0%9C%D0%B0%D1%80%D0%B5%D1%82%D0%B8%D0%BD%D0%B0&imas=%D0%9A%D1%81%D0%B5%D0%BD%D0%B8%D1%8F&otchs=%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%BD%D0%B0,,todo
2,PERS_35c57654,М. А. Егорова,Егорова Мария Александровна,2,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Егорова Мария Александровна индолог,https://elibrary.ru/authors.asp?fams=%D0%95%D0%B3%D0%BE%D1%80%D0%BE%D0%B2%D0%B0&imas=%D0%9C%D0%B0%D1%80%D0%B8%D1%8F&otchs=%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%BD%D0%B0,,todo
2,PERS_52d3f72c,М. Б. Мейтарчиян,Мейтарчиян Маргарита Борисовна,2,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Мейтарчиян Маргарита Борисовна индолог,https://elibrary.ru/authors.asp?fams=%D0%9C%D0%B5%D0%B9%D1%82%D0%B0%D1%80%D1%87%D0%B8%D1%8F%D0%BD&imas=%D0%9C%D0%B0%D1%80%D0%B3%D0%B0%D1%80%D0%B8%D1%82%D0%B0&otchs=%D0%91%D0%BE%D1%80%D0%B8%D1%81%D0%BE%D0%B2%D0%BD%D0%B0,,todo
2,PERS_587b08ec,М. В. Леонов,Леонов Михаил Васильевич,2,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Леонов Михаил Васильевич индолог,https://elibrary.ru/authors.asp?fams=%D0%9B%D0%B5%D0%BE%D0%BD%D0%BE%D0%B2&imas=%D0%9C%D0%B8%D1%85%D0%B0%D0%B8%D0%BB&otchs=%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%B5%D0%B2%D0%B8%D1%87,,todo
2,PERS_2c40b9b1,Н. В. Гуров,Гуров Никита Владимирович,2,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Гуров Никита Владимирович индолог,https://elibrary.ru/authors.asp?fams=%D0%93%D1%83%D1%80%D0%BE%D0%B2&imas=%D0%9D%D0%B8%D0%BA%D0%B8%D1%82%D0%B0&otchs=%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,todo
2,PERS_8df81b6d,П. А. Лужинская,П. А. Лужинская,2,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,П. А. Лужинская индолог,https://elibrary.ru/authors.asp?fams=%D0%9B%D1%83%D0%B6%D0%B8%D0%BD%D1%81%D0%BA%D0%B0%D1%8F&imas=%D0%9F&otchs=%D0%90,,todo
2,PERS_18fcab2a,Р. Т. Блиндерман,Блиндерман Радха Тимуровна,2,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Блиндерман Радха Тимуровна индолог,https://elibrary.ru/authors.asp?fams=%D0%91%D0%BB%D0%B8%D0%BD%D0%B4%D0%B5%D1%80%D0%BC%D0%B0%D0%BD&imas=%D0%A0%D0%B0%D0%B4%D1%85%D0%B0&otchs=%D0%A2%D0%B8%D0%BC%D1%83%D1%80%D0%BE%D0%B2%D0%BD%D0%B0,,todo
2,PERS_e5a5ac24,С. Л. Невелева,Невелева Светлана Леонидовна,2,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Невелева Светлана Леонидовна индолог,https://elibrary.ru/authors.asp?fams=%D0%9D%D0%B5%D0%B2%D0%B5%D0%BB%D0%B5%D0%B2%D0%B0&imas=%D0%A1%D0%B2%D0%B5%D1%82%D0%BB%D0%B0%D0%BD%D0%B0&otchs=%D0%9B%D0%B5%D0%BE%D0%BD%D0%B8%D0%B4%D0%BE%D0%B2%D0%BD%D0%B0,,todo
2,PERS_d4c2cc5e,Т. В. Лучина,Т. В. Лучина,2,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Т. В. Лучина индолог,https://elibrary.ru/authors.asp?fams=%D0%9B%D1%83%D1%87%D0%B8%D0%BD%D0%B0&imas=%D0%A2&otchs=%D0%92,,todo
2,PERS_bf91d4b8,Ю. А. Уймина,Уймина Юлия Александровна,2,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Уймина Юлия Александровна индолог,https://elibrary.ru/authors.asp?fams=%D0%A3%D0%B9%D0%BC%D0%B8%D0%BD%D0%B0&imas=%D0%AE%D0%BB%D0%B8%D1%8F&otchs=%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%BD%D0%B0,,todo
2,PERS_c31236d2,Ю. Е. Березкин,Березкин Юрий Евгеньевич,2,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Березкин Юрий Евгеньевич индолог,https://elibrary.ru/authors.asp?fams=%D0%91%D0%B5%D1%80%D0%B5%D0%B7%D0%BA%D0%B8%D0%BD&imas=%D0%AE%D1%80%D0%B8%D0%B9&otchs=%D0%95%D0%B2%D0%B3%D0%B5%D0%BD%D1%8C%D0%B5%D0%B2%D0%B8%D1%87,,todo
2,PERS_26c3214a,C. Lindtner,Кристиан Линдтнер,1,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Кристиан Линдтнер индолог,https://elibrary.ru/authors.asp?fams=%D0%9A%D1%80%D0%B8%D1%81%D1%82%D0%B8%D0%B0%D0%BD&imas=%D0%9B%D0%B8%D0%BD%D0%B4%D1%82%D0%BD%D0%B5%D1%80,,todo
2,PERS_cb967ae4,Harjender Singh Chaudhary,Harjender Singh Chaudhary,1,Active scholar and no external ID; Missing preferred Latin name,Harjender Singh Chaudhary индолог,https://elibrary.ru/authors.asp?fams=Harjender&imas=Singh&otchs=Chaudhary,,todo
2,PERS_856eb5c6,V. Shukla,V. Shukla,1,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,V. Shukla индолог,https://elibrary.ru/authors.asp?fams=Shukla&imas=V,,todo
2,PERS_51e0a171,А. А. Алешина,Алешина Ирина Евгеньевна,1,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Алешина Ирина Евгеньевна индолог,https://elibrary.ru/authors.asp?fams=%D0%90%D0%BB%D0%B5%D1%88%D0%B8%D0%BD%D0%B0&imas=%D0%98%D1%80%D0%B8%D0%BD%D0%B0&otchs=%D0%95%D0%B2%D0%B3%D0%B5%D0%BD%D1%8C%D0%B5%D0%B2%D0%BD%D0%B0,,todo
2,PERS_467d4dbb,А. А. Клебанов,Клебанов Андрей Александрович,1,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Клебанов Андрей Александрович индолог,https://elibrary.ru/authors.asp?fams=%D0%9A%D0%BB%D0%B5%D0%B1%D0%B0%D0%BD%D0%BE%D0%B2&imas=%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B9&otchs=%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,todo
2,PERS_180c5e5c,А. В. Арапов,Арапов Александр Владиленович,1,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Арапов Александр Владиленович индолог,https://elibrary.ru/authors.asp?fams=%D0%90%D1%80%D0%B0%D0%BF%D0%BE%D0%B2&imas=%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80&otchs=%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BB%D0%B5%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,todo
2,PERS_2011b78d,А. В. Бондарев,Бондарев Алексей Владимирович,1,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Бондарев Алексей Владимирович индолог,https://elibrary.ru/authors.asp?fams=%D0%91%D0%BE%D0%BD%D0%B4%D0%B0%D1%80%D0%B5%D0%B2&imas=%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B9&otchs=%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,todo
2,PERS_b5dd77b1,А. В. Мрачковская,Мрачковская Арина Витальевна,1,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Мрачковская Арина Витальевна индолог,https://elibrary.ru/authors.asp?fams=%D0%9C%D1%80%D0%B0%D1%87%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F&imas=%D0%90%D1%80%D0%B8%D0%BD%D0%B0&otchs=%D0%92%D0%B8%D1%82%D0%B0%D0%BB%D1%8C%D0%B5%D0%B2%D0%BD%D0%B0,,todo
2,PERS_874cbfb7,А. В. Шарапова,Шарапова Александра Владимировна,1,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Шарапова Александра Владимировна индолог,https://elibrary.ru/authors.asp?fams=%D0%A8%D0%B0%D1%80%D0%B0%D0%BF%D0%BE%D0%B2%D0%B0&imas=%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%B0&otchs=%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%BD%D0%B0,,todo
2,PERS_51524b11,А. Г. Гладкова,Гладкова Анна Геннадьевна,1,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Гладкова Анна Геннадьевна индолог,https://elibrary.ru/authors.asp?fams=%D0%93%D0%BB%D0%B0%D0%B4%D0%BA%D0%BE%D0%B2%D0%B0&imas=%D0%90%D0%BD%D0%BD%D0%B0&otchs=%D0%93%D0%B5%D0%BD%D0%BD%D0%B0%D0%B4%D1%8C%D0%B5%D0%B2%D0%BD%D0%B0,,todo
2,PERS_f619aeed,А. Д. Цендина,А. Д. Цендина,1,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,А. Д. Цендина индолог,https://elibrary.ru/authors.asp?fams=%D0%A6%D0%B5%D0%BD%D0%B4%D0%B8%D0%BD%D0%B0&imas=%D0%90&otchs=%D0%94,,todo
2,PERS_3d22e8d4,А. М. Стрелков,Стрелков Андрей Михайлович,1,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Стрелков Андрей Михайлович индолог,https://elibrary.ru/authors.asp?fams=%D0%A1%D1%82%D1%80%D0%B5%D0%BB%D0%BA%D0%BE%D0%B2&imas=%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B9&otchs=%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,,todo
2,PERS_c2ffc606,А. О. Драчук,А. О. Драчук,1,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,А. О. Драчук индолог,https://elibrary.ru/authors.asp?fams=%D0%94%D1%80%D0%B0%D1%87%D1%83%D0%BA&imas=%D0%90&otchs=%D0%9E,,todo
2,PERS_a1484b38,А. П. Кавалевская,А. П. Кавалевская,1,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,А. П. Кавалевская индолог,https://elibrary.ru/authors.asp?fams=%D0%9A%D0%B0%D0%B2%D0%B0%D0%BB%D0%B5%D0%B2%D1%81%D0%BA%D0%B0%D1%8F&imas=%D0%90&otchs=%D0%9F,,todo
2,PERS_5331196d,А. П. Ковалевская,А. П. Ковалевская,1,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,А. П. Ковалевская индолог,https://elibrary.ru/authors.asp?fams=%D0%9A%D0%BE%D0%B2%D0%B0%D0%BB%D0%B5%D0%B2%D1%81%D0%BA%D0%B0%D1%8F&imas=%D0%90&otchs=%D0%9F,,todo
2,PERS_26ce5ec1,Б. Нина,Б. Нина,1,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Б. Нина индолог,https://elibrary.ru/authors.asp?fams=%D0%9D%D0%B8%D0%BD%D0%B0&imas=%D0%91,,todo
2,PERS_f1a308b7,В. А. Абинякин,В. А. Абинякин,1,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,В. А. Абинякин индолог,https://elibrary.ru/authors.asp?fams=%D0%90%D0%B1%D0%B8%D0%BD%D1%8F%D0%BA%D0%B8%D0%BD&imas=%D0%92&otchs=%D0%90,,todo
2,PERS_5f6689e8,В. А. Дмитриева,В. А. Дмитриева,1,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,В. А. Дмитриева индолог,https://elibrary.ru/authors.asp?fams=%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%B8%D0%B5%D0%B2%D0%B0&imas=%D0%92&otchs=%D0%90,,todo
2,PERS_a0f3d86d,В. А. Сергеева,В. А. Сергеева,1,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,В. А. Сергеева индолог,https://elibrary.ru/authors.asp?fams=%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B5%D0%B2%D0%B0&imas=%D0%92&otchs=%D0%90,,todo
2,PERS_e96139bd,В. Б. Коробов,Коробов Владимир Борисович,1,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Коробов Владимир Борисович индолог,https://elibrary.ru/authors.asp?fams=%D0%9A%D0%BE%D1%80%D0%BE%D0%B1%D0%BE%D0%B2&imas=%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80&otchs=%D0%91%D0%BE%D1%80%D0%B8%D1%81%D0%BE%D0%B2%D0%B8%D1%87,,todo
2,PERS_ee3448c3,В. В. Деменова,В. В. Деменова,1,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,В. В. Деменова индолог,https://elibrary.ru/authors.asp?fams=%D0%94%D0%B5%D0%BC%D0%B5%D0%BD%D0%BE%D0%B2%D0%B0&imas=%D0%92&otchs=%D0%92,,todo
2,PERS_7d6f456c,В. Л. Мотылёва,В. Л. Мотылёва,1,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,В. Л. Мотылёва индолог,https://elibrary.ru/authors.asp?fams=%D0%9C%D0%BE%D1%82%D1%8B%D0%BB%D1%91%D0%B2%D0%B0&imas=%D0%92&otchs=%D0%9B,,todo
2,PERS_9bf51055,В. М. Шелкович,Шелкович Владимир Михайлович,1,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Шелкович Владимир Михайлович индолог,https://elibrary.ru/authors.asp?fams=%D0%A8%D0%B5%D0%BB%D0%BA%D0%BE%D0%B2%D0%B8%D1%87&imas=%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80&otchs=%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,,todo
2,PERS_61de659d,В. Н. Белов,Белов Владимир Николаевич,1,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Белов Владимир Николаевич индолог,https://elibrary.ru/authors.asp?fams=%D0%91%D0%B5%D0%BB%D0%BE%D0%B2&imas=%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80&otchs=%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87,,todo
2,PERS_4a0de87e,В. С. Белимова,Белимова Влада Сергеевна,1,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Белимова Влада Сергеевна индолог,https://elibrary.ru/authors.asp?fams=%D0%91%D0%B5%D0%BB%D0%B8%D0%BC%D0%BE%D0%B2%D0%B0&imas=%D0%92%D0%BB%D0%B0%D0%B4%D0%B0&otchs=%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B5%D0%B2%D0%BD%D0%B0,,todo
2,PERS_bd77e495,Г. Б. Корнеев,Корнеев Геннадий Батыревич,1,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Корнеев Геннадий Батыревич индолог,https://elibrary.ru/authors.asp?fams=%D0%9A%D0%BE%D1%80%D0%BD%D0%B5%D0%B5%D0%B2&imas=%D0%93%D0%B5%D0%BD%D0%BD%D0%B0%D0%B4%D0%B8%D0%B9&otchs=%D0%91%D0%B0%D1%82%D1%8B%D1%80%D0%B5%D0%B2%D0%B8%D1%87,,todo
2,PERS_de59a2bc,Г. В. Шарыгин,Г. В. Шарыгин,1,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Г. В. Шарыгин индолог,https://elibrary.ru/authors.asp?fams=%D0%A8%D0%B0%D1%80%D1%8B%D0%B3%D0%B8%D0%BD&imas=%D0%93&otchs=%D0%92,,todo
2,PERS_42da4866,Г. Д. Стукалин,Г. Д. Стукалин,1,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Г. Д. Стукалин индолог,https://elibrary.ru/authors.asp?fams=%D0%A1%D1%82%D1%83%D0%BA%D0%B0%D0%BB%D0%B8%D0%BD&imas=%D0%93&otchs=%D0%94,,todo
2,PERS_94aa5d0a,Г. И. Чернавин,Чернавин Георгий Игоревич,1,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Чернавин Георгий Игоревич индолог,https://elibrary.ru/authors.asp?fams=%D0%A7%D0%B5%D1%80%D0%BD%D0%B0%D0%B2%D0%B8%D0%BD&imas=%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B9&otchs=%D0%98%D0%B3%D0%BE%D1%80%D0%B5%D0%B2%D0%B8%D1%87,,todo
2,PERS_44440578,Г. Хелена,Г. Хелена,1,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Г. Хелена индолог,https://elibrary.ru/authors.asp?fams=%D0%A5%D0%B5%D0%BB%D0%B5%D0%BD%D0%B0&imas=%D0%93,,todo
2,PERS_3e38ff72,Д. А. Рожнова,Д. А. Рожнова,1,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Д. А. Рожнова индолог,https://elibrary.ru/authors.asp?fams=%D0%A0%D0%BE%D0%B6%D0%BD%D0%BE%D0%B2%D0%B0&imas=%D0%94&otchs=%D0%90,,todo
2,PERS_e4aab278,Д. В. Возчиков,Возчиков Дмитрий Викторович,1,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Возчиков Дмитрий Викторович индолог,https://elibrary.ru/authors.asp?fams=%D0%92%D0%BE%D0%B7%D1%87%D0%B8%D0%BA%D0%BE%D0%B2&imas=%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%B8%D0%B9&otchs=%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,todo
2,PERS_2e2b9553,Д. Д. Наймушина,Д. Д. Наймушина,1,Active scholar and no external ID; Initials-only display name; Missing preferred Latin name,Д. Д. Наймушина индолог,https://elibrary.ru/authors.asp?fams=%D0%9D%D0%B0%D0%B9%D0%BC%D1%83%D1%88%D0%B8%D0%BD%D0%B0&imas=%D0%94&otchs=%D0%94,,todo
