meso_codes,presentation_id,public_path,renou_evidence,renou_match_count,renou_match_status,renou_register_labels,renou_registers,renou_state_labels,renou_states,scholar_ids,scholar_urls,scholars,series,source_url,tags,theme_code,theme_en,title,year
philosophy_epistemology,PRES_7f70e3b9a4,p/shankara-kak-kritik-kategorii-vaisheshiki.html,register:bhasya,1,matched,Bhāṣya,bhasya,,,PERS_12125da9,s/victoria-lysenko.html,Lysenko Victoria Georgievna,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=80&option=com_content&task=view,вайшешик; категория; критик; шанкара,religion_and_philosophy,Religion & Philosophy,Шанкара как критик категорий вайшешики,2004
bengal; colonial_encounters,PRES_41b4c6fe83,p/kommentarii-k-kommentariyu-g-s-lebedev-i-kulturnaya-zhizn-kalkutty-v-1790-kh-godakh.html,register:bhasya,1,matched,Bhāṣya,bhasya,,,PERS_dd7de77e,s/brosalina-elena.html,Brosalina Elena Kirillovna,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1251&option=com_content&task=view,жизнь; калькутта; комментарий; культурный; лебедев,history_and_culture,"History, Culture & Society",Комментарий к комментарию (Г.С.Лебедев и культурная жизнь Калькутты в 1790-х годах),2006
tibetology_himalaya,PRES_bb69fb252f,p/o-sootnoshenii-sanskritskogo-i-tibetskogo-tekstov-gimna-prevoskhodyashchemu-bogov-shankarasvamin.html,register:bhasya,1,matched,Bhāṣya,bhasya,,,PERS_c5677a3f,s/zorin-aleksei.html,Zorin Alexey Valerievich,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1251&option=com_content&task=view,бог; гимн; превосходящий; санскрит; соотношение; текст; тибет; шанкарасвамин,religion_and_philosophy,Religion & Philosophy,О соотношении санскритского и тибетского текстов «Гимна Превосходящему богов» Шанкарасвамина,2006
pali_early_buddhism,PRES_77d4fd8170,p/k-interpretatsii-termina-namarupa-v-tkheravadinskoi-kommentatorskoi-literature.html,state:V; register:bhasya,2,matched,Bhāṣya,bhasya,Buddhist / Jaina,V,PERS_de59a2bc,s/sharygin-gleb.html,Gleb Sharygin,Roerich Readings,https://ancient.ivran.ru/novosti?year=2009,комментаторский; литература; намаруп; термин; тхеравадинский,religion_and_philosophy,Religion & Philosophy,К интерпретации термина намарупа в тхеравадинской комментаторской литературе,2009
epic_ramayana_mahabharata,PRES_e7d3ba524e,p/r-m-yana-s-commentary-tradition-in-the-untouchable-r-mn-m-community.html,register:bhasya,1,matched,Bhāṣya,bhasya,,,PERS_1955e9e8,s/garalite.html,K. Garalite,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2846&option=com_content&task=view,,religion_and_philosophy,Religion & Philosophy,RāmāyaNa’s Commentary Tradition in the Untouchable Rāmnāmī Community,2011
philosophy_epistemology,PRES_8bd27d8f20,p/dve-paradigmy-monizma-v-interpretatsii-bkhagavadgity-shankara-i-ramanudzha.html,state:III; register:bhasya,2,matched,Bhāṣya,bhasya,Epic & prolongements,III,PERS_0c451d76,s/lobanov-sergei.html,Lobanov Sergey Vladimirovich,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=3036&option=com_content&task=view,бхагавадгита; два; монизм; парадигма; раманудж; шанкара,religion_and_philosophy,Religion & Philosophy,Две парадигмы монизма в интерпретации «Бхагавадгиты»: Шанкара и Рамануджа,2012
sanskrit_grammar_panini,PRES_e17d554abc,p/traditsionnyi-indiiskii-kommentarii-kak-istochnik-po-izucheniyu-sintaksisa-drevneindiiskikh-yazy.html,register:bhasya,1,matched,Bhāṣya,bhasya,,,PERS_11da326d,s/sergey-tavastsherna.html,Tavastsherna Sergey Sergeevich,Roerich Readings,https://ancient.ivran.ru/novosti?year=2012,древнеиндийский; индия; источник; комментарий; синтаксис; традиционный; язык,linguistics_and_philology,Linguistics & Philology,Традиционный индийский комментарий как источник по изучению синтаксиса древнеиндийских языков,2012
philosophy_epistemology,PRES_9484337e22,p/kontsept-maiya-u-shankary-i-abkhinavagupty-skhodstvo-i-razlichie.html,register:bhasya,1,matched,Bhāṣya,bhasya,,,PERS_0c451d76,s/lobanov-sergei.html,Lobanov Sergey Vladimirovich,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=3296&option=com_content&task=view,абхинавагупта; концепт; майя; различие; сходство; шанкара,religion_and_philosophy,Religion & Philosophy,Концепт «майя» у Шанкары и Абхинавагупты: сходство и различие,2013
philosophy_epistemology,PRES_becc032ebd,p/kritika-shankaroi-doktriny-spkhotavady.html,register:bhasya,1,matched,Bhāṣya,bhasya,,,PERS_0c451d76,s/lobanov-sergei.html,Lobanov Sergey Vladimirovich,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=4789&option=com_content&task=view,доктрина; критика; спхотавад; шанкара,religion_and_philosophy,Religion & Philosophy,Критика Шанкарой доктрины спхотавады,2016
buddhist_studies; tibetology_himalaya,PRES_0e4533e715,p/soderzhanie-pervoi-glavy-shrikalachakra-tantry-soglasno-ee-kommentariyu.html,state:III; register:tantra; register:bhasya,3,matched,Bhāṣya; Tantra,bhasya; tantra,Epic & prolongements,III,PERS_0ca995ac,s/yakovlev-viktor.html,Yakovlev Viktor Mikhailovich,Roerich Readings,https://ancient.ivran.ru/novosti?year=2017,глава; комментарий; первый; согласно; содержание; шрикалачакр-тантра,religion_and_philosophy,Religion & Philosophy,Содержание первой главы Шрикалачакра-тантры согласно ее комментарию,2017
