meso_codes,presentation_id,public_path,renou_evidence,renou_match_count,renou_match_status,renou_register_labels,renou_registers,renou_state_labels,renou_states,scholar_ids,scholar_urls,scholars,series,source_url,tags,theme_code,theme_en,title,year
,PRES_630760bcac,p/psikhologiya-akta-samopozhertvovaniya-v-izobrazhenii-dramaturgov-7-go-veka.html,state:IV; register:natya; register:kavya,3,matched,Kāvya; Nāṭya,kavya; natya,Classical,IV,PERS_61202bf3,s/yulia-alikhanova.html,Alikhanova Yulia Markovna,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=80&option=com_content&task=view,акт; век; драматург; изображение; психология; самопожертвование,literature_and_poetry,Literature & Poetry,Психология акта самопожертвования в изображении драматургов 7-го века,2004
literary_studies,PRES_8a6d651579,p/o-zhanre-vyaioga-v-sanskritskoi-teorii-dramy.html,state:IV; register:natya; register:kavya,3,matched,Kāvya; Nāṭya,kavya; natya,Classical,IV,PERS_b4cdbfb8,s/erman-vladimir.html,Erman Vladimir Gansovich,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=80&option=com_content&task=view,вьяйог; драма; жанр; санскрит; теория,literature_and_poetry,Literature & Poetry,О жанре вьяйога в санскритской теории драмы,2004
bengal,PRES_1be5fd6c7a,p/madkhan-kam-narodnaya-drama-severnoi-bengalii-s-demonstratsiei-videomaterialov.html,state:IV; register:natya,2,matched,Nāṭya,natya,Classical,IV,PERS_d98da899,s/svetlana-ryzhakova.html,Ryzhakova Svetlana Igorevna,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1791&option=com_content&task=view,бенгалия; видеоматериал; демонстрация; драма; мадхан-ка; народный; северный,history_and_culture,"History, Culture & Society",«Мадхан-кам» – народная драма Северной Бенгалии (с демонстрацией видеоматериалов),2007
,PRES_649f8342d7,p/sezonnyi-i-sutochnyi-tsikly-v-sanskritskoi-drame-struktura-sanskritskoi-dramy.html,state:IV; register:natya; register:kavya,3,matched,Kāvya; Nāṭya,kavya; natya,Classical,IV,PERS_61202bf3,s/yulia-alikhanova.html,Alikhanova Yulia Markovna,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1791&option=com_content&task=view,драма; санскрит; сезонный; суточный; цикл,literature_and_poetry,Literature & Poetry,Сезонный и суточный циклы в санскритской драме (структура санскритской драмы),2007
ritual_studies; vedic_studies,PRES_7a09ad99d1,p/atkharvaveda-parishishta-xixb-k-voprosu-o-proiskhozhdenii-ritualov-natyashastry.html,state:I; state:IV; register:atharva; register:natya,4,matched,Atharvaveda; Nāṭya,atharva; natya,Classical; Vedic,I; IV,PERS_e1dd6b3e,s/natalia-lidova.html,Lidova Natalia Rostislavovna,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2074&option=com_content&task=view,атхарвавед-паришишт; натьяшастр; происхождение; ритуал,religion_and_philosophy,Religion & Philosophy,Атхарваведа-паришишта XIXb: к вопросу о происхождении ритуалов Натьяшастры,2008
ethnography_performance,PRES_7af57f160f,p/obraz-ptitsy-v-masochnom-teatre-singalov-shri-lanka.html,register:natya,1,matched,Nāṭya,natya,,,PERS_bc97fb65,s/krasnodembskaya-nina.html,Krasnodembskaya Nina Georgievna,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2074&option=com_content&task=view,ланка; масочный; образ; птица; сингал; театр,history_and_culture,"History, Culture & Society",Образ птицы в масочном театре сингалов (Шри Ланка),2008
bengal; ethnography_performance,PRES_d5a74ed7f6,p/narodnyi-teatr-dzhatra-i-ego-rol-v-formirovanii-novoi-bengalskoi-literatury.html,state:IV; register:natya; register:kavya,3,matched,Kāvya; Nāṭya,kavya; natya,Classical,IV,PERS_dd7de77e,s/brosalina-elena.html,Brosalina Elena Kirillovna,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2074&option=com_content&task=view,бенгальский; джатр; литература; народный; новый; театр; формирование,literature_and_poetry,Literature & Poetry,Народный театр «джатра» и его роль в формировании новой бенгальской литературы,2008
philosophy_epistemology,PRES_f7c2f21e54,p/kontseptsiya-igry-v-indiiskoi-traditsii-kridayanika-v-natyashastre.html,state:IV; register:natya,2,matched,Nāṭya,natya,Classical,IV,PERS_e1dd6b3e,s/natalia-lidova.html,Lidova Natalia Rostislavovna,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2609&option=com_content&task=view,игра; индия; концепция; кридаяник; натьяшастр; традиция,religion_and_philosophy,Religion & Philosophy,Концепция игры в индийской традиции (кридаяника в «Натьяшастре»),2010
assam,PRES_ef02ed3c8e,p/sattriya-rozhdenie-novogo-indiiskogo-klassicheskogo-tantsa-v-assame-laboratoriya-teatrika-moskva.html,register:natya,1,matched,Nāṭya,natya,,,PERS_d98da899,s/svetlana-ryzhakova.html,Ryzhakova Svetlana Igorevna,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2846&option=com_content&task=view,ассам; видеоматериал; индия; классический; лаборатория; москва; новый; петербург; рождение; саттрия; танец; театрик; традиция; чхоу,art_and_material_culture,Art & Material Culture,Саттрия: рождение нового индийского классического танца в Ассаме Лаборатория «Театрика» (Москва – С.-Петербург). Видеоматериал по традиции чхоу,2011
ethnography_performance,PRES_5d4f4cf4a8,p/smekh-v-traditsii-drevneindiiskogo-teatra-po-materialam-natyashastry.html,state:IV; register:natya; register:kavya,3,matched,Kāvya; Nāṭya,kavya; natya,Classical,IV,PERS_e1dd6b3e,s/natalia-lidova.html,Lidova Natalia Rostislavovna,Roerich Readings,https://ancient.ivran.ru/novosti?year=2012,древнеиндийский; натьяшастр; смех; театр; традиция,literature_and_poetry,Literature & Poetry,Смех в традиции древнеиндийского театра (по материалам Натьяшастры),2012
