presentation_id,series,year,event_id,session_id,title,first_speaker,all_speakers,source_url,source_snippet_hash,stable_key_candidate
PRES_5ebfd88676,Zograf Readings,2004,E2004,SESS_056dca54cd,Богини и деревья желаний в индуизме Центральных Гималаев,Рыжакова Светлана Игоревна,Рыжакова Светлана Игоревна,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=80&option=com_content&task=view,0ab24c1273b4904f,8081324387d60e58
PRES_bc466ed694,Zograf Readings,2004,E2004,SESS_056dca54cd,Буддизм в творчестве Джаяшанкара Прасада,Г. В. Стрелкова,Г. В. Стрелкова,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=80&option=com_content&task=view,a11aaba3a0a90e7b,03990b64877efff5
PRES_aa8ed5a4fa,Zograf Readings,2004,E2004,SESS_d6624d51cf,Деви-гита из Девибхагавата-пураны,Игнатьев Андрей Александрович,Игнатьев Андрей Александрович,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=80&option=com_content&task=view,a03f64b3f72fd9cc,a7a02047132b3fbf
PRES_e8e50f7d4e,Zograf Readings,2004,E2004,SESS_1430a202e9,Концепция спхоты в «Спхотасиддхи» Манданамишры,Е.В.Слинько,Е.В.Слинько,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=80&option=com_content&task=view,fc91addb550c0f6e,649014bd1aaf9305
PRES_120973096b,Zograf Readings,2004,E2004,SESS_1430a202e9,Литературные реминисценции в «Гаудавахо» Вакпатираджи,М. А. Русанов,М. А. Русанов,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=80&option=com_content&task=view,0e8659862eb83f5e,eb3fd57627971e93
PRES_5a8166329b,Zograf Readings,2004,E2004,SESS_056dca54cd,О «священной географии» в творчестве Тирунянасамбандара (шиваитский поэтический комплекс «Деварам»),М.Б.Загорулько,М.Б.Загорулько,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=80&option=com_content&task=view,4eb71fcab371dcd5,5797f2699da52735
PRES_263b2915d4,Zograf Readings,2004,E2004,SESS_056dca54cd,О взаимоотношении религиозных конфессий в средневековом Тамилнаде,Дубянский Александр Михайлович,Дубянский Александр Михайлович,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=80&option=com_content&task=view,ef2e3d1333cb3969,3c20295b0b21efee
PRES_7ce3a86c44,Zograf Readings,2004,E2004,SESS_1430a202e9,Проблема интерпретации специальной санскритской терминологии: термин адхьякша в индийской традиции,Д. Н. Лелюхин,Д. Н. Лелюхин,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=80&option=com_content&task=view,6ec5f2456e61c14b,13211ca75810d33c
PRES_0bfeb36e60,Zograf Readings,2004,E2004,SESS_1430a202e9,Психология акта самопожертвования в изображении драматургов 7-го века,Ю. М. Алиханова,Ю. М. Алиханова,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=80&option=com_content&task=view,68b5d0364ba37329,100c366c9cc0b991
PRES_0f3adec92c,Zograf Readings,2004,E2004,SESS_056dca54cd,Сюжет «Повести о Насикете» Садала Мишры в контексте истории прозы хинди,Т. А. Дубянская,Т. А. Дубянская,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=80&option=com_content&task=view,86c15aeca0456c65,8f444271864125a0
PRES_eee72363c5,Zograf Readings,2004,E2004,SESS_1430a202e9,Шанкара как критик категорий вайшешики,Лысенко Виктория Георгиевна,Лысенко Виктория Георгиевна,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=80&option=com_content&task=view,5d1a28626f7f2200,f2e19a188cbda956
PRES_7031d30425,Zograf Readings,2006,E2006,SESS_6aa07ffa06,«Ādau vāda āsīt»: о переводах Библии на санскрит,Тавастшерна Сергей Сергеевич,Тавастшерна Сергей Сергеевич,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1251&option=com_content&task=view,b0bf5ab917a4f0be,47a411e6cae547f7
PRES_7c4283fb55,Zograf Readings,2006,E2006,SESS_6aa07ffa06,Безымянный герой (о романах Хазарипрасада Двиведи),Г. В. Стрелкова,Г. В. Стрелкова,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1251&option=com_content&task=view,90d2cfc31627948b,4f2e12fa0fdd192e
PRES_ef8b4c2eeb,Zograf Readings,2006,E2006,SESS_6aa07ffa06,Бхартрихари и Дхармакирти о возможности рефлексивного акта познания,Десницкая Евгения Алексеевна,Десницкая Евгения Алексеевна,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1251&option=com_content&task=view,9a9101a3fd73af26,484841e9e14d4303
PRES_e39ef506fa,Zograf Readings,2006,E2006,SESS_35f03ec82f,Вытеснение согласного во избежание возникновения тяжелой группы трех шумных согласных в индоиранском,М. Н. Боголюбов,М. Н. Боголюбов,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1251&option=com_content&task=view,7ba7f5009a9d32c6,6223c9e450f5b926
PRES_e142dfc9e9,Zograf Readings,2006,E2006,SESS_35f03ec82f,Завершающие строфы «Махабхараты»: лексика и семантика,Невелева Светлана Леонидовна,Невелева Светлана Леонидовна,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1251&option=com_content&task=view,8ff91e40e17d1276,b21053337e894fbb
PRES_7ba5d38278,Zograf Readings,2006,E2006,SESS_8f797d71d7,Изображение и текст: древнеиндийские рельефы и буддийские вербальные тексты,Вертоградова Виктория Викторовна,Вертоградова Виктория Викторовна,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1251&option=com_content&task=view,3d7e3cc471ca582d,ac8fd4fad8d1d79d
PRES_10471c708d,Zograf Readings,2006,E2006,SESS_6aa07ffa06,Индийские философские тексты: композиция как часть содержания,Парибок Андрей Всеволодович,Парибок Андрей Всеволодович,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1251&option=com_content&task=view,1d6841cd0109b13a,76d3bacc14f37a9f
PRES_d9b27c46a3,Zograf Readings,2006,E2006,SESS_6aa07ffa06,Интерпретация идей Упанишад у Раммохона Роя и Дебендронатха Тагора,Т. Т. Скороходова,Т. Т. Скороходова,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1251&option=com_content&task=view,80ecd3a260892200,cad7f4f51518913a
PRES_189a4d2a93,Zograf Readings,2006,E2006,SESS_6aa07ffa06,К вопросу о сюжетных и стилистических истоках ранних приключенческих романов на хинди,Т. А. Дубянская,Т. А. Дубянская,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1251&option=com_content&task=view,4714db6593fb68a6,b1b8050a0f7d2ee9
PRES_a716daf669,Zograf Readings,2006,E2006,SESS_35f03ec82f,К проблеме древнеиндийской хронологии,Вигасин Алексей Алексеевич,Вигасин Алексей Алексеевич,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1251&option=com_content&task=view,769cea3ee0906b8f,a49f0a7be48017ce
PRES_77b17b6c45,Zograf Readings,2006,E2006,SESS_6aa07ffa06,Комментарий к комментарию (Г.С.Лебедев и культурная жизнь Калькутты в 1790-х годах),Е. К. Бросалина,Е. К. Бросалина,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1251&option=com_content&task=view,c4923f776c921510,bd242f5b04c7da73
PRES_dcd791cd0d,Zograf Readings,2006,E2006,SESS_35f03ec82f,Место «Девибхагавата-пураны» в процессе эволюции шактизма,Игнатьев Андрей Александрович,Игнатьев Андрей Александрович,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1251&option=com_content&task=view,a0c08db9fac1b775,ddfd662a65119f87
PRES_c9a573f505,Zograf Readings,2006,E2006,SESS_6aa07ffa06,Механизмы передачи сакрального текста в школах раннего буддизма (К постановке проблемы),Жутаев Дмитрий Игоревич,Жутаев Дмитрий Игоревич,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1251&option=com_content&task=view,55166591bf19f709,63d02048dd9f6408
PRES_85992f5ea9,Zograf Readings,2006,E2006,SESS_6aa07ffa06,Модели христианского и индо-буддийского времени в современной литературе,В. М. Шелкович,В. М. Шелкович,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1251&option=com_content&task=view,25320f542947f534,5ef4c6727fb7b46e
PRES_fb2bdb8a0d,Zograf Readings,2006,E2006,SESS_8f797d71d7,Некоторые наблюдения над царской титулатурой индо-греков,Е. Р. Крючкова,Е. Р. Крючкова,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1251&option=com_content&task=view,590a37bf7781fe99,b4927fba2eb1e8e8
PRES_ff0842c651,Zograf Readings,2006,E2006,SESS_35f03ec82f,О соотношении санскритского и тибетского текстов «Гимна,Зорин Алексей Валерьевич,Зорин Алексей Валерьевич,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1251&option=com_content&task=view,4372e23c2d7bba84,992931e88343f292
PRES_1e421b76ad,Zograf Readings,2006,E2006,SESS_8f797d71d7,Об особенностях самосознания представителей «низких каст» в современных условиях,Е. Н. Успенская,Е. Н. Успенская,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1251&option=com_content&task=view,8edbf63e34ab5508,f9d737813a3bcdca
PRES_91920b49ed,Zograf Readings,2006,E2006,SESS_8f797d71d7,Отряхивающийся ныряльщик: о специфическом фольклорном мотиве в эпических и пуранических версиях «Сказания о Вепре» (Varāha-kathā),Васильков Ярослав Владимирович,Васильков Ярослав Владимирович,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1251&option=com_content&task=view,a0244fd46b966256,d038eb25283ab499
PRES_91c4ede5e7,Zograf Readings,2006,E2006,SESS_35f03ec82f,Представления об обществе и власти в «Бхагавата-пуране»,Ю. Г. Кокова,Ю. Г. Кокова,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1251&option=com_content&task=view,5326c30545d95824,dff2510a5b4f2802
PRES_2dfac2c0f3,Zograf Readings,2006,E2006,SESS_8f797d71d7,Санскритское upa-śru-: «слышать» или «вслушиваться»? Об одном древнеиндийском способе гадания,Гуров Никита Владимирович,Гуров Никита Владимирович,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1251&option=com_content&task=view,71a2a2445a597d96,ee86af1ee0f73306
PRES_1c5175fe4e,Zograf Readings,2006,E2006,SESS_8f797d71d7,Символика и способы почитания богини Тары в индуизме (с демонстрацией видеоматериалов),Рыжакова Светлана Игоревна,Рыжакова Светлана Игоревна,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1251&option=com_content&task=view,6273a1d4b637b3a8,57277b483a1f6d5b
PRES_bbeb5e1fd0,Zograf Readings,2006,E2006,SESS_35f03ec82f,Тема деревни в «Саттасаи»,М. Н. Русанов,М. Н. Русанов,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1251&option=com_content&task=view,11ee6be381092d83,15d840b03b57f615
PRES_d90de4e8ee,Zograf Readings,2006,E2006,SESS_6aa07ffa06,Тема уточняется,Б. В. Загуменнов,Б. В. Загуменнов,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1251&option=com_content&task=view,3d7be95e955e82f2,317e8c50dd98ffff
PRES_929fa2bb30,Zograf Readings,2006,E2006,SESS_35f03ec82f,Технические приспособления для рубрикации корней в,Гасунс Марцис Юрьевич,Гасунс Марцис Юрьевич,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1251&option=com_content&task=view,2b9fcea8f022d04f,d75c27f8c8a634cb
PRES_a90f88b805,Zograf Readings,2006,E2006,SESS_8f797d71d7,Царь − установитель дхармы. Практический аспект идеологической концепции,Д. Н. Лелюхин,Д. Н. Лелюхин,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1251&option=com_content&task=view,fe86a9f742b3d2f2,a41223290100398c
PRES_da8fd108fd,Zograf Readings,2007,E2007,SESS_ee883996cf,«Великие» и «малые» в надписях Ашоки,Вигасин Алексей Алексеевич,Вигасин Алексей Алексеевич,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1791&option=com_content&task=view,2bb79e6214d127ea,327cae9dd0e8f135
PRES_17e76db912,Zograf Readings,2007,E2007,SESS_ee883996cf,«Гимн Таре» Сарваджнямитры и его тибетские переводы,Зорин Алексей Валерьевич,Зорин Алексей Валерьевич,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1791&option=com_content&task=view,8caeb925b1cd32a9,f0b0a35d99a6c638
PRES_eee7a3c18d,Zograf Readings,2007,E2007,SESS_8f5fb2fbfc,«Мадхан-кам» – народная драма Северной Бенгалии (с демонстрацией видеоматериалов),Рыжакова Светлана Игоревна,Рыжакова Светлана Игоревна,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1791&option=com_content&task=view,68bfd510555d2605,79ff15faab2eb9b0
PRES_591cda8e1c,Zograf Readings,2007,E2007,SESS_ee883996cf,«Очерки Цейлона и Индии» И. П. Минаева как источник по изучению культурной истории Индии,Ермакова Татьяна Викторовна,Ермакова Татьяна Викторовна,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1791&option=com_content&task=view,14cbebfc75a0b10e,bce138eb32e53246
PRES_0dbddb1a25,Zograf Readings,2007,E2007,SESS_d8324bcae9,«Рассказ о рани Кетаки» Инш-алла Хана в контексте развития ранней прозы на хинди и урду,Т. А. Дубянская,Т. А. Дубянская,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1791&option=com_content&task=view,1552640215935f34,aaa0bfee9a6c9231
PRES_79ea7ca652,Zograf Readings,2007,E2007,SESS_ee883996cf,В чем непосредственность непосредственного восприятия в буддийской эпистемологии?,Лысенко Виктория Георгиевна,Лысенко Виктория Георгиевна,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1791&option=com_content&task=view,023c43c3544a97ed,0f17e82bfa3f46ab
PRES_e4da8d659d,Zograf Readings,2007,E2007,SESS_d8324bcae9,Дидактические шатаки в литературе телугу (К характеристике жанровых особенностей),Соболева Диана Владимировна,Соболева Диана Владимировна,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1791&option=com_content&task=view,ae951c79041c896d,90480d3098d858d4
PRES_3c024b664d,Zograf Readings,2007,E2007,SESS_8f5fb2fbfc,Индийские памятники героям в сравнительном освещении (К вопросу о материальном соответствии поэтической формуле «непреходящая слава»),Васильков Ярослав Владимирович,Васильков Ярослав Владимирович,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1791&option=com_content&task=view,eb1ecdbf553470e1,182a9d82557125a2
PRES_31585d391a,Zograf Readings,2007,E2007,SESS_ee883996cf,К вопросу о статусе «естественного описания» в индийской поэтике,Цветкова Софья Олеговна,Цветкова Софья Олеговна,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1791&option=com_content&task=view,20cf41694ac4cb0a,1b2bfa81f14bd72f
PRES_1fbf64e280,Zograf Readings,2007,E2007,SESS_8f5fb2fbfc,К вопросу об эндогамии касты,Е. Н. Успенская,Е. Н. Успенская,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1791&option=com_content&task=view,9421cc65f966339b,4c1aa344c685ed71
PRES_5722d1a134,Zograf Readings,2007,E2007,SESS_d8324bcae9,Лингвофилософское в «Пара-тримшика-виварана» Абхинавагупты,А. А. Мехакян,А. А. Мехакян,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1791&option=com_content&task=view,32cf0cf4fc105738,8ad0fd03c7bf8e7c
PRES_572fce41dc,Zograf Readings,2007,E2007,SESS_8f5fb2fbfc,Миф о Махишасурамардани в Девибхагавата- и Калика-пуранах,Игнатьев Андрей Александрович,Игнатьев Андрей Александрович,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1791&option=com_content&task=view,3697f780f9aec308,fa00db85f0e98ed7
PRES_97bd42cf38,Zograf Readings,2007,E2007,SESS_d8324bcae9,Некоторые проблемы становления вишишта-адвайты,Псху Рузана Владимировна,Псху Рузана Владимировна,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1791&option=com_content&task=view,928c0077deb38faa,6274eb4d0fa88614
PRES_af0d0d141c,Zograf Readings,2007,E2007,SESS_8f5fb2fbfc,О быках и людях (Образ «Стада» в скотоводческом эпосе Южной Индии),Гуров Никита Владимирович,Гуров Никита Владимирович,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1791&option=com_content&task=view,d5c4eeb42964d72f,65ee9e34bff7c614
PRES_d34abd1812,Zograf Readings,2007,E2007,SESS_d8324bcae9,Образ Чайтаньи в традиционных бенгальских текстах,С. В. Ватман,С. В. Ватман,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1791&option=com_content&task=view,f60539d9882e3806,c2aa3a1d7330f17d
PRES_def8edc77b,Zograf Readings,2007,E2007,SESS_ee883996cf,Описания военной техники в индийском сочинении XI века «Шри Калачакра тантра раджа»,А. М. Стрелков,А. М. Стрелков,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1791&option=com_content&task=view,b43aeab96c0facd4,ad246c055f039600
PRES_d1aab68f3f,Zograf Readings,2007,E2007,SESS_ee883996cf,От смерти к новому рождению. Учение о промежуточном существовании в «Абхидхармакоше» Васубандху,Островская Елена Петровна,Островская Елена Петровна,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1791&option=com_content&task=view,60b7fe5baf696739,5163290b3c594ad0
PRES_39e6d55717,Zograf Readings,2007,E2007,SESS_8f5fb2fbfc,Плач в составе древней махакавьи,Гурия Анастасия Георгиевна,Гурия Анастасия Георгиевна,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1791&option=com_content&task=view,0f9c6f42147130c6,3b39508be9f5ff22
PRES_0d989c0b5d,Zograf Readings,2007,E2007,SESS_ee883996cf,Санскритское письмо как последовательная фонетическая транскрипция,Парибок Андрей Всеволодович,Парибок Андрей Всеволодович,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1791&option=com_content&task=view,fc210ae97433db76,4692c600ede15c17
PRES_7eb7b61f87,Zograf Readings,2007,E2007,SESS_8f5fb2fbfc,Сезонный и суточный циклы в санскритской драме (структура санскритской драмы),Ю. М. Алиханова,Ю. М. Алиханова,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1791&option=com_content&task=view,00d9a97a0565b4b4,be596fe35c9710d2
PRES_ac3485128f,Zograf Readings,2007,E2007,SESS_d8324bcae9,Теоретические аспекты учения тантрической школы кула (согласно «Куларнава-тантре»),Пахомов Сергей Владимирович,Пахомов Сергей Владимирович,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1791&option=com_content&task=view,2adfc5fdd6e2fa69,1a04ce102331eb1b
PRES_5f17132b2e,Zograf Readings,2007,E2007,SESS_ee883996cf,Философ Нагарджуна – персонаж пракритского романа «Лилаваи»,М. А. Русанов,М. А. Русанов,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1791&option=com_content&task=view,97166b33efe4ff0d,7c06f2e7596fd7d9
PRES_17e3189cf8,Zograf Readings,2007,E2007,SESS_d8324bcae9,Язык как источник аргументации (на примере рассуждений о самбандхе),Десницкая Евгения Алексеевна,Десницкая Евгения Алексеевна,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1791&option=com_content&task=view,5868b8f0d2e19639,281446a655121d1c
PRES_9a92b46b14,Roerich Readings,2010,ER2010,SESS_R_f58bae4742,Философское приложение шикши в кашмирском шиваизме,А. А. Мехакян,А. А. Мехакян,https://ancient.ivran.ru/novosti?year=2010,4d2aed5a430ef6b0,278d4a435a171dcd
PRES_c9615d48d9,Zograf Readings,2010,E2010,SESS_3fc0ac896d,Mārgī/deśī: о двух способах интерпретации индийского танца,Рыжакова Светлана Игоревна,Рыжакова Светлана Игоревна,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2609&option=com_content&task=view,b6c25b9501e1b451,26a64dd1059fbf14
PRES_142ea17b52,Zograf Readings,2010,E2010,SESS_0b8827fc11,«Археология» раннебуддийского доктринального текста на примере главы о буддхакшетрах («полях Будд») из Махавасту,Жутаев Дмитрий Игоревич,Жутаев Дмитрий Игоревич,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2609&option=com_content&task=view,56ec97919494b357,7b04e581e8ce9062
PRES_a3785cbf61,Zograf Readings,2010,E2010,SESS_0b8827fc11,«Рагхуванша» Калидасы глазами тамилиста,Дубянский Александр Михайлович,Дубянский Александр Михайлович,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2609&option=com_content&task=view,6acc8a2af773c138,16ebb1d50995e4ec
PRES_b67bd70e1a,Zograf Readings,2010,E2010,SESS_80e98a2242,Индийский эпос «Дхола-Мару» и «Сказка о царе Салтане» А.С.Пушкина,Оранская Татьяна Иосифовна,Оранская Татьяна Иосифовна,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2609&option=com_content&task=view,cdbd5d0de421169f,33929e8c7e8e0dfe
PRES_c65e3e5a2e,Zograf Readings,2010,E2010,SESS_3fc0ac896d,Концепция игры в индийской традиции (кридаяника в «Натьяшастре»),Лидова Наталья Ростиславовна,Лидова Наталья Ростиславовна,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2609&option=com_content&task=view,d445eabdb607b5a4,f7084154008ee9eb
PRES_e10955a769,Zograf Readings,2010,E2010,SESS_0b8827fc11,Миф о Ветале и Бхайраве в «Калика-пуране»,Игнатьев Андрей Александрович,Игнатьев Андрей Александрович,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2609&option=com_content&task=view,3b039268784d94fa,f66df6f634a908eb
PRES_6ab39301b6,Zograf Readings,2010,E2010,SESS_3fc0ac896d,Ордалия раскаленной монетой (taptamàşa): текст и реальность,Корнеева Наталья Афанасьевна,Корнеева Наталья Афанасьевна,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2609&option=com_content&task=view,1c77838155c0cd72,cfaf329d29fe3a84
PRES_9cd329520f,Zograf Readings,2010,E2010,SESS_80e98a2242,Потенциальное и актуальное в буддийском учении о восприятии,Лысенко Виктория Георгиевна,Лысенко Виктория Георгиевна,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2609&option=com_content&task=view,d74e778073e08521,f2da6ad74792fd5d
PRES_8ff9560ce2,Zograf Readings,2010,E2010,SESS_80e98a2242,Проблема уникальности природы человеческой души в философской системе Ямуначарьи,Псху Рузана Владимировна,Псху Рузана Владимировна,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2609&option=com_content&task=view,e498dc636928af82,aaf8c95c0816257a
PRES_8a0a019807,Zograf Readings,2010,E2010,SESS_80e98a2242,Сравнительный анализ генезиса рефлексии в индийской и европейской философских традициях: визуальные и лингвистические детерминанты,Д. О. Парамонов,Д. О. Парамонов,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2609&option=com_content&task=view,f4f06f1d7a5f2b2d,22545fdb95668b14
PRES_d1ef40e702,Zograf Readings,2010,E2010,SESS_0b8827fc11,Царица в дворцовом парке,Ю. М. Алиханова,Ю. М. Алиханова,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2609&option=com_content&task=view,c0e02d119e809b54,c1f0e03c6e714cb1
PRES_8ed8abf0f3,Zograf Readings,2011,E2011,SESS_5e0874553b,Samarasa и svasamvedya в абхишека-патале Хеваджра-тантры согласно Муктавалихеваджрапаньджике Ратнакарашанти,Е. С. Бушуев,Е. С. Бушуев,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2846&option=com_content&task=view,c5086344a832f2b7,ef6950452dcdafbe
PRES_b9d9bc97b0,Zograf Readings,2011,E2011,SESS_59a9857581,«Будда из пригорода» Ханифа Курейши: иммигрантский текст индо-британской литературы,Котин Игорь Юрьевич,Котин Игорь Юрьевич,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2846&option=com_content&task=view,51c7ad8710e4422e,52b1976673f4a230
PRES_a8e1836f19,Zograf Readings,2011,E2011,SESS_4572ccf241,"«Юные» в окружении царя Раджасинхи II—го (XVII век, Шри Ланка)",Краснодембская Нина Георгиевна,Краснодембская Нина Георгиевна,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2846&option=com_content&task=view,3344b8c9171d714b,1c01f3dd05a411f3
PRES_eea83e722d,Zograf Readings,2011,E2011,SESS_59a9857581,«Ярость» Рушди,Челнокова Анна Витальевна,Челнокова Анна Витальевна,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2846&option=com_content&task=view,c3edc48f05b12547,2929b12b624f8f9c
PRES_78b64c2e8e,Zograf Readings,2011,E2011,SESS_4572ccf241,Герасим Лебедев и британская элита колониальной Калькутты,Васильков Ярослав Владимирович,Васильков Ярослав Владимирович,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2846&option=com_content&task=view,ef5633586473b4ff,6466416d7e10c2f1
PRES_f3e4359d03,Zograf Readings,2011,E2011,SESS_79b883a51d,Глава о надзирателе за архивом в «Артхашастре» Каутильи в контексте информации надписей времени Гуптов,Д. Н. Лелюхин,Д. Н. Лелюхин,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2846&option=com_content&task=view,fd559eed3d496ed7,37f38a0d334d0e14
PRES_93572d7bbf,Zograf Readings,2011,E2011,SESS_dc3a1f7d0b,Драупади в Зале собрания (роль бога Дхармы),Е. В. Танонова,Е. В. Танонова,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2846&option=com_content&task=view,5445b2f2826a26bc,3f645db5f2625974
PRES_1fc0beb03a,Zograf Readings,2011,E2011,SESS_5e0874553b,Другой в традиции индуизма и философии Бенгальского Возрождения: Опыт сопоставления,Скороходова Татьяна Григорьевна,Скороходова Татьяна Григорьевна,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2846&option=com_content&task=view,fb74ea0f7f0280ac,ab2b3c085b442354
PRES_16588312ee,Zograf Readings,2011,E2011,SESS_5d5bb47dbd,Индия в поэзии йафиитов (Южная Аравия),М. А. Родионов,М. А. Родионов,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2846&option=com_content&task=view,1973bbb4fcc1db2f,0144555269ca18a4
PRES_afa467fd84,Zograf Readings,2011,E2011,SESS_dc3a1f7d0b,Интерпретация символов ‘ом’ и ‘сиддхам’ в мангала-шлоках санскритских рукописей,Шомахмадов Сафарали Хайбуллоевич,Шомахмадов Сафарали Хайбуллоевич,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2846&option=com_content&task=view,ce09d40318ae534b,8299ed30d39d337e
PRES_9ef145276e,Zograf Readings,2011,E2011,SESS_dc3a1f7d0b,Интерпретация учения об аватарах Вишну в «Девибхагавата-пуране»,Игнатьев Андрей Александрович,Игнатьев Андрей Александрович,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2846&option=com_content&task=view,47f72a1f1c16b1a8,39272305526efe70
PRES_195f5178e4,Zograf Readings,2011,E2011,SESS_4572ccf241,Концепт svadharma в кастовой идеологии,Е. Н. Успенская,Е. Н. Успенская,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2846&option=com_content&task=view,a0c07fd897b5c3da,6c05e18c2f7a8ad2
PRES_74bc68062b,Zograf Readings,2011,E2011,SESS_dc3a1f7d0b,Метафора в «Махабхарате»,Невелева Светлана Леонидовна,Невелева Светлана Леонидовна,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2846&option=com_content&task=view,b93e64a89378fda0,2eaa2a5d99e9d526
PRES_8a32303760,Zograf Readings,2011,E2011,SESS_4572ccf241,Мифологии северных мунда как источник для реконструкции сюжета создания человека у населения евразийских степей в эпоху бронзы,Березкин Юрий Евгеньевич,Березкин Юрий Евгеньевич,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2846&option=com_content&task=view,229a9ebaf89784e4,38454c2620696a58
PRES_ccab671cf3,Zograf Readings,2011,E2011,SESS_5e0874553b,Некоторые аспекты полемического дискурса в индийских религиозно-философских традициях,Пахомов Сергей Владимирович,Пахомов Сергей Владимирович,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2846&option=com_content&task=view,648ec854af1f33c5,9948785d9f0daae5
