video_id,year,duration_sec,has_manual_ru,has_auto_ru,manual_langs,auto_langs,error
ziuJevNqUAY,2023,1204,False,True,,aa;ab;af;ak;am;ar;as;ay;az;ba;be;bg;bho;bn;bo;br;bs;ca;ceb;co;crs;cs;cy;da;de;dv;dz;ee;el;en;eo;es;et;eu;fa;fi;fil;fj;fo;fr;fy;ga;gaa;gd;gl;gn;gu;gv;ha;haw;hi;hmn;hr;ht;hu;hy;id;ig;is;it;iu;iw;ja;jv;ka;kha;kk;kl;km;kn;ko;kri;ku;ky;la;lb;lg;ln;lo;lt;lua;luo;lv;mfe;mg;mi;mk;ml;mn;mr;ms;mt;my;ne;new;nl;no;nso;ny;oc;om;or;os;pa;pam;pl;ps;pt;pt-PT;qu;rn;ro;ru;ru-orig;rw;sa;sd;sg;si;sk;sl;sm;sn;so;sq;sr;ss;st;su;sv;sw;ta;te;tg;th;ti;tk;tn;to;tr;ts;tt;tum;ug;uk;ur;uz;ve;vi;war;wo;xh;yi;yo;zh-Hans;zh-Hant;zu,
1oAIpL_c4k8,2023,1403,False,False,,,
6m6cxOrUPgQ,2023,1122,False,True,,aa;ab;af;ak;am;ar;as;ay;az;ba;be;bg;bho;bn;bo;br;bs;ca;ceb;co;crs;cs;cy;da;de;dv;dz;ee;el;en;eo;es;et;eu;fa;fi;fil;fj;fo;fr;fy;ga;gaa;gd;gl;gn;gu;gv;ha;haw;hi;hmn;hr;ht;hu;hy;id;ig;is;it;iu;iw;ja;jv;ka;kha;kk;kl;km;kn;ko;kri;ku;ky;la;lb;lg;ln;lo;lt;lua;luo;lv;mfe;mg;mi;mk;ml;mn;mr;ms;mt;my;ne;new;nl;no;nso;ny;oc;om;or;os;pa;pam;pl;ps;pt;pt-PT;qu;rn;ro;ru;ru-orig;rw;sa;sd;sg;si;sk;sl;sm;sn;so;sq;sr;ss;st;su;sv;sw;ta;te;tg;th;ti;tk;tn;to;tr;ts;tt;tum;ug;uk;ur;uz;ve;vi;war;wo;xh;yi;yo;zh-Hans;zh-Hant;zu,
GgqAJyqgDR4,2023,1395,False,True,,aa;ab;af;ak;am;ar;as;ay;az;ba;be;bg;bho;bn;bo;br;bs;ca;ceb;co;crs;cs;cy;da;de;dv;dz;ee;el;en;eo;es;et;eu;fa;fi;fil;fj;fo;fr;fy;ga;gaa;gd;gl;gn;gu;gv;ha;haw;hi;hmn;hr;ht;hu;hy;id;ig;is;it;iu;iw;ja;jv;ka;kha;kk;kl;km;kn;ko;kri;ku;ky;la;lb;lg;ln;lo;lt;lua;luo;lv;mfe;mg;mi;mk;ml;mn;mr;ms;mt;my;ne;new;nl;no;nso;ny;oc;om;or;os;pa;pam;pl;ps;pt;pt-PT;qu;rn;ro;ru;ru-orig;rw;sa;sd;sg;si;sk;sl;sm;sn;so;sq;sr;ss;st;su;sv;sw;ta;te;tg;th;ti;tk;tn;to;tr;ts;tt;tum;ug;uk;ur;uz;ve;vi;war;wo;xh;yi;yo;zh-Hans;zh-Hant;zu,
mbZhYseG_NU,2023,1605,False,True,,aa;ab;af;ak;am;ar;as;ay;az;ba;be;bg;bho;bn;bo;br;bs;ca;ceb;co;crs;cs;cy;da;de;dv;dz;ee;el;en;eo;es;et;eu;fa;fi;fil;fj;fo;fr;fy;ga;gaa;gd;gl;gn;gu;gv;ha;haw;hi;hmn;hr;ht;hu;hy;id;ig;is;it;iu;iw;ja;jv;ka;kha;kk;kl;km;kn;ko;kri;ku;ky;la;lb;lg;ln;lo;lt;lua;luo;lv;mfe;mg;mi;mk;ml;mn;mr;ms;mt;my;ne;new;nl;no;nso;ny;oc;om;or;os;pa;pam;pl;ps;pt;pt-PT;qu;rn;ro;ru;ru-orig;rw;sa;sd;sg;si;sk;sl;sm;sn;so;sq;sr;ss;st;su;sv;sw;ta;te;tg;th;ti;tk;tn;to;tr;ts;tt;tum;ug;uk;ur;uz;ve;vi;war;wo;xh;yi;yo;zh-Hans;zh-Hant;zu,
rKrSz-Zo5yQ,2023,1625,False,True,,aa;ab;af;ak;am;ar;as;ay;az;ba;be;bg;bho;bn;bo;br;bs;ca;ceb;co;crs;cs;cy;da;de;dv;dz;ee;el;en;eo;es;et;eu;fa;fi;fil;fj;fo;fr;fy;ga;gaa;gd;gl;gn;gu;gv;ha;haw;hi;hmn;hr;ht;hu;hy;id;ig;is;it;iu;iw;ja;jv;ka;kha;kk;kl;km;kn;ko;kri;ku;ky;la;lb;lg;ln;lo;lt;lua;luo;lv;mfe;mg;mi;mk;ml;mn;mr;ms;mt;my;ne;new;nl;no;nso;ny;oc;om;or;os;pa;pam;pl;ps;pt;pt-PT;qu;rn;ro;ru;ru-orig;rw;sa;sd;sg;si;sk;sl;sm;sn;so;sq;sr;ss;st;su;sv;sw;ta;te;tg;th;ti;tk;tn;to;tr;ts;tt;tum;ug;uk;ur;uz;ve;vi;war;wo;xh;yi;yo;zh-Hans;zh-Hant;zu,
26QDJdLX9og,2023,7953,False,True,,aa;ab;af;ak;am;ar;as;ay;az;ba;be;bg;bho;bn;bo;br;bs;ca;ceb;co;crs;cs;cy;da;de;dv;dz;ee;el;en;eo;es;et;eu;fa;fi;fil;fj;fo;fr;fy;ga;gaa;gd;gl;gn;gu;gv;ha;haw;hi;hmn;hr;ht;hu;hy;id;ig;is;it;iu;iw;ja;jv;ka;kha;kk;kl;km;kn;ko;kri;ku;ky;la;lb;lg;ln;lo;lt;lua;luo;lv;mfe;mg;mi;mk;ml;mn;mr;ms;mt;my;ne;new;nl;no;nso;ny;oc;om;or;os;pa;pam;pl;ps;pt;pt-PT;qu;rn;ro;ru;ru-orig;rw;sa;sd;sg;si;sk;sl;sm;sn;so;sq;sr;ss;st;su;sv;sw;ta;te;tg;th;ti;tk;tn;to;tr;ts;tt;tum;ug;uk;ur;uz;ve;vi;war;wo;xh;yi;yo;zh-Hans;zh-Hant;zu,
Td8MIWW8tsQ,2023,1416,False,True,,aa;ab;af;ak;am;ar;as;ay;az;ba;be;bg;bho;bn;bo;br;bs;ca;ceb;co;crs;cs;cy;da;de;dv;dz;ee;el;en;eo;es;et;eu;fa;fi;fil;fj;fo;fr;fy;ga;gaa;gd;gl;gn;gu;gv;ha;haw;hi;hmn;hr;ht;hu;hy;id;ig;is;it;iu;iw;ja;jv;ka;kha;kk;kl;km;kn;ko;kri;ku;ky;la;lb;lg;ln;lo;lt;lua;luo;lv;mfe;mg;mi;mk;ml;mn;mr;ms;mt;my;ne;new;nl;no;nso;ny;oc;om;or;os;pa;pam;pl;ps;pt;pt-PT;qu;rn;ro;ru;ru-orig;rw;sa;sd;sg;si;sk;sl;sm;sn;so;sq;sr;ss;st;su;sv;sw;ta;te;tg;th;ti;tk;tn;to;tr;ts;tt;tum;ug;uk;ur;uz;ve;vi;war;wo;xh;yi;yo;zh-Hans;zh-Hant;zu,
MEehOskuV8M,2023,28568,False,True,,aa;ab;af;ak;am;ar;as;ay;az;ba;be;bg;bho;bn;bo;br;bs;ca;ceb;co;crs;cs;cy;da;de;dv;dz;ee;el;en;eo;es;et;eu;fa;fi;fil;fj;fo;fr;fy;ga;gaa;gd;gl;gn;gu;gv;ha;haw;hi;hmn;hr;ht;hu;hy;id;ig;is;it;iu;iw;ja;jv;ka;kha;kk;kl;km;kn;ko;kri;ku;ky;la;lb;lg;ln;lo;lt;lua;luo;lv;mfe;mg;mi;mk;ml;mn;mr;ms;mt;my;ne;new;nl;no;nso;ny;oc;om;or;os;pa;pam;pl;ps;pt;pt-PT;qu;rn;ro;ru;ru-orig;rw;sa;sd;sg;si;sk;sl;sm;sn;so;sq;sr;ss;st;su;sv;sw;ta;te;tg;th;ti;tk;tn;to;tr;ts;tt;tum;ug;uk;ur;uz;ve;vi;war;wo;xh;yi;yo;zh-Hans;zh-Hant;zu,
v7lYYYV4VKo,2023,,,,,,ERROR: [youtube] v7lYYYV4VKo: Private video. Sign in if you've been granted access to this video. Use --cookies-from-bro
5-icaeTCSnw,2023,36021,False,True,,aa;ab;af;ak;am;ar;as;ay;az;ba;be;bg;bho;bn;bo;br;bs;ca;ceb;co;crs;cs;cy;da;de;dv;dz;ee;el;en;eo;es;et;eu;fa;fi;fil;fj;fo;fr;fy;ga;gaa;gd;gl;gn;gu;gv;ha;haw;hi;hmn;hr;ht;hu;hy;id;ig;is;it;iu;iw;ja;jv;ka;kha;kk;kl;km;kn;ko;kri;ku;ky;la;lb;lg;ln;lo;lt;lua;luo;lv;mfe;mg;mi;mk;ml;mn;mr;ms;mt;my;ne;new;nl;no;nso;ny;oc;om;or;os;pa;pam;pl;ps;pt;pt-PT;qu;rn;ro;ru;ru-orig;rw;sa;sd;sg;si;sk;sl;sm;sn;so;sq;sr;ss;st;su;sv;sw;ta;te;tg;th;ti;tk;tn;to;tr;ts;tt;tum;ug;uk;ur;uz;ve;vi;war;wo;xh;yi;yo;zh-Hans;zh-Hant;zu,
PXk9JZF5EdA,2023,20623,False,True,,aa;ab;af;ak;am;ar;as;ay;az;ba;be;bg;bho;bn;bo;br;bs;ca;ceb;co;crs;cs;cy;da;de;dv;dz;ee;el;en;eo;es;et;eu;fa;fi;fil;fj;fo;fr;fy;ga;gaa;gd;gl;gn;gu;gv;ha;haw;hi;hmn;hr;ht;hu;hy;id;ig;is;it;iu;iw;ja;jv;ka;kha;kk;kl;km;kn;ko;kri;ku;ky;la;lb;lg;ln;lo;lt;lua;luo;lv;mfe;mg;mi;mk;ml;mn;mr;ms;mt;my;ne;new;nl;no;nso;ny;oc;om;or;os;pa;pam;pl;ps;pt;pt-PT;qu;rn;ro;ru;ru-orig;rw;sa;sd;sg;si;sk;sl;sm;sn;so;sq;sr;ss;st;su;sv;sw;ta;te;tg;th;ti;tk;tn;to;tr;ts;tt;tum;ug;uk;ur;uz;ve;vi;war;wo;xh;yi;yo;zh-Hans;zh-Hant;zu,
-TWByfAUjZI,2023,7738,False,True,,aa;ab;af;ak;am;ar;as;ay;az;ba;be;bg;bho;bn;bo;br;bs;ca;ceb;co;crs;cs;cy;da;de;dv;dz;ee;el;en;eo;es;et;eu;fa;fi;fil;fj;fo;fr;fy;ga;gaa;gd;gl;gn;gu;gv;ha;haw;hi;hmn;hr;ht;hu;hy;id;ig;is;it;iu;iw;ja;jv;ka;kha;kk;kl;km;kn;ko;kri;ku;ky;la;lb;lg;ln;lo;lt;lua;luo;lv;mfe;mg;mi;mk;ml;mn;mr;ms;mt;my;ne;new;nl;no;nso;ny;oc;om;or;os;pa;pam;pl;ps;pt;pt-PT;qu;rn;ro;ru;ru-orig;rw;sa;sd;sg;si;sk;sl;sm;sn;so;sq;sr;ss;st;su;sv;sw;ta;te;tg;th;ti;tk;tn;to;tr;ts;tt;tum;ug;uk;ur;uz;ve;vi;war;wo;xh;yi;yo;zh-Hans;zh-Hant;zu,
JOEpCQDSqns,2023,3154,False,True,,aa;ab;af;ak;am;ar;as;ay;az;ba;be;bg;bho;bn;bo;br;bs;ca;ceb;co;crs;cs;cy;da;de;dv;dz;ee;el;en;eo;es;et;eu;fa;fi;fil;fj;fo;fr;fy;ga;gaa;gd;gl;gn;gu;gv;ha;haw;hi;hmn;hr;ht;hu;hy;id;ig;is;it;iu;iw;ja;jv;ka;kha;kk;kl;km;kn;ko;kri;ku;ky;la;lb;lg;ln;lo;lt;lua;luo;lv;mfe;mg;mi;mk;ml;mn;mr;ms;mt;my;ne;new;nl;no;nso;ny;oc;om;or;os;pa;pam;pl;ps;pt;pt-PT;qu;rn;ro;ru;ru-orig;rw;sa;sd;sg;si;sk;sl;sm;sn;so;sq;sr;ss;st;su;sv;sw;ta;te;tg;th;ti;tk;tn;to;tr;ts;tt;tum;ug;uk;ur;uz;ve;vi;war;wo;xh;yi;yo;zh-Hans;zh-Hant;zu,
UZKA1AnQLfo,2023,2465,False,True,en-GB,aa;ab;af;ak;am;ar;as;ay;az;ba;be;bg;bho;bn;bo;br;bs;ca;ceb;co;crs;cs;cy;da;de;dv;dz;ee;el;en;eo;es;et;eu;fa;fi;fil;fj;fo;fr;fy;ga;gaa;gd;gl;gn;gu;gv;ha;haw;hi;hmn;hr;ht;hu;hy;id;ig;is;it;iu;iw;ja;jv;ka;kha;kk;kl;km;kn;ko;kri;ku;ky;la;lb;lg;ln;lo;lt;lua;luo;lv;mfe;mg;mi;mk;ml;mn;mr;ms;mt;my;ne;new;nl;no;nso;ny;oc;om;or;os;pa;pam;pl;ps;pt;pt-PT;qu;rn;ro;ru;ru-orig;rw;sa;sd;sg;si;sk;sl;sm;sn;so;sq;sr;ss;st;su;sv;sw;ta;te;tg;th;ti;tk;tn;to;tr;ts;tt;tum;ug;uk;ur;uz;ve;vi;war;wo;xh;yi;yo;zh-Hans;zh-Hant;zu,
g_k-enVyhGw,2023,3000,False,True,,aa;ab;af;ak;am;ar;as;ay;az;ba;be;bg;bho;bn;bo;br;bs;ca;ceb;co;crs;cs;cy;da;de;dv;dz;ee;el;en;eo;es;et;eu;fa;fi;fil;fj;fo;fr;fy;ga;gaa;gd;gl;gn;gu;gv;ha;haw;hi;hmn;hr;ht;hu;hy;id;ig;is;it;iu;iw;ja;jv;ka;kha;kk;kl;km;kn;ko;kri;ku;ky;la;lb;lg;ln;lo;lt;lua;luo;lv;mfe;mg;mi;mk;ml;mn;mr;ms;mt;my;ne;new;nl;no;nso;ny;oc;om;or;os;pa;pam;pl;ps;pt;pt-PT;qu;rn;ro;ru;ru-orig;rw;sa;sd;sg;si;sk;sl;sm;sn;so;sq;sr;ss;st;su;sv;sw;ta;te;tg;th;ti;tk;tn;to;tr;ts;tt;tum;ug;uk;ur;uz;ve;vi;war;wo;xh;yi;yo;zh-Hans;zh-Hant;zu,
dURX8wgHSbE,2023,21939,False,True,,aa;ab;af;ak;am;ar;as;ay;az;ba;be;bg;bho;bn;bo;br;bs;ca;ceb;co;crs;cs;cy;da;de;dv;dz;ee;el;en;eo;es;et;eu;fa;fi;fil;fj;fo;fr;fy;ga;gaa;gd;gl;gn;gu;gv;ha;haw;hi;hmn;hr;ht;hu;hy;id;ig;is;it;iu;iw;ja;jv;ka;kha;kk;kl;km;kn;ko;kri;ku;ky;la;lb;lg;ln;lo;lt;lua;luo;lv;mfe;mg;mi;mk;ml;mn;mr;ms;mt;my;ne;new;nl;no;nso;ny;oc;om;or;os;pa;pam;pl;ps;pt;pt-PT;qu;rn;ro;ru;ru-orig;rw;sa;sd;sg;si;sk;sl;sm;sn;so;sq;sr;ss;st;su;sv;sw;ta;te;tg;th;ti;tk;tn;to;tr;ts;tt;tum;ug;uk;ur;uz;ve;vi;war;wo;xh;yi;yo;zh-Hans;zh-Hant;zu,
JECHNCYFkFE,2023,2140,False,True,,aa;ab;af;ak;am;ar;as;ay;az;ba;be;bg;bho;bn;bo;br;bs;ca;ceb;co;crs;cs;cy;da;de;dv;dz;ee;el;en;eo;es;et;eu;fa;fi;fil;fj;fo;fr;fy;ga;gaa;gd;gl;gn;gu;gv;ha;haw;hi;hmn;hr;ht;hu;hy;id;ig;is;it;iu;iw;ja;jv;ka;kha;kk;kl;km;kn;ko;kri;ku;ky;la;lb;lg;ln;lo;lt;lua;luo;lv;mfe;mg;mi;mk;ml;mn;mr;ms;mt;my;ne;new;nl;no;nso;ny;oc;om;or;os;pa;pam;pl;ps;pt;pt-PT;qu;rn;ro;ru;ru-orig;rw;sa;sd;sg;si;sk;sl;sm;sn;so;sq;sr;ss;st;su;sv;sw;ta;te;tg;th;ti;tk;tn;to;tr;ts;tt;tum;ug;uk;ur;uz;ve;vi;war;wo;xh;yi;yo;zh-Hans;zh-Hant;zu,
JJhQwiKLetE,2023,2217,False,True,,aa;ab;af;ak;am;ar;as;ay;az;ba;be;bg;bho;bn;bo;br;bs;ca;ceb;co;crs;cs;cy;da;de;dv;dz;ee;el;en;eo;es;et;eu;fa;fi;fil;fj;fo;fr;fy;ga;gaa;gd;gl;gn;gu;gv;ha;haw;hi;hmn;hr;ht;hu;hy;id;ig;is;it;iu;iw;ja;jv;ka;kha;kk;kl;km;kn;ko;kri;ku;ky;la;lb;lg;ln;lo;lt;lua;luo;lv;mfe;mg;mi;mk;ml;mn;mr;ms;mt;my;ne;new;nl;no;nso;ny;oc;om;or;os;pa;pam;pl;ps;pt;pt-PT;qu;rn;ro;ru;ru-orig;rw;sa;sd;sg;si;sk;sl;sm;sn;so;sq;sr;ss;st;su;sv;sw;ta;te;tg;th;ti;tk;tn;to;tr;ts;tt;tum;ug;uk;ur;uz;ve;vi;war;wo;xh;yi;yo;zh-Hans;zh-Hant;zu,
MEDa4O9fN_s,2023,2279,False,True,,aa;ab;af;ak;am;ar;as;ay;az;ba;be;bg;bho;bn;bo;br;bs;ca;ceb;co;crs;cs;cy;da;de;dv;dz;ee;el;en;eo;es;et;eu;fa;fi;fil;fj;fo;fr;fy;ga;gaa;gd;gl;gn;gu;gv;ha;haw;hi;hmn;hr;ht;hu;hy;id;ig;is;it;iu;iw;ja;jv;ka;kha;kk;kl;km;kn;ko;kri;ku;ky;la;lb;lg;ln;lo;lt;lua;luo;lv;mfe;mg;mi;mk;ml;mn;mr;ms;mt;my;ne;new;nl;no;nso;ny;oc;om;or;os;pa;pam;pl;ps;pt;pt-PT;qu;rn;ro;ru;ru-orig;rw;sa;sd;sg;si;sk;sl;sm;sn;so;sq;sr;ss;st;su;sv;sw;ta;te;tg;th;ti;tk;tn;to;tr;ts;tt;tum;ug;uk;ur;uz;ve;vi;war;wo;xh;yi;yo;zh-Hans;zh-Hant;zu,
TAA73pshkmI,2023,1470,False,True,,aa;ab;af;ak;am;ar;as;ay;az;ba;be;bg;bho;bn;bo;br;bs;ca;ceb;co;crs;cs;cy;da;de;dv;dz;ee;el;en;eo;es;et;eu;fa;fi;fil;fj;fo;fr;fy;ga;gaa;gd;gl;gn;gu;gv;ha;haw;hi;hmn;hr;ht;hu;hy;id;ig;is;it;iu;iw;ja;jv;ka;kha;kk;kl;km;kn;ko;kri;ku;ky;la;lb;lg;ln;lo;lt;lua;luo;lv;mfe;mg;mi;mk;ml;mn;mr;ms;mt;my;ne;new;nl;no;nso;ny;oc;om;or;os;pa;pam;pl;ps;pt;pt-PT;qu;rn;ro;ru;ru-orig;rw;sa;sd;sg;si;sk;sl;sm;sn;so;sq;sr;ss;st;su;sv;sw;ta;te;tg;th;ti;tk;tn;to;tr;ts;tt;tum;ug;uk;ur;uz;ve;vi;war;wo;xh;yi;yo;zh-Hans;zh-Hant;zu,
