meso_codes,presentation_id,public_path,renou_evidence,renou_match_count,renou_match_status,renou_register_labels,renou_registers,renou_state_labels,renou_states,scholar_ids,scholar_urls,scholars,series,source_url,tags,theme_code,theme_en,title,year
modern_literature,PRES_e793d570a3,p/buddizm-v-tvorchestve-dzhayashankara-prasada.html,state:IV; state:V; register:kavya; register:bauddha,4,matched,Bauddha; Kāvya,bauddha; kavya,Buddhist / Jaina; Classical,IV; V,PERS_f940c5b3,s/strelkova-gyuzel.html,Strelkova Guzel Vladimirovna,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=80&option=com_content&task=view,буддизм; джаяшанкара; прасад; творчество,literature_and_poetry,Literature & Poetry,Буддизм в творчестве Джаяшанкара Прасада,2004
comparative_analysis,PRES_2048f4153d,p/modeli-khristianskogo-i-indo-buddiiskogo-vremeni-v-sovremennoi-literature.html,state:IV; state:V; register:kavya; register:bauddha,4,matched,Bauddha; Kāvya,bauddha; kavya,Buddhist / Jaina; Classical,IV; V,PERS_8a8c5d8b,s/vladimir-shelkovich.html,Shelkovich Vladimir Mikhailovich,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1251&option=com_content&task=view,время; индо-буддийский; литература; модель; современный; христианский,literature_and_poetry,Literature & Poetry,Модели христианского и индо-буддийского времени в современной литературе,2006
visual_material_culture,PRES_77b298a44b,p/izobrazhenie-i-tekst-drevneindiiskie-relefy-i-buddiiskie-verbalnye-teksty.html,state:V; register:bauddha,2,matched,Bauddha,bauddha,Buddhist / Jaina,V,PERS_5228da95,s/victoria-vertogradova.html,Vertogradova Victoria Viktorovna,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1251&option=com_content&task=view,буддизм; вербальный; древнеиндийский; изображение; рельеф; текст,art_and_material_culture,Art & Material Culture,Изображение и текст: древнеиндийские рельефы и буддийские вербальные тексты,2006
buddhist_studies,PRES_bdb9ecf419,p/mekhanizmy-peredachi-sakralnogo-teksta-v-shkolakh-rannego-buddizma-k-postanovke-problemy.html,state:V; register:bauddha,2,matched,Bauddha,bauddha,Buddhist / Jaina,V,PERS_92868e4f,s/dmitry-zhutaev.html,Zhutaev Dar Igorevich,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1251&option=com_content&task=view,буддизм; механизм; передача; постановка; ранний; сакральный; текст; школа,religion_and_philosophy,Religion & Philosophy,Механизмы передачи сакрального текста в школах раннего буддизма (К постановке проблемы),2006
buddhist_studies,PRES_fa7c38b2f3,p/entsiklopediya-abkhidkharmy-vasubandkhu-kak-proizvedenie-sanskritskoi-literatury.html,state:IV; state:V; register:kavya; register:bauddha,4,matched,Bauddha; Kāvya,bauddha; kavya,Buddhist / Jaina; Classical,IV; V,PERS_37f98454; PERS_c48611e0,s/ostrovskaya-elena.html; s/rudoi-valerii.html,Ostrovskaya Elena Petrovna; Rudoy Valery Isaakovich,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1251&option=com_content&task=view,абхидхарма; васубандх; литература; произведение; санскрит; энциклопедия,literature_and_poetry,Literature & Poetry,«Энциклопедия Абхидхармы» Васубандху как произведение санскритской литературы,2006
buddhist_studies,PRES_632589d9f1,p/ot-smerti-k-novomu-rozhdeniyu-uchenie-o-promezhutochnom-sushchestvovanii-v-abkhidkharmakoshe-vas.html,state:V; register:bauddha,2,matched,Bauddha,bauddha,Buddhist / Jaina,V,PERS_c48611e0,s/ostrovskaya-elena.html,Ostrovskaya Elena Petrovna,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1791&option=com_content&task=view,абхидхармакош; васубандх; новый; промежуточный; рождение; смерть; существование; учение,religion_and_philosophy,Religion & Philosophy,От смерти к новому рождению. Учение о промежуточном существовании в «Абхидхармакоше» Васубандху,2007
buddhist_studies; philosophy_epistemology,PRES_cb85e06342,p/v-chem-neposredstvennost-neposredstvennogo-vospriyatiya-v-buddiiskoi-epistemologii.html,state:V; register:bauddha,2,matched,Bauddha,bauddha,Buddhist / Jaina,V,PERS_12125da9,s/victoria-lysenko.html,Lysenko Victoria Georgievna,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1791&option=com_content&task=view,буддизм; восприятие; непосредственность; непосредственный; чем; эпистемология,religion_and_philosophy,Religion & Philosophy,В чем непосредственность непосредственного восприятия в буддийской эпистемологии?,2007
buddhist_studies,PRES_506157c4da,p/tema-vremeni-v-buddiiskikh-predaniyakh-o-varanasi.html,state:V; register:bauddha,2,matched,Bauddha,bauddha,Buddhist / Jaina,V,PERS_f074f69f,s/natalia-alexandrova.html,Alexandrova Natalia Vladimirovna,Roerich Readings,https://ancient.ivran.ru/novosti?year=2008,буддизм; варанася; время; предание,religion_and_philosophy,Religion & Philosophy,Тема времени в буддийских преданиях о Варанаси,2008
buddhist_studies,PRES_9d84234785,p/terminologiya-i-grammatika-v-entsiklopedii-abkhidkharmy-vasubandkhu.html,state:II; state:V; register:vyakarana; register:bauddha,4,matched,Bauddha; Vyākaraṇa,bauddha; vyakarana,Buddhist / Jaina; Pāṇinian,II; V,PERS_37f98454; PERS_c48611e0,s/ostrovskaya-elena.html; s/rudoi-valerii.html,Ostrovskaya Elena Petrovna; Rudoy Valery Isaakovich,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2074&option=com_content&task=view,абхидхарма; васубандх; грамматика; терминология; энциклопедия,religion_and_philosophy,Religion & Philosophy,Терминология и грамматика в «Энциклопедии Абхидхармы» Васубандху,2008
buddhist_studies,PRES_e3afc7dbb4,p/trava-darbkha-i-sambodkhi-buddy.html,state:V; register:bauddha,2,matched,Bauddha,bauddha,Buddhist / Jaina,V,PERS_5228da95,s/victoria-vertogradova.html,Vertogradova Victoria Viktorovna,Roerich Readings,https://ancient.ivran.ru/novosti?year=2008,будда; дарбх; самбодх; трава,religion_and_philosophy,Religion & Philosophy,Трава дарбха и самбодхи Будды,2008
