year,playlist_label,playlist_id,video_id,video_url,video_title,position,published_at
2023,2023 (XL+XLI Зографские чтения; mixed pre-2023),PLeCoRXpRAy9hRDYPuc3DP2cEGHRPUgqAr,NmFjM156E1Q,https://www.youtube.com/watch?v=NmFjM156E1Q,"Институт Восточных Рукописей РАН. 1-ый день, 10:30 — 14:00 (XL Зографские чтения)",0,2019-06-03T16:34:45Z
2023,2023 (XL+XLI Зографские чтения; mixed pre-2023),PLeCoRXpRAy9hRDYPuc3DP2cEGHRPUgqAr,ZMgc9ikKEUo,https://www.youtube.com/watch?v=ZMgc9ikKEUo,А.А. Игнатьев (Калининград). Четыре народа в «Йогини-тантре». (XL Зографские чтения),1,2019-06-03T16:48:01Z
2023,2023 (XL+XLI Зографские чтения; mixed pre-2023),PLeCoRXpRAy9hRDYPuc3DP2cEGHRPUgqAr,gPaPetQ5JPM,https://www.youtube.com/watch?v=gPaPetQ5JPM,О.А. Волошина (Москва). Санскритские очки европейской лингвистики XIX века (XL Зографские чтения),2,2019-06-03T16:51:02Z
2023,2023 (XL+XLI Зографские чтения; mixed pre-2023),PLeCoRXpRAy9hRDYPuc3DP2cEGHRPUgqAr,ZZNTgPua1tY,https://www.youtube.com/watch?v=ZZNTgPua1tY,Е.А. Уланский  (Москва). Парибхаша  -  интерпретационные правила грамматики Панини,3,2019-06-03T16:52:33Z
2023,2023 (XL+XLI Зографские чтения; mixed pre-2023),PLeCoRXpRAy9hRDYPuc3DP2cEGHRPUgqAr,8xR5XOPg2YQ,https://www.youtube.com/watch?v=8xR5XOPg2YQ,А.В. Зорин (Санкт-Петербург). Индийские и тибетские лингвистические штудии Д. Г. Мессершмидта,4,2019-06-03T16:53:11Z
2023,2023 (XL+XLI Зографские чтения; mixed pre-2023),PLeCoRXpRAy9hRDYPuc3DP2cEGHRPUgqAr,E6QLEL20gqk,https://www.youtube.com/watch?v=E6QLEL20gqk,М. Ю. Гасунс (Краснодар). Двести лет санскритской лексикографии (1819-2019) (XL Зографские чтения),5,2019-06-03T16:53:44Z
2023,2023 (XL+XLI Зографские чтения; mixed pre-2023),PLeCoRXpRAy9hRDYPuc3DP2cEGHRPUgqAr,6hGe_Imo-7U,https://www.youtube.com/watch?v=6hGe_Imo-7U,С.В. Пахомов (Санкт-Петербург). Понятие блаженства (ананды) в индуистском тантризме.,6,2019-06-03T17:10:17Z
2023,2023 (XL+XLI Зографские чтения; mixed pre-2023),PLeCoRXpRAy9hRDYPuc3DP2cEGHRPUgqAr,FDFwugkv3yM,https://www.youtube.com/watch?v=FDFwugkv3yM,"О.Н. Ерченков (Ленинградская обл.). ""Унмада нирукта"". ""Безумная этимология"" (XL Зографские чтения)",7,2019-06-03T17:42:23Z
2023,2023 (XL+XLI Зографские чтения; mixed pre-2023),PLeCoRXpRAy9hRDYPuc3DP2cEGHRPUgqAr,yS7OrtJ0vEo,https://www.youtube.com/watch?v=yS7OrtJ0vEo,А. Ковалевская (Гамбург). Способы сокрытия мантр в тантрических текстах.,8,2019-06-03T17:42:54Z
2023,2023 (XL+XLI Зографские чтения; mixed pre-2023),PLeCoRXpRAy9hRDYPuc3DP2cEGHRPUgqAr,D443p2_z53M,https://www.youtube.com/watch?v=D443p2_z53M,С.С. Донченко (Санкт-Петербург). Современные баулы: мистики или артисты.,9,2019-06-03T17:44:20Z
