meso_codes,presentation_id,public_path,renou_evidence,renou_match_count,renou_match_status,renou_register_labels,renou_registers,renou_state_labels,renou_states,scholar_ids,scholar_urls,scholars,series,source_url,tags,theme_code,theme_en,title,year
,PRES_6e17572f1f,p/problema-klassifikatsii-induistskikh-tantricheskikh-shkol.html,state:III; register:tantra,2,matched,Tantra,tantra,Epic & prolongements,III,PERS_260a598a,s/pakhomov-sergei.html,Pakhomov Sergey Vladimirovich,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=80&option=com_content&task=view,индуистский; классификация; тантрический; школа,religion_and_philosophy,Religion & Philosophy,Проблема классификации индуистских тантрических школ,2004
buddhist_studies,PRES_7052e31e46,p/opisaniya-voennoi-tekhniki-v-indiiskom-sochinenii-xi-veka-shri-kalachakra-tantra-radzha.html,state:III; register:tantra,2,matched,Tantra,tantra,Epic & prolongements,III,PERS_3d22e8d4,s/strelkov-andrei.html,Strelkov Andrey Mikhailovich,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1791&option=com_content&task=view,век; военный; индия; калачакра; описание; радж; сочинение; тантра; техника,history_and_culture,"History, Culture & Society",Описания военной техники в индийском сочинении XI века «Шри Калачакра тантра раджа»,2007
,PRES_8c102cb0c2,p/teoreticheskie-aspekty-ucheniya-tantricheskoi-shkoly-kula-soglasno-kularnava-tantre.html,state:III; register:tantra,2,matched,Tantra,tantra,Epic & prolongements,III,PERS_260a598a,s/pakhomov-sergei.html,Pakhomov Sergey Vladimirovich,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=1791&option=com_content&task=view,кула; куларнава-тантра; согласно; тантрический; теоретический; учение; школа,religion_and_philosophy,Religion & Philosophy,Теоретические аспекты учения тантрической школы кула (согласно «Куларнава-тантре»),2007
philosophy_epistemology; yoga_ayurveda,PRES_e2499adc9f,p/problema-sootnosheniya-etiki-i-znaniya-v-ioge-i-induistskoi-tantre.html,state:III; register:tantra,2,matched,Tantra,tantra,Epic & prolongements,III,PERS_260a598a,s/pakhomov-sergei.html,Pakhomov Sergey Vladimirovich,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2306&option=com_content&task=view,знание; индуистский; йога; соотношение; тантра; этика,religion_and_philosophy,Religion & Philosophy,Проблема соотношения этики и знания в йоге и индуистской тантре,2009
philosophy_epistemology,PRES_c4f67633f5,p/kto-govorit-tolkovanie-istochnika-rechi-v-nekotorykh-induistskikh-tantrakh.html,state:III; register:tantra,2,matched,Tantra,tantra,Epic & prolongements,III,PERS_2fd442aa,s/ofertas-stanislav.html,Ofertas Stanislav Cheslavovich,Roerich Readings,https://ancient.ivran.ru/novosti?year=2010,говорить; индуистский; источник; кто; речь; тантра; толкование,religion_and_philosophy,Religion & Philosophy,Кто говорит? Толкование источника речи в некоторых индуистских тантрах,2010
buddhist_studies,PRES_f118abdc31,p/diskussiya-o-chetyrekh-blazhenstvakh-ob-odnoi-strategii-dlya-interpretatsii-istinnoi-prirody-rea.html,state:III; register:tantra,2,matched,Tantra,tantra,Epic & prolongements,III,PERS_30b54681,s/bushuev-evgenii.html,Evgeny Bushuev,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2609&option=com_content&task=view,блаженство; дискуссия; истинный; посвящение; природа; реальность; стратегия; хеваджр-тантра; четыре,religion_and_philosophy,Religion & Philosophy,Дискуссия о четырех блаженствах: об одной стратегии для интерпретации истинной природы реальности в посвящении Хеваджра-тантры,2010
buddhist_studies,PRES_9cc7f0b54c,p/samarasa-i-svasamvedya-v-abkhisheka-patale-khevadzhra-tantry-soglasno-muktavalikhevadzhrapandzhi.html,state:III; register:tantra,2,matched,Tantra,tantra,Epic & prolongements,III,PERS_30b54681,s/bushuev-evgenii.html,Evgeny Bushuev,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2846&option=com_content&task=view,абхишека-патале; муктавалихеваджрапаньджик; ратнакарашанти; согласно; хеваджр-тантра,religion_and_philosophy,Religion & Philosophy,Samarasa и svasamvedya в абхишека-патале Хеваджра-тантры согласно Муктавалихеваджрапаньджике Ратнакарашанти,2011
buddhist_studies,PRES_9ec34b2c0f,p/strofy-o-bodkhichitte-vo-vtoroi-glave-gukhyasamadzha-tantry.html,state:III; register:tantra,2,matched,Tantra,tantra,Epic & prolongements,III,PERS_e96139bd,s/korobov-vladimir.html,Korobov Vladimir Borisovich,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2846&option=com_content&task=view,бодхичитта; второй; глава; гухьясамадж; строфа; тантра,religion_and_philosophy,Religion & Philosophy,Строфы о бодхичитте во второй главе Гухьясамаджа тантры,2011
,PRES_df563ac2ff,p/problema-energii-v-tantre.html,state:III; register:tantra,2,matched,Tantra,tantra,Epic & prolongements,III,PERS_1a097e52,s/paribok-andrei.html,Paribok Andrey Vsevolodovich,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=2846&option=com_content&task=view,тантра; энергия,religion_and_philosophy,Religion & Philosophy,Проблема энергии в тантре,2011
philosophy_epistemology,PRES_44b7051738,p/formula-bkhukti-mukti-i-soteriologicheskii-antinomizm-induistskoi-tantry.html,state:III; register:tantra,2,matched,Tantra,tantra,Epic & prolongements,III,PERS_260a598a,s/pakhomov-sergei.html,Pakhomov Sergey Vladimirovich,Zograf Readings,https://www.orientalstudies.ru/rus/index.php?Itemid=48&id=3036&option=com_content&task=view,антиномизм; бхукть; индуистский; мукть; сотериологический; тантра; формула,religion_and_philosophy,Religion & Philosophy,Формула «бхукти — мукти» и сотериологический антиномизм индуистской тантры,2012
